"","id","PSU","gender","a1","a4","a4a","a5","a8","c15_a","c15_b","c15_c","k12","k7","k12a","k13","k3","k5","k26b_a","c6a","c6g","year","wave","province","time","age","corhort","female","marriage","edu","eduyear","hukouRural","race","party","party_parter","incomeFam","occ","job","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"1878",1878,375,1,1954,7,3,1,1,97,997,997,5,1,12000,NA,1,997,5,8,4,2009,2,"山东省",0,55,3,0,1,2,7,1,1,0,0,12000,997,1,0,-3,1,NA,0
"1879",1879,375,1,1969,7,3,1,1,97,997,997,5,1,15000,NA,1,997,5,2,2,2009,2,"山东省",0,40,2,0,1,2,7,1,1,0,0,15000,997,1,0,3,3,1,1
"1880",1880,375,2,1950,5,2,1,1,5,3,5,5,1,10000,NA,997,997,5,1,2,2009,2,"山东省",0,59,3,1,1,1,5,1,1,0,0,10000,997,997,0,4,3,1,1
"1881",1881,375,2,1968,7,3,1,1,97,997,997,5,1,9,NA,3,8,5,1,2,2009,2,"山东省",0,41,2,1,1,2,7,1,1,0,0,NA,8,3,0,4,3,1,1
"1882",1882,375,1,1957,11,5,5,1,1,3,5,5,1,9,NA,997,997,1,1,2,2009,2,"山东省",0,52,3,0,1,3,11,0,1,1,1,NA,997,997,0,4,3,1,1
"1883",1883,375,1,1969,7,3,1,1,97,997,997,5,1,20000,NA,1,997,5,1,2,2009,2,"山东省",0,40,2,0,1,2,7,1,1,0,0,20000,997,1,0,4,3,1,1
"1884",1884,375,1,1978,8,4,1,1,5,3,5,5,1,25000,NA,3,8,5,1,2,2009,2,"山东省",0,31,2,0,1,3,8,1,1,0,0,25000,8,3,0,4,3,1,1
"1885",1885,375,2,1972,7,3,1,1,97,997,997,5,1,20000,NA,5,10,5,1,2,2009,2,"山东省",0,37,2,1,1,2,7,1,1,0,0,20000,10,5,0,4,3,1,1
"1886",1886,375,2,1970,7,3,1,1,97,997,997,5,1,9,NA,1,997,5,1,2,2009,2,"山东省",0,39,2,1,1,2,7,1,1,0,0,NA,997,1,0,4,3,1,1
"1887",1887,375,2,1971,7,3,1,1,97,997,997,5,1,8,NA,1,997,5,1,2,2009,2,"山东省",0,38,2,1,1,2,7,1,1,0,0,NA,997,1,0,4,3,1,1
"1888",1888,375,1,1955,5,2,1,9,5,3,5,5,1,8,NA,88,96,5,1,9,2009,2,"山东省",0,54,3,0,1,1,5,1,NA,0,0,NA,96,88,NA,4,-4,1,NA
"1889",1889,375,1,1974,8,3,1,1,5,3,5,5,1,30000,NA,9,8,5,8,8,2009,2,"山东省",0,35,2,0,1,2,8,1,1,0,0,30000,8,9,0,-3,-3,NA,NA
"1890",1890,375,1,1983,11,4,1,1,97,997,997,5,1,25000,NA,5,10,7,1,8,2009,2,"山东省",0,26,1,0,1,3,11,1,1,0,NA,25000,10,5,0,4,-3,1,NA
"1891",1891,375,1,1961,8,3,1,1,97,997,997,1,1,NA,20000,5,10,7,1,8,2009,2,"山东省",0,48,2,0,1,2,8,1,1,0,NA,20000,10,5,0,4,-3,1,NA
"1892",1892,375,2,1970,8,3,1,1,97,997,997,1,1,NA,10000,1,997,7,1,3,2009,2,"山东省",0,39,2,1,1,2,8,1,1,0,NA,10000,997,1,0,4,2,1,0
"1893",1893,375,1,1953,16,7,5,1,5,3,5,5,1,8,NA,9,6,5,2,3,2009,2,"山东省",0,56,3,0,1,4,16,0,1,0,0,NA,6,9,1,3,2,1,0
"1894",1894,375,2,1973,11,4,5,1,5,3,5,5,1,15000,NA,10,8,5,1,2,2009,2,"山东省",0,36,2,1,1,3,11,0,1,0,0,15000,8,10,0,4,3,1,1
"1895",1895,375,2,1980,6,3,1,1,5,3,5,5,1,8,NA,3,8,5,1,2,2009,2,"山东省",0,29,1,1,1,2,6,1,1,0,0,NA,8,3,0,4,3,1,1
"1896",1896,375,1,1960,8,3,1,1,97,997,997,5,1,10000,NA,5,9,7,1,3,2009,2,"山东省",0,49,2,0,1,2,8,1,1,0,NA,10000,9,5,1,4,2,1,0
"1897",1897,375,2,1985,8,3,1,9,97,997,997,1,1,NA,30000,1,997,7,1,8,2009,2,"山东省",0,24,1,1,1,2,8,1,NA,0,NA,30000,997,1,0,4,-3,1,NA
"1898",1898,375,1,1966,8,3,1,1,97,997,997,5,1,10000,NA,1,997,7,1,2,2009,2,"山东省",0,43,2,0,1,2,8,1,1,0,NA,10000,997,1,0,4,3,1,1
"1899",1899,411,1,1963,5,2,1,1,97,997,997,1,1,NA,3000,1,997,5,1,1,2009,2,"河南省",0,46,2,0,1,1,5,1,1,0,0,3000,997,1,0,4,4,1,1
"1900",1900,411,2,1978,8,3,1,1,97,997,997,1,1,NA,10000,1,997,5,1,2,2009,2,"河南省",0,31,2,1,1,2,8,1,1,0,0,10000,997,1,0,4,3,1,1
"1901",1901,411,2,1954,1,1,1,1,97,997,997,1,1,NA,10000,1,997,5,1,1,2009,2,"河南省",0,55,3,1,1,0,1,1,1,0,0,10000,997,1,0,4,4,1,1
"1902",1902,411,1,1941,13,6,1,1,97,997,997,1,1,NA,2000,1,997,5,1,1,2009,2,"河南省",0,68,3,0,1,4,13,1,1,0,0,2000,997,1,0,4,4,1,1
"1903",1903,411,2,1990,8,3,1,1,5,1,5,1,5,NA,10000,997,997,7,2,2,2009,2,"河南省",0,19,1,1,0,2,8,1,1,0,NA,10000,997,997,0,3,3,1,1
"1904",1904,411,2,1967,7,3,1,1,5,3,5,1,1,NA,7500,1,997,5,2,2,2009,2,"河南省",0,42,2,1,1,2,7,1,1,0,0,7500,997,1,0,3,3,1,1
"1905",1905,411,2,1962,6,2,1,1,97,997,997,5,1,15000,NA,1,997,5,1,2,2009,2,"河南省",0,47,2,1,1,1,6,1,1,0,0,15000,997,1,0,4,3,1,1
"1906",1906,411,1,1970,8,3,1,1,97,997,997,1,1,NA,10000,1,997,5,1,9,2009,2,"河南省",0,39,2,0,1,2,8,1,1,0,0,10000,997,1,0,4,-4,1,NA
"1907",1907,411,2,1958,0,1,1,1,97,997,997,1,1,NA,20000,997,997,5,1,2,2009,2,"河南省",0,51,3,1,1,0,0,1,1,0,0,20000,997,997,0,4,3,1,1
"1908",1908,411,2,1948,2,1,1,1,97,997,997,1,1,NA,8,997,997,1,1,8,2009,2,"河南省",0,61,3,1,1,0,2,1,1,0,1,NA,997,997,0,4,-3,1,NA
"1909",1909,411,1,1950,6,2,1,1,97,997,997,1,1,NA,6000,1,997,5,2,2,2009,2,"河南省",0,59,3,0,1,1,6,1,1,0,0,6000,997,1,0,3,3,1,1
"1910",1910,411,1,1945,15,5,1,1,97,997,997,1,1,NA,9000,997,997,5,1,1,2009,2,"河南省",0,64,3,0,1,3,15,1,1,0,0,9000,997,997,0,4,4,1,1
"1911",1911,411,2,1963,8,3,1,1,97,997,997,1,1,NA,30000,1,997,5,1,1,2009,2,"河南省",0,46,2,1,1,2,8,1,1,0,0,30000,997,1,0,4,4,1,1
"1912",1912,411,1,1971,9,3,1,1,97,997,997,1,4,NA,5000,1,997,5,2,2,2009,2,"河南省",0,38,2,0,0,2,9,1,1,0,0,5000,997,1,0,3,3,1,1
"1913",1913,411,2,1959,9,3,1,1,97,997,997,1,1,NA,3000,1,997,5,1,2,2009,2,"河南省",0,50,3,1,1,2,9,1,1,0,0,3000,997,1,0,4,3,1,1
"1914",1914,411,2,1973,8,3,1,1,97,997,997,1,1,NA,3000,1,997,5,2,2,2009,2,"河南省",0,36,2,1,1,2,8,1,1,0,0,3000,997,1,0,3,3,1,1
"1915",1915,411,1,1989,9,3,1,1,97,997,997,1,5,NA,10000,5,10,5,1,1,2009,2,"河南省",0,20,1,0,0,2,9,1,1,0,0,10000,10,5,0,4,4,1,1
"1916",1916,411,1,1940,5,2,1,1,97,997,997,1,1,NA,2000,1,997,5,1,1,2009,2,"河南省",0,69,3,0,1,1,5,1,1,0,0,2000,997,1,0,4,4,1,1
"1917",1917,411,1,1963,5,2,1,1,97,997,997,1,1,NA,5000,1,997,5,1,1,2009,2,"河南省",0,46,2,0,1,1,5,1,1,0,0,5000,997,1,0,4,4,1,1
"1918",1918,411,1,1949,5,2,1,1,97,997,997,1,1,NA,20000,1,997,5,1,1,2009,2,"河南省",0,60,3,0,1,1,5,1,1,0,0,20000,997,1,0,4,4,1,1
"1919",1919,411,2,1950,8,3,1,1,97,997,997,1,1,NA,10000,997,997,5,2,2,2009,2,"河南省",0,59,3,1,1,2,8,1,1,0,0,10000,997,997,0,3,3,1,1
"1920",1920,411,2,1980,11,5,1,1,97,997,997,1,1,NA,10000,997,997,5,1,1,2009,2,"河南省",0,29,1,1,1,3,11,1,1,0,0,10000,997,997,0,4,4,1,1
"1921",1921,411,2,1966,11,4,1,1,97,997,997,1,1,NA,9,997,997,5,2,2,2009,2,"河南省",0,43,2,1,1,3,11,1,1,0,0,NA,997,997,0,3,3,1,1
"1922",1922,411,2,1966,8,3,1,1,97,997,997,1,1,NA,8,997,997,5,2,2,2009,2,"河南省",0,43,2,1,1,2,8,1,1,0,0,NA,997,997,0,3,3,1,1
"1923",1923,411,2,1959,12,4,5,1,5,3,5,5,1,8,NA,2,99,5,1,2,2009,2,"河南省",0,50,3,1,1,3,12,0,1,0,0,NA,99,2,0,4,3,1,1
"1924",1924,411,2,1965,9,3,1,1,97,997,997,1,1,NA,9000,3,99,5,2,2,2009,2,"河南省",0,44,2,1,1,2,9,1,1,0,0,9000,99,3,0,3,3,1,1
"1925",1925,411,2,1947,6,2,1,1,97,997,997,5,1,8,NA,2,99,5,2,2,2009,2,"河南省",0,62,3,1,1,1,6,1,1,0,0,NA,99,2,0,3,3,1,1
"1926",1926,411,1,1989,9,3,1,1,97,997,997,5,5,9,NA,5,4,5,2,3,2009,2,"河南省",0,20,1,0,0,2,9,1,1,0,0,NA,4,5,0,3,2,1,0
"1927",1927,411,1,1944,3,2,1,1,97,997,997,1,1,NA,1000,997,997,5,1,2,2009,2,"河南省",0,65,3,0,1,1,3,1,1,0,0,1000,997,997,0,4,3,1,1
"1928",1928,411,2,1988,12,4,5,1,97,997,997,5,5,9,NA,2,99,5,2,2,2009,2,"河南省",0,21,1,1,0,3,12,0,1,0,0,NA,99,2,0,3,3,1,1
"1929",1929,411,2,1949,9,3,5,1,5,3,5,5,1,10000,NA,997,997,5,2,2,2009,2,"河南省",0,60,3,1,1,2,9,0,1,0,0,10000,997,997,0,3,3,1,1
"1930",1930,411,2,1981,15,7,5,1,5,1,5,5,1,30000,NA,9,6,1,1,1,2009,2,"河南省",0,28,1,1,1,4,15,0,1,0,1,30000,6,9,1,4,4,1,1
"1931",1931,411,1,1963,8,3,1,1,97,997,997,5,1,9,NA,3,8,5,2,2,2009,2,"河南省",0,46,2,0,1,2,8,1,1,0,0,NA,8,3,0,3,3,1,1
"1932",1932,411,1,1951,12,4,5,1,1,1,5,5,1,55000,NA,1,997,5,1,2,2009,2,"河南省",0,58,3,0,1,3,12,0,1,1,0,55000,997,1,0,4,3,1,1
"1933",1933,411,2,1973,8,3,5,1,97,997,997,5,1,20000,NA,3,10,5,1,1,2009,2,"河南省",0,36,2,1,1,2,8,0,1,0,0,20000,10,3,0,4,4,1,1
"1934",1934,411,2,1983,12,4,5,1,97,997,997,5,1,8,NA,10,99,5,1,2,2009,2,"河南省",0,26,1,1,1,3,12,0,1,0,0,NA,99,10,0,4,3,1,1
"1935",1935,411,1,1955,15,7,5,1,1,3,9,5,1,60000,NA,10,1,5,1,1,2009,2,"河南省",0,54,3,0,1,4,15,0,1,1,0,60000,1,10,1,4,4,1,1
"1936",1936,411,2,1964,11,4,5,1,1,3,5,5,1,20000,NA,10,1,5,1,1,2009,2,"河南省",0,45,2,1,1,3,11,0,1,1,0,20000,1,10,1,4,4,1,1
"1937",1937,411,1,1973,15,6,5,1,1,1,5,5,2,15000,NA,7,6,7,1,3,2009,2,"河南省",0,36,2,0,0,4,15,0,1,1,NA,15000,6,7,1,4,2,1,0
"1938",1938,411,2,1964,8,3,5,1,97,997,997,5,1,8,NA,997,997,1,2,2,2009,2,"河南省",0,45,2,1,1,2,8,0,1,0,1,NA,997,997,0,3,3,1,1
"1939",1939,411,1,1973,99,99,5,1,97,997,997,5,1,9,NA,88,99,5,2,2,2009,2,"河南省",0,36,2,0,1,NA,99,0,1,0,0,NA,99,88,NA,3,3,1,1
"1940",1940,412,1,1941,0,1,1,1,97,997,997,1,1,NA,8,1,997,5,1,8,2009,2,"河南省",0,68,3,0,1,0,0,1,1,0,0,NA,997,1,0,4,-3,1,NA
"1941",1941,412,1,1959,8,3,1,1,97,997,997,1,1,NA,5000,1,997,5,1,1,2009,2,"河南省",0,50,3,0,1,2,8,1,1,0,0,5000,997,1,0,4,4,1,1
"1942",1942,412,2,1947,0,1,1,1,97,997,997,1,1,NA,8000,1,997,5,1,1,2009,2,"河南省",0,62,3,1,1,0,0,1,1,0,0,8000,997,1,0,4,4,1,1
"1943",1943,412,2,1971,0,1,1,1,97,997,997,1,1,NA,5000,1,997,5,1,1,2009,2,"河南省",0,38,2,1,1,0,0,1,1,0,0,5000,997,1,0,4,4,1,1
"1944",1944,412,1,1989,10,3,1,1,97,997,997,1,5,NA,5000,1,997,5,2,8,2009,2,"河南省",0,20,1,0,0,2,10,1,1,0,0,5000,997,1,0,3,-3,1,NA
"1945",1945,412,2,1947,99,1,1,1,97,997,997,1,1,NA,8,1,997,5,1,1,2009,2,"河南省",0,62,3,1,1,0,99,1,1,0,0,NA,997,1,0,4,4,1,1
"1946",1946,412,1,1954,6,3,1,1,97,997,997,1,1,NA,6500,1,997,7,2,3,2009,2,"河南省",0,55,3,0,1,2,6,1,1,0,NA,6500,997,1,0,3,2,1,0
"1947",1947,412,1,1969,5,2,1,1,97,997,997,1,1,NA,6000,1,997,5,1,1,2009,2,"河南省",0,40,2,0,1,1,5,1,1,0,0,6000,997,1,0,4,4,1,1
"1948",1948,412,1,1949,99,2,1,1,1,5,5,1,1,NA,9,1,997,5,1,1,2009,2,"河南省",0,60,3,0,1,1,99,1,1,1,0,NA,997,1,0,4,4,1,1
"1949",1949,412,2,1963,0,1,1,1,97,997,997,1,1,NA,9,1,997,5,1,8,2009,2,"河南省",0,46,2,1,1,0,0,1,1,0,0,NA,997,1,0,4,-3,1,NA
"1950",1950,412,2,1956,0,1,1,1,97,997,997,1,1,NA,9,1,997,1,1,1,2009,2,"河南省",0,53,3,1,1,0,0,1,1,0,1,NA,997,1,0,4,4,1,1
"1951",1951,412,2,1953,5,2,1,1,97,997,997,1,1,NA,9,997,997,5,1,1,2009,2,"河南省",0,56,3,1,1,1,5,1,1,0,0,NA,997,997,0,4,4,1,1
"1952",1952,412,2,1953,0,1,1,1,5,3,5,1,1,NA,9,1,997,5,1,1,2009,2,"河南省",0,56,3,1,1,0,0,1,1,0,0,NA,997,1,0,4,4,1,1
"1953",1953,412,2,1941,0,1,1,1,97,997,997,1,1,NA,8,997,997,5,1,2,2009,2,"河南省",0,68,3,1,1,0,0,1,1,0,0,NA,997,997,0,4,3,1,1
"1954",1954,412,1,1967,6,2,1,1,97,997,997,1,1,NA,4000,1,997,5,1,2,2009,2,"河南省",0,42,2,0,1,1,6,1,1,0,0,4000,997,1,0,4,3,1,1
"1955",1955,412,1,1961,9,3,1,1,1,1,5,1,1,NA,10000,1,997,5,1,2,2009,2,"河南省",0,48,2,0,1,2,9,1,1,1,0,10000,997,1,0,4,3,1,1
"1956",1956,412,2,1966,8,3,1,1,97,997,997,1,1,NA,9,1,997,5,1,8,2009,2,"河南省",0,43,2,1,1,2,8,1,1,0,0,NA,997,1,0,4,-3,1,NA
"1957",1957,412,2,1942,0,1,1,1,97,997,997,1,1,NA,8,997,997,5,1,2,2009,2,"河南省",0,67,3,1,1,0,0,1,1,0,0,NA,997,997,0,4,3,1,1
"1958",1958,412,2,1949,0,1,1,1,97,997,997,1,1,NA,9,997,997,5,1,1,2009,2,"河南省",0,60,3,1,1,0,0,1,1,0,0,NA,997,997,0,4,4,1,1
"1959",1959,412,1,1954,4,2,1,1,97,997,997,1,1,NA,4000,1,997,5,1,2,2009,2,"河南省",0,55,3,0,1,1,4,1,1,0,0,4000,997,1,0,4,3,1,1
"1960",1960,412,1,1949,11,5,1,1,5,3,5,1,1,NA,9,1,997,5,1,8,2009,2,"河南省",0,60,3,0,1,3,11,1,1,0,0,NA,997,1,0,4,-3,1,NA
"1961",1961,412,2,1944,0,1,1,1,97,997,997,1,1,NA,9,997,997,5,2,2,2009,2,"河南省",0,65,3,1,1,0,0,1,1,0,0,NA,997,997,0,3,3,1,1
"1962",1962,412,1,1940,6,2,1,9,97,997,997,1,1,NA,5000,1,997,5,1,2,2009,2,"河南省",0,69,3,0,1,1,6,1,NA,0,0,5000,997,1,0,4,3,1,1
"1963",1963,412,1,1946,5,2,1,1,97,997,997,1,1,NA,9,1,997,5,1,8,2009,2,"河南省",0,63,3,0,1,1,5,1,1,0,0,NA,997,1,0,4,-3,1,NA
"1964",1964,412,2,1947,0,1,1,1,5,3,5,1,1,NA,9,997,997,5,1,8,2009,2,"河南省",0,62,3,1,1,0,0,1,1,0,0,NA,997,997,0,4,-3,1,NA
"1965",1965,412,2,1990,9,3,5,1,5,1,5,1,1,NA,25000,2,8,5,3,2,2009,2,"河南省",0,19,1,1,1,2,9,0,1,0,0,25000,8,2,0,2,3,0,1
"1966",1966,412,2,1973,2,2,1,9,97,997,997,1,1,NA,5000,1,997,5,1,2,2009,2,"河南省",0,36,2,1,1,1,2,1,NA,0,0,5000,997,1,0,4,3,1,1
"1967",1967,412,2,1945,9,3,1,1,97,997,997,1,1,NA,15000,997,997,5,1,1,2009,2,"河南省",0,64,3,1,1,2,9,1,1,0,0,15000,997,997,0,4,4,1,1
"1968",1968,412,2,1966,0,1,1,1,97,997,997,1,1,NA,1000,997,997,5,1,2,2009,2,"河南省",0,43,2,1,1,0,0,1,1,0,0,1000,997,997,0,4,3,1,1
"1969",1969,412,2,1964,0,1,1,1,97,997,997,1,1,NA,5000,997,997,5,1,1,2009,2,"河南省",0,45,2,1,1,0,0,1,1,0,0,5000,997,997,0,4,4,1,1
"1970",1970,412,2,1963,5,1,1,1,97,997,997,1,1,NA,20000,997,997,5,1,1,2009,2,"河南省",0,46,2,1,1,0,5,1,1,0,0,20000,997,997,0,4,4,1,1
"1971",1971,412,2,1959,0,1,1,1,97,997,997,1,1,NA,20000,1,997,5,1,2,2009,2,"河南省",0,50,3,1,1,0,0,1,1,0,0,20000,997,1,0,4,3,1,1
"1972",1972,412,2,1965,5,2,1,1,97,997,997,1,1,NA,8000,1,997,1,1,3,2009,2,"河南省",0,44,2,1,1,1,5,1,1,0,1,8000,997,1,0,4,2,1,0
"1973",1973,412,2,1945,9,3,1,1,97,997,997,1,1,NA,500,1,997,1,1,8,2009,2,"河南省",0,64,3,1,1,2,9,1,1,0,1,500,997,1,0,4,-3,1,NA
"1974",1974,412,2,1979,0,1,1,1,97,997,997,1,1,NA,9,1,997,5,1,8,2009,2,"河南省",0,30,2,1,1,0,0,1,1,0,0,NA,997,1,0,4,-3,1,NA
"1975",1975,412,2,1973,3,1,1,1,97,997,997,1,1,NA,9,1,997,5,1,8,2009,2,"河南省",0,36,2,1,1,0,3,1,1,0,0,NA,997,1,0,4,-3,1,NA
"1976",1976,412,1,1974,8,3,1,1,97,997,997,1,1,NA,1000,1,997,5,1,1,2009,2,"河南省",0,35,2,0,1,2,8,1,1,0,0,1000,997,1,0,4,4,1,1
"1977",1977,412,2,1971,8,3,1,1,97,997,997,1,1,NA,9,1,997,5,1,8,2009,2,"河南省",0,38,2,1,1,2,8,1,1,0,0,NA,997,1,0,4,-3,1,NA
"1978",1978,412,2,1974,9,3,1,1,97,997,997,1,1,NA,10000,1,997,5,1,2,2009,2,"河南省",0,35,2,1,1,2,9,1,1,0,0,10000,997,1,0,4,3,1,1
"1979",1979,412,2,1951,0,1,1,1,97,997,997,5,1,8,NA,1,997,5,1,2,2009,2,"河南省",0,58,3,1,1,0,0,1,1,0,0,NA,997,1,0,4,3,1,1
"1980",1980,412,2,1950,0,1,1,1,97,997,997,1,1,NA,9,1,997,5,1,8,2009,2,"河南省",0,59,3,1,1,0,0,1,1,0,0,NA,997,1,0,4,-3,1,NA
"1981",1981,412,1,1949,5,2,1,1,97,997,997,1,1,NA,5000,1,997,5,1,1,2009,2,"河南省",0,60,3,0,1,1,5,1,1,0,0,5000,997,1,0,4,4,1,1
"1982",1982,413,1,1949,99,5,5,1,1,3,5,5,1,9,NA,8,1,5,1,1,2009,2,"河南省",0,60,3,0,1,3,99,0,1,1,0,NA,1,8,1,4,4,1,1
"1983",1983,413,2,1944,8,3,5,1,97,997,997,5,1,9,NA,10,2,1,2,8,2009,2,"河南省",0,65,3,1,1,2,8,0,1,0,1,NA,2,10,1,3,-3,1,NA
"1984",1984,413,2,1939,5,1,5,1,97,997,997,5,1,9,NA,997,997,1,1,1,2009,2,"河南省",0,70,4,1,1,0,5,0,1,0,1,NA,997,997,0,4,4,1,1
"1985",1985,413,2,1987,4,7,5,1,1,3,5,5,5,8,NA,997,997,7,1,2,2009,2,"河南省",0,22,1,1,0,4,4,0,1,1,NA,NA,997,997,0,4,3,1,1
"1986",1986,413,1,1964,8,3,5,1,5,1,5,5,1,10000,NA,3,10,5,1,1,2009,2,"河南省",0,45,2,0,1,2,8,0,1,0,0,10000,10,3,0,4,4,1,1
"1987",1987,413,2,1939,4,2,1,1,97,997,997,5,1,18000,NA,997,997,1,1,2,2009,2,"河南省",0,70,4,1,1,1,4,1,1,0,1,18000,997,997,0,4,3,1,1
"1988",1988,413,2,1941,12,5,5,1,1,3,5,5,1,24000,NA,2,6,5,1,1,2009,2,"河南省",0,68,3,1,1,3,12,0,1,1,0,24000,6,2,1,4,4,1,1
"1989",1989,413,2,1955,5,2,1,1,97,997,997,1,1,NA,10000,997,997,5,1,1,2009,2,"河南省",0,54,3,1,1,1,5,1,1,0,0,10000,997,997,0,4,4,1,1
"1990",1990,413,2,1957,2,2,1,1,97,997,997,1,1,NA,8,997,997,5,1,2,2009,2,"河南省",0,52,3,1,1,1,2,1,1,0,0,NA,997,997,0,4,3,1,1
"1991",1991,413,1,1952,5,2,1,1,97,997,997,1,1,NA,3000,1,997,5,1,1,2009,2,"河南省",0,57,3,0,1,1,5,1,1,0,0,3000,997,1,0,4,4,1,1
"1992",1992,413,2,1978,8,3,1,1,97,997,997,1,1,NA,9,1,997,5,1,8,2009,2,"河南省",0,31,2,1,1,2,8,1,1,0,0,NA,997,1,0,4,-3,1,NA
"1993",1993,413,2,1953,4,2,1,1,97,997,997,1,1,NA,7000,1,997,5,1,2,2009,2,"河南省",0,56,3,1,1,1,4,1,1,0,0,7000,997,1,0,4,3,1,1
"1994",1994,413,2,1967,4,2,1,1,97,997,997,1,1,NA,9000,1,997,5,2,2,2009,2,"河南省",0,42,2,1,1,1,4,1,1,0,0,9000,997,1,0,3,3,1,1
"1995",1995,413,1,1987,9,3,1,1,97,997,997,1,5,NA,3000,99,99,5,1,8,2009,2,"河南省",0,22,1,0,0,2,9,1,1,0,0,3000,99,99,NA,4,-3,1,NA
"1996",1996,413,1,1941,8,3,1,1,97,997,997,1,1,NA,11000,997,997,5,1,1,2009,2,"河南省",0,68,3,0,1,2,8,1,1,0,0,11000,997,997,0,4,4,1,1
"1997",1997,413,1,1963,18,4,1,1,97,997,997,1,1,NA,10000,997,997,5,1,1,2009,2,"河南省",0,46,2,0,1,3,18,1,1,0,0,10000,997,997,0,4,4,1,1
"1998",1998,413,1,1949,3,2,1,1,1,3,5,1,1,NA,10000,1,997,5,1,1,2009,2,"河南省",0,60,3,0,1,1,3,1,1,1,0,10000,997,1,0,4,4,1,1
"1999",1999,413,2,1964,12,4,1,1,1,3,5,1,1,NA,20000,1,997,1,1,1,2009,2,"河南省",0,45,2,1,1,3,12,1,1,1,1,20000,997,1,0,4,4,1,1
"2000",2000,413,2,1966,3,1,1,1,97,997,997,1,1,NA,9,1,997,5,1,8,2009,2,"河南省",0,43,2,1,1,0,3,1,1,0,0,NA,997,1,0,4,-3,1,NA
"2001",2001,413,2,1971,5,2,1,1,97,997,997,1,1,NA,10000,1,997,5,1,1,2009,2,"河南省",0,38,2,1,1,1,5,1,1,0,0,10000,997,1,0,4,4,1,1
"2002",2002,413,2,1968,5,2,5,1,97,997,997,1,1,NA,1000,1,997,5,2,3,2009,2,"河南省",0,41,2,1,1,1,5,0,1,0,0,1000,997,1,0,3,2,1,0
"2003",2003,413,2,1945,5,2,1,1,97,997,997,1,1,NA,1300,1,997,1,1,1,2009,2,"河南省",0,64,3,1,1,1,5,1,1,0,1,1300,997,1,0,4,4,1,1
"2004",2004,413,1,1964,11,4,1,1,5,3,5,1,1,NA,9,1,997,5,1,3,2009,2,"河南省",0,45,2,0,1,3,11,1,1,0,0,NA,997,1,0,4,2,1,0
"2005",2005,413,1,1965,10,3,5,1,5,1,5,5,1,30000,NA,3,2,5,2,4,2009,2,"河南省",0,44,2,0,1,2,10,0,1,0,0,30000,2,3,1,3,1,1,0
"2006",2006,413,1,1942,5,2,1,1,97,997,997,1,1,NA,9,1,997,5,1,1,2009,2,"河南省",0,67,3,0,1,1,5,1,1,0,0,NA,997,1,0,4,4,1,1
"2007",2007,413,2,1949,0,1,1,1,97,997,997,1,1,NA,9,997,997,5,1,8,2009,2,"河南省",0,60,3,1,1,0,0,1,1,0,0,NA,997,997,0,4,-3,1,NA
"2008",2008,413,2,1960,5,2,1,1,97,997,997,1,1,NA,9,1,997,5,8,8,2009,2,"河南省",0,49,2,1,1,1,5,1,1,0,0,NA,997,1,0,-3,-3,NA,NA
"2009",2009,413,2,1978,5,2,1,1,97,997,997,1,1,NA,9,1,997,5,3,3,2009,2,"河南省",0,31,2,1,1,1,5,1,1,0,0,NA,997,1,0,2,2,0,0
"2010",2010,413,2,1969,8,3,1,1,97,997,997,1,9,NA,9,1,997,5,1,3,2009,2,"河南省",0,40,2,1,NA,2,8,1,1,0,0,NA,997,1,0,4,2,1,0
"2011",2011,413,1,1949,13,4,1,1,1,5,5,1,1,NA,2000,1,997,5,1,3,2009,2,"河南省",0,60,3,0,1,3,13,1,1,1,0,2000,997,1,0,4,2,1,0
"2012",2012,413,1,1988,12,4,1,1,97,997,997,1,5,NA,5000,1,997,5,1,1,2009,2,"河南省",0,21,1,0,0,3,12,1,1,0,0,5000,997,1,0,4,4,1,1
"2013",2013,413,1,1989,12,4,1,1,5,3,5,1,5,NA,10000,1,997,5,1,1,2009,2,"河南省",0,20,1,0,0,3,12,1,1,0,0,10000,997,1,0,4,4,1,1
"2014",2014,413,2,1952,0,1,1,1,97,997,997,1,1,NA,8000,1,997,5,1,1,2009,2,"河南省",0,57,3,1,1,0,0,1,1,0,0,8000,997,1,0,4,4,1,1
"2015",2015,421,2,1947,5,2,5,1,97,997,997,5,1,20000,NA,5,2,5,1,2,2009,2,"湖北省",0,62,3,1,1,1,5,0,1,0,0,20000,2,5,1,4,3,1,1
"2016",2016,421,2,1944,5,2,5,1,97,997,997,5,1,10000,NA,10,2,5,2,8,2009,2,"湖北省",0,65,3,1,1,1,5,0,1,0,0,10000,2,10,1,3,-3,1,NA
"2017",2017,421,2,1987,15,7,5,9,5,1,5,5,5,8,NA,997,997,7,1,1,2009,2,"湖北省",0,22,1,1,0,4,15,0,NA,0,NA,NA,997,997,0,4,4,1,1
"2018",2018,421,2,1959,11,4,5,1,5,1,5,5,1,8,NA,2,3,5,8,8,2009,2,"湖北省",0,50,3,1,1,3,11,0,1,0,0,NA,3,2,1,-3,-3,NA,NA
"2019",2019,421,2,1966,11,4,5,1,97,997,997,5,1,20000,NA,3,8,5,2,2,2009,2,"湖北省",0,43,2,1,1,3,11,0,1,0,0,20000,8,3,0,3,3,1,1
