"","id","v3_1","v3_2","v3_3","a1b1","a1c1","a1d1","a1e1","a2","a3","a4a","b3","b5a","b11a2","c5a1","d4a","d4b","d4c","f1a_1","f1a_2","f1a_3","year","wave","time","female","age","corhort","marriage","hukouRural","edu","race","party","socialLevel","incomePer","incomeFam","occ","occR","trust_gover","trust_quxian","trust_xiangzhen","trust_goverR","trust_quxianR","trust_xiangzhenR"
"449",596,44,151,428,2,1970,2,2,1,4,1,4,NA,-8,216000,5,5,4,4,4,4,2021,4,1,1,51,3,1,1,1,1,0,5,NA,216000,NA,NA,4,4,4,1,1,1
"450",597,21,63,84,2,1992,4,2,3,4,1,4,NA,-8,30000,3,4,2,3,3,3,2021,4,1,1,29,1,1,1,3,0,0,3,NA,30000,NA,NA,3,3,3,1,1,1
"451",598,44,151,428,2,1962,2,2,1,4,1,4,NA,-8,2400,4,4,4,4,2,2,2021,4,1,1,59,3,1,1,1,1,0,4,NA,2400,NA,NA,4,2,2,1,0,0
"452",599,44,58,403,2,1957,2,2,1,4,1,NA,NA,-8,51600,3,5,2,4,4,4,2021,4,1,1,64,3,1,1,1,1,0,3,NA,51600,NA,NA,4,4,4,1,1,1
"453",601,44,13,424,2,1970,2,2,1,4,1,1,10,-8,24000,3,4,2,4,4,4,2021,4,1,1,51,3,1,1,1,1,0,3,NA,24000,10,0,4,4,4,1,1,1
"454",603,44,58,403,1,1953,2,5,1,4,1,4,NA,-8,50360,4,2,2,3,1,1,2021,4,1,0,68,3,0,1,1,1,0,4,NA,50360,NA,NA,3,1,1,1,0,0
"455",604,44,13,424,1,1994,4,1,1,4,1,1,5,172000,292000,4,4,3,2,2,3,2021,4,1,0,27,1,0,1,3,1,0,4,172000,292000,5,0,2,2,3,0,0,1
"456",605,44,146,401,1,1983,4,1,1,4,1,4,NA,-8,90000,3,3,3,4,3,3,2021,4,1,0,38,2,0,1,3,1,0,3,NA,90000,NA,NA,4,3,3,1,1,1
"457",606,44,151,428,1,1954,3,2,1,4,1,1,10,-8,74500,5,4,-1,4,4,1,2021,4,1,0,67,3,1,1,2,1,0,5,NA,74500,10,0,4,4,1,1,1,0
"458",607,44,119,432,1,1955,3,5,1,4,1,NA,NA,-8,27000,5,5,4,4,4,4,2021,4,1,0,66,3,0,1,2,1,0,5,NA,27000,NA,NA,4,4,4,1,1,1
"459",608,21,63,82,2,1959,2,5,3,4,1,4,NA,-8,4280,5,4,3,4,-1,1,2021,4,1,1,62,3,0,1,1,0,0,5,NA,4280,NA,NA,4,-1,1,1,0,0
"460",610,44,151,428,1,1977,8,2,1,1,2,1,3,67200,134400,3,4,2,4,3,2,2021,4,1,0,44,2,1,0,4,1,1,3,67200,134400,3,1,4,3,2,1,1,0
"461",611,21,63,84,2,1985,3,4,3,4,1,4,NA,-8,35000,3,3,3,4,4,3,2021,4,1,1,36,2,0,1,2,0,0,3,NA,35000,NA,NA,4,4,3,1,1,1
"462",612,44,146,401,1,1964,5,2,1,4,2,1,5,2e+05,7e+05,2,2,2,3,3,2,2021,4,1,0,57,3,1,0,3,1,0,2,2e+05,7e+05,5,0,3,3,2,1,1,0
"463",613,44,136,392,2,1958,1,2,1,4,3,NA,NA,-8,54000,3,3,3,4,4,4,2021,4,1,1,63,3,1,0,0,1,0,3,NA,54000,NA,NA,4,4,4,1,1,1
"464",614,44,151,428,1,1986,2,2,1,4,1,4,NA,-8,10000,5,5,5,4,3,1,2021,4,1,0,35,2,1,1,1,1,0,5,NA,10000,NA,NA,4,3,1,1,1,0
"465",615,44,136,392,2,1959,2,2,1,4,3,NA,NA,-8,38400,4,4,2,3,3,3,2021,4,1,1,62,3,1,0,1,1,0,4,NA,38400,NA,NA,3,3,3,1,1,1
"466",616,44,151,428,2,1970,1,2,1,4,1,NA,NA,-8,72030,5,3,-1,3,-1,1,2021,4,1,1,51,3,1,1,0,1,0,5,NA,72030,NA,NA,3,-1,1,1,0,0
"467",617,44,13,424,1,1962,4,2,1,4,1,3,10,36000,36000,5,5,5,3,3,3,2021,4,1,0,59,3,1,1,3,1,0,5,36000,36000,10,0,3,3,3,1,1,1
"468",618,44,151,428,2,1976,2,2,1,4,1,3,7,1000,78000,5,5,5,4,3,3,2021,4,1,1,45,2,1,1,1,1,0,5,1000,78000,7,0,4,3,3,1,1,1
"469",620,44,151,428,2,1967,2,2,1,4,1,4,NA,-8,120000,4,5,4,4,4,4,2021,4,1,1,54,3,1,1,1,1,0,4,NA,120000,NA,NA,4,4,4,1,1,1
"470",621,44,58,403,2,1959,3,2,1,1,1,4,NA,-8,142320,3,3,4,3,3,3,2021,4,1,1,62,3,1,1,2,1,1,3,NA,142320,NA,NA,3,3,3,1,1,1
"471",622,44,146,401,2,1954,3,5,1,4,1,4,NA,-8,31200,3,3,2,4,4,4,2021,4,1,1,67,3,0,1,2,1,0,3,NA,31200,NA,NA,4,4,4,1,1,1
"472",623,44,146,401,1,1960,3,2,1,4,1,NA,NA,-8,24960,3,3,3,4,4,4,2021,4,1,0,61,3,1,1,2,1,0,3,NA,24960,NA,NA,4,4,4,1,1,1
"473",624,44,136,392,1,1953,3,2,1,2,2,NA,NA,-8,240000,2,3,2,4,4,4,2021,4,1,0,68,3,1,0,2,1,0,2,NA,240000,NA,NA,4,4,4,1,1,1
"474",625,44,136,392,2,1997,5,1,1,2,3,1,5,120000,120000,4,5,3,4,2,2,2021,4,1,1,24,1,0,0,3,1,0,4,120000,120000,5,0,4,2,2,1,0,0
"475",627,44,119,432,2,1987,3,2,1,4,1,1,7,-8,130000,4,4,3,3,3,3,2021,4,1,1,34,2,1,1,2,1,0,4,NA,130000,7,0,3,3,3,1,1,1
"476",628,44,146,401,1,1953,7,2,1,4,2,4,NA,-8,36000,4,4,5,4,-1,-1,2021,4,1,0,68,3,1,0,4,1,0,4,NA,36000,NA,NA,4,-1,-1,1,0,0
"477",629,44,25,396,1,1988,8,2,1,4,1,1,3,150000,-1,3,3,3,4,4,4,2021,4,1,0,33,2,1,1,4,1,0,3,150000,NA,3,1,4,4,4,1,1,1
"478",631,44,13,424,1,1965,3,2,1,1,1,1,9,33600,3e+05,2,2,2,4,4,4,2021,4,1,0,56,3,1,1,2,1,1,2,33600,3e+05,9,0,4,4,4,1,1,1
"479",633,44,13,424,2,1959,2,2,1,4,1,4,NA,-8,108000,4,4,4,4,4,4,2021,4,1,1,62,3,1,1,1,1,0,4,NA,108000,NA,NA,4,4,4,1,1,1
"480",634,44,146,401,1,1969,8,2,1,1,1,4,NA,15000,50000,2,5,2,4,2,1,2021,4,1,0,52,3,1,1,4,1,1,2,15000,50000,NA,NA,4,2,1,1,0,0
"481",637,44,25,396,2,1987,3,2,1,4,1,1,7,36000,92850,4,5,2,3,3,3,2021,4,1,1,34,2,1,1,2,1,0,4,36000,92850,7,0,3,3,3,1,1,1
"482",639,44,146,401,2,1961,3,2,1,4,1,NA,NA,20000,-1,4,4,4,4,4,4,2021,4,1,1,60,3,1,1,2,1,0,4,20000,NA,NA,NA,4,4,4,1,1,1
"483",640,44,136,392,2,1991,4,2,1,4,3,1,7,36000,156000,3,3,2,3,2,2,2021,4,1,1,30,2,1,0,3,1,0,3,36000,156000,7,0,3,2,2,1,0,0
"484",641,44,119,432,1,1985,3,1,1,4,1,NA,NA,120000,160000,5,5,5,4,1,1,2021,4,1,0,36,2,0,1,2,1,0,5,120000,160000,NA,NA,4,1,1,1,0,0
"485",642,21,53,89,2,1969,7,4,1,4,2,1,7,180000,2e+05,2,2,2,4,4,4,2021,4,1,1,52,3,0,0,4,1,0,2,180000,2e+05,7,0,4,4,4,1,1,1
"486",643,44,13,424,2,1974,5,2,1,1,1,2,9,33600,150000,2,2,2,4,4,4,2021,4,1,1,47,2,1,1,3,1,1,2,33600,150000,9,0,4,4,4,1,1,1
"487",644,44,25,396,1,1966,3,2,1,4,1,NA,NA,-8,228000,4,3,4,3,3,3,2021,4,1,0,55,3,1,1,2,1,0,4,NA,228000,NA,NA,3,3,3,1,1,1
"488",645,44,25,396,2,1954,3,2,1,4,1,NA,NA,-8,42400,5,5,4,3,2,2,2021,4,1,1,67,3,1,1,2,1,0,5,NA,42400,NA,NA,3,2,2,1,0,0
"489",646,44,25,396,2,1993,8,2,1,4,1,1,3,20000,61600,3,4,3,3,3,3,2021,4,1,1,28,1,1,1,4,1,0,3,20000,61600,3,1,3,3,3,1,1,1
"490",647,44,146,401,2,1986,3,2,1,4,1,2,10,30000,70000,4,5,2,4,4,4,2021,4,1,1,35,2,1,1,2,1,0,4,30000,70000,10,0,4,4,4,1,1,1
"491",648,44,146,401,1,1997,4,1,1,4,1,1,7,15000,-1,3,4,2,4,2,2,2021,4,1,0,24,1,0,1,3,1,0,3,15000,NA,7,0,4,2,2,1,0,0
"492",649,44,58,403,2,1969,3,3,1,4,1,4,NA,-8,72000,2,1,3,2,1,1,2021,4,1,1,52,3,1,1,2,1,0,2,NA,72000,NA,NA,2,1,1,0,0,0
"493",650,44,146,401,2,1965,2,2,1,4,1,1,10,700,25000,5,5,-1,3,3,2,2021,4,1,1,56,3,1,1,1,1,0,5,700,25000,10,0,3,3,2,1,1,0
"494",651,44,146,401,2,1985,5,2,1,4,1,1,5,36000,36000,5,5,5,3,3,3,2021,4,1,1,36,2,1,1,3,1,0,5,36000,36000,5,0,3,3,3,1,1,1
"495",652,44,136,392,2,1983,7,2,1,2,3,NA,NA,24000,12000,3,3,2,4,4,4,2021,4,1,1,38,2,1,0,4,1,0,3,24000,12000,NA,NA,4,4,4,1,1,1
"496",653,44,25,396,2,1955,1,5,1,4,1,NA,NA,-8,39960,3,4,-1,4,3,4,2021,4,1,1,66,3,0,1,0,1,0,3,NA,39960,NA,NA,4,3,4,1,1,1
"497",654,44,13,424,1,1967,2,2,1,4,1,4,NA,-8,36000,4,4,5,4,4,4,2021,4,1,0,54,3,1,1,1,1,0,4,NA,36000,NA,NA,4,4,4,1,1,1
"498",655,44,136,392,1,1995,8,1,1,4,2,1,5,156000,446400,4,5,3,4,2,2,2021,4,1,0,26,1,0,0,4,1,0,4,156000,446400,5,0,4,2,2,1,0,0
"499",656,44,13,424,1,1977,8,2,1,1,3,1,3,84000,120000,2,4,2,4,2,2,2021,4,1,0,44,2,1,0,4,1,1,2,84000,120000,3,1,4,2,2,1,0,0
"500",658,44,13,424,2,1997,5,1,1,4,1,1,3,30000,3e+05,2,4,2,4,2,1,2021,4,1,1,24,1,0,1,3,1,0,2,30000,3e+05,3,1,4,2,1,1,0,0
"501",660,21,53,89,2,1970,3,2,1,4,2,NA,NA,-8,24000,4,4,3,4,3,3,2021,4,1,1,51,3,1,0,2,1,0,4,NA,24000,NA,NA,4,3,3,1,1,1
"502",661,44,13,424,2,1969,1,2,1,4,1,2,7,7200,127336,3,3,3,4,3,3,2021,4,1,1,52,3,1,1,0,1,0,3,7200,127336,7,0,4,3,3,1,1,1
"503",663,44,58,403,2,1962,2,2,1,4,1,4,NA,-8,68000,4,5,2,4,2,2,2021,4,1,1,59,3,1,1,1,1,0,4,NA,68000,NA,NA,4,2,2,1,0,0
"504",666,44,25,396,1,1975,3,2,1,4,1,1,10,25000,126000,3,4,3,3,3,3,2021,4,1,0,46,2,1,1,2,1,0,3,25000,126000,10,0,3,3,3,1,1,1
"505",667,44,13,424,1,1953,2,2,1,4,1,NA,NA,-8,37944,5,3,5,4,2,2,2021,4,1,0,68,3,1,1,1,1,0,5,NA,37944,NA,NA,4,2,2,1,0,0
"506",668,44,13,424,1,1962,4,2,1,1,1,1,9,38400,174000,3,3,3,4,4,4,2021,4,1,0,59,3,1,1,3,1,1,3,38400,174000,9,0,4,4,4,1,1,1
"507",669,44,58,403,1,1956,2,2,1,4,1,4,NA,-8,48240,4,5,4,4,3,3,2021,4,1,0,65,3,1,1,1,1,0,4,NA,48240,NA,NA,4,3,3,1,1,1
"508",671,44,13,424,1,1963,4,2,1,4,1,4,NA,1000,0,5,5,5,4,4,1,2021,4,1,0,58,3,1,1,3,1,0,5,1000,0,NA,NA,4,4,1,1,1,0
"509",673,44,58,403,2,1958,2,2,1,4,1,4,NA,-8,88080,3,4,2,4,3,3,2021,4,1,1,63,3,1,1,1,1,0,3,NA,88080,NA,NA,4,3,3,1,1,1
"510",674,44,119,432,2,1971,2,2,1,4,1,1,7,24000,60000,5,5,5,3,2,2,2021,4,1,1,50,3,1,1,1,1,0,5,24000,60000,7,0,3,2,2,1,0,0
"511",675,44,119,432,2,1999,3,2,1,4,1,NA,NA,30000,150000,4,4,4,3,3,3,2021,4,1,1,22,1,1,1,2,1,0,4,30000,150000,NA,NA,3,3,3,1,1,1
"512",676,44,25,396,1,1989,8,2,1,4,1,1,7,130000,312900,3,2,3,4,4,4,2021,4,1,0,32,2,1,1,4,1,0,3,130000,312900,7,0,4,4,4,1,1,1
"513",677,44,25,396,1,1973,2,4,1,4,1,1,5,60000,48000,4,5,3,4,4,4,2021,4,1,0,48,2,0,1,1,1,0,4,60000,48000,5,0,4,4,4,1,1,1
"514",678,44,25,396,2,1956,2,2,1,4,1,NA,NA,-8,44000,4,4,2,4,4,4,2021,4,1,1,65,3,1,1,1,1,0,4,NA,44000,NA,NA,4,4,4,1,1,1
"515",680,44,146,401,2,1964,2,2,-1,4,1,1,10,-8,34400,5,5,5,4,4,4,2021,4,1,1,57,3,1,1,1,NA,0,5,NA,34400,10,0,4,4,4,1,1,1
"516",684,44,58,403,2,1957,3,5,1,2,1,NA,NA,-8,2400,4,3,2,3,3,3,2021,4,1,1,64,3,0,1,2,1,0,4,NA,2400,NA,NA,3,3,3,1,1,1
"517",685,44,58,403,2,1966,2,5,1,4,1,4,NA,-8,48000,3,4,3,3,3,2,2021,4,1,1,55,3,0,1,1,1,0,3,NA,48000,NA,NA,3,3,2,1,1,0
"518",686,44,136,392,1,1982,7,2,1,4,3,NA,NA,120000,180000,3,4,2,4,4,2,2021,4,1,0,39,2,1,0,4,1,0,3,120000,180000,NA,NA,4,4,2,1,1,0
"519",687,44,136,392,1,1958,4,2,1,4,3,NA,NA,-8,180000,3,3,2,4,4,4,2021,4,1,0,63,3,1,0,3,1,0,3,NA,180000,NA,NA,4,4,4,1,1,1
"520",688,44,25,396,2,1983,3,2,1,4,3,NA,NA,-8,96000,5,5,5,4,4,4,2021,4,1,1,38,2,1,0,2,1,0,5,NA,96000,NA,NA,4,4,4,1,1,1
"521",689,44,146,401,2,1964,2,2,1,4,1,4,NA,-8,-1,3,3,3,3,2,3,2021,4,1,1,57,3,1,1,1,1,0,3,NA,NA,NA,NA,3,2,3,1,0,1
"522",690,44,119,432,1,1982,3,2,1,4,1,2,10,40000,60000,3,4,3,4,3,3,2021,4,1,0,39,2,1,1,2,1,0,3,40000,60000,10,0,4,3,3,1,1,1
"523",691,44,25,396,1,1970,4,2,1,1,1,1,5,54000,148000,4,4,5,4,3,3,2021,4,1,0,51,3,1,1,3,1,1,4,54000,148000,5,0,4,3,3,1,1,1
"524",693,44,25,396,2,1996,8,1,1,1,1,1,6,61500,188500,4,4,4,3,3,3,2021,4,1,1,25,1,0,1,4,1,1,4,61500,188500,6,0,3,3,3,1,1,1
"525",695,44,25,396,2,1969,2,2,1,4,1,1,10,43200,273200,2,2,2,4,3,1,2021,4,1,1,52,3,1,1,1,1,0,2,43200,273200,10,0,4,3,1,1,1,0
"526",696,44,13,424,2,1964,3,2,1,4,1,4,NA,-8,2000,3,4,4,4,4,4,2021,4,1,1,57,3,1,1,2,1,0,3,NA,2000,NA,NA,4,4,4,1,1,1
"527",697,21,53,89,1,1980,5,2,1,4,2,1,7,70000,250000,2,2,2,3,3,3,2021,4,1,0,41,2,1,0,3,1,0,2,70000,250000,7,0,3,3,3,1,1,1
"528",698,44,25,396,2,1959,2,2,1,4,1,NA,NA,-8,395800,3,4,2,4,4,4,2021,4,1,1,62,3,1,1,1,1,0,3,NA,395800,NA,NA,4,4,4,1,1,1
"529",699,44,146,401,2,1984,3,2,1,4,2,4,NA,-8,30700,3,3,3,3,2,2,2021,4,1,1,37,2,1,0,2,1,0,3,NA,30700,NA,NA,3,2,2,1,0,0
"530",700,44,146,401,2,1985,3,2,1,4,1,1,5,36000,74400,3,4,3,4,3,3,2021,4,1,1,36,2,1,1,2,1,0,3,36000,74400,5,0,4,3,3,1,1,1
"531",703,44,13,424,1,1965,3,2,1,1,1,NA,NA,-8,6000,4,4,2,4,2,2,2021,4,1,0,56,3,1,1,2,1,1,4,NA,6000,NA,NA,4,2,2,1,0,0
"532",705,44,25,396,2,1962,2,2,1,4,1,NA,NA,24000,156000,3,3,2,4,4,3,2021,4,1,1,59,3,1,1,1,1,0,3,24000,156000,NA,NA,4,4,3,1,1,1
"533",707,44,119,432,2,1980,3,2,1,4,1,NA,NA,-8,120000,4,4,3,4,4,4,2021,4,1,1,41,2,1,1,2,1,0,4,NA,120000,NA,NA,4,4,4,1,1,1
"534",709,44,146,401,2,1972,1,2,1,4,1,4,NA,-8,-1,5,5,5,4,4,4,2021,4,1,1,49,2,1,1,0,1,0,5,NA,NA,NA,NA,4,4,4,1,1,1
"535",710,44,13,424,1,1968,2,2,1,4,1,1,10,-8,144000,5,5,4,4,4,4,2021,4,1,0,53,3,1,1,1,1,0,5,NA,144000,10,0,4,4,4,1,1,1
"536",711,44,13,424,1,1963,3,2,1,4,1,2,7,-8,252000,2,4,1,4,4,4,2021,4,1,0,58,3,1,1,2,1,0,2,NA,252000,7,0,4,4,4,1,1,1
"537",713,44,119,432,2,1986,3,2,1,4,1,1,7,-8,80000,4,3,3,3,3,3,2021,4,1,1,35,2,1,1,2,1,0,4,NA,80000,7,0,3,3,3,1,1,1
"538",714,44,119,433,2,1982,3,2,1,4,1,NA,NA,-8,108000,3,3,3,4,4,4,2021,4,1,1,39,2,1,1,2,1,0,3,NA,108000,NA,NA,4,4,4,1,1,1
"539",715,44,136,392,1,1987,9,2,1,1,2,1,3,-2,-2,3,4,3,4,3,2,2021,4,1,0,34,2,1,0,4,1,1,3,NA,NA,3,1,4,3,2,1,1,0
"540",716,44,136,392,1,1993,5,2,1,4,1,1,2,1e+05,1e+05,5,5,3,4,4,4,2021,4,1,0,28,1,1,1,3,1,0,5,1e+05,1e+05,2,1,4,4,4,1,1,1
"541",717,44,151,426,1,1978,3,2,1,4,1,1,7,102000,105000,4,4,3,4,4,4,2021,4,1,0,43,2,1,1,2,1,0,4,102000,105000,7,0,4,4,4,1,1,1
"542",718,44,136,392,1,1979,5,2,1,4,3,1,7,60000,120000,3,3,2,4,3,3,2021,4,1,0,42,2,1,0,3,1,0,3,60000,120000,7,0,4,3,3,1,1,1
"543",719,44,119,433,2,1970,2,2,1,4,1,NA,NA,-8,-2,2,3,2,1,1,1,2021,4,1,1,51,3,1,1,1,1,0,2,NA,NA,NA,NA,1,1,1,0,0,0
"544",720,44,151,426,2,1977,4,2,1,4,2,1,5,24000,270000,3,2,4,4,2,2,2021,4,1,1,44,2,1,0,3,1,0,3,24000,270000,5,0,4,2,2,1,0,0
"545",721,44,119,433,2,1959,3,2,1,4,3,NA,NA,-8,52280,4,4,-1,3,2,2,2021,4,1,1,62,3,1,0,2,1,0,4,NA,52280,NA,NA,3,2,2,1,0,0
"546",722,44,151,426,1,1975,8,2,1,4,3,1,3,75000,120000,3,3,3,4,4,4,2021,4,1,0,46,2,1,0,4,1,0,3,75000,120000,3,1,4,4,4,1,1,1
"547",723,44,151,426,2,1984,3,2,1,4,1,NA,NA,-8,133000,2,4,1,4,3,2,2021,4,1,1,37,2,1,1,2,1,0,2,NA,133000,NA,NA,4,3,2,1,1,0
"548",724,44,119,432,1,1984,2,2,1,4,1,1,7,50000,60500,4,4,4,4,3,3,2021,4,1,0,37,2,1,1,1,1,0,4,50000,60500,7,0,4,3,3,1,1,1
"549",725,44,151,426,2,1967,3,2,1,4,1,NA,NA,-8,36000,4,4,-1,4,3,-1,2021,4,1,1,54,3,1,1,2,1,0,4,NA,36000,NA,NA,4,3,-1,1,1,0
"550",726,44,119,433,2,1978,3,2,1,4,1,NA,NA,-8,60000,5,5,2,3,3,3,2021,4,1,1,43,2,1,1,2,1,0,5,NA,60000,NA,NA,3,3,3,1,1,1
"551",727,44,151,426,2,1991,7,2,1,4,1,1,10,36000,96000,5,5,5,4,4,4,2021,4,1,1,30,2,1,1,4,1,0,5,36000,96000,10,0,4,4,4,1,1,1
"552",729,44,119,433,2,1960,2,2,1,4,2,NA,NA,-8,72800,4,4,4,3,3,2,2021,4,1,1,61,3,1,0,1,1,0,4,NA,72800,NA,NA,3,3,2,1,1,0
"553",731,44,119,433,1,1977,3,2,1,1,1,1,9,38400,53400,3,3,2,4,4,4,2021,4,1,0,44,2,1,1,2,1,1,3,38400,53400,9,0,4,4,4,1,1,1
"554",732,44,58,403,2,1965,2,2,1,4,1,2,5,20000,252000,3,3,2,4,1,1,2021,4,1,1,56,3,1,1,1,1,0,3,20000,252000,5,0,4,1,1,1,0,0
"555",733,44,119,432,2,2003,8,1,1,2,1,NA,NA,-8,80000,3,4,3,4,3,3,2021,4,1,1,18,1,0,1,4,1,0,3,NA,80000,NA,NA,4,3,3,1,1,1
"556",734,44,58,403,1,1954,3,2,1,4,1,4,NA,-8,2000,4,5,2,4,2,1,2021,4,1,0,67,3,1,1,2,1,0,4,NA,2000,NA,NA,4,2,1,1,0,0
"557",735,44,119,432,2,1964,2,2,1,1,1,NA,NA,-8,11300,4,5,2,4,-1,3,2021,4,1,1,57,3,1,1,1,1,1,4,NA,11300,NA,NA,4,-1,3,1,0,1
"558",736,44,119,433,2,1957,2,2,1,4,3,1,7,6000,6000,5,3,5,4,4,4,2021,4,1,1,64,3,1,0,1,1,0,5,6000,6000,7,0,4,4,4,1,1,1
"559",737,44,119,433,2,1998,5,6,1,4,3,1,5,24000,48000,5,4,3,3,3,3,2021,4,1,1,23,1,0,0,3,1,0,5,24000,48000,5,0,3,3,3,1,1,1
"560",738,44,58,403,1,1966,3,1,1,4,1,4,NA,-8,7200,5,5,-1,4,4,3,2021,4,1,0,55,3,0,1,2,1,0,5,NA,7200,NA,NA,4,4,3,1,1,1
"561",739,44,119,433,2,1984,4,2,1,4,3,NA,NA,-8,150000,4,5,3,4,2,1,2021,4,1,1,37,2,1,0,3,1,0,4,NA,150000,NA,NA,4,2,1,1,0,0
"562",741,44,119,433,1,1986,5,2,1,4,3,1,7,-8,120000,4,5,-1,4,4,4,2021,4,1,0,35,2,1,0,3,1,0,4,NA,120000,7,0,4,4,4,1,1,1
"563",742,44,119,432,2,1983,3,2,1,4,1,NA,NA,24000,17400,3,4,3,3,3,3,2021,4,1,1,38,2,1,1,2,1,0,3,24000,17400,NA,NA,3,3,3,1,1,1
"564",743,44,58,403,2,1972,1,2,5,4,1,4,NA,-8,60000,3,3,1,4,3,3,2021,4,1,1,49,2,1,1,0,0,0,3,NA,60000,NA,NA,4,3,3,1,1,1
"565",744,44,58,403,1,1989,3,2,1,4,1,NA,NA,-8,1e+05,5,5,2,4,3,3,2021,4,1,0,32,2,1,1,2,1,0,5,NA,1e+05,NA,NA,4,3,3,1,1,1
"566",745,44,58,403,2,1965,2,2,1,4,1,1,10,7200,7200,3,3,3,4,2,3,2021,4,1,1,56,3,1,1,1,1,0,3,7200,7200,10,0,4,2,3,1,0,1
"567",746,44,119,432,1,1988,3,1,1,4,3,1,5,-8,150000,3,2,2,4,3,3,2021,4,1,0,33,2,0,0,2,1,0,3,NA,150000,5,0,4,3,3,1,1,1
"568",748,44,119,432,2,1993,3,2,6,4,1,NA,NA,-8,50000,4,3,3,3,3,3,2021,4,1,1,28,1,1,1,2,0,0,4,NA,50000,NA,NA,3,3,3,1,1,1
"569",749,44,119,432,2,1969,3,2,1,4,3,1,5,46400,80000,3,3,3,4,3,3,2021,4,1,1,52,3,1,0,2,1,0,3,46400,80000,5,0,4,3,3,1,1,1
"570",750,44,119,433,1,1964,2,-2,1,4,1,NA,NA,-8,50000,3,3,-1,4,2,2,2021,4,1,0,57,3,NA,1,1,1,0,3,NA,50000,NA,NA,4,2,2,1,0,0
"571",751,44,119,433,2,1998,4,2,1,4,1,NA,NA,-8,96000,4,3,2,3,3,3,2021,4,1,1,23,1,1,1,3,1,0,4,NA,96000,NA,NA,3,3,3,1,1,1
"572",752,44,58,403,1,1955,4,2,1,4,1,4,NA,-8,6000,5,5,5,4,4,4,2021,4,1,0,66,3,1,1,3,1,0,5,NA,6000,NA,NA,4,4,4,1,1,1
"573",753,44,58,403,1,1962,3,2,1,4,1,2,10,12000,50000,4,4,5,4,3,2,2021,4,1,0,59,3,1,1,2,1,0,4,12000,50000,10,0,4,3,2,1,1,0
"574",754,44,119,433,2,1965,2,2,1,4,3,NA,NA,12000,48000,4,5,3,3,3,3,2021,4,1,1,56,3,1,0,1,1,0,4,12000,48000,NA,NA,3,3,3,1,1,1
"575",755,44,119,433,2,1987,3,2,1,4,1,NA,NA,-8,60000,4,3,3,3,2,3,2021,4,1,1,34,2,1,1,2,1,0,4,NA,60000,NA,NA,3,2,3,1,0,1
"576",756,44,136,394,1,1984,7,2,1,4,3,1,7,96000,100800,5,4,5,2,2,2,2021,4,1,0,37,2,1,0,4,1,0,5,96000,100800,7,0,2,2,2,0,0,0
"577",757,44,58,402,2,1964,2,2,1,4,1,4,NA,-8,132600,3,3,3,2,2,1,2021,4,1,1,57,3,1,1,1,1,0,3,NA,132600,NA,NA,2,2,1,0,0,0
"578",758,44,151,426,2,1970,7,2,1,4,3,1,3,72000,72000,4,4,4,3,3,3,2021,4,1,1,51,3,1,0,4,1,0,4,72000,72000,3,1,3,3,3,1,1,1
"579",759,44,151,426,1,1982,3,2,1,4,1,1,11,36000,75600,5,5,5,4,3,2,2021,4,1,0,39,2,1,1,2,1,0,5,36000,75600,11,0,4,3,2,1,1,0
"580",760,44,151,426,2,1963,2,2,1,4,1,1,10,18000,-1,5,5,4,4,-1,-1,2021,4,1,1,58,3,1,1,1,1,0,5,18000,NA,10,0,4,-1,-1,1,0,0
"581",761,44,136,394,2,1996,7,1,1,2,3,1,5,60000,1e+05,4,4,2,4,2,2,2021,4,1,1,25,1,0,0,4,1,0,4,60000,1e+05,5,0,4,2,2,1,0,0
"582",762,44,136,394,2,1986,8,1,1,4,2,1,5,54000,228000,3,5,4,4,3,3,2021,4,1,1,35,2,0,0,4,1,0,3,54000,228000,5,0,4,3,3,1,1,1
"583",763,44,136,394,1,1984,5,2,1,4,3,1,2,60000,120000,3,3,4,4,4,4,2021,4,1,0,37,2,1,0,3,1,0,3,60000,120000,2,1,4,4,4,1,1,1
"584",766,44,151,426,1,1989,7,2,1,4,1,1,5,1e+05,130000,3,4,2,4,3,2,2021,4,1,0,32,2,1,1,4,1,0,3,1e+05,130000,5,0,4,3,2,1,1,0
"585",767,44,151,426,1,2002,8,1,1,4,3,NA,NA,-8,176440,3,3,2,4,3,2,2021,4,1,0,19,1,0,0,4,1,0,3,NA,176440,NA,NA,4,3,2,1,1,0
"586",768,44,151,426,1,1991,3,2,1,4,1,1,7,60000,120000,4,3,2,3,3,3,2021,4,1,0,30,2,1,1,2,1,0,4,60000,120000,7,0,3,3,3,1,1,1
"587",771,44,136,394,2,1978,1,2,1,4,1,1,10,24000,78000,4,4,3,4,2,2,2021,4,1,1,43,2,1,1,0,1,0,4,24000,78000,10,0,4,2,2,1,0,0
"588",772,44,136,394,1,1954,7,2,1,1,3,NA,NA,-8,90000,2,2,2,3,3,3,2021,4,1,0,67,3,1,0,4,1,1,2,NA,90000,NA,NA,3,3,3,1,1,1
"589",773,44,136,394,1,1997,7,1,1,2,3,NA,NA,-8,-1,5,5,-1,3,3,3,2021,4,1,0,24,1,0,0,4,1,0,5,NA,NA,NA,NA,3,3,3,1,1,1
