"","id","v3_1","v3_2","v3_3","a1b1","a1c1","a1d1","a1e1","a2","a3","a4a","b3","b5a","b11a2","c5a1","d4a","d4b","d4c","f1a_1","f1a_2","f1a_3","year","wave","time","female","age","corhort","marriage","hukouRural","edu","race","party","socialLevel","incomePer","incomeFam","occ","occR","trust_gover","trust_quxian","trust_xiangzhen","trust_goverR","trust_quxianR","trust_xiangzhenR"
"6453",8373,41,148,336,1,1958,2,2,1,4,1,3,10,-8,15000,3,4,2,4,4,4,2021,4,1,0,63,3,1,1,1,1,0,3,NA,15000,10,0,4,4,4,1,1,1
"6454",8374,41,148,336,1,1998,3,1,1,2,3,2,5,75000,-1,4,5,2,3,3,2,2021,4,1,0,23,1,0,0,2,1,0,4,75000,NA,5,0,3,3,2,1,1,0
"6455",8376,41,148,336,2,1974,1,2,1,4,1,3,5,4000,70000,-1,5,4,4,4,4,2021,4,1,1,47,2,1,1,0,1,0,-1,4000,70000,5,0,4,4,4,1,1,1
"6456",8377,41,148,336,2,1955,1,2,1,4,1,4,NA,132500,137072,3,3,-1,3,3,3,2021,4,1,1,66,3,1,1,0,1,0,3,132500,137072,NA,NA,3,3,3,1,1,1
"6457",8379,34,145,196,2,1991,3,2,1,4,1,NA,NA,-8,40000,3,3,3,3,3,3,2021,4,1,1,30,2,1,1,2,1,0,3,NA,40000,NA,NA,3,3,3,1,1,1
"6458",8381,43,73,378,2,1951,1,2,1,4,3,4,NA,-8,70000,4,4,4,4,4,4,2021,4,1,1,70,4,1,0,0,1,0,4,NA,70000,NA,NA,4,4,4,1,1,1
"6459",8382,34,128,213,1,1993,7,2,1,4,1,1,5,75000,155000,3,3,2,4,3,3,2021,4,1,0,28,1,1,1,4,1,0,3,75000,155000,5,0,4,3,3,1,1,1
"6460",8383,34,128,213,1,1953,1,1,1,4,1,4,NA,-8,6500,4,5,3,4,3,3,2021,4,1,0,68,3,0,1,0,1,0,4,NA,6500,NA,NA,4,3,3,1,1,1
"6461",8385,34,128,213,1,1970,3,2,1,1,1,1,5,60000,15000,3,2,2,4,3,3,2021,4,1,0,51,3,1,1,2,1,1,3,60000,15000,5,0,4,3,3,1,1,1
"6462",8387,41,12,295,2,1975,4,2,1,4,3,NA,NA,-8,50000,4,3,3,4,3,3,2021,4,1,1,46,2,1,0,3,1,0,4,NA,50000,NA,NA,4,3,3,1,1,1
"6463",8388,35,94,220,1,1974,4,2,1,4,1,1,10,-8,170000,4,3,4,3,3,3,2021,4,1,0,47,2,1,1,3,1,0,4,NA,170000,10,0,3,3,3,1,1,1
"6464",8389,14,39,50,1,1962,2,5,1,4,2,NA,NA,-8,-1,3,5,-1,4,4,4,2021,4,1,0,59,3,0,0,1,1,0,3,NA,NA,NA,NA,4,4,4,1,1,1
"6465",8390,35,94,220,1,1997,8,1,1,4,2,1,5,60000,250000,3,3,3,4,3,3,2021,4,1,0,24,1,0,0,4,1,0,3,60000,250000,5,0,4,3,3,1,1,1
"6466",8391,14,39,50,2,1976,3,2,1,4,1,1,7,10000,50000,3,3,3,3,2,2,2021,4,1,1,45,2,1,1,2,1,0,3,10000,50000,7,0,3,2,2,1,0,0
"6467",8392,35,37,224,1,1981,8,2,1,4,1,1,3,110000,384000,4,4,5,4,3,3,2021,4,1,0,40,2,1,1,4,1,0,4,110000,384000,3,1,4,3,3,1,1,1
"6468",8393,36,104,241,2,1967,3,4,1,4,1,4,NA,10000,3000,4,4,3,3,3,3,2021,4,1,1,54,3,0,1,2,1,0,4,10000,3000,NA,NA,3,3,3,1,1,1
"6469",8394,51,77,477,1,1963,1,2,1,4,1,1,3,70000,90000,3,5,3,3,3,3,2021,4,1,0,58,3,1,1,0,1,0,3,70000,90000,3,1,3,3,3,1,1,1
"6470",8396,15,62,67,1,1962,8,2,1,1,2,1,1,120000,175000,4,4,4,3,3,3,2021,4,1,0,59,3,1,0,4,1,1,4,120000,175000,1,1,3,3,3,1,1,1
"6471",8397,14,108,57,1,2002,7,1,1,2,2,NA,NA,3200,-1,2,4,2,4,3,2,2021,4,1,0,19,1,0,0,4,1,0,2,3200,NA,NA,NA,4,3,2,1,1,0
"6472",8398,14,39,49,2,1972,2,2,1,4,1,1,5,-8,30000,4,5,4,4,3,2,2021,4,1,1,49,2,1,1,1,1,0,4,NA,30000,5,0,4,3,2,1,1,0
"6473",8399,33,122,166,2,1976,3,2,1,4,1,1,11,27500,110000,5,3,5,4,3,2,2021,4,1,1,45,2,1,1,2,1,0,5,27500,110000,11,0,4,3,2,1,1,0
"6474",8400,34,128,212,1,1978,5,2,1,4,2,1,6,50000,1e+05,4,5,3,3,2,2,2021,4,1,0,43,2,1,0,3,1,0,4,50000,1e+05,6,0,3,2,2,1,0,0
"6475",8401,43,118,388,1,1991,8,1,1,2,2,1,2,60000,90000,4,5,3,4,3,3,2021,4,1,0,30,2,0,0,4,1,0,4,60000,90000,2,1,4,3,3,1,1,1
"6476",8402,32,100,134,2,1958,1,2,1,4,1,NA,NA,-8,-1,5,5,3,4,2,-1,2021,4,1,1,63,3,1,1,0,1,0,5,NA,NA,NA,NA,4,2,-1,1,0,0
"6477",8403,51,77,475,1,1976,8,4,1,4,3,1,3,70000,152000,2,2,2,4,4,4,2021,4,1,0,45,2,0,0,4,1,0,2,70000,152000,3,1,4,4,4,1,1,1
"6478",8404,41,12,297,1,1992,7,1,1,4,3,1,2,50000,60000,4,4,4,3,3,2,2021,4,1,0,29,1,0,0,4,1,0,4,50000,60000,2,1,3,3,2,1,1,0
"6479",8405,34,19,187,2,1985,3,4,1,4,2,1,7,40000,70000,4,4,-1,4,3,3,2021,4,1,1,36,2,0,0,2,1,0,4,40000,70000,7,0,4,3,3,1,1,1
"6480",8406,43,118,388,1,2001,5,1,1,4,2,1,5,70000,-1,3,4,2,4,3,3,2021,4,1,0,20,1,0,0,3,1,0,3,70000,NA,5,0,4,3,3,1,1,1
"6481",8407,12,23,9,1,1996,8,1,1,2,2,1,6,110000,126000,4,5,3,3,3,3,2021,4,1,0,25,1,0,0,4,1,0,4,110000,126000,6,0,3,3,3,1,1,1
"6482",8408,51,77,474,1,1969,5,2,1,4,3,1,3,43200,85000,5,5,3,4,2,1,2021,4,1,0,52,3,1,0,3,1,0,5,43200,85000,3,1,4,2,1,1,0,0
"6483",8409,32,100,134,2,1993,7,2,1,4,2,1,5,48000,2e+05,3,4,3,4,3,3,2021,4,1,1,28,1,1,0,4,1,0,3,48000,2e+05,5,0,4,3,3,1,1,1
"6484",8410,41,12,297,2,1974,8,2,1,4,3,1,2,1e+05,250000,3,3,3,3,3,3,2021,4,1,1,47,2,1,0,4,1,0,3,1e+05,250000,2,1,3,3,3,1,1,1
"6485",8411,43,118,388,1,2001,8,1,1,2,3,NA,NA,60000,-1,5,3,1,2,2,2,2021,4,1,0,20,1,0,0,4,1,0,5,60000,NA,NA,NA,2,2,2,0,0,0
"6486",8412,32,100,134,2,1963,4,4,1,4,3,1,7,-8,24000,4,4,4,3,2,2,2021,4,1,1,58,3,0,0,3,1,0,4,NA,24000,7,0,3,2,2,1,0,0
"6487",8413,14,108,57,2,1976,3,2,1,4,2,NA,NA,-8,50000,4,4,1,3,2,2,2021,4,1,1,45,2,1,0,2,1,0,4,NA,50000,NA,NA,3,2,2,1,0,0
"6488",8415,41,66,322,2,1963,3,2,1,4,1,1,7,-8,20000,2,3,3,3,3,3,2021,4,1,1,58,3,1,1,2,1,0,2,NA,20000,7,0,3,3,3,1,1,1
"6489",8416,14,108,59,2,1990,3,2,1,4,1,NA,NA,-8,50000,4,5,3,1,1,1,2021,4,1,1,31,2,1,1,2,1,0,4,NA,50000,NA,NA,1,1,1,0,0,0
"6490",8417,36,104,241,1,2002,4,1,1,4,1,NA,NA,-8,40000,3,3,2,3,3,3,2021,4,1,0,19,1,0,1,3,1,0,3,NA,40000,NA,NA,3,3,3,1,1,1
"6491",8418,12,124,16,2,1971,4,5,1,2,1,4,NA,-8,20000,4,4,3,4,3,3,2021,4,1,1,50,3,0,1,3,1,0,4,NA,20000,NA,NA,4,3,3,1,1,1
"6492",8419,35,37,224,2,1978,7,2,1,4,2,1,5,42000,260000,4,4,4,4,3,3,2021,4,1,1,43,2,1,0,4,1,0,4,42000,260000,5,0,4,3,3,1,1,1
"6493",8420,41,12,297,1,1993,5,2,1,4,1,1,7,30000,250000,3,5,2,3,3,3,2021,4,1,0,28,1,1,1,3,1,0,3,30000,250000,7,0,3,3,3,1,1,1
"6494",8422,42,126,348,1,1959,4,2,1,4,1,2,7,20000,220000,3,3,3,4,4,4,2021,4,1,0,62,3,1,1,3,1,0,3,20000,220000,7,0,4,4,4,1,1,1
"6495",8423,12,124,16,1,1994,5,1,1,4,1,2,7,30000,50000,5,5,4,4,3,3,2021,4,1,0,27,1,0,1,3,1,0,5,30000,50000,7,0,4,3,3,1,1,1
"6496",8424,33,38,179,2,1980,4,2,1,4,2,1,7,40000,120000,3,3,2,4,4,3,2021,4,1,1,41,2,1,0,3,1,0,3,40000,120000,7,0,4,4,3,1,1,1
"6497",8426,35,107,216,1,1955,3,2,1,1,1,2,9,60000,120000,3,4,2,4,3,3,2021,4,1,0,66,3,1,1,2,1,1,3,60000,120000,9,0,4,3,3,1,1,1
"6498",8427,12,124,16,1,1969,3,2,1,4,1,3,11,7000,30000,5,5,5,4,3,3,2021,4,1,0,52,3,1,1,2,1,0,5,7000,30000,11,0,4,3,3,1,1,1
"6499",8428,12,124,15,1,2002,8,1,1,2,2,NA,NA,-8,150000,2,4,2,3,3,2,2021,4,1,0,19,1,0,0,4,1,0,2,NA,150000,NA,NA,3,3,2,1,1,0
"6500",8429,36,104,241,2,1968,2,2,1,4,1,4,NA,-8,-1,3,3,2,4,4,4,2021,4,1,1,53,3,1,1,1,1,0,3,NA,NA,NA,NA,4,4,4,1,1,1
"6501",8430,64,59,584,1,1976,3,3,1,4,2,1,10,80000,-1,4,4,-1,4,3,3,2021,4,1,0,45,2,1,0,2,1,0,4,80000,NA,10,0,4,3,3,1,1,1
"6502",8431,35,47,227,2,1990,8,2,1,4,3,1,9,24000,50000,4,4,3,3,3,3,2021,4,1,1,31,2,1,0,4,1,0,4,24000,50000,9,0,3,3,3,1,1,1
"6503",8432,42,126,348,2,1955,2,5,1,4,1,4,NA,-8,30000,5,5,3,4,4,4,2021,4,1,1,66,3,0,1,1,1,0,5,NA,30000,NA,NA,4,4,4,1,1,1
"6504",8433,35,47,227,1,1978,8,2,1,1,3,1,1,120000,3e+05,2,3,2,4,4,4,2021,4,1,0,43,2,1,0,4,1,1,2,120000,3e+05,1,1,4,4,4,1,1,1
"6505",8434,51,77,475,1,1989,7,2,1,1,1,1,5,72000,1e+05,4,4,4,4,4,4,2021,4,1,0,32,2,1,1,4,1,1,4,72000,1e+05,5,0,4,4,4,1,1,1
"6506",8435,36,104,241,2,1977,2,2,1,4,1,1,10,5000,5000,5,5,5,-1,-1,-1,2021,4,1,1,44,2,1,1,1,1,0,5,5000,5000,10,0,-1,-1,-1,0,0,0
"6507",8436,43,118,388,2,1972,6,2,1,4,1,1,2,-1,-1,3,3,3,3,3,3,2021,4,1,1,49,2,1,1,3,1,0,3,NA,NA,2,1,3,3,3,1,1,1
"6508",8437,34,128,212,1,1988,4,2,6,4,1,1,-1,48000,1e+05,4,4,4,3,2,2,2021,4,1,0,33,2,1,1,3,0,0,4,48000,1e+05,-1,NA,3,2,2,1,0,0
"6509",8438,43,118,388,2,2002,8,1,1,2,1,NA,NA,-8,-1,3,4,3,3,3,3,2021,4,1,1,19,1,0,1,4,1,0,3,NA,NA,NA,NA,3,3,3,1,1,1
"6510",8439,41,66,322,2,1984,3,2,1,4,1,NA,NA,-8,-1,3,3,3,3,3,2,2021,4,1,1,37,2,1,1,2,1,0,3,NA,NA,NA,NA,3,3,2,1,1,0
"6511",8441,44,36,406,2,1976,2,2,1,4,1,NA,NA,-8,-1,3,3,2,4,1,1,2021,4,1,1,45,2,1,1,1,1,0,3,NA,NA,NA,NA,4,1,1,1,0,0
"6512",8443,35,107,216,1,1973,6,2,1,4,1,1,5,-8,2e+05,2,2,2,4,4,4,2021,4,1,0,48,2,1,1,3,1,0,2,NA,2e+05,5,0,4,4,4,1,1,1
"6513",8445,41,66,322,2,1981,3,2,1,4,1,4,NA,7600,71000,4,4,2,3,3,3,2021,4,1,1,40,2,1,1,2,1,0,4,7600,71000,NA,NA,3,3,3,1,1,1
"6514",8447,34,128,212,1,1989,8,2,1,1,1,1,4,90000,2e+05,3,4,3,3,3,3,2021,4,1,0,32,2,1,1,4,1,1,3,90000,2e+05,4,1,3,3,3,1,1,1
"6515",8448,35,107,216,2,1998,3,2,1,4,1,NA,NA,-8,252000,3,3,3,3,3,3,2021,4,1,1,23,1,1,1,2,1,0,3,NA,252000,NA,NA,3,3,3,1,1,1
"6516",8449,15,62,66,1,1984,7,2,1,4,1,NA,NA,20000,60000,5,5,3,3,2,2,2021,4,1,0,37,2,1,1,4,1,0,5,20000,60000,NA,NA,3,2,2,1,0,0
"6517",8450,41,44,309,2,1990,8,2,1,1,1,1,3,36000,1e+05,4,4,4,4,4,3,2021,4,1,1,31,2,1,1,4,1,1,4,36000,1e+05,3,1,4,4,3,1,1,1
"6518",8451,41,66,322,2,1966,1,5,1,4,1,4,NA,-8,-1,3,1,3,3,2,3,2021,4,1,1,55,3,0,1,0,1,0,3,NA,NA,NA,NA,3,2,3,1,0,1
"6519",8453,44,36,406,1,1981,8,1,1,1,2,1,2,2e+05,2e+05,3,4,4,3,2,2,2021,4,1,0,40,2,0,0,4,1,1,3,2e+05,2e+05,2,1,3,2,2,1,0,0
"6520",8454,41,71,304,1,1960,3,2,1,4,1,1,10,8000,20000,3,3,3,3,3,3,2021,4,1,0,61,3,1,1,2,1,0,3,8000,20000,10,0,3,3,3,1,1,1
"6521",8455,35,37,224,1,1994,7,1,1,2,3,2,10,-1,-1,5,5,4,3,3,2,2021,4,1,0,27,1,0,0,4,1,0,5,NA,NA,10,0,3,3,2,1,1,0
"6522",8457,41,66,322,1,1988,5,3,1,4,1,2,7,50000,90000,3,3,2,3,2,3,2021,4,1,0,33,2,1,1,3,1,0,3,50000,90000,7,0,3,2,3,1,0,1
"6523",8458,35,37,224,2,1995,8,1,1,4,1,1,3,66000,69000,4,4,4,3,3,3,2021,4,1,1,26,1,0,1,4,1,0,4,66000,69000,3,1,3,3,3,1,1,1
"6524",8460,34,142,193,1,2000,8,1,1,1,1,NA,NA,-8,1e+05,5,5,3,4,4,4,2021,4,1,0,21,1,0,1,4,1,1,5,NA,1e+05,NA,NA,4,4,4,1,1,1
"6525",8463,14,108,57,2,1984,8,2,1,4,2,1,3,30000,60000,4,4,3,3,3,3,2021,4,1,1,37,2,1,0,4,1,0,4,30000,60000,3,1,3,3,3,1,1,1
"6526",8464,15,62,65,2,2003,4,1,2,2,2,NA,NA,-8,-1,3,3,3,4,3,3,2021,4,1,1,18,1,0,0,3,0,0,3,NA,NA,NA,NA,4,3,3,1,1,1
"6527",8465,34,128,212,1,1975,6,1,1,4,3,NA,NA,20000,50000,4,4,2,2,2,2,2021,4,1,0,46,2,0,0,3,1,0,4,20000,50000,NA,NA,2,2,2,0,0,0
"6528",8466,43,73,378,2,1967,2,2,1,4,1,2,5,40000,40000,5,5,2,4,2,2,2021,4,1,1,54,3,1,1,1,1,0,5,40000,40000,5,0,4,2,2,1,0,0
"6529",8467,14,108,59,2,1984,3,2,1,4,2,NA,NA,-8,70000,4,5,3,4,3,2,2021,4,1,1,37,2,1,0,2,1,0,4,NA,70000,NA,NA,4,3,2,1,1,0
"6530",8468,43,118,388,1,1962,8,2,1,1,2,1,2,1e+05,2e+05,3,3,3,4,3,3,2021,4,1,0,59,3,1,0,4,1,1,3,1e+05,2e+05,2,1,4,3,3,1,1,1
"6531",8469,34,128,212,2,1972,5,2,1,4,3,1,5,-1,-1,3,4,2,4,3,-1,2021,4,1,1,49,2,1,0,3,1,0,3,NA,NA,5,0,4,3,-1,1,1,0
"6532",8473,51,77,475,2,1967,4,2,1,4,2,1,5,26000,103200,4,3,4,4,3,3,2021,4,1,1,54,3,1,0,3,1,0,4,26000,103200,5,0,4,3,3,1,1,1
"6533",8475,43,118,388,2,1973,2,2,1,4,2,NA,NA,-8,50000,3,4,2,4,-1,-1,2021,4,1,1,48,2,1,0,1,1,0,3,NA,50000,NA,NA,4,-1,-1,1,0,0
"6534",8476,43,118,388,2,1973,3,3,1,4,3,1,2,70000,170000,4,4,4,4,3,3,2021,4,1,1,48,2,1,0,2,1,0,4,70000,170000,2,1,4,3,3,1,1,1
"6535",8477,43,118,388,2,1987,8,2,1,4,1,1,3,50000,-1,2,2,2,4,3,3,2021,4,1,1,34,2,1,1,4,1,0,2,50000,NA,3,1,4,3,3,1,1,1
"6536",8478,43,73,378,2,1963,3,2,1,4,3,4,NA,-8,30000,4,5,3,4,3,2,2021,4,1,1,58,3,1,0,2,1,0,4,NA,30000,NA,NA,4,3,2,1,1,0
"6537",8479,12,23,12,2,1957,3,2,1,4,2,NA,NA,-8,80000,3,5,2,4,4,4,2021,4,1,1,64,3,1,0,2,1,0,3,NA,80000,NA,NA,4,4,4,1,1,1
"6538",8480,34,21,208,1,1990,4,1,1,4,3,2,5,45000,1e+05,3,4,1,3,3,3,2021,4,1,0,31,2,0,0,3,1,0,3,45000,1e+05,5,0,3,3,3,1,1,1
"6539",8483,34,115,205,2,1992,7,2,1,4,3,NA,NA,-8,60000,4,4,4,3,3,3,2021,4,1,1,29,1,1,0,4,1,0,4,NA,60000,NA,NA,3,3,3,1,1,1
"6540",8485,36,104,241,1,2002,4,1,1,4,1,NA,NA,-8,96000,3,4,2,3,3,3,2021,4,1,0,19,1,0,1,3,1,0,3,NA,96000,NA,NA,3,3,3,1,1,1
"6541",8486,43,118,388,2,1987,5,2,1,4,1,NA,NA,-8,1e+05,4,2,3,3,3,2,2021,4,1,1,34,2,1,1,3,1,0,4,NA,1e+05,NA,NA,3,3,2,1,1,0
"6542",8487,33,38,179,2,1970,5,2,1,1,2,NA,NA,48000,3e+05,4,4,4,4,4,4,2021,4,1,1,51,3,1,0,3,1,1,4,48000,3e+05,NA,NA,4,4,4,1,1,1
"6543",8488,44,103,418,2,1954,1,2,1,4,1,NA,NA,-8,7200,5,5,5,4,4,4,2021,4,1,1,67,3,1,1,0,1,0,5,NA,7200,NA,NA,4,4,4,1,1,1
"6544",8489,64,59,584,1,1977,2,2,3,4,1,4,NA,-8,25000,5,5,-1,3,2,2,2021,4,1,0,44,2,1,1,1,0,0,5,NA,25000,NA,NA,3,2,2,1,0,0
"6545",8490,51,77,477,2,1954,3,5,1,4,1,NA,NA,-8,76000,4,4,4,3,3,3,2021,4,1,1,67,3,0,1,2,1,0,4,NA,76000,NA,NA,3,3,3,1,1,1
"6546",8492,14,1,54,1,2003,4,1,1,4,1,NA,NA,-8,152900,3,3,3,4,4,3,2021,4,1,0,18,1,0,1,3,1,0,3,NA,152900,NA,NA,4,4,3,1,1,1
"6547",8493,43,73,378,1,1968,2,2,1,4,1,3,5,28000,30000,4,3,4,4,-1,-1,2021,4,1,0,53,3,1,1,1,1,0,4,28000,30000,5,0,4,-1,-1,1,0,0
"6548",8494,34,19,190,1,1956,4,2,1,4,3,3,9,-8,16000,3,5,2,4,2,2,2021,4,1,0,65,3,1,0,3,1,0,3,NA,16000,9,0,4,2,2,1,0,0
"6549",8495,34,19,190,2,1962,1,5,1,4,1,NA,NA,-8,-1,3,5,3,4,1,2,2021,4,1,1,59,3,0,1,0,1,0,3,NA,NA,NA,NA,4,1,2,1,0,0
"6550",8496,14,39,50,2,1972,3,2,1,4,1,4,NA,-8,74000,4,4,4,4,4,4,2021,4,1,1,49,2,1,1,2,1,0,4,NA,74000,NA,NA,4,4,4,1,1,1
"6551",8497,34,19,190,1,1973,1,2,1,4,1,4,NA,-8,6000,5,5,-1,4,3,2,2021,4,1,0,48,2,1,1,0,1,0,5,NA,6000,NA,NA,4,3,2,1,1,0
"6552",8498,43,73,378,1,1963,4,2,1,4,1,4,NA,-8,20000,3,3,4,3,-1,1,2021,4,1,0,58,3,1,1,3,1,0,3,NA,20000,NA,NA,3,-1,1,1,0,0
"6553",8499,34,50,200,1,1954,5,2,1,1,2,NA,NA,-8,-1,3,4,3,4,4,4,2021,4,1,0,67,3,1,0,3,1,1,3,NA,NA,NA,NA,4,4,4,1,1,1
"6554",8502,44,32,417,2,1984,2,2,1,4,1,4,NA,-8,50000,5,5,4,4,-1,-1,2021,4,1,1,37,2,1,1,1,1,0,5,NA,50000,NA,NA,4,-1,-1,1,0,0
"6555",8504,36,31,245,2,1968,2,2,1,4,1,4,NA,-8,4000,4,5,-1,3,2,3,2021,4,1,1,53,3,1,1,1,1,0,4,NA,4000,NA,NA,3,2,3,1,0,1
"6556",8505,12,124,14,2,1975,3,2,1,4,1,3,7,50000,1e+05,3,4,-1,-1,-1,3,2021,4,1,1,46,2,1,1,2,1,0,3,50000,1e+05,7,0,-1,-1,3,0,0,1
"6557",8506,14,1,54,1,1979,3,2,1,4,1,1,2,50000,87600,5,5,5,3,1,1,2021,4,1,0,42,2,1,1,2,1,0,5,50000,87600,2,1,3,1,1,1,0,0
"6558",8507,36,31,245,2,1981,3,2,1,4,1,4,NA,-8,80000,5,3,5,4,4,2,2021,4,1,1,40,2,1,1,2,1,0,5,NA,80000,NA,NA,4,4,2,1,1,0
"6559",8508,14,39,50,2,1981,3,2,1,4,1,4,NA,-8,40000,4,5,3,4,3,3,2021,4,1,1,40,2,1,1,2,1,0,4,NA,40000,NA,NA,4,3,3,1,1,1
"6560",8509,41,12,297,2,2000,5,1,1,4,3,1,5,50000,1e+05,3,4,3,4,3,3,2021,4,1,1,21,1,0,0,3,1,0,3,50000,1e+05,5,0,4,3,3,1,1,1
"6561",8510,43,118,388,1,1990,8,1,1,4,2,1,3,50000,50000,3,3,3,2,2,2,2021,4,1,0,31,2,0,0,4,1,0,3,50000,50000,3,1,2,2,2,0,0,0
"6562",8511,14,108,59,2,1985,2,2,1,4,1,1,5,20000,50000,5,4,5,4,4,4,2021,4,1,1,36,2,1,1,1,1,0,5,20000,50000,5,0,4,4,4,1,1,1
"6563",8512,44,132,412,1,1954,2,2,1,4,1,4,NA,-8,-1,5,5,5,4,2,-1,2021,4,1,0,67,3,1,1,1,1,0,5,NA,NA,NA,NA,4,2,-1,1,0,0
"6564",8513,14,1,54,2,1998,8,1,1,4,2,NA,NA,10000,40000,4,5,4,4,3,3,2021,4,1,1,23,1,0,0,4,1,0,4,10000,40000,NA,NA,4,3,3,1,1,1
"6565",8516,14,39,50,2,1968,2,2,1,4,1,4,NA,-8,-1,3,4,3,4,4,4,2021,4,1,1,53,3,1,1,1,1,0,3,NA,NA,NA,NA,4,4,4,1,1,1
"6566",8517,42,112,361,2,1973,3,2,1,4,1,4,NA,-8,60000,3,3,2,4,3,2,2021,4,1,1,48,2,1,1,2,1,0,3,NA,60000,NA,NA,4,3,2,1,1,0
"6567",8518,12,124,15,2,1963,2,5,1,4,1,4,NA,-8,1000,-1,-1,-1,-1,-1,-1,2021,4,1,1,58,3,0,1,1,1,0,-1,NA,1000,NA,NA,-1,-1,-1,0,0,0
"6568",8519,51,77,475,1,1999,8,1,1,4,3,1,5,5000,550000,5,5,4,3,3,3,2021,4,1,0,22,1,0,0,4,1,0,5,5000,550000,5,0,3,3,3,1,1,1
"6569",8522,41,12,297,1,1978,3,2,1,4,1,1,10,60000,70000,5,3,5,4,3,2,2021,4,1,0,43,2,1,1,2,1,0,5,60000,70000,10,0,4,3,2,1,1,0
"6570",8523,12,23,10,2,1953,5,5,1,4,2,NA,NA,-8,36000,4,4,-1,3,3,3,2021,4,1,1,68,3,0,0,3,1,0,4,NA,36000,NA,NA,3,3,3,1,1,1
"6571",8524,15,62,66,2,1964,2,2,1,4,1,1,7,24000,10000,-1,-1,-1,4,3,3,2021,4,1,1,57,3,1,1,1,1,0,-1,24000,10000,7,0,4,3,3,1,1,1
"6572",8526,32,83,162,1,1992,7,2,1,4,2,1,5,26000,2e+05,4,5,3,4,2,1,2021,4,1,0,29,1,1,0,4,1,0,4,26000,2e+05,5,0,4,2,1,1,0,0
"6573",8527,33,122,166,2,1992,7,2,1,4,3,NA,NA,-8,2e+05,5,3,3,3,2,2,2021,4,1,1,29,1,1,0,4,1,0,5,NA,2e+05,NA,NA,3,2,2,1,0,0
"6574",8528,44,132,412,2,1997,3,1,1,4,1,4,NA,2300,143300,3,3,2,4,3,3,2021,4,1,1,24,1,0,1,2,1,0,3,2300,143300,NA,NA,4,3,3,1,1,1
"6575",8530,14,39,50,2,1978,2,2,1,4,1,4,NA,-8,6000,3,4,1,3,3,3,2021,4,1,1,43,2,1,1,1,1,0,3,NA,6000,NA,NA,3,3,3,1,1,1
"6576",8532,43,118,388,1,1970,7,2,1,4,3,1,10,60000,60000,5,1,5,4,2,1,2021,4,1,0,51,3,1,0,4,1,0,5,60000,60000,10,0,4,2,1,1,0,0
"6577",8533,14,108,59,2,1982,4,2,1,4,2,1,5,40000,1e+05,3,3,2,4,3,3,2021,4,1,1,39,2,1,0,3,1,0,3,40000,1e+05,5,0,4,3,3,1,1,1
"6578",8534,41,71,303,1,1956,5,2,1,1,2,NA,NA,-8,60000,5,4,-1,4,4,4,2021,4,1,0,65,3,1,0,3,1,1,5,NA,60000,NA,NA,4,4,4,1,1,1
"6579",8535,34,21,208,2,1956,1,2,1,4,1,4,NA,-8,10000,-1,-1,-1,3,3,4,2021,4,1,1,65,3,1,1,0,1,0,-1,NA,10000,NA,NA,3,3,4,1,1,1
"6580",8536,43,73,378,1,1965,2,2,1,4,1,2,10,18000,20000,3,5,3,4,3,1,2021,4,1,0,56,3,1,1,1,1,0,3,18000,20000,10,0,4,3,1,1,1,0
"6581",8537,35,107,216,2,1974,1,2,1,4,1,4,NA,-8,1e+05,3,3,2,4,4,4,2021,4,1,1,47,2,1,1,0,1,0,3,NA,1e+05,NA,NA,4,4,4,1,1,1
"6582",8538,34,128,212,2,1982,5,2,1,4,2,1,7,25000,60000,3,4,3,4,4,3,2021,4,1,1,39,2,1,0,3,1,0,3,25000,60000,7,0,4,4,3,1,1,1
"6583",8539,42,126,348,1,1964,3,2,1,4,1,4,NA,-8,-1,3,3,2,4,3,2,2021,4,1,0,57,3,1,1,2,1,0,3,NA,NA,NA,NA,4,3,2,1,1,0
"6584",8540,42,65,343,1,1971,8,2,1,1,2,1,3,60000,1e+05,2,2,1,3,3,3,2021,4,1,0,50,3,1,0,4,1,1,2,60000,1e+05,3,1,3,3,3,1,1,1
"6585",8542,36,31,245,1,1958,3,2,1,4,1,4,NA,-8,170000,3,3,3,4,4,2,2021,4,1,0,63,3,1,1,2,1,0,3,NA,170000,NA,NA,4,4,2,1,1,0
"6586",8543,32,68,143,1,1954,2,2,1,4,1,1,5,36000,30000,3,3,3,4,4,4,2021,4,1,0,67,3,1,1,1,1,0,3,36000,30000,5,0,4,4,4,1,1,1
"6587",8544,43,41,366,1,1997,3,1,1,4,1,NA,NA,-8,7000,3,3,5,1,1,1,2021,4,1,0,24,1,0,1,2,1,0,3,NA,7000,NA,NA,1,1,1,0,0,0
"6588",8545,12,23,9,2,1964,7,2,1,4,3,NA,NA,-8,164400,3,3,3,3,-1,-1,2021,4,1,1,57,3,1,0,4,1,0,3,NA,164400,NA,NA,3,-1,-1,1,0,0
"6589",8546,43,73,378,2,1964,3,2,1,4,1,4,NA,-8,30000,4,4,4,4,3,3,2021,4,1,1,57,3,1,1,2,1,0,4,NA,30000,NA,NA,4,3,3,1,1,1
"6590",8548,44,103,418,2,1962,2,2,1,4,1,1,7,-1,-1,3,3,3,-1,-1,-1,2021,4,1,1,59,3,1,1,1,1,0,3,NA,NA,7,0,-1,-1,-1,0,0,0
