"","id","province","RA1c","RA1d","RA1e","RA1f","A2","A3","A4a","C5a","C6a_a","B3a","B4a","D3a","F1a2_1","F1a2_2","F1a2_3","year","wave","time","female","age","corhort","marriage","hukouRural","edu","race","party","incomPer","incomFam","socialLevel","occ","occR","trust_gover","trust_goverR","trust_quxian","trust_xiangzhen"
"401",401,"安徽省",1,1997,1,1,1,4,1,48000,60000,NA,NA,5,3,3,3,2017,4,1,0,20,1,0,1,0,1,0,48000,60000,5,NA,NA,3,1,1,1
"402",402,"安徽省",1,1993,7,1,1,4,3,4800,NA,NA,NA,5,2,2,3,2017,4,1,0,24,1,0,0,4,1,0,4800,NA,5,NA,NA,2,0,0,1
"403",403,"安徽省",1,1996,7,1,1,2,2,2000,42000,NA,NA,4,4,4,3,2017,4,1,0,21,1,0,0,4,1,0,2000,42000,4,NA,NA,4,1,1,1
"404",404,"安徽省",1,1994,3,1,1,4,3,50000,80000,NA,NA,5,1,1,1,2017,4,1,0,23,1,0,0,2,1,0,50000,80000,5,NA,NA,1,0,0,0
"405",405,"安徽省",1,1996,6,1,1,2,3,7000,70000,1,7,3,4,3,3,2017,4,1,0,21,1,0,0,3,1,0,7000,70000,3,7,0,4,1,1,1
"406",406,"安徽省",1,1994,7,1,1,2,2,90000,3e+05,1,3,3,3,3,3,2017,4,1,0,23,1,0,0,4,1,0,90000,3e+05,3,3,1,3,1,1,1
"407",407,"安徽省",1,1996,4,1,1,2,2,15000,75000,NA,NA,4,3,3,3,2017,4,1,0,21,1,0,0,3,1,0,15000,75000,4,NA,NA,3,1,1,1
"408",408,"安徽省",1,1995,7,1,1,2,2,1500,20000,NA,NA,5,4,4,4,2017,4,1,0,22,1,0,0,4,1,0,1500,20000,5,NA,NA,4,1,1,1
"409",409,"安徽省",1,1996,4,1,1,2,3,0,1e+05,NA,NA,3,3,3,3,2017,4,1,0,21,1,0,0,3,1,0,0,1e+05,3,NA,NA,3,1,1,1
"410",410,"安徽省",1,1994,5,1,4,2,1,1e+05,2e+05,1,7,4,3,3,3,2017,4,1,0,23,1,0,1,3,0,0,1e+05,2e+05,4,7,0,3,1,1,1
"411",411,"安徽省",1,1994,7,1,1,2,1,42000,NA,1,3,4,4,3,3,2017,4,1,0,23,1,0,1,4,1,0,42000,NA,4,3,1,4,1,1,1
"412",412,"安徽省",1,1993,8,1,1,2,2,30000,70000,1,2,3,3,3,3,2017,4,1,0,24,1,0,0,4,1,0,30000,70000,3,2,1,3,1,1,1
"413",413,"安徽省",1,1996,7,1,1,2,1,0,10000,1,5,5,3,3,3,2017,4,1,0,21,1,0,1,4,1,0,0,10000,5,5,0,3,1,1,1
"414",414,"安徽省",1,1996,4,1,1,2,1,30000,60000,1,7,5,8,8,2,2017,4,1,0,21,1,0,1,3,1,0,30000,60000,5,7,0,8,NA,NA,0
"415",415,"安徽省",1,1993,8,1,1,4,2,0,1e+05,NA,NA,3,3,3,3,2017,4,1,0,24,1,0,0,4,1,0,0,1e+05,3,NA,NA,3,1,1,1
"416",416,"安徽省",1,1996,8,1,1,1,1,0,80000,NA,NA,4,3,3,2,2017,4,1,0,21,1,0,1,4,1,1,0,80000,4,NA,NA,3,1,1,0
"417",417,"安徽省",1,1994,3,1,5,4,1,5500,15000,4,NA,3,4,4,4,2017,4,1,0,23,1,0,1,2,0,0,5500,15000,3,NA,0,4,1,1,1
"418",418,"安徽省",1,1997,8,1,1,2,3,0,60000,NA,NA,3,3,3,3,2017,4,1,0,20,1,0,0,4,1,0,0,60000,3,NA,NA,3,1,1,1
"419",419,"安徽省",1,1997,8,1,1,2,1,0,70000,NA,NA,3,3,3,3,2017,4,1,0,20,1,0,1,4,1,0,0,70000,3,NA,NA,3,1,1,1
"420",420,"安徽省",1,1996,7,1,1,4,1,0,NA,1,5,5,3,1,1,2017,4,1,0,21,1,0,1,4,1,0,0,NA,5,5,0,3,1,0,0
"421",421,"安徽省",1,1994,9,1,1,2,2,1e+05,5e+05,1,5,2,4,4,4,2017,4,1,0,23,1,0,0,4,1,0,1e+05,5e+05,2,5,0,4,1,1,1
"422",422,"安徽省",1,1995,8,1,1,2,1,0,NA,NA,NA,4,1,1,1,2017,4,1,0,22,1,0,1,4,1,0,0,NA,4,NA,NA,1,0,0,0
"423",423,"安徽省",1,1996,2,1,1,4,1,50000,50000,1,5,3,4,3,2,2017,4,1,0,21,1,0,1,1,1,0,50000,50000,3,5,0,4,1,1,0
"424",424,"安徽省",1,1997,4,1,1,2,1,60000,2e+05,1,5,3,3,3,4,2017,4,1,0,20,1,0,1,3,1,0,60000,2e+05,3,5,0,3,1,1,1
"425",425,"安徽省",1,1995,7,1,8,4,3,3000,15000,NA,NA,4,4,3,3,2017,4,1,0,22,1,0,0,4,0,0,3000,15000,4,NA,NA,4,1,1,1
"426",426,"安徽省",1,1995,5,1,8,4,3,NA,NA,1,7,4,2,2,3,2017,4,1,0,22,1,0,0,3,0,0,NA,NA,4,7,0,2,0,0,1
"427",427,"安徽省",1,1993,4,1,1,4,1,0,3e+05,1,7,4,3,3,3,2017,4,1,0,24,1,0,1,3,1,0,0,3e+05,4,7,0,3,1,1,1
"428",428,"安徽省",1,1993,4,1,1,4,1,50000,80000,1,5,5,4,4,4,2017,4,1,0,24,1,0,1,3,1,0,50000,80000,5,5,0,4,1,1,1
"429",429,"福建省",1,1995,5,1,1,2,2,60000,50000,1,7,5,3,3,3,2017,4,1,0,22,1,0,0,3,1,0,60000,50000,5,7,0,3,1,1,1
"430",430,"福建省",1,1994,4,1,1,2,1,35000,45000,NA,NA,5,4,4,3,2017,4,1,0,23,1,0,1,3,1,0,35000,45000,5,NA,NA,4,1,1,1
"431",431,"福建省",1,1996,3,1,1,2,1,20000,40000,NA,NA,5,3,3,3,2017,4,1,0,21,1,0,1,2,1,0,20000,40000,5,NA,NA,3,1,1,1
"432",432,"福建省",1,1995,4,1,1,4,2,39600,NA,1,2,4,4,4,4,2017,4,1,0,22,1,0,0,3,1,0,39600,NA,4,2,1,4,1,1,1
"433",433,"福建省",1,1996,8,1,1,2,2,0,3e+05,NA,NA,3,4,4,3,2017,4,1,0,21,1,0,0,4,1,0,0,3e+05,3,NA,NA,4,1,1,1
"434",434,"福建省",1,1993,8,1,1,4,2,120000,120000,1,5,3,3,3,3,2017,4,1,0,24,1,0,0,4,1,0,120000,120000,3,5,0,3,1,1,1
"435",435,"福建省",1,1997,5,1,1,4,3,10000,77000,NA,NA,2,3,3,3,2017,4,1,0,20,1,0,0,3,1,0,10000,77000,2,NA,NA,3,1,1,1
"436",436,"福建省",1,1994,4,2,1,4,1,50000,2e+05,1,5,2,4,4,4,2017,4,1,0,23,1,1,1,3,1,0,50000,2e+05,2,5,0,4,1,1,1
"437",437,"福建省",1,1995,8,1,1,2,2,48000,48000,1,5,4,4,3,2,2017,4,1,0,22,1,0,0,4,1,0,48000,48000,4,5,0,4,1,1,0
"438",438,"福建省",1,1995,3,1,8,4,1,10000,60000,1,4,5,4,2,2,2017,4,1,0,22,1,0,1,2,0,0,10000,60000,5,4,1,4,1,0,0
"439",439,"福建省",1,1995,8,1,1,2,1,0,40000,NA,NA,3,4,4,4,2017,4,1,0,22,1,0,1,4,1,0,0,40000,3,NA,NA,4,1,1,1
"440",440,"福建省",1,1994,7,1,1,2,1,45000,1e+05,1,5,5,4,4,4,2017,4,1,0,23,1,0,1,4,1,0,45000,1e+05,5,5,0,4,1,1,1
"441",441,"福建省",1,1994,8,1,1,2,1,0,60000,NA,NA,5,4,4,3,2017,4,1,0,23,1,0,1,4,1,0,0,60000,5,NA,NA,4,1,1,1
"442",442,"福建省",1,1995,8,1,1,2,1,0,1e+05,NA,NA,4,3,3,3,2017,4,1,0,22,1,0,1,4,1,0,0,1e+05,4,NA,NA,3,1,1,1
"443",443,"福建省",1,1993,4,2,1,4,2,2e+05,296000,1,7,3,3,3,3,2017,4,1,0,24,1,1,0,3,1,0,2e+05,296000,3,7,0,3,1,1,1
"444",444,"福建省",1,1994,8,1,1,2,1,35000,50000,1,7,3,4,4,4,2017,4,1,0,23,1,0,1,4,1,0,35000,50000,3,7,0,4,1,1,1
"445",445,"福建省",1,1995,8,1,1,2,1,15000,15000,1,5,5,3,3,3,2017,4,1,0,22,1,0,1,4,1,0,15000,15000,5,5,0,3,1,1,1
"446",446,"江西省",1,1993,8,1,1,2,2,NA,60000,NA,NA,4,4,3,3,2017,4,1,0,24,1,0,0,4,1,0,NA,60000,4,NA,NA,4,1,1,1
"447",447,"江西省",1,1996,8,1,1,2,2,0,80000,NA,NA,3,3,3,3,2017,4,1,0,21,1,0,0,4,1,0,0,80000,3,NA,NA,3,1,1,1
"448",448,"江西省",1,1995,7,1,1,2,2,36000,41600,1,4,4,4,3,2,2017,4,1,0,22,1,0,0,4,1,0,36000,41600,4,4,1,4,1,1,0
"449",449,"江西省",1,1995,8,1,1,2,1,3000,80000,NA,NA,4,3,3,3,2017,4,1,0,22,1,0,1,4,1,0,3000,80000,4,NA,NA,3,1,1,1
"450",450,"江西省",1,1993,4,1,1,2,1,7000,30000,NA,NA,5,3,3,3,2017,4,1,0,24,1,0,1,3,1,0,7000,30000,5,NA,NA,3,1,1,1
"451",451,"江西省",1,1996,7,1,1,2,2,0,160000,NA,NA,5,3,3,2,2017,4,1,0,21,1,0,0,4,1,0,0,160000,5,NA,NA,3,1,1,0
"452",452,"江西省",1,1995,8,1,1,2,3,0,90000,NA,NA,3,3,3,3,2017,4,1,0,22,1,0,0,4,1,0,0,90000,3,NA,NA,3,1,1,1
"453",453,"江西省",1,1997,4,1,1,2,1,8000,150000,1,5,4,4,4,4,2017,4,1,0,20,1,0,1,3,1,0,8000,150000,4,5,0,4,1,1,1
"454",454,"江西省",1,1993,3,2,1,4,1,30500,80000,2,5,4,4,4,3,2017,4,1,0,24,1,1,1,2,1,0,30500,80000,4,5,0,4,1,1,1
"455",455,"江西省",1,1995,8,1,1,2,1,0,48000,NA,NA,4,3,3,2,2017,4,1,0,22,1,0,1,4,1,0,0,48000,4,NA,NA,3,1,1,0
"456",456,"江西省",1,1996,3,1,1,4,1,60000,70000,1,5,3,3,3,3,2017,4,1,0,21,1,0,1,2,1,0,60000,70000,3,5,0,3,1,1,1
"457",457,"江西省",1,1996,4,1,1,2,1,30000,1e+05,2,2,5,3,3,3,2017,4,1,0,21,1,0,1,3,1,0,30000,1e+05,5,2,1,3,1,1,1
"458",458,"江西省",1,1996,5,1,1,4,1,72000,172800,1,8,3,3,3,3,2017,4,1,0,21,1,0,1,3,1,0,72000,172800,3,8,0,3,1,1,1
"459",459,"江西省",1,1996,7,1,1,2,1,1500,80000,NA,NA,5,3,3,3,2017,4,1,0,21,1,0,1,4,1,0,1500,80000,5,NA,NA,3,1,1,1
"460",460,"江西省",1,1997,8,1,1,2,3,0,80000,NA,NA,4,3,3,3,2017,4,1,0,20,1,0,0,4,1,0,0,80000,4,NA,NA,3,1,1,1
"461",461,"江西省",1,1993,3,1,1,4,1,29000,33500,4,NA,4,4,2,2,2017,4,1,0,24,1,0,1,2,1,0,29000,33500,4,NA,0,4,1,0,0
"462",462,"江西省",1,1995,7,1,1,4,1,0,NA,NA,NA,4,3,3,3,2017,4,1,0,22,1,0,1,4,1,0,0,NA,4,NA,NA,3,1,1,1
"463",463,"江西省",1,1996,3,1,1,4,1,12000,48200,1,5,3,3,3,3,2017,4,1,0,21,1,0,1,2,1,0,12000,48200,3,5,0,3,1,1,1
"464",464,"江西省",1,1996,7,1,1,2,1,2000,20000,NA,NA,4,4,3,3,2017,4,1,0,21,1,0,1,4,1,0,2000,20000,4,NA,NA,4,1,1,1
"465",465,"江西省",1,1998,3,1,4,4,1,56000,76000,2,2,3,4,2,2,2017,4,1,0,19,1,0,1,2,0,0,56000,76000,3,2,1,4,1,0,0
"466",466,"江西省",1,1997,3,1,4,4,1,1000,4000,4,NA,5,4,4,4,2017,4,1,0,20,1,0,1,2,0,0,1000,4000,5,NA,0,4,1,1,1
"467",467,"江西省",1,1995,3,2,1,4,1,20000,85000,2,5,4,4,3,3,2017,4,1,0,22,1,1,1,2,1,0,20000,85000,4,5,0,4,1,1,1
"468",468,"江西省",1,1996,6,1,1,2,1,23000,36400,2,5,3,3,3,3,2017,4,1,0,21,1,0,1,3,1,0,23000,36400,3,5,0,3,1,1,1
"469",469,"江西省",1,1996,8,1,1,2,2,0,90000,NA,NA,3,4,4,3,2017,4,1,0,21,1,0,0,4,1,0,0,90000,3,NA,NA,4,1,1,1
"470",470,"江西省",1,1995,9,1,1,2,2,0,1e+05,NA,NA,2,4,3,3,2017,4,1,0,22,1,0,0,4,1,0,0,1e+05,2,NA,NA,4,1,1,1
"471",471,"江西省",1,1996,3,1,1,4,1,30000,80000,NA,NA,5,4,2,2,2017,4,1,0,21,1,0,1,2,1,0,30000,80000,5,NA,NA,4,1,0,0
"472",472,"江西省",1,1994,7,1,1,4,1,25000,1e+05,1,5,5,3,3,3,2017,4,1,0,23,1,0,1,4,1,0,25000,1e+05,5,5,0,3,1,1,1
"473",473,"江西省",1,1996,8,1,1,2,1,0,44000,NA,NA,4,3,3,3,2017,4,1,0,21,1,0,1,4,1,0,0,44000,4,NA,NA,3,1,1,1
"474",474,"江西省",1,1997,4,1,1,4,1,0,102000,NA,NA,5,4,2,1,2017,4,1,0,20,1,0,1,3,1,0,0,102000,5,NA,NA,4,1,0,0
"475",475,"山东省",1,1997,4,1,1,2,1,0,40000,NA,NA,4,4,3,3,2017,4,1,0,20,1,0,1,3,1,0,0,40000,4,NA,NA,4,1,1,1
"476",476,"山东省",1,1993,7,1,1,2,1,0,40000,NA,NA,5,4,3,3,2017,4,1,0,24,1,0,1,4,1,0,0,40000,5,NA,NA,4,1,1,1
"477",477,"山东省",1,1993,3,2,1,4,1,2e+05,50000,NA,NA,5,4,4,4,2017,4,1,0,24,1,1,1,2,1,0,2e+05,50000,5,NA,NA,4,1,1,1
"478",478,"山东省",1,1995,4,1,1,1,3,20000,30000,1,5,4,3,3,3,2017,4,1,0,22,1,0,0,3,1,1,20000,30000,4,5,0,3,1,1,1
"479",479,"山东省",1,1994,7,1,1,1,1,60000,60000,1,1,3,3,3,3,2017,4,1,0,23,1,0,1,4,1,1,60000,60000,3,1,1,3,1,1,1
"480",480,"山东省",1,1996,8,1,1,2,1,5000,180000,NA,NA,3,4,4,3,2017,4,1,0,21,1,0,1,4,1,0,5000,180000,3,NA,NA,4,1,1,1
"481",481,"山东省",1,1997,7,1,1,4,1,0,NA,NA,NA,5,1,1,1,2017,4,1,0,20,1,0,1,4,1,0,0,NA,5,NA,NA,1,0,0,0
"482",482,"山东省",1,1998,4,1,1,2,1,0,135000,NA,NA,3,3,3,3,2017,4,1,0,19,1,0,1,3,1,0,0,135000,3,NA,NA,3,1,1,1
"483",483,"山东省",1,1993,3,1,1,1,1,40000,60000,4,NA,3,3,3,3,2017,4,1,0,24,1,0,1,2,1,1,40000,60000,3,NA,0,3,1,1,1
"484",484,"山东省",1,1995,2,1,1,4,1,6200,6200,4,NA,4,3,3,3,2017,4,1,0,22,1,0,1,1,1,0,6200,6200,4,NA,0,3,1,1,1
"485",485,"山东省",1,1995,9,1,1,4,1,1e+05,4e+05,NA,NA,4,3,3,3,2017,4,1,0,22,1,0,1,4,1,0,1e+05,4e+05,4,NA,NA,3,1,1,1
"486",486,"山东省",1,1997,4,1,1,2,1,0,30000,NA,NA,3,4,4,4,2017,4,1,0,20,1,0,1,3,1,0,0,30000,3,NA,NA,4,1,1,1
"487",487,"山东省",1,1994,5,1,1,2,1,36000,36000,1,8,4,4,4,3,2017,4,1,0,23,1,0,1,3,1,0,36000,36000,4,8,0,4,1,1,1
"488",488,"山东省",1,1995,8,1,1,4,2,0,120000,NA,NA,3,2,2,3,2017,4,1,0,22,1,0,0,4,1,0,0,120000,3,NA,NA,2,0,0,1
"489",489,"山东省",1,1994,2,1,1,4,1,0,25000,4,NA,5,4,3,3,2017,4,1,0,23,1,0,1,1,1,0,0,25000,5,NA,0,4,1,1,1
"490",490,"山东省",1,1996,3,2,1,4,1,40000,80000,1,7,3,1,1,1,2017,4,1,0,21,1,1,1,2,1,0,40000,80000,3,7,0,1,0,0,0
"491",491,"山东省",1,1997,8,1,1,2,2,0,0,NA,NA,4,4,3,3,2017,4,1,0,20,1,0,0,4,1,0,0,0,4,NA,NA,4,1,1,1
"492",492,"山东省",1,1997,3,2,1,4,1,102400,102400,2,5,3,4,3,3,2017,4,1,0,20,1,1,1,2,1,0,102400,102400,3,5,0,4,1,1,1
"493",493,"山东省",1,1996,8,1,1,2,1,0,20000,NA,NA,5,3,2,2,2017,4,1,0,21,1,0,1,4,1,0,0,20000,5,NA,NA,3,1,0,0
"494",494,"山东省",1,1994,8,1,1,2,3,0,NA,1,2,3,3,3,3,2017,4,1,0,23,1,0,0,4,1,0,0,NA,3,2,1,3,1,1,1
"495",495,"山东省",1,1995,8,1,1,2,3,580,2e+05,NA,NA,3,4,4,4,2017,4,1,0,22,1,0,0,4,1,0,580,2e+05,3,NA,NA,4,1,1,1
"496",496,"山东省",1,1997,5,1,8,2,1,0,5000,NA,NA,3,3,3,1,2017,4,1,0,20,1,0,1,3,0,0,0,5000,3,NA,NA,3,1,1,0
"497",497,"山东省",1,1997,3,1,1,4,3,15600,60000,1,11,5,4,4,4,2017,4,1,0,20,1,0,0,2,1,0,15600,60000,5,11,0,4,1,1,1
"498",498,"山东省",1,1994,3,1,1,4,2,40000,40000,1,7,4,3,2,1,2017,4,1,0,23,1,0,0,2,1,0,40000,40000,4,7,0,3,1,0,0
"499",499,"山东省",1,1997,3,1,1,2,1,60000,1e+05,1,7,5,4,3,3,2017,4,1,0,20,1,0,1,2,1,0,60000,1e+05,5,7,0,4,1,1,1
"500",500,"山东省",1,1997,7,1,1,2,1,0,72000,1,5,4,3,3,3,2017,4,1,0,20,1,0,1,4,1,0,0,72000,4,5,0,3,1,1,1
"501",501,"山东省",1,1996,3,1,1,4,1,4000,25000,NA,NA,5,3,NA,NA,2017,4,1,0,21,1,0,1,2,1,0,4000,25000,5,NA,NA,3,1,NA,NA
"502",502,"山东省",1,1997,8,1,1,2,1,0,30000,NA,NA,5,4,3,3,2017,4,1,0,20,1,0,1,4,1,0,0,30000,5,NA,NA,4,1,1,1
"503",503,"山东省",1,1995,3,1,1,4,1,55000,252000,1,11,3,4,3,3,2017,4,1,0,22,1,0,1,2,1,0,55000,252000,3,11,0,4,1,1,1
"504",504,"山东省",1,1996,8,1,1,4,1,0,36000,NA,NA,5,3,2,2,2017,4,1,0,21,1,0,1,4,1,0,0,36000,5,NA,NA,3,1,0,0
"505",505,"山东省",1,1995,7,1,1,4,1,60000,60000,1,5,4,3,3,3,2017,4,1,0,22,1,0,1,4,1,0,60000,60000,4,5,0,3,1,1,1
"506",506,"山东省",1,1996,3,2,1,4,1,13000,90000,2,5,4,4,3,2,2017,4,1,0,21,1,1,1,2,1,0,13000,90000,4,5,0,4,1,1,0
"507",507,"山东省",1,1995,3,1,8,4,1,20000,8300,NA,NA,5,3,3,3,2017,4,1,0,22,1,0,1,2,0,0,20000,8300,5,NA,NA,3,1,1,1
"508",508,"山东省",1,1993,8,1,1,2,2,20000,20000,1,1,4,4,4,4,2017,4,1,0,24,1,0,0,4,1,0,20000,20000,4,1,1,4,1,1,1
"509",509,"山东省",1,1993,8,1,1,2,2,30000,90000,1,7,3,3,2,2,2017,4,1,0,24,1,0,0,4,1,0,30000,90000,3,7,0,3,1,0,0
"510",510,"山东省",1,1995,7,1,1,4,1,40000,40000,1,5,4,3,3,3,2017,4,1,0,22,1,0,1,4,1,0,40000,40000,4,5,0,3,1,1,1
"511",511,"山东省",1,1996,8,1,1,2,2,0,2e+05,NA,NA,3,3,3,3,2017,4,1,0,21,1,0,0,4,1,0,0,2e+05,3,NA,NA,3,1,1,1
"512",512,"山东省",1,1993,5,1,1,4,1,30000,70000,1,5,5,4,2,2,2017,4,1,0,24,1,0,1,3,1,0,30000,70000,5,5,0,4,1,0,0
"513",513,"山东省",1,1994,5,2,1,2,1,20000,20000,3,5,5,NA,1,1,2017,4,1,0,23,1,1,1,3,1,0,20000,20000,5,5,0,NA,NA,0,0
"514",514,"山东省",1,1995,7,1,1,2,1,6000,40000,NA,NA,4,3,3,3,2017,4,1,0,22,1,0,1,4,1,0,6000,40000,4,NA,NA,3,1,1,1
"515",515,"山东省",1,1997,4,1,1,4,1,30000,50000,1,7,5,3,3,3,2017,4,1,0,20,1,0,1,3,1,0,30000,50000,5,7,0,3,1,1,1
"516",516,"山东省",1,1997,8,1,8,2,3,0,80000,NA,NA,3,4,4,4,2017,4,1,0,20,1,0,0,4,0,0,0,80000,3,NA,NA,4,1,1,1
"517",517,"山东省",1,1993,7,1,1,4,1,50000,60000,1,5,4,4,4,4,2017,4,1,0,24,1,0,1,4,1,0,50000,60000,4,5,0,4,1,1,1
"518",518,"山东省",1,1996,1,6,5,4,1,30000,30000,3,11,4,4,4,4,2017,4,1,0,21,1,0,1,0,0,0,30000,30000,4,11,0,4,1,1,1
"519",519,"山东省",1,1996,8,1,1,4,1,0,72000,NA,NA,4,4,4,4,2017,4,1,0,21,1,0,1,4,1,0,0,72000,4,NA,NA,4,1,1,1
"520",520,"山东省",1,1996,3,1,6,4,1,20000,30000,NA,NA,5,3,2,2,2017,4,1,0,21,1,0,1,2,0,0,20000,30000,5,NA,NA,3,1,0,0
"521",521,"山东省",1,1993,3,1,6,4,1,36000,48100,4,NA,3,4,2,2,2017,4,1,0,24,1,0,1,2,0,0,36000,48100,3,NA,0,4,1,0,0
"522",522,"山东省",1,1994,3,1,5,4,1,22500,70000,3,10,2,4,3,1,2017,4,1,0,23,1,0,1,2,0,0,22500,70000,2,10,0,4,1,1,0
"523",523,"山东省",1,1993,7,1,1,4,1,50000,60000,NA,NA,5,3,1,1,2017,4,1,0,24,1,0,1,4,1,0,50000,60000,5,NA,NA,3,1,0,0
"524",524,"山东省",1,1996,3,1,1,4,1,20000,50000,1,5,4,2,2,2,2017,4,1,0,21,1,0,1,2,1,0,20000,50000,4,5,0,2,0,0,0
"525",525,"山东省",1,1997,8,1,6,2,1,0,60000,NA,NA,3,4,4,4,2017,4,1,0,20,1,0,1,4,0,0,0,60000,3,NA,NA,4,1,1,1
"526",526,"山东省",1,1997,8,1,1,2,1,1000,70000,NA,NA,3,4,2,2,2017,4,1,0,20,1,0,1,4,1,0,1000,70000,3,NA,NA,4,1,0,0
"527",527,"山东省",1,1997,3,1,6,4,1,0,31600,NA,NA,4,3,3,3,2017,4,1,0,20,1,0,1,2,0,0,0,31600,4,NA,NA,3,1,1,1
"528",528,"山东省",1,1996,7,1,1,2,1,0,18000,1,2,5,4,4,3,2017,4,1,0,21,1,0,1,4,1,0,0,18000,5,2,1,4,1,1,1
"529",529,"山东省",1,1996,4,1,1,4,3,20000,20000,NA,NA,5,3,3,3,2017,4,1,0,21,1,0,0,3,1,0,20000,20000,5,NA,NA,3,1,1,1
"530",530,"山东省",1,1996,3,1,8,4,1,10000,15000,4,NA,5,4,3,3,2017,4,1,0,21,1,0,1,2,0,0,10000,15000,5,NA,0,4,1,1,1
"531",531,"山东省",1,1992,2,1,1,4,1,30000,55000,NA,NA,3,3,3,3,2017,4,1,0,25,1,0,1,1,1,0,30000,55000,3,NA,NA,3,1,1,1
"532",532,"山东省",2,1995,8,1,1,2,2,0,0,NA,NA,5,3,2,2,2017,4,1,1,22,1,0,0,4,1,0,0,0,5,NA,NA,3,1,0,0
"533",533,"山东省",2,1993,8,1,1,2,2,0,36000,NA,NA,4,3,3,3,2017,4,1,1,24,1,0,0,4,1,0,0,36000,4,NA,NA,3,1,1,1
"534",534,"山东省",2,1997,7,1,1,2,1,0,40000,NA,NA,5,4,4,3,2017,4,1,1,20,1,0,1,4,1,0,0,40000,5,NA,NA,4,1,1,1
"535",535,"山东省",2,1995,7,1,1,2,1,0,10000,NA,NA,5,2,2,2,2017,4,1,1,22,1,0,1,4,1,0,0,10000,5,NA,NA,2,0,0,0
"536",536,"山东省",2,1996,8,1,1,1,2,0,80000,NA,NA,3,4,4,4,2017,4,1,1,21,1,0,0,4,1,1,0,80000,3,NA,NA,4,1,1,1
"537",537,"山东省",2,1997,8,1,1,2,2,0,5e+05,NA,NA,3,3,3,3,2017,4,1,1,20,1,0,0,4,1,0,0,5e+05,3,NA,NA,3,1,1,1
"538",538,"山东省",2,1996,4,2,1,2,1,0,30000,NA,NA,5,3,3,3,2017,4,1,1,21,1,1,1,3,1,0,0,30000,5,NA,NA,3,1,1,1
"539",539,"山东省",2,1997,4,1,1,4,1,20000,120000,1,7,4,3,3,2,2017,4,1,1,20,1,0,1,3,1,0,20000,120000,4,7,0,3,1,1,0
"540",540,"山东省",2,1996,7,1,1,4,2,0,60000,NA,NA,3,3,3,3,2017,4,1,1,21,1,0,0,4,1,0,0,60000,3,NA,NA,3,1,1,1
"541",541,"山东省",2,1997,7,1,1,2,1,0,20000,NA,NA,3,3,3,8,2017,4,1,1,20,1,0,1,4,1,0,0,20000,3,NA,NA,3,1,1,NA
"542",542,"山东省",2,1995,8,1,1,2,1,0,1e+05,NA,NA,4,2,2,2,2017,4,1,1,22,1,0,1,4,1,0,0,1e+05,4,NA,NA,2,0,0,0
"543",543,"山东省",2,1994,8,1,1,2,2,0,80000,NA,NA,5,3,3,3,2017,4,1,1,23,1,0,0,4,1,0,0,80000,5,NA,NA,3,1,1,1
"544",544,"山东省",2,1997,8,1,1,2,1,0,1e+05,NA,NA,4,4,4,3,2017,4,1,1,20,1,0,1,4,1,0,0,1e+05,4,NA,NA,4,1,1,1
"545",545,"山东省",2,1997,8,1,1,2,3,8600,80600,NA,NA,3,3,3,3,2017,4,1,1,20,1,0,0,4,1,0,8600,80600,3,NA,NA,3,1,1,1
"546",546,"山东省",2,1994,9,1,1,2,1,0,30000,NA,NA,5,4,3,3,2017,4,1,1,23,1,0,1,4,1,0,0,30000,5,NA,NA,4,1,1,1
"547",547,"山东省",2,1995,4,2,1,4,1,0,60000,1,7,2,3,3,3,2017,4,1,1,22,1,1,1,3,1,0,0,60000,2,7,0,3,1,1,1
"548",548,"山东省",2,1994,4,2,1,4,1,0,150000,NA,NA,3,3,2,2,2017,4,1,1,23,1,1,1,3,1,0,0,150000,3,NA,NA,3,1,0,0
"549",549,"山东省",2,1996,5,4,1,2,1,33600,NA,1,5,4,4,4,4,2017,4,1,1,21,1,0,1,3,1,0,33600,NA,4,5,0,4,1,1,1
"550",550,"山东省",2,1995,7,2,1,2,3,20000,120000,1,8,3,3,3,3,2017,4,1,1,22,1,1,0,4,1,0,20000,120000,3,8,0,3,1,1,1
"551",551,"山东省",2,1993,3,1,1,4,1,15000,NA,NA,NA,5,3,3,3,2017,4,1,1,24,1,0,1,2,1,0,15000,NA,5,NA,NA,3,1,1,1
"552",552,"山东省",2,1994,7,1,1,2,3,10000,13000,1,5,5,1,1,1,2017,4,1,1,23,1,0,0,4,1,0,10000,13000,5,5,0,1,0,0,0
"553",553,"山东省",2,1995,4,2,1,2,3,0,4000,NA,NA,5,4,1,1,2017,4,1,1,22,1,1,0,3,1,0,0,4000,5,NA,NA,4,1,0,0
"554",554,"山东省",2,1993,8,1,1,1,1,0,NA,1,7,5,3,3,3,2017,4,1,1,24,1,0,1,4,1,1,0,NA,5,7,0,3,1,1,1
"555",555,"山东省",2,1997,8,1,1,2,2,0,1e+05,NA,NA,5,3,3,3,2017,4,1,1,20,1,0,0,4,1,0,0,1e+05,5,NA,NA,3,1,1,1
"556",556,"山东省",2,1997,7,1,1,2,1,0,NA,NA,NA,4,3,2,2,2017,4,1,1,20,1,0,1,4,1,0,0,NA,4,NA,NA,3,1,0,0
