"","id","province","RA1c","RA1d","RA1e","RA1f","A2","A3","A4a","C5a","C6a_a","B3a","B4a","D3a","F1a2_1","F1a2_2","F1a2_3","year","wave","time","female","age","corhort","marriage","hukouRural","edu","race","party","incomPer","incomFam","socialLevel","occ","occR","trust_gover","trust_goverR","trust_quxian","trust_xiangzhen"
"1",1,"北京市",1,1998,5,1,1,1,1,25000,50000,NA,NA,4,3,2,2,2017,4,1,0,19,1,0,1,3,1,1,25000,50000,4,NA,NA,3,1,0,0
"2",2,"北京市",1,1998,7,1,1,2,2,0,6500,1,2,5,4,3,3,2017,4,1,0,19,1,0,0,4,1,0,0,6500,5,2,1,4,1,1,1
"3",3,"北京市",1,1999,4,1,1,2,1,0,230000,NA,NA,3,3,3,3,2017,4,1,0,18,1,0,1,3,1,0,0,230000,3,NA,NA,3,1,1,1
"4",4,"北京市",1,1998,4,1,1,4,1,0,72000,NA,NA,3,4,3,3,2017,4,1,0,19,1,0,1,3,1,0,0,72000,3,NA,NA,4,1,1,1
"5",5,"北京市",1,1998,4,1,1,2,1,0,15000,NA,NA,3,3,3,3,2017,4,1,0,19,1,0,1,3,1,0,0,15000,3,NA,NA,3,1,1,1
"6",6,"北京市",1,1999,4,1,1,2,2,0,1e+05,NA,NA,3,3,3,3,2017,4,1,0,18,1,0,0,3,1,0,0,1e+05,3,NA,NA,3,1,1,1
"7",7,"天津市",1,1998,4,1,4,2,1,0,40000,NA,NA,4,3,2,2,2017,4,1,0,19,1,0,1,3,0,0,0,40000,4,NA,NA,3,1,0,0
"8",8,"天津市",1,1998,4,1,1,2,2,0,1e+05,1,5,4,4,3,2,2017,4,1,0,19,1,0,0,3,1,0,0,1e+05,4,5,0,4,1,1,0
"9",9,"天津市",1,1998,2,1,4,4,1,0,1e+05,NA,NA,5,4,2,4,2017,4,1,0,19,1,0,1,1,0,0,0,1e+05,5,NA,NA,4,1,0,1
"10",10,"天津市",1,1998,3,1,3,2,1,NA,82000,NA,NA,4,NA,2,2,2017,4,1,0,19,1,0,1,2,0,0,NA,82000,4,NA,NA,NA,NA,0,0
"11",11,"天津市",1,1999,4,1,1,2,1,0,92000,NA,NA,3,3,3,4,2017,4,1,0,18,1,0,1,3,1,0,0,92000,3,NA,NA,3,1,1,1
"12",12,"天津市",1,1999,7,1,1,2,1,6000,150000,NA,NA,4,3,3,3,2017,4,1,0,18,1,0,1,4,1,0,6000,150000,4,NA,NA,3,1,1,1
"13",13,"天津市",1,1998,8,1,1,4,3,0,50000,NA,NA,2,3,3,3,2017,4,1,0,19,1,0,0,4,1,0,0,50000,2,NA,NA,3,1,1,1
"14",14,"天津市",1,1999,4,1,1,2,1,0,30000,NA,NA,5,3,2,2,2017,4,1,0,18,1,0,1,3,1,0,0,30000,5,NA,NA,3,1,0,0
"15",15,"天津市",1,1999,4,1,1,2,1,0,50000,NA,NA,4,3,3,3,2017,4,1,0,18,1,0,1,3,1,0,0,50000,4,NA,NA,3,1,1,1
"16",16,"天津市",1,1999,4,1,1,2,2,500,3e+05,NA,NA,4,4,4,4,2017,4,1,0,18,1,0,0,3,1,0,500,3e+05,4,NA,NA,4,1,1,1
"17",17,"天津市",1,1999,4,1,1,2,1,NA,150000,NA,NA,3,3,3,3,2017,4,1,0,18,1,0,1,3,1,0,NA,150000,3,NA,NA,3,1,1,1
"18",18,"天津市",1,1998,8,1,1,2,2,NA,90000,NA,NA,3,3,3,3,2017,4,1,0,19,1,0,0,4,1,0,NA,90000,3,NA,NA,3,1,1,1
"19",19,"天津市",1,1999,4,1,1,2,2,0,36000,NA,NA,3,2,2,2,2017,4,1,0,18,1,0,0,3,1,0,0,36000,3,NA,NA,2,0,0,0
"20",20,"天津市",1,1998,4,1,1,4,2,0,NA,NA,NA,4,3,3,3,2017,4,1,0,19,1,0,0,3,1,0,0,NA,4,NA,NA,3,1,1,1
"21",21,"天津市",1,1998,4,1,1,2,3,0,84000,NA,NA,3,4,4,4,2017,4,1,0,19,1,0,0,3,1,0,0,84000,3,NA,NA,4,1,1,1
"22",22,"天津市",1,1998,4,1,1,2,1,750,20000,4,NA,4,4,3,2,2017,4,1,0,19,1,0,1,3,1,0,750,20000,4,NA,0,4,1,1,0
"23",23,"天津市",1,1999,4,1,1,4,3,0,18000,NA,NA,3,3,3,3,2017,4,1,0,18,1,0,0,3,1,0,0,18000,3,NA,NA,3,1,1,1
"24",24,"天津市",1,1998,4,1,1,2,1,NA,16000,NA,NA,4,4,4,3,2017,4,1,0,19,1,0,1,3,1,0,NA,16000,4,NA,NA,4,1,1,1
"25",25,"天津市",1,1999,7,1,1,2,1,0,70000,NA,NA,3,3,3,3,2017,4,1,0,18,1,0,1,4,1,0,0,70000,3,NA,NA,3,1,1,1
"26",26,"天津市",1,1999,4,1,1,2,1,0,60000,NA,NA,4,4,3,2,2017,4,1,0,18,1,0,1,3,1,0,0,60000,4,NA,NA,4,1,1,0
"27",27,"天津市",1,1999,5,1,1,4,1,0,NA,NA,NA,2,3,3,3,2017,4,1,0,18,1,0,1,3,1,0,0,NA,2,NA,NA,3,1,1,1
"28",28,"天津市",1,1998,8,1,1,2,2,0,130000,NA,NA,3,4,3,3,2017,4,1,0,19,1,0,0,4,1,0,0,130000,3,NA,NA,4,1,1,1
"29",29,"天津市",1,1999,5,1,1,2,3,16000,68000,1,7,4,4,4,4,2017,4,1,0,18,1,0,0,3,1,0,16000,68000,4,7,0,4,1,1,1
"30",30,"天津市",1,1999,4,1,8,2,2,0,13,NA,NA,3,4,3,2,2017,4,1,0,18,1,0,0,3,0,0,0,13,3,NA,NA,4,1,1,0
"31",31,"天津市",1,1998,4,1,2,2,2,0,1e+05,NA,NA,3,4,3,3,2017,4,1,0,19,1,0,0,3,0,0,0,1e+05,3,NA,NA,4,1,1,1
"32",32,"天津市",1,1999,7,1,1,2,2,1000,2e+05,NA,NA,3,2,2,2,2017,4,1,0,18,1,0,0,4,1,0,1000,2e+05,3,NA,NA,2,0,0,0
"33",33,"天津市",1,1999,4,1,1,2,2,0,44000,NA,NA,5,4,4,4,2017,4,1,0,18,1,0,0,3,1,0,0,44000,5,NA,NA,4,1,1,1
"34",34,"天津市",1,1998,8,1,1,2,1,0,20000,NA,NA,5,3,3,3,2017,4,1,0,19,1,0,1,4,1,0,0,20000,5,NA,NA,3,1,1,1
"35",35,"天津市",1,1998,4,1,1,2,1,0,70000,NA,NA,4,4,4,2,2017,4,1,0,19,1,0,1,3,1,0,0,70000,4,NA,NA,4,1,1,0
"36",36,"天津市",1,1999,4,1,1,2,1,0,50000,NA,NA,5,4,4,4,2017,4,1,0,18,1,0,1,3,1,0,0,50000,5,NA,NA,4,1,1,1
"37",37,"天津市",1,1998,7,1,1,2,1,0,105300,NA,NA,3,4,2,1,2017,4,1,0,19,1,0,1,4,1,0,0,105300,3,NA,NA,4,1,0,0
"38",38,"天津市",1,1998,3,1,1,4,1,10000,3e+05,1,5,3,4,2,2,2017,4,1,0,19,1,0,1,2,1,0,10000,3e+05,3,5,0,4,1,0,0
"39",39,"天津市",1,1999,4,1,8,4,1,0,25000,1,7,2,4,3,4,2017,4,1,0,18,1,0,1,3,0,0,0,25000,2,7,0,4,1,1,1
"40",40,"天津市",1,1998,8,1,1,2,2,0,NA,NA,NA,4,4,4,4,2017,4,1,0,19,1,0,0,4,1,0,0,NA,4,NA,NA,4,1,1,1
"41",41,"天津市",1,1998,4,1,1,4,2,0,108000,NA,NA,5,4,3,3,2017,4,1,0,19,1,0,0,3,1,0,0,108000,5,NA,NA,4,1,1,1
"42",42,"河北省",1,1999,4,1,1,2,1,0,10000,NA,NA,4,4,3,3,2017,4,1,0,18,1,0,1,3,1,0,0,10000,4,NA,NA,4,1,1,1
"43",43,"河北省",1,1999,4,1,1,2,1,0,20000,NA,NA,3,4,4,4,2017,4,1,0,18,1,0,1,3,1,0,0,20000,3,NA,NA,4,1,1,1
"44",44,"河北省",1,1998,4,1,1,2,1,0,2e+05,NA,NA,3,3,3,3,2017,4,1,0,19,1,0,1,3,1,0,0,2e+05,3,NA,NA,3,1,1,1
"45",45,"河北省",1,1998,7,1,1,2,1,0,1e+05,NA,NA,4,3,3,3,2017,4,1,0,19,1,0,1,4,1,0,0,1e+05,4,NA,NA,3,1,1,1
"46",46,"河北省",1,1999,4,1,1,2,1,0,NA,NA,NA,3,3,3,3,2017,4,1,0,18,1,0,1,3,1,0,0,NA,3,NA,NA,3,1,1,1
"47",47,"河北省",1,1999,4,1,1,4,1,0,48000,NA,NA,3,3,3,2,2017,4,1,0,18,1,0,1,3,1,0,0,48000,3,NA,NA,3,1,1,0
"48",48,"河北省",1,1999,8,1,1,2,2,20000,2e+05,NA,NA,3,4,3,3,2017,4,1,0,18,1,0,0,4,1,0,20000,2e+05,3,NA,NA,4,1,1,1
"49",49,"河北省",1,1998,7,1,1,2,1,0,NA,NA,NA,3,3,3,3,2017,4,1,0,19,1,0,1,4,1,0,0,NA,3,NA,NA,3,1,1,1
"50",50,"河北省",1,1998,8,1,1,2,1,0,80000,NA,NA,4,4,4,4,2017,4,1,0,19,1,0,1,4,1,0,0,80000,4,NA,NA,4,1,1,1
"51",51,"河北省",1,1999,4,1,1,2,1,0,25000,1,9,5,2,2,4,2017,4,1,0,18,1,0,1,3,1,0,0,25000,5,9,0,2,0,0,1
"52",52,"河北省",1,1998,4,1,1,2,1,3000,156000,1,5,3,4,4,4,2017,4,1,0,19,1,0,1,3,1,0,3000,156000,3,5,0,4,1,1,1
"53",53,"河北省",1,1998,8,1,1,2,2,0,1e+05,NA,NA,3,4,3,3,2017,4,1,0,19,1,0,0,4,1,0,0,1e+05,3,NA,NA,4,1,1,1
"54",54,"河北省",1,1999,4,1,1,2,1,0,1e+05,NA,NA,3,4,3,3,2017,4,1,0,18,1,0,1,3,1,0,0,1e+05,3,NA,NA,4,1,1,1
"55",55,"河北省",1,1999,4,1,1,4,3,2000,NA,NA,NA,5,3,2,2,2017,4,1,0,18,1,0,0,3,1,0,2000,NA,5,NA,NA,3,1,0,0
"56",56,"河北省",1,1998,4,1,6,4,1,8000,72000,NA,NA,2,4,4,4,2017,4,1,0,19,1,0,1,3,0,0,8000,72000,2,NA,NA,4,1,1,1
"57",57,"河北省",1,1999,4,1,1,2,1,12000,1e+05,NA,NA,3,2,2,2,2017,4,1,0,18,1,0,1,3,1,0,12000,1e+05,3,NA,NA,2,0,0,0
"58",58,"河北省",1,1998,8,1,1,2,3,0,32000,NA,NA,4,3,3,3,2017,4,1,0,19,1,0,0,4,1,0,0,32000,4,NA,NA,3,1,1,1
"59",59,"河北省",1,1999,3,1,1,4,1,48000,1e+05,1,5,5,4,3,3,2017,4,1,0,18,1,0,1,2,1,0,48000,1e+05,5,5,0,4,1,1,1
"60",60,"河北省",1,1998,8,1,1,4,3,0,1e+05,NA,NA,5,3,3,3,2017,4,1,0,19,1,0,0,4,1,0,0,1e+05,5,NA,NA,3,1,1,1
"61",61,"河北省",1,1999,6,1,1,2,1,2000,2e+05,1,4,3,3,3,3,2017,4,1,0,18,1,0,1,3,1,0,2000,2e+05,3,4,1,3,1,1,1
"62",62,"河北省",1,1998,8,1,2,2,2,0,250000,NA,NA,3,4,4,4,2017,4,1,0,19,1,0,0,4,0,0,0,250000,3,NA,NA,4,1,1,1
"63",63,"河北省",1,1998,8,1,1,2,3,0,70000,NA,NA,4,4,4,4,2017,4,1,0,19,1,0,0,4,1,0,0,70000,4,NA,NA,4,1,1,1
"64",64,"河北省",1,1998,3,1,1,2,1,10000,35000,1,5,4,3,3,3,2017,4,1,0,19,1,0,1,2,1,0,10000,35000,4,5,0,3,1,1,1
"65",65,"河北省",1,1998,7,1,1,2,2,2000,4e+05,NA,NA,3,4,3,3,2017,4,1,0,19,1,0,0,4,1,0,2000,4e+05,3,NA,NA,4,1,1,1
"66",66,"河北省",1,1998,4,1,1,4,1,12000,150000,1,6,4,3,3,3,2017,4,1,0,19,1,0,1,3,1,0,12000,150000,4,6,0,3,1,1,1
"67",67,"河北省",1,1999,4,1,1,2,2,0,35000,NA,NA,2,4,4,4,2017,4,1,0,18,1,0,0,3,1,0,0,35000,2,NA,NA,4,1,1,1
"68",68,"河北省",1,1999,8,1,1,2,3,20000,5e+05,NA,NA,2,3,4,NA,2017,4,1,0,18,1,0,0,4,1,0,20000,5e+05,2,NA,NA,3,1,1,NA
"69",69,"河北省",1,1999,3,1,1,4,1,40000,60000,1,7,3,NA,3,3,2017,4,1,0,18,1,0,1,2,1,0,40000,60000,3,7,0,NA,NA,1,1
"70",70,"河北省",1,1998,7,1,1,2,2,0,150000,NA,NA,5,4,2,2,2017,4,1,0,19,1,0,0,4,1,0,0,150000,5,NA,NA,4,1,0,0
"71",71,"河北省",1,1999,4,1,1,2,2,0,60000,NA,NA,4,3,3,3,2017,4,1,0,18,1,0,0,3,1,0,0,60000,4,NA,NA,3,1,1,1
"72",72,"河北省",1,1999,8,1,1,4,1,0,150000,NA,NA,5,3,3,3,2017,4,1,0,18,1,0,1,4,1,0,0,150000,5,NA,NA,3,1,1,1
"73",73,"河北省",1,1999,4,1,1,2,1,0,90000,NA,NA,3,3,3,3,2017,4,1,0,18,1,0,1,3,1,0,0,90000,3,NA,NA,3,1,1,1
"74",74,"河北省",1,1999,4,1,1,2,1,0,5e+05,NA,NA,2,4,3,2,2017,4,1,0,18,1,0,1,3,1,0,0,5e+05,2,NA,NA,4,1,1,0
"75",75,"河北省",1,1999,4,1,1,2,2,0,70000,NA,NA,5,4,4,4,2017,4,1,0,18,1,0,0,3,1,0,0,70000,5,NA,NA,4,1,1,1
"76",76,"河北省",1,1999,4,1,1,2,1,0,60000,NA,NA,3,4,4,4,2017,4,1,0,18,1,0,1,3,1,0,0,60000,3,NA,NA,4,1,1,1
"77",77,"河北省",1,1998,8,1,1,2,2,47000,40000,1,5,4,2,2,2,2017,4,1,0,19,1,0,0,4,1,0,47000,40000,4,5,0,2,0,0,0
"78",78,"河北省",1,1998,4,1,1,2,3,0,50000,NA,NA,4,3,3,3,2017,4,1,0,19,1,0,0,3,1,0,0,50000,4,NA,NA,3,1,1,1
"79",79,"河北省",1,1999,3,1,5,4,1,0,50000,NA,NA,3,4,4,4,2017,4,1,0,18,1,0,1,2,0,0,0,50000,3,NA,NA,4,1,1,1
"80",80,"河北省",1,1998,8,1,1,2,3,0,180000,NA,NA,2,4,4,3,2017,4,1,0,19,1,0,0,4,1,0,0,180000,2,NA,NA,4,1,1,1
"81",81,"河北省",1,1999,4,1,1,2,1,0,50000,NA,NA,3,3,2,2,2017,4,1,0,18,1,0,1,3,1,0,0,50000,3,NA,NA,3,1,0,0
"82",82,"河北省",1,1998,8,1,1,4,1,0,51600,NA,NA,5,4,2,2,2017,4,1,0,19,1,0,1,4,1,0,0,51600,5,NA,NA,4,1,0,0
"83",83,"河北省",1,1998,8,1,1,2,2,0,30000,NA,NA,3,4,4,4,2017,4,1,0,19,1,0,0,4,1,0,0,30000,3,NA,NA,4,1,1,1
"84",84,"河北省",1,1999,7,1,1,2,1,1000,72000,1,NA,2,4,4,4,2017,4,1,0,18,1,0,1,4,1,0,1000,72000,2,NA,NA,4,1,1,1
"85",85,"河北省",1,1998,4,1,1,2,1,0,35000,NA,NA,4,4,4,4,2017,4,1,0,19,1,0,1,3,1,0,0,35000,4,NA,NA,4,1,1,1
"86",86,"河北省",1,1998,8,1,1,2,2,0,40000,NA,NA,5,4,4,4,2017,4,1,0,19,1,0,0,4,1,0,0,40000,5,NA,NA,4,1,1,1
"87",87,"河北省",1,1998,8,1,1,2,1,0,29000,NA,NA,5,4,4,4,2017,4,1,0,19,1,0,1,4,1,0,0,29000,5,NA,NA,4,1,1,1
"88",88,"河北省",1,1999,4,1,1,2,2,1000,1e+05,1,5,3,4,4,4,2017,4,1,0,18,1,0,0,3,1,0,1000,1e+05,3,5,0,4,1,1,1
"89",89,"河北省",1,1998,7,1,1,2,1,0,36000,NA,NA,4,3,2,2,2017,4,1,0,19,1,0,1,4,1,0,0,36000,4,NA,NA,3,1,0,0
"90",90,"河北省",1,1999,4,1,1,2,1,0,72000,NA,NA,3,4,4,3,2017,4,1,0,18,1,0,1,3,1,0,0,72000,3,NA,NA,4,1,1,1
"91",91,"河北省",1,1999,4,1,1,2,1,40000,40000,NA,NA,5,4,4,4,2017,4,1,0,18,1,0,1,3,1,0,40000,40000,5,NA,NA,4,1,1,1
"92",92,"河北省",1,1999,3,1,6,2,1,100,12000,NA,NA,4,4,4,4,2017,4,1,0,18,1,0,1,2,0,0,100,12000,4,NA,NA,4,1,1,1
"93",93,"河北省",1,1999,4,1,6,2,1,4800,11000,NA,NA,4,4,3,3,2017,4,1,0,18,1,0,1,3,0,0,4800,11000,4,NA,NA,4,1,1,1
"94",94,"河北省",1,1999,4,1,1,2,1,2000,1e+05,NA,NA,4,3,2,2,2017,4,1,0,18,1,0,1,3,1,0,2000,1e+05,4,NA,NA,3,1,0,0
"95",95,"河北省",1,1998,5,1,1,4,1,0,20000,1,1,4,4,4,3,2017,4,1,0,19,1,0,1,3,1,0,0,20000,4,1,1,4,1,1,1
"96",96,"河北省",1,1999,3,1,1,2,1,0,186000,NA,NA,4,3,3,3,2017,4,1,0,18,1,0,1,2,1,0,0,186000,4,NA,NA,3,1,1,1
"97",97,"河北省",1,1999,4,1,1,2,1,0,72000,NA,NA,5,2,2,2,2017,4,1,0,18,1,0,1,3,1,0,0,72000,5,NA,NA,2,0,0,0
"98",98,"河北省",1,1999,8,1,6,2,1,0,35000,NA,NA,3,3,2,2,2017,4,1,0,18,1,0,1,4,0,0,0,35000,3,NA,NA,3,1,0,0
"99",99,"河北省",1,1999,4,1,1,2,1,0,50000,NA,NA,4,2,2,2,2017,4,1,0,18,1,0,1,3,1,0,0,50000,4,NA,NA,2,0,0,0
"100",100,"河北省",1,1999,3,1,1,4,1,0,60000,NA,NA,4,4,4,4,2017,4,1,0,18,1,0,1,2,1,0,0,60000,4,NA,NA,4,1,1,1
"101",101,"河北省",1,1999,5,1,1,4,1,13000,20000,1,2,3,4,3,3,2017,4,1,0,18,1,0,1,3,1,0,13000,20000,3,2,1,4,1,1,1
"102",102,"河北省",1,1999,3,1,1,2,1,0,3e+05,NA,NA,5,4,4,4,2017,4,1,0,18,1,0,1,2,1,0,0,3e+05,5,NA,NA,4,1,1,1
"103",103,"河北省",1,1999,8,1,1,2,1,0,4000,NA,NA,5,3,3,3,2017,4,1,0,18,1,0,1,4,1,0,0,4000,5,NA,NA,3,1,1,1
"104",104,"河北省",1,1999,4,1,1,4,1,0,1e+05,NA,NA,4,3,2,2,2017,4,1,0,18,1,0,1,3,1,0,0,1e+05,4,NA,NA,3,1,0,0
"105",105,"河北省",1,1999,4,1,1,2,1,2000,NA,NA,NA,3,3,3,3,2017,4,1,0,18,1,0,1,3,1,0,2000,NA,3,NA,NA,3,1,1,1
"106",106,"河北省",1,1998,4,1,1,2,1,0,NA,NA,NA,5,3,3,3,2017,4,1,0,19,1,0,1,3,1,0,0,NA,5,NA,NA,3,1,1,1
"107",107,"河北省",1,1999,4,1,1,2,1,0,4800,NA,NA,3,3,3,4,2017,4,1,0,18,1,0,1,3,1,0,0,4800,3,NA,NA,3,1,1,1
"108",108,"河北省",1,1998,8,1,1,2,1,0,15000,NA,NA,5,4,3,3,2017,4,1,0,19,1,0,1,4,1,0,0,15000,5,NA,NA,4,1,1,1
"109",109,"河北省",1,1999,5,1,1,2,1,3000,36000,1,5,4,4,4,4,2017,4,1,0,18,1,0,1,3,1,0,3000,36000,4,5,0,4,1,1,1
"110",110,"河北省",1,1998,4,1,1,2,1,0,20000,NA,NA,5,3,3,3,2017,4,1,0,19,1,0,1,3,1,0,0,20000,5,NA,NA,3,1,1,1
"111",111,"河北省",1,1998,3,2,6,4,1,6000,6000,4,NA,5,3,3,3,2017,4,1,0,19,1,1,1,2,0,0,6000,6000,5,NA,0,3,1,1,1
"112",112,"河北省",1,1999,4,1,1,4,1,2400,50660,NA,NA,5,3,3,3,2017,4,1,0,18,1,0,1,3,1,0,2400,50660,5,NA,NA,3,1,1,1
"113",113,"河北省",1,1998,4,1,8,2,1,NA,10000,NA,NA,4,4,4,4,2017,4,1,0,19,1,0,1,3,0,0,NA,10000,4,NA,NA,4,1,1,1
"114",114,"河北省",1,1999,7,1,1,2,1,0,70000,NA,NA,3,3,3,3,2017,4,1,0,18,1,0,1,4,1,0,0,70000,3,NA,NA,3,1,1,1
"115",115,"河北省",1,1998,7,1,1,2,1,0,686000,1,3,3,4,2,2,2017,4,1,0,19,1,0,1,4,1,0,0,686000,3,3,1,4,1,0,0
"116",116,"河北省",1,1999,4,1,1,2,1,0,35000,NA,NA,5,4,4,4,2017,4,1,0,18,1,0,1,3,1,0,0,35000,5,NA,NA,4,1,1,1
"117",117,"河北省",1,1999,8,1,1,2,2,5000,80000,NA,NA,4,4,2,2,2017,4,1,0,18,1,0,0,4,1,0,5000,80000,4,NA,NA,4,1,0,0
"118",118,"河北省",1,1998,2,1,1,4,1,8000,29600,NA,NA,3,3,3,3,2017,4,1,0,19,1,0,1,1,1,0,8000,29600,3,NA,NA,3,1,1,1
"119",119,"河北省",1,1999,4,1,8,2,3,0,120000,NA,NA,5,4,4,4,2017,4,1,0,18,1,0,0,3,0,0,0,120000,5,NA,NA,4,1,1,1
"120",120,"河北省",1,1998,4,1,1,2,1,0,160000,NA,NA,5,3,3,3,2017,4,1,0,19,1,0,1,3,1,0,0,160000,5,NA,NA,3,1,1,1
"121",121,"河北省",1,1998,6,1,1,2,1,1800,150000,NA,NA,3,4,4,4,2017,4,1,0,19,1,0,1,3,1,0,1800,150000,3,NA,NA,4,1,1,1
"122",122,"河北省",1,1999,4,1,1,2,1,0,40000,NA,NA,4,3,3,3,2017,4,1,0,18,1,0,1,3,1,0,0,40000,4,NA,NA,3,1,1,1
"123",123,"河北省",1,1999,4,1,1,2,1,0,1e+05,NA,NA,3,3,3,3,2017,4,1,0,18,1,0,1,3,1,0,0,1e+05,3,NA,NA,3,1,1,1
"124",124,"河北省",1,1998,4,1,1,2,1,0,150000,1,3,3,4,4,4,2017,4,1,0,19,1,0,1,3,1,0,0,150000,3,3,1,4,1,1,1
"125",125,"河北省",1,1999,4,1,5,2,1,0,30000,NA,NA,3,4,1,1,2017,4,1,0,18,1,0,1,3,0,0,0,30000,3,NA,NA,4,1,0,0
"126",126,"山西省",1,1998,8,1,1,2,1,10800,1e+05,NA,NA,4,3,3,3,2017,4,1,0,19,1,0,1,4,1,0,10800,1e+05,4,NA,NA,3,1,1,1
"127",127,"山西省",1,1999,4,1,1,2,1,0,35000,NA,NA,5,4,4,4,2017,4,1,0,18,1,0,1,3,1,0,0,35000,5,NA,NA,4,1,1,1
"128",128,"山西省",1,1999,8,1,1,2,3,0,10000,NA,NA,5,3,3,3,2017,4,1,0,18,1,0,0,4,1,0,0,10000,5,NA,NA,3,1,1,1
"129",129,"山西省",1,1998,8,1,1,2,1,0,90000,NA,NA,4,3,3,3,2017,4,1,0,19,1,0,1,4,1,0,0,90000,4,NA,NA,3,1,1,1
"130",130,"山西省",1,1999,4,1,1,2,1,0,30000,NA,NA,4,4,3,3,2017,4,1,0,18,1,0,1,3,1,0,0,30000,4,NA,NA,4,1,1,1
"131",131,"山西省",1,1998,3,1,1,2,1,0,48000,NA,NA,5,3,3,3,2017,4,1,0,19,1,0,1,2,1,0,0,48000,5,NA,NA,3,1,1,1
"132",132,"山西省",1,1998,8,1,1,2,1,0,40000,NA,NA,4,4,4,4,2017,4,1,0,19,1,0,1,4,1,0,0,40000,4,NA,NA,4,1,1,1
"133",133,"山西省",1,1999,4,1,1,2,1,0,NA,NA,NA,4,3,3,4,2017,4,1,0,18,1,0,1,3,1,0,0,NA,4,NA,NA,3,1,1,1
"134",134,"山西省",1,1998,8,1,1,2,1,210,1e+05,NA,NA,4,4,4,4,2017,4,1,0,19,1,0,1,4,1,0,210,1e+05,4,NA,NA,4,1,1,1
"135",135,"山西省",1,1999,4,1,1,2,1,0,1e+05,NA,NA,4,4,3,2,2017,4,1,0,18,1,0,1,3,1,0,0,1e+05,4,NA,NA,4,1,1,0
"136",136,"山西省",1,1999,7,1,1,2,1,0,NA,NA,NA,5,4,3,3,2017,4,1,0,18,1,0,1,4,1,0,0,NA,5,NA,NA,4,1,1,1
"137",137,"山西省",1,1999,5,1,1,4,1,10600,71600,NA,NA,2,4,4,4,2017,4,1,0,18,1,0,1,3,1,0,10600,71600,2,NA,NA,4,1,1,1
"138",138,"山西省",1,1999,5,1,1,4,1,0,15000,NA,NA,3,4,3,3,2017,4,1,0,18,1,0,1,3,1,0,0,15000,3,NA,NA,4,1,1,1
"139",139,"山西省",2,2000,4,1,1,2,1,0,1e+05,NA,NA,NA,3,3,3,2017,4,1,1,17,1,0,1,3,1,0,0,1e+05,NA,NA,NA,3,1,1,1
"140",140,"山西省",2,1998,7,1,1,4,1,0,30000,NA,NA,5,3,3,3,2017,4,1,1,19,1,0,1,4,1,0,0,30000,5,NA,NA,3,1,1,1
"141",141,"山西省",2,1998,4,1,4,2,2,0,5e+05,NA,NA,5,3,2,2,2017,4,1,1,19,1,0,0,3,0,0,0,5e+05,5,NA,NA,3,1,0,0
"142",142,"山西省",2,1999,8,1,1,2,1,200,10000,1,5,5,4,3,3,2017,4,1,1,18,1,0,1,4,1,0,200,10000,5,5,0,4,1,1,1
"143",143,"山西省",2,1999,4,1,1,2,1,0,60000,1,7,5,2,2,2,2017,4,1,1,18,1,0,1,3,1,0,0,60000,5,7,0,2,0,0,0
"144",144,"山西省",2,1999,4,1,1,2,3,0,NA,NA,NA,5,4,2,2,2017,4,1,1,18,1,0,0,3,1,0,0,NA,5,NA,NA,4,1,0,0
"145",145,"山西省",2,1999,4,1,1,2,1,1000,61500,NA,NA,2,4,4,4,2017,4,1,1,18,1,0,1,3,1,0,1000,61500,2,NA,NA,4,1,1,1
"146",146,"内蒙古自治区",2,1998,8,1,1,2,1,0,80000,NA,NA,3,4,3,3,2017,4,1,1,19,1,0,1,4,1,0,0,80000,3,NA,NA,4,1,1,1
"147",147,"内蒙古自治区",2,2000,4,1,1,2,1,0,40000,NA,NA,3,2,1,1,2017,4,1,1,17,1,0,1,3,1,0,0,40000,3,NA,NA,2,0,0,0
"148",148,"内蒙古自治区",2,1999,4,1,1,2,1,0,90000,1,5,4,4,8,8,2017,4,1,1,18,1,0,1,3,1,0,0,90000,4,5,0,4,1,NA,NA
"149",149,"内蒙古自治区",2,1998,8,1,1,2,1,0,90000,NA,NA,4,3,2,2,2017,4,1,1,19,1,0,1,4,1,0,0,90000,4,NA,NA,3,1,0,0
"150",150,"内蒙古自治区",2,1998,4,1,1,4,1,0,50000,NA,NA,4,3,3,2,2017,4,1,1,19,1,0,1,3,1,0,0,50000,4,NA,NA,3,1,1,0
"151",151,"内蒙古自治区",2,1999,4,1,1,2,2,0,120000,NA,NA,4,3,3,3,2017,4,1,1,18,1,0,0,3,1,0,0,120000,4,NA,NA,3,1,1,1
"152",152,"内蒙古自治区",2,1999,3,2,6,4,1,12000,10000,4,NA,3,3,3,3,2017,4,1,1,18,1,1,1,2,0,0,12000,10000,3,NA,0,3,1,1,1
"153",153,"内蒙古自治区",2,1999,8,1,1,4,2,0,1200,NA,NA,5,3,3,3,2017,4,1,1,18,1,0,0,4,1,0,0,1200,5,NA,NA,3,1,1,1
"154",154,"内蒙古自治区",2,1998,8,1,2,2,2,0,90000,NA,NA,3,3,3,3,2017,4,1,1,19,1,0,0,4,0,0,0,90000,3,NA,NA,3,1,1,1
"155",155,"内蒙古自治区",2,1999,7,1,1,2,1,0,72000,NA,NA,3,3,3,3,2017,4,1,1,18,1,0,1,4,1,0,0,72000,3,NA,NA,3,1,1,1
