"","id","a1_1_a","a1b1_a","a1d1","a1e1","a2","a3","a4a","a5a","b3a","b4a","fam_inc","c51a2","c51a3","c51b2","c51b3","c51c2","c51c3","d3a","d3b","d3c","f1a_1","f1a_2","f1a_3","year","wave","time","female","age","corhort","marriage","hukouRural","edu","party","incomFam","socialLevel","occ","occR","occP","occPr","trust_gover","trust_quxian","trust_xiangzhen","trust_goverR","trust_quxianR","trust_xiangzhenR"
"8589",5104012,1996,2,5,2,10,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2019,4,1,1,23,1,1,1,3,0,NA,3,NA,NA,NA,NA,3,3,3,1,1,1
"8590",4130015,1976,1,7,2,10,4,2,NA,1,5,70000,1,4,1,4,1,4,4,4,3,4,3,5,2019,4,1,0,43,2,1,0,4,0,70000,4,5,0,4,1,4,3,5,1,1,NA
"8591",4307026,1991,1,4,2,10,4,1,NA,NA,NA,211500,NA,NA,NA,NA,NA,NA,3,4,2,4,2,2,2019,4,1,0,28,1,1,1,3,0,211500,3,NA,NA,NA,NA,4,2,2,1,0,0
"8592",3403037,1964,2,2,2,10,4,1,NA,4,NA,4000,NA,NA,NA,NA,NA,NA,3,2,4,3,5,5,2019,4,1,1,55,3,1,1,1,0,4000,3,NA,0,NA,NA,3,5,5,1,NA,NA
"8593",5102012,1980,2,4,2,10,4,2,NA,1,7,130400,NA,NA,NA,NA,NA,NA,5,5,6,4,3,3,2019,4,1,1,39,2,1,0,3,0,130400,5,7,0,NA,NA,4,3,3,1,1,1
"8594",1328005,1986,2,3,2,10,4,1,NA,3,2,60000,NA,NA,NA,NA,NA,NA,3,3,3,4,2,1,2019,4,1,1,33,2,1,1,2,0,60000,3,2,0,NA,NA,4,2,1,1,0,0
"8595",4137003,2000,1,4,1,10,2,1,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,6,6,6,2,2,3,2019,4,1,0,19,1,0,1,3,0,1e+05,6,NA,NA,NA,NA,2,2,3,0,0,1
"8596",1329013,1970,2,8,2,10,1,2,NA,1,3,130000,NA,NA,NA,NA,NA,NA,3,5,2,4,4,4,2019,4,1,1,49,2,1,0,4,1,130000,3,3,1,NA,NA,4,4,4,1,1,1
"8597",5101081,1990,2,7,1,10,4,2,NA,1,5,80000,1,8,1,8,NA,NA,5,5,1,3,2,1,2019,4,1,1,29,1,0,0,4,0,80000,5,5,0,NA,NA,3,2,1,1,0,0
"8598",3405014,1962,1,4,2,10,1,2,NA,NA,NA,90050,NA,NA,NA,NA,NA,NA,4,4,4,4,2,2,2019,4,1,0,57,3,1,0,3,1,90050,4,NA,NA,NA,NA,4,2,2,1,0,0
"8599",5304005,1965,2,2,5,10,4,1,NA,4,NA,34400,2,1,2,1,2,1,5,5,6,4,3,3,2019,4,1,1,54,3,0,1,1,0,34400,5,NA,0,1,1,4,3,3,1,1,1
"8600",4325015,1956,2,3,2,10,4,2,NA,NA,NA,81600,NA,NA,NA,NA,NA,NA,4,4,4,4,5,5,2019,4,1,1,63,3,1,0,2,0,81600,4,NA,NA,NA,NA,4,5,5,1,NA,NA
"8601",3422024,1955,2,1,2,10,4,1,NA,4,NA,89200,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3,2019,4,1,1,64,3,1,1,0,0,89200,1,NA,0,NA,NA,3,3,3,1,1,1
"8602",3214067,1981,1,5,2,10,4,1,NA,1,5,3e+05,2,1,2,1,1,7,3,3,3,4,3,3,2019,4,1,0,38,2,1,1,3,0,3e+05,3,5,0,7,0,4,3,3,1,1,1
"8603",4139010,1952,1,3,2,10,4,1,NA,NA,NA,14160,2,1,2,1,2,1,3,4,2,4,4,4,2019,4,1,0,67,3,1,1,2,0,14160,3,NA,NA,1,1,4,4,4,1,1,1
"8604",1408003,1962,1,3,2,10,4,1,NA,4,NA,26300,2,1,2,1,2,1,3,3,4,4,3,2,2019,4,1,0,57,3,1,1,2,0,26300,3,NA,0,1,1,4,3,2,1,1,0
"8605",4319018,1975,1,3,2,10,4,1,NA,2,5,67900,NA,NA,NA,NA,NA,NA,4,5,4,4,3,2,2019,4,1,0,44,2,1,1,2,0,67900,4,5,0,NA,NA,4,3,2,1,1,0
"8606",4307032,1950,2,1,2,10,1,1,NA,NA,NA,24300,NA,NA,NA,NA,NA,NA,4,6,6,4,4,4,2019,4,1,1,69,3,1,1,0,1,24300,4,NA,NA,NA,NA,4,4,4,1,1,1
"8607",3409059,1988,1,3,2,10,4,1,NA,1,7,1e+05,NA,NA,NA,NA,NA,NA,4,5,2,4,2,1,2019,4,1,0,31,2,1,1,2,0,1e+05,4,7,0,NA,NA,4,2,1,1,0,0
"8608",5304009,1963,1,3,2,10,4,1,NA,4,NA,500,2,12,2,12,2,12,5,4,6,4,5,5,2019,4,1,0,56,3,1,1,2,0,500,5,NA,0,12,0,4,5,5,1,NA,NA
"8609",3214042,1958,2,2,2,10,4,1,NA,NA,NA,175800,1,1,1,1,1,1,3,3,3,4,3,3,2019,4,1,1,61,3,1,1,1,0,175800,3,NA,NA,1,1,4,3,3,1,1,1
"8610",1328015,1966,1,2,2,10,4,1,NA,4,NA,80000,2,1,2,1,2,1,4,4,4,4,1,1,2019,4,1,0,53,3,1,1,1,0,80000,4,NA,0,1,1,4,1,1,1,0,0
"8611",3405018,1994,1,7,1,10,2,2,NA,1,2,50000,1,6,5,13,NA,NA,3,4,3,4,3,3,2019,4,1,0,25,1,0,0,4,0,50000,3,2,1,NA,NA,4,3,3,1,1,1
"8612",1408013,1963,1,4,2,10,1,1,NA,2,9,127950,2,1,2,1,2,1,3,5,3,4,4,4,2019,4,1,0,56,3,1,1,3,1,127950,3,9,0,1,1,4,4,4,1,1,1
"8613",1329023,1954,2,2,2,10,4,1,NA,NA,NA,54000,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,2019,4,1,1,65,3,1,1,1,0,54000,3,NA,NA,NA,NA,3,2,2,1,0,0
"8614",3403018,1962,2,3,2,10,4,1,NA,NA,NA,60000,2,13,2,13,1,13,3,3,1,4,4,4,2019,4,1,1,57,3,1,1,2,0,60000,3,NA,NA,13,NA,4,4,4,1,1,1
"8615",4128025,1963,1,3,2,10,4,1,NA,4,NA,4380,NA,NA,NA,NA,NA,NA,3,5,3,4,2,3,2019,4,1,0,56,3,1,1,2,0,4380,3,NA,0,NA,NA,4,2,3,1,0,1
"8616",3409025,1972,1,3,2,10,4,2,NA,1,7,NA,5,15,1,8,1,8,3,3,3,4,4,4,2019,4,1,0,47,2,1,0,2,0,NA,3,7,0,8,0,4,4,4,1,1,1
"8617",4139022,1970,2,1,2,10,4,1,NA,4,NA,50000,NA,NA,NA,NA,NA,NA,4,4,3,3,3,3,2019,4,1,1,49,2,1,1,0,0,50000,4,NA,0,NA,NA,3,3,3,1,1,1
"8618",5103018,1976,2,2,2,10,4,1,NA,1,3,349000,NA,NA,NA,NA,NA,NA,3,3,3,4,3,2,2019,4,1,1,43,2,1,1,1,0,349000,3,3,1,NA,NA,4,3,2,1,1,0
"8619",1408010,1968,1,2,2,10,4,1,NA,3,11,50000,NA,NA,NA,NA,NA,NA,5,5,3,4,4,4,2019,4,1,0,51,3,1,1,1,0,50000,5,11,0,NA,NA,4,4,4,1,1,1
"8620",5304018,1972,1,2,2,10,4,1,NA,2,7,7680,NA,NA,NA,NA,NA,NA,5,5,3,4,3,3,2019,4,1,0,47,2,1,1,1,0,7680,5,7,0,NA,NA,4,3,3,1,1,1
"8621",6202018,1982,1,9,2,10,4,2,NA,1,5,570000,1,6,1,6,1,4,3,3,2,4,4,3,2019,4,1,0,37,2,1,0,4,0,570000,3,5,0,4,1,4,4,3,1,1,1
"8622",4326015,1954,2,4,2,10,4,2,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,3,3,3,3,3,5,2019,4,1,1,65,3,1,0,3,0,60000,3,NA,NA,NA,NA,3,3,5,1,1,NA
"8623",5101050,1995,1,9,1,10,4,2,NA,1,5,2e+05,1,3,1,3,NA,NA,3,5,2,4,4,4,2019,4,1,0,24,1,0,0,4,0,2e+05,3,5,0,NA,NA,4,4,4,1,1,1
"8624",4129001,1978,2,2,2,10,4,1,NA,NA,NA,24000,2,1,2,1,2,1,4,5,5,3,3,3,2019,4,1,1,41,2,1,1,1,0,24000,4,NA,NA,1,1,3,3,3,1,1,1
"8625",1328023,1952,1,2,2,10,4,1,NA,4,NA,6000,1,3,2,1,2,1,3,3,3,3,3,5,2019,4,1,0,67,3,1,1,1,0,6000,3,NA,0,1,1,3,3,5,1,1,NA
"8626",5007053,1970,1,3,2,10,4,1,NA,1,5,81300,2,1,2,1,2,1,5,4,5,4,3,3,2019,4,1,0,49,2,1,1,2,0,81300,5,5,0,1,1,4,3,3,1,1,1
"8627",3414011,1980,2,3,2,15,4,1,NA,NA,NA,95000,NA,NA,NA,NA,NA,NA,4,5,2,4,2,1,2019,4,1,1,39,2,1,1,2,0,95000,4,NA,NA,NA,NA,4,2,1,1,0,0
"8628",3426006,2000,2,5,1,10,2,1,NA,NA,NA,24000,1,10,1,11,NA,NA,3,5,2,3,3,3,2019,4,1,1,19,1,0,1,3,0,24000,3,NA,NA,NA,NA,3,3,3,1,1,1
"8629",4303043,1989,1,4,1,10,4,1,NA,2,11,209958,NA,NA,NA,NA,NA,NA,4,4,3,4,3,3,2019,4,1,0,30,2,0,1,3,0,209958,4,11,0,NA,NA,4,3,3,1,1,1
"8630",1407005,1954,2,2,5,10,4,1,NA,4,NA,74080,NA,NA,NA,NA,NA,NA,2,4,4,3,3,3,2019,4,1,1,65,3,0,1,1,0,74080,2,NA,0,NA,NA,3,3,3,1,1,1
"8631",5007007,1970,1,5,2,10,1,2,NA,1,2,157400,NA,NA,NA,NA,NA,NA,4,4,4,4,3,3,2019,4,1,0,49,2,1,0,3,1,157400,4,2,1,NA,NA,4,3,3,1,1,1
"8632",4307046,1970,1,3,1,10,4,1,NA,4,NA,16660,2,1,2,1,NA,NA,5,5,3,4,1,2,2019,4,1,0,49,2,0,1,2,0,16660,5,NA,0,NA,NA,4,1,2,1,0,0
"8633",5104019,1996,1,7,1,10,2,2,NA,1,5,60000,NA,NA,NA,NA,NA,NA,5,5,3,3,3,2,2019,4,1,0,23,1,0,0,4,0,60000,5,5,0,NA,NA,3,3,2,1,1,0
"8634",3226043,1957,2,4,5,10,4,1,NA,1,5,3800,NA,NA,NA,NA,NA,NA,3,4,2,4,5,3,2019,4,1,1,62,3,0,1,3,0,3800,3,5,0,NA,NA,4,5,3,1,NA,1
"8635",3409043,2000,1,7,1,13,2,2,NA,NA,NA,NA,1,4,1,4,NA,NA,4,4,4,4,4,4,2019,4,1,0,19,1,0,0,4,0,NA,4,NA,NA,NA,NA,4,4,4,1,1,1
"8636",3417017,1991,2,4,2,10,4,2,NA,NA,NA,110000,NA,NA,NA,NA,NA,NA,3,4,2,4,1,2,2019,4,1,1,28,1,1,0,3,0,110000,3,NA,NA,NA,NA,4,1,2,1,0,0
"8637",4303037,1998,2,4,1,10,2,1,NA,2,5,2e+05,1,3,2,1,NA,NA,2,6,1,5,5,5,2019,4,1,1,21,1,0,1,3,0,2e+05,2,5,0,NA,NA,5,5,5,NA,NA,NA
"8638",5007015,1998,1,8,1,10,2,1,NA,1,3,35000,NA,NA,NA,NA,NA,NA,4,3,2,3,2,2,2019,4,1,0,21,1,0,1,4,0,35000,4,3,1,NA,NA,3,2,2,1,0,0
"8639",3422006,1951,1,1,5,10,4,1,NA,4,NA,6850,2,1,2,1,2,1,5,3,4,4,4,4,2019,4,1,0,68,3,0,1,0,0,6850,5,NA,0,1,1,4,4,4,1,1,1
"8640",1408022,1966,2,1,2,10,4,1,NA,NA,NA,25000,NA,NA,NA,NA,NA,NA,3,4,3,4,4,3,2019,4,1,1,53,3,1,1,0,0,25000,3,NA,NA,NA,NA,4,4,3,1,1,1
"8641",4104020,1966,2,3,2,10,4,2,NA,NA,NA,180000,2,1,2,1,1,13,3,5,1,5,5,5,2019,4,1,1,53,3,1,0,2,0,180000,3,NA,NA,13,NA,5,5,5,NA,NA,NA
"8642",5007004,1999,2,7,1,10,2,1,NA,NA,NA,72600,1,6,2,1,NA,NA,4,5,2,4,4,4,2019,4,1,1,20,1,0,1,4,0,72600,4,NA,NA,NA,NA,4,4,4,1,1,1
"8643",1407019,1962,2,2,5,10,4,1,NA,4,NA,46000,2,1,2,1,2,1,4,3,2,4,3,5,2019,4,1,1,57,3,0,1,1,0,46000,4,NA,0,1,1,4,3,5,1,1,NA
"8644",5101072,1994,1,7,1,10,2,1,NA,1,5,440720,1,1,1,1,NA,NA,4,6,3,3,2,2,2019,4,1,0,25,1,0,1,4,0,440720,4,5,0,NA,NA,3,2,2,1,0,0
"8645",1404019,1967,2,2,5,10,4,2,NA,4,NA,3067,NA,NA,NA,NA,NA,NA,4,4,3,4,3,3,2019,4,1,1,52,3,0,0,1,0,3067,4,NA,0,NA,NA,4,3,3,1,1,1
"8646",5103019,1963,1,8,4,57,1,2,NA,1,4,19200,1,2,2,12,NA,NA,5,1,1,4,3,2,2019,4,1,0,56,3,0,0,4,1,19200,5,4,1,NA,NA,4,3,2,1,1,0
"8647",4304006,1969,2,2,2,57,4,1,NA,NA,NA,21080,2,1,2,1,2,1,3,6,3,4,3,3,2019,4,1,1,50,3,1,1,1,0,21080,3,NA,NA,1,1,4,3,3,1,1,1
"8648",3417007,1977,2,3,3,10,4,1,NA,NA,NA,NA,1,6,2,1,1,6,5,4,4,3,2,1,2019,4,1,1,42,2,1,1,2,0,NA,5,NA,NA,6,0,3,2,1,1,0,0
"8649",1404015,1956,2,1,2,10,4,1,NA,NA,NA,3099,2,13,2,13,2,13,5,3,4,4,3,4,2019,4,1,1,63,3,1,1,0,0,3099,5,NA,NA,13,0,4,3,4,1,1,1
"8650",3422004,1984,1,3,4,10,4,1,NA,4,NA,231000,NA,NA,NA,NA,NA,NA,4,4,4,4,2,2,2019,4,1,0,35,2,0,1,2,0,231000,4,NA,0,NA,NA,4,2,2,1,0,0
"8651",1416005,1966,2,2,2,10,4,1,NA,NA,NA,23000,2,1,2,1,2,1,3,3,4,4,4,4,2019,4,1,1,53,3,1,1,1,0,23000,3,NA,NA,1,1,4,4,4,1,1,1
"8652",5012010,1994,1,3,1,57,4,1,NA,NA,NA,48000,NA,NA,NA,NA,NA,NA,3,4,2,4,2,3,2019,4,1,0,25,1,0,1,2,0,48000,3,NA,NA,NA,NA,4,2,3,1,0,1
"8653",5304017,1968,2,1,2,10,4,1,NA,4,NA,39000,NA,NA,NA,NA,NA,NA,3,3,2,4,1,5,2019,4,1,1,51,3,1,1,0,0,39000,3,NA,0,NA,NA,4,1,5,1,0,NA
"8654",4325014,1975,1,7,4,10,4,1,NA,2,5,54000,NA,NA,NA,NA,NA,NA,5,4,5,3,5,5,2019,4,1,0,44,2,0,1,4,0,54000,5,5,0,NA,NA,3,5,5,1,NA,NA
"8655",1329021,1985,2,7,2,10,4,1,NA,NA,NA,60000,1,12,2,13,1,6,3,3,3,3,3,3,2019,4,1,1,34,2,1,1,4,0,60000,3,NA,NA,6,0,3,3,3,1,1,1
"8656",1329016,1958,2,2,2,10,4,2,NA,NA,NA,24000,2,1,2,1,1,3,5,5,5,3,3,3,2019,4,1,1,61,3,1,0,1,0,24000,5,NA,NA,3,1,3,3,3,1,1,1
"8657",3403004,1971,2,3,2,10,4,1,NA,2,11,76600,NA,NA,NA,NA,NA,NA,3,4,4,3,3,3,2019,4,1,1,48,2,1,1,2,0,76600,3,11,0,NA,NA,3,3,3,1,1,1
"8658",3426002,1992,2,7,2,10,2,1,NA,NA,NA,100400,1,11,1,11,1,4,3,4,2,3,3,2,2019,4,1,1,27,1,1,1,4,0,100400,3,NA,NA,4,1,3,3,2,1,1,0
"8659",4106001,1989,2,8,2,10,1,1,NA,1,3,140000,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,2019,4,1,1,30,2,1,1,4,1,140000,3,3,1,NA,NA,3,3,2,1,1,0
"8660",1404004,1980,1,3,2,10,4,1,NA,4,NA,36400,NA,NA,NA,NA,NA,NA,5,5,4,4,3,3,2019,4,1,0,39,2,1,1,2,0,36400,5,NA,0,NA,NA,4,3,3,1,1,1
"8661",4307043,1985,2,7,2,10,4,1,NA,1,5,1e+05,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2019,4,1,1,34,2,1,1,4,0,1e+05,3,5,0,NA,NA,3,3,3,1,1,1
"8662",1408021,1952,2,2,2,10,4,1,NA,4,NA,4000,2,1,2,1,2,1,5,4,2,4,3,3,2019,4,1,1,67,3,1,1,1,0,4000,5,NA,0,1,1,4,3,3,1,1,1
"8663",3426015,1977,1,7,2,10,4,2,NA,1,3,50000,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,2019,4,1,0,42,2,1,0,4,0,50000,3,3,1,NA,NA,4,3,3,1,1,1
"8664",3422002,2001,2,4,1,10,4,1,NA,NA,NA,2e+05,1,11,1,11,NA,NA,5,3,2,4,4,2,2019,4,1,1,18,18,0,1,3,0,2e+05,5,NA,NA,NA,NA,4,4,2,1,1,0
"8665",1416009,1957,2,2,2,10,4,1,NA,4,NA,52000,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,2019,4,1,1,62,3,1,1,1,0,52000,3,NA,0,NA,NA,4,3,3,1,1,1
"8666",3211024,1958,1,3,2,10,4,1,NA,NA,NA,20000,NA,NA,NA,NA,NA,NA,3,5,2,4,4,4,2019,4,1,0,61,3,1,1,2,0,20000,3,NA,NA,NA,NA,4,4,4,1,1,1
"8667",3417005,1964,2,2,2,10,4,1,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2019,4,1,1,55,3,1,1,1,0,1e+05,3,NA,NA,NA,NA,3,3,3,1,1,1
"8668",1329003,1963,2,8,2,10,4,2,NA,NA,NA,230000,NA,NA,NA,NA,NA,NA,3,2,3,4,3,3,2019,4,1,1,56,3,1,0,4,0,230000,3,NA,NA,NA,NA,4,3,3,1,1,1
"8669",4305070,1986,1,3,2,10,4,1,NA,1,11,60000,NA,NA,NA,NA,NA,NA,5,5,5,3,3,3,2019,4,1,0,33,2,1,1,2,0,60000,5,11,0,NA,NA,3,3,3,1,1,1
"8670",1328012,1983,1,2,2,10,4,1,NA,1,5,50000,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,2019,4,1,0,36,2,1,1,1,0,50000,4,5,0,NA,NA,3,3,3,1,1,1
"8671",3405021,1963,1,7,2,10,4,2,NA,1,3,220000,NA,NA,NA,NA,NA,NA,2,3,2,4,4,4,2019,4,1,0,56,3,1,0,4,0,220000,2,3,1,NA,NA,4,4,4,1,1,1
"8672",1328022,1973,1,2,2,10,4,1,NA,4,NA,30000,NA,NA,NA,NA,NA,NA,4,4,3,3,3,3,2019,4,1,0,46,2,1,1,1,0,30000,4,NA,0,NA,NA,3,3,3,1,1,1
"8673",3417018,1963,1,4,2,10,4,2,NA,1,7,120000,NA,NA,NA,NA,NA,NA,4,4,4,4,2,1,2019,4,1,0,56,3,1,0,3,0,120000,4,7,0,NA,NA,4,2,1,1,0,0
"8674",1328018,1963,1,3,2,10,4,1,NA,4,NA,10000,2,1,2,1,2,1,4,4,5,4,4,3,2019,4,1,0,56,3,1,1,2,0,10000,4,NA,0,1,1,4,4,3,1,1,1
"8675",3409002,1962,2,7,4,10,4,2,NA,1,2,60000,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2019,4,1,1,57,3,0,0,4,0,60000,3,2,1,NA,NA,3,3,3,1,1,1
"8676",3405009,1968,2,8,2,10,4,2,NA,1,3,1e+05,NA,NA,NA,NA,NA,NA,3,3,2,4,4,5,2019,4,1,1,51,3,1,0,4,0,1e+05,3,3,1,NA,NA,4,4,5,1,1,NA
"8677",1408005,1964,2,3,2,10,4,1,NA,2,7,17000,1,4,2,1,1,4,2,3,3,3,3,3,2019,4,1,1,55,3,1,1,2,0,17000,2,7,0,4,1,3,3,3,1,1,1
"8678",1407002,1976,2,2,2,10,4,1,NA,4,NA,22038,NA,NA,NA,NA,NA,NA,5,5,4,2,2,2,2019,4,1,1,43,2,1,1,1,0,22038,5,NA,0,NA,NA,2,2,2,0,0,0
"8679",3428020,1965,1,3,2,10,4,2,NA,1,2,50,2,1,2,1,2,13,4,3,4,4,3,2,2019,4,1,0,54,3,1,0,2,0,50,4,2,1,13,0,4,3,2,1,1,0
"8680",4307010,1967,1,3,2,10,4,1,NA,1,7,30000,1,8,2,1,1,8,4,4,3,4,5,5,2019,4,1,0,52,3,1,1,2,0,30000,4,7,0,8,0,4,5,5,1,NA,NA
"8681",1415015,1997,1,7,1,10,4,2,NA,1,5,1000,NA,NA,NA,NA,NA,NA,5,5,4,4,1,1,2019,4,1,0,22,1,0,0,4,0,1000,5,5,0,NA,NA,4,1,1,1,0,0
"8682",3409037,1980,1,7,2,10,1,2,NA,NA,NA,1e+05,2,13,2,13,2,13,4,4,3,4,4,4,2019,4,1,0,39,2,1,0,4,1,1e+05,4,NA,NA,13,0,4,4,4,1,1,1
"8683",1407009,1996,2,7,2,10,2,1,NA,NA,NA,24000,NA,NA,NA,NA,NA,NA,5,3,2,3,3,3,2019,4,1,1,23,1,1,1,4,0,24000,5,NA,NA,NA,NA,3,3,3,1,1,1
"8684",4319059,1953,2,2,2,10,4,1,NA,4,NA,24000,NA,NA,NA,NA,NA,NA,4,5,2,4,3,3,2019,4,1,1,66,3,1,1,1,0,24000,4,NA,0,NA,NA,4,3,3,1,1,1
"8685",1503032,1974,1,9,2,10,4,2,NA,1,5,60000,NA,NA,NA,NA,NA,NA,3,3,2,4,4,4,2019,4,1,0,45,2,1,0,4,0,60000,3,5,0,NA,NA,4,4,4,1,1,1
"8686",4307053,1963,2,2,2,10,4,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,5,5,2019,4,1,1,56,3,1,1,1,0,NA,6,NA,0,NA,NA,5,5,5,NA,NA,NA
"8687",4326007,1968,1,3,2,10,4,2,NA,1,2,60000,NA,NA,NA,NA,NA,NA,4,4,4,3,2,2,2019,4,1,0,51,3,1,0,2,0,60000,4,2,1,NA,NA,3,2,2,1,0,0
"8688",5012020,1971,2,2,2,57,4,1,NA,NA,NA,104740,NA,NA,NA,NA,NA,NA,2,3,2,4,4,4,2019,4,1,1,48,2,1,1,1,0,104740,2,NA,NA,NA,NA,4,4,4,1,1,1
"8689",3211017,1955,2,1,2,10,4,1,NA,4,NA,43700,2,1,2,1,1,11,3,4,3,4,4,4,2019,4,1,1,64,3,1,1,0,0,43700,3,NA,0,11,0,4,4,4,1,1,1
"8690",1503044,1953,2,1,2,10,4,1,NA,NA,NA,36000,2,1,2,1,2,1,4,4,4,3,5,3,2019,4,1,1,66,3,1,1,0,0,36000,4,NA,NA,1,1,3,5,3,1,NA,1
"8691",1408004,1957,1,2,2,10,4,1,NA,4,NA,46000,1,1,1,1,1,1,5,4,4,4,3,2,2019,4,1,0,62,3,1,1,1,0,46000,5,NA,0,1,1,4,3,2,1,1,0
"8692",3422010,1981,2,2,3,63,4,1,NA,NA,NA,22000,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,2019,4,1,1,38,2,1,1,1,0,22000,5,NA,NA,NA,NA,4,4,4,1,1,1
"8693",5012011,1965,1,3,2,10,4,1,NA,4,NA,82400,2,1,2,1,2,1,4,3,2,4,4,4,2019,4,1,0,54,3,1,1,2,0,82400,4,NA,0,1,1,4,4,4,1,1,1
"8694",3417016,1975,2,5,2,10,4,2,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,4,3,3,3,2,2,2019,4,1,1,44,2,1,0,3,0,50000,4,NA,NA,NA,NA,3,2,2,1,0,0
"8695",4326043,1953,1,4,2,10,4,3,NA,1,7,164000,NA,NA,NA,NA,NA,NA,4,4,4,4,3,2,2019,4,1,0,66,3,1,0,3,0,164000,4,7,0,NA,NA,4,3,2,1,1,0
"8696",3403023,1967,2,2,2,10,3,1,NA,4,NA,29600,NA,NA,NA,NA,NA,NA,3,5,6,4,4,4,2019,4,1,1,52,3,1,1,1,1,29600,3,NA,0,NA,NA,4,4,4,1,1,1
"8697",5012009,1959,1,2,1,46,4,1,NA,4,NA,3100,NA,NA,NA,NA,NA,NA,3,5,3,4,4,4,2019,4,1,0,60,3,0,1,1,0,3100,3,NA,0,NA,NA,4,4,4,1,1,1
"8698",4129009,1985,2,3,2,10,4,1,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,4,3,2,4,2,2,2019,4,1,1,34,2,1,1,2,0,60000,4,NA,NA,NA,NA,4,2,2,1,0,0
"8699",4319070,1975,2,2,2,10,4,1,NA,2,7,120000,2,1,2,1,1,8,3,3,6,3,5,5,2019,4,1,1,44,2,1,1,1,0,120000,3,7,0,8,0,3,5,5,1,NA,NA
"8700",4307006,1955,2,2,2,10,4,1,NA,4,NA,34270,NA,NA,NA,NA,NA,NA,4,3,6,3,2,1,2019,4,1,1,64,3,1,1,1,0,34270,4,NA,0,NA,NA,3,2,1,1,0,0
"8701",3211023,1954,2,3,5,10,4,1,NA,2,5,10000,NA,NA,NA,NA,NA,NA,3,3,6,3,3,3,2019,4,1,1,65,3,0,1,2,0,10000,3,5,0,NA,NA,3,3,3,1,1,1
"8702",1501020,1964,1,3,2,10,4,1,NA,NA,NA,27000,2,1,2,1,1,4,5,5,4,3,3,2,2019,4,1,0,55,3,1,1,2,0,27000,5,NA,NA,4,1,3,3,2,1,1,0
"8703",4303046,1997,2,8,1,10,2,1,NA,NA,NA,61000,2,1,2,1,NA,NA,5,5,4,3,3,3,2019,4,1,1,22,1,0,1,4,0,61000,5,NA,NA,NA,NA,3,3,3,1,1,1
"8704",5012019,1963,1,3,2,57,4,1,NA,4,NA,12000,2,1,2,1,2,1,3,4,2,4,4,4,2019,4,1,0,56,3,1,1,2,0,12000,3,NA,0,1,1,4,4,4,1,1,1
"8705",4326006,1966,2,4,2,10,4,2,NA,NA,NA,90000,NA,NA,NA,NA,NA,NA,4,4,4,3,5,5,2019,4,1,1,53,3,1,0,3,0,90000,4,NA,NA,NA,NA,3,5,5,1,NA,NA
"8706",4137007,1979,2,4,2,10,4,1,NA,4,NA,10000,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,2019,4,1,1,40,2,1,1,3,0,10000,4,NA,0,NA,NA,4,4,4,1,1,1
"8707",5104020,1992,2,3,2,10,2,1,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,4,3,3,4,4,3,2019,4,1,1,27,1,1,1,2,0,40000,4,NA,NA,NA,NA,4,4,3,1,1,1
"8708",4137010,1976,1,3,2,10,4,1,NA,3,11,6000,2,1,2,1,2,1,5,4,4,4,3,1,2019,4,1,0,43,2,1,1,2,0,6000,5,11,0,1,1,4,3,1,1,1,0
"8709",4325019,1969,2,6,2,10,4,2,NA,1,7,48000,NA,NA,NA,NA,NA,NA,4,3,2,3,3,2,2019,4,1,1,50,3,1,0,3,0,48000,4,7,0,NA,NA,3,3,2,1,1,0
"8710",4325025,1982,1,4,2,10,2,2,NA,1,7,1e+05,NA,NA,NA,NA,NA,NA,4,4,3,3,3,5,2019,4,1,0,37,2,1,0,3,0,1e+05,4,7,0,NA,NA,3,3,5,1,1,NA
"8711",5104021,1971,2,2,3,10,4,1,NA,4,NA,5500,2,1,2,NA,1,11,2,6,1,3,2,2,2019,4,1,1,48,2,1,1,1,0,5500,2,NA,0,11,0,3,2,2,1,0,0
"8712",3422021,1995,1,7,1,10,4,1,NA,1,8,80000,1,11,2,1,NA,NA,3,3,2,3,3,3,2019,4,1,0,24,1,0,1,4,0,80000,3,8,0,NA,NA,3,3,3,1,1,1
