"","id","s41","a2","a3a","s5","a18","a4","a10","a7a","a8a","a43a","a62","a69","a73","a87","a88","a59j","a59k","d302","d303","year","wave","time","province","rural","female","age","corhort","marriage","socialLevel","hukouRural","race","party","party_parter","edu","incomePer","incomeFam","job","occ","occR","occ_parter","occ_parterR","trust_gover","trust_local","trust_goverR","trust_localR"
"3305",3305,410000,2,1948,1,1,1,4,3,5000,5,25000,3,4,3,1,3,1,5,5,2010,3,0,"河南省",0,1,62,3,1,5,1,1,0,0,1,5000,25000,3,1,1,1,1,5,5,1,1
"3306",3306,410000,2,1973,1,2,1,4,4,0,10,15600,3,1,2,1,NA,NA,4,4,2010,3,0,"河南省",0,1,37,2,1,10,0,1,0,1,2,0,15600,NA,NA,NA,1,1,4,4,1,1
"3307",3307,410000,2,1973,1,1,1,4,4,18000,6,36000,3,4,5,3,5,3,5,5,2010,3,0,"河南省",0,1,37,2,1,6,1,1,0,0,2,18000,36000,5,3,0,3,0,5,5,1,1
"3308",3308,410000,2,1978,1,2,1,4,4,10000,3,30000,3,4,5,3,5,3,2,2,2010,3,0,"河南省",0,1,32,2,1,3,0,1,0,0,2,10000,30000,5,3,0,3,0,2,2,0,0
"3309",3309,410000,2,1983,1,1,1,4,10,12000,5,67000,3,1,5,3,2,3,4,2,2010,3,0,"河南省",0,1,27,1,1,5,1,1,0,1,4,12000,67000,2,3,0,3,0,4,2,1,0
"3310",3310,410000,1,1972,1,1,1,4,4,25000,5,50000,3,4,5,3,5,3,5,5,2010,3,0,"河南省",0,0,38,2,1,5,1,1,0,0,2,25000,50000,5,3,0,3,0,5,5,1,1
"3311",3311,410000,2,1968,1,1,1,4,3,12000,5,34100,3,4,NA,NA,NA,NA,4,4,2010,3,0,"河南省",0,1,42,2,1,5,1,1,0,0,1,12000,34100,NA,NA,NA,NA,NA,4,4,1,1
"3312",3312,410000,2,1969,1,2,1,4,4,12700,5,13000,3,4,NA,NA,2,3,5,5,2010,3,0,"河南省",0,1,41,2,1,5,0,1,0,0,2,12700,13000,2,3,0,NA,NA,5,5,1,1
"3313",3313,410000,1,1980,1,2,1,4,12,18000,6,30000,3,4,3,1,3,1,4,4,2010,3,0,"河南省",0,0,30,2,1,6,0,1,0,0,4,18000,30000,3,1,1,1,1,4,4,1,1
"3314",3314,410000,2,1935,1,1,1,4,1,0,4,8000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",0,1,75,4,1,4,1,1,0,0,0,0,8000,NA,NA,NA,NA,NA,5,4,1,1
"3315",3315,410000,2,1949,1,2,1,4,3,0,5,27600,3,1,NA,NA,NA,NA,4,4,2010,3,0,"河南省",0,1,61,3,1,5,0,1,0,1,1,0,27600,NA,NA,NA,NA,NA,4,4,1,1
"3316",3316,410000,2,1965,1,2,1,4,4,0,2,24000,3,1,2,3,NA,NA,5,5,2010,3,0,"河南省",0,1,45,2,1,2,0,1,0,1,2,0,24000,NA,NA,NA,3,0,5,5,1,1
"3317",3317,410000,1,1944,1,2,1,4,1,2000,7,2000,6,NA,NA,NA,5,3,5,5,2010,3,0,"河南省",0,0,66,3,0,7,0,1,0,NA,0,2000,2000,5,3,0,NA,NA,5,5,1,1
"3318",3318,410000,1,1968,1,1,1,4,4,6500,3,13100,3,4,5,3,5,3,5,5,2010,3,0,"河南省",0,0,42,2,1,3,1,1,0,0,2,6500,13100,5,3,0,3,0,5,5,1,1
"3319",3319,410000,1,1975,1,2,1,4,3,20000,5,40000,3,4,5,3,5,3,4,4,2010,3,0,"河南省",0,0,35,2,1,5,0,1,0,0,1,20000,40000,5,3,0,3,0,4,4,1,1
"3320",3320,410000,1,1963,1,2,1,4,12,22800,5,22800,3,4,NA,NA,3,1,5,3,2010,3,0,"河南省",0,0,47,2,1,5,0,1,0,0,4,22800,22800,3,1,1,NA,NA,5,3,1,NA
"3321",3321,410000,2,1977,1,6,1,4,1,0,3,15000,3,4,2,1,NA,NA,5,2,2010,3,0,"河南省",0,1,33,2,1,3,NA,1,0,0,0,0,15000,NA,NA,NA,1,1,5,2,1,0
"3322",3322,410000,2,1970,1,2,1,1,4,9600,3,25000,3,1,1,NA,3,1,5,3,2010,3,0,"河南省",0,1,40,2,1,3,0,1,1,1,2,9600,25000,3,1,1,NA,1,5,3,1,NA
"3323",3323,410000,2,1942,2,1,1,4,1,2450,1,11200,3,4,NA,NA,NA,NA,5,3,2010,3,0,"河南省",1,1,68,3,1,1,1,1,0,0,0,2450,11200,NA,NA,NA,NA,NA,5,3,1,NA
"3324",3324,410000,2,1989,2,1,1,4,4,3000,5,40900,3,4,5,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,21,1,1,5,1,1,0,0,2,3000,40900,NA,NA,NA,NA,0,5,5,1,1
"3325",3325,410000,1,1941,2,1,1,4,1,10000,3,10850,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,69,3,1,3,1,1,0,0,0,10000,10850,NA,NA,NA,NA,NA,5,4,1,1
"3326",3326,410000,2,1943,2,1,1,4,1,10000,4,32000,6,NA,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,67,3,0,4,1,1,0,NA,0,10000,32000,NA,NA,NA,NA,NA,5,4,1,1
"3327",3327,410000,1,1951,2,1,1,4,3,1000,3,2100,1,NA,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,59,3,0,3,1,1,0,NA,1,1000,2100,NA,NA,NA,NA,NA,5,4,1,1
"3328",3328,410000,2,1957,2,1,1,4,1,1750,4,21710,3,4,5,NA,NA,NA,4,4,2010,3,0,"河南省",1,1,53,3,1,4,1,1,0,0,0,1750,21710,NA,NA,NA,NA,0,4,4,1,1
"3329",3329,410000,2,1943,2,1,1,4,1,0,5,4150,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,67,3,1,5,1,1,0,0,0,0,4150,NA,NA,NA,NA,NA,5,4,1,1
"3330",3330,410000,2,1937,2,1,1,4,1,1000,2,1200,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,73,4,0,2,1,1,0,NA,0,1000,1200,NA,NA,NA,NA,NA,5,5,1,1
"3331",3331,410000,2,1953,2,1,1,4,4,4000,5,8700,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,57,3,1,5,1,1,0,0,2,4000,8700,NA,NA,NA,NA,NA,5,5,1,1
"3332",3332,410000,2,1968,2,1,1,4,3,10000,6,48600,3,1,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,42,2,1,6,1,1,0,1,1,10000,48600,NA,NA,NA,NA,NA,5,5,1,1
"3333",3333,410000,2,1978,2,1,1,4,1,1000,2,8500,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,32,2,1,2,1,1,0,0,0,1000,8500,NA,NA,NA,NA,NA,4,3,1,NA
"3334",3334,410000,1,1932,2,1,1,1,3,4000,2,4440,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,78,4,0,2,1,1,1,NA,1,4000,4440,NA,NA,NA,NA,NA,5,5,1,1
"3335",3335,410000,2,1983,2,1,1,4,4,8000,1,24500,3,4,2,3,NA,NA,5,5,2010,3,0,"河南省",1,1,27,1,1,1,1,1,0,0,2,8000,24500,NA,NA,NA,3,0,5,5,1,1
"3336",3336,410000,2,1962,2,1,1,4,4,4000,3,14600,6,NA,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,48,2,0,3,1,1,0,NA,2,4000,14600,NA,NA,NA,NA,NA,4,3,1,NA
"3337",3337,410000,2,1975,2,1,1,4,1,1500,2,1650,6,NA,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,35,2,0,2,1,1,0,NA,0,1500,1650,NA,NA,NA,NA,NA,4,3,1,NA
"3338",3338,410000,2,1992,2,1,1,4,4,15000,4,9999998,1,NA,NA,NA,NA,NA,4,4,2010,3,0,"河南省",1,1,18,1,0,4,1,1,0,NA,2,15000,NA,NA,NA,NA,NA,NA,4,4,1,1
"3339",3339,410000,1,1985,2,1,1,4,4,17000,5,26500,3,4,NA,NA,NA,NA,4,2,2010,3,0,"河南省",1,0,25,1,1,5,1,1,0,0,2,17000,26500,NA,NA,NA,NA,NA,4,2,1,0
"3340",3340,410000,1,1938,2,1,1,4,1,5000,1,26500,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,72,4,1,1,1,1,0,0,0,5000,26500,NA,NA,NA,NA,NA,5,5,1,1
"3341",3341,410000,2,1939,2,1,1,4,1,4000,2,4400,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,71,4,0,2,1,1,0,NA,0,4000,4400,NA,NA,NA,NA,NA,5,5,1,1
"3342",3342,410000,2,1977,2,1,1,4,3,4550,5,14760,3,4,2,3,NA,NA,5,4,2010,3,0,"河南省",1,1,33,2,1,5,1,1,0,0,1,4550,14760,NA,NA,NA,3,0,5,4,1,1
"3343",3343,410000,2,1966,2,1,1,4,1,4000,4,23650,3,4,5,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,44,2,1,4,1,1,0,0,0,4000,23650,NA,NA,NA,NA,0,5,5,1,1
"3344",3344,410000,1,1948,2,1,1,4,3,13600,5,14800,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,62,3,1,5,1,1,0,0,1,13600,14800,NA,NA,NA,NA,NA,5,5,1,1
"3345",3345,410000,2,1943,2,1,1,4,1,3000,3,15900,3,4,NA,NA,NA,NA,5,3,2010,3,0,"河南省",1,1,67,3,1,3,1,1,0,0,0,3000,15900,NA,NA,NA,NA,NA,5,3,1,NA
"3346",3346,410000,2,1956,2,1,1,4,1,2000,2,5900,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,54,3,1,2,1,1,0,0,0,2000,5900,NA,NA,NA,NA,NA,5,4,1,1
"3347",3347,410000,2,1933,2,1,1,4,1,0,4,13200,6,NA,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,77,4,0,4,1,1,0,NA,0,0,13200,NA,NA,NA,NA,NA,5,4,1,1
"3348",3348,410000,2,1932,2,1,1,4,1,0,5,21200,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,78,4,0,5,1,1,0,NA,0,0,21200,NA,NA,NA,NA,NA,5,5,1,1
"3349",3349,410000,2,1955,2,1,1,4,3,3500,5,9400,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,55,3,1,5,1,1,0,0,1,3500,9400,NA,NA,NA,NA,NA,5,4,1,1
"3350",3350,410000,2,1962,2,1,1,4,1,13000,10,42300,3,4,5,3,5,3,5,3,2010,3,0,"河南省",1,1,48,2,1,10,1,1,0,0,0,13000,42300,5,3,0,3,0,5,3,1,NA
"3351",3351,410000,1,1964,2,1,1,4,4,4500,2,11300,3,4,NA,NA,NA,NA,5,1,2010,3,0,"河南省",1,0,46,2,1,2,1,1,0,0,2,4500,11300,NA,NA,NA,NA,NA,5,1,1,0
"3352",3352,410000,2,1961,2,1,1,4,4,5000,5,45600,3,4,5,6,NA,NA,5,3,2010,3,0,"河南省",1,1,49,2,1,5,1,1,0,0,2,5000,45600,NA,NA,NA,6,0,5,3,1,NA
"3353",3353,410000,1,1968,2,1,1,4,4,8500,4,17360,3,4,5,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,42,2,1,4,1,1,0,0,2,8500,17360,NA,NA,NA,NA,0,5,4,1,1
"3354",3354,410000,2,1958,2,1,1,4,6,3000,4,6660,3,4,NA,NA,NA,NA,5,3,2010,3,0,"河南省",1,1,52,3,1,4,1,1,0,0,3,3000,6660,NA,NA,NA,NA,NA,5,3,1,NA
"3355",3355,410000,2,1957,2,1,1,4,1,1500,1,20400,3,4,3,1,NA,NA,5,4,2010,3,0,"河南省",1,1,53,3,1,1,1,1,0,0,0,1500,20400,NA,NA,NA,1,1,5,4,1,1
"3356",3356,410000,2,1966,2,1,1,4,3,14000,4,50000,3,4,5,3,NA,NA,5,2,2010,3,0,"河南省",1,1,44,2,1,4,1,1,0,0,1,14000,50000,NA,NA,NA,3,0,5,2,1,0
"3357",3357,410000,2,1967,2,1,1,4,3,4000,3,4800,5,NA,NA,NA,NA,NA,4,2,2010,3,0,"河南省",1,1,43,2,0,3,1,1,0,NA,1,4000,4800,NA,NA,NA,NA,NA,4,2,1,0
"3358",3358,410000,2,1939,2,1,1,4,1,0,10,2720,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,71,4,1,10,1,1,0,0,0,0,2720,NA,NA,NA,NA,NA,4,3,1,NA
"3359",3359,410000,2,1957,2,1,1,4,1,3000,4,23900,3,4,5,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,53,3,1,4,1,1,0,0,0,3000,23900,NA,NA,NA,NA,0,5,4,1,1
"3360",3360,410000,2,1971,2,1,1,4,6,15000,5,45000,3,4,5,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,39,2,1,5,1,1,0,0,3,15000,45000,NA,NA,NA,NA,0,5,5,1,1
"3361",3361,410000,1,1962,2,1,1,4,6,18000,6,60800,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,48,2,1,6,1,1,0,0,3,18000,60800,NA,NA,NA,NA,NA,5,4,1,1
"3362",3362,410000,1,1952,2,1,1,4,4,10000,5,30900,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,58,3,1,5,1,1,0,0,2,10000,30900,NA,NA,NA,NA,NA,5,5,1,1
"3363",3363,410000,2,1957,2,1,1,4,4,5000,4,21000,3,1,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,53,3,1,4,1,1,0,1,2,5000,21000,NA,NA,NA,NA,NA,5,5,1,1
"3364",3364,410000,2,1939,2,1,1,4,3,1000,2,3600,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,71,4,1,2,1,1,0,0,1,1000,3600,NA,NA,NA,NA,NA,5,4,1,1
"3365",3365,410000,2,1950,2,1,1,4,3,3000,6,53600,3,4,5,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,60,3,1,6,1,1,0,0,1,3000,53600,NA,NA,NA,NA,0,5,5,1,1
"3366",3366,410000,1,1972,2,1,1,4,4,8000,4,12800,3,4,NA,NA,NA,NA,5,2,2010,3,0,"河南省",1,0,38,2,1,4,1,1,0,0,2,8000,12800,NA,NA,NA,NA,NA,5,2,1,0
"3367",3367,410000,2,1968,2,1,1,4,3,5000,3,10400,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,42,2,1,3,1,1,0,0,1,5000,10400,NA,NA,NA,NA,NA,5,5,1,1
"3368",3368,410000,1,1955,2,1,1,4,4,3000,4,18800,3,4,5,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,55,3,1,4,1,1,0,0,2,3000,18800,NA,NA,NA,NA,0,5,5,1,1
"3369",3369,410000,1,1950,2,1,1,4,1,2000,2,2280,1,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,60,3,0,2,1,1,0,NA,0,2000,2280,NA,NA,NA,NA,NA,5,5,1,1
"3370",3370,410000,2,1945,2,1,1,4,1,5000,7,30800,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,65,3,1,7,1,1,0,0,0,5000,30800,NA,NA,NA,NA,NA,5,5,1,1
"3371",3371,410000,2,1931,2,1,1,4,1,0,5,1500,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,79,4,1,5,1,1,0,0,0,0,1500,NA,NA,NA,NA,NA,5,5,1,1
"3372",3372,410000,2,1980,2,1,1,4,4,5000,4,15200,3,4,2,3,NA,NA,4,3,2010,3,0,"河南省",1,1,30,2,1,4,1,1,0,0,2,5000,15200,NA,NA,NA,3,0,4,3,1,NA
"3373",3373,410000,2,1963,2,1,1,4,4,4000,5,28880,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,47,2,1,5,1,1,0,0,2,4000,28880,NA,NA,NA,NA,NA,5,5,1,1
"3374",3374,410000,1,1968,2,1,1,4,3,26000,6,52600,3,4,5,6,5,NA,5,5,2010,3,0,"河南省",1,0,42,2,1,6,1,1,0,0,1,26000,52600,5,NA,0,6,0,5,5,1,1
"3375",3375,410000,2,1972,2,1,1,4,3,5000,5,16000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,38,2,1,5,1,1,0,0,1,5000,16000,NA,NA,NA,NA,NA,5,5,1,1
"3376",3376,410000,1,1956,2,1,1,4,1,13000,4,50800,3,4,NA,NA,5,NA,5,3,2010,3,0,"河南省",1,0,54,3,1,4,1,1,0,0,0,13000,50800,5,NA,0,NA,NA,5,3,1,NA
"3377",3377,410000,1,1973,2,1,1,4,1,12000,3,15700,3,4,NA,NA,5,NA,5,3,2010,3,0,"河南省",1,0,37,2,1,3,1,1,0,0,0,12000,15700,5,NA,0,NA,NA,5,3,1,NA
"3378",3378,410000,1,1967,2,1,1,4,3,38750,5,75800,3,4,NA,NA,NA,NA,4,4,2010,3,0,"河南省",1,0,43,2,1,5,1,1,0,0,1,38750,75800,NA,NA,NA,NA,NA,4,4,1,1
"3379",3379,410000,1,1952,2,1,1,4,1,2500,4,65800,3,4,NA,NA,NA,NA,5,2,2010,3,0,"河南省",1,0,58,3,1,4,1,1,0,0,0,2500,65800,NA,NA,NA,NA,NA,5,2,1,0
"3380",3380,410000,2,1955,2,1,1,4,4,2000,4,20000,3,4,5,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,55,3,1,4,1,1,0,0,2,2000,20000,NA,NA,NA,NA,0,5,5,1,1
"3381",3381,410000,2,1947,2,1,1,4,1,5800,6,75000,3,1,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,63,3,1,6,1,1,0,1,0,5800,75000,NA,NA,NA,NA,NA,5,5,1,1
"3382",3382,410000,1,1967,2,1,1,4,4,5000,4,10000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,43,2,1,4,1,1,0,0,2,5000,10000,NA,NA,NA,NA,NA,5,5,1,1
"3383",3383,410000,2,1971,2,1,1,4,3,5000,5,15000,3,4,2,3,NA,NA,5,4,2010,3,0,"河南省",1,1,39,2,1,5,1,1,0,0,1,5000,15000,NA,NA,NA,3,0,5,4,1,1
"3384",3384,410000,2,1952,2,1,1,4,1,3000,2,36400,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,58,3,1,2,1,1,0,0,0,3000,36400,NA,NA,NA,NA,NA,5,4,1,1
"3385",3385,410000,1,1964,2,1,1,4,1,1000,2,1200,1,NA,NA,NA,NA,NA,4,4,2010,3,0,"河南省",1,0,46,2,0,2,1,1,0,NA,0,1000,1200,NA,NA,NA,NA,NA,4,4,1,1
"3386",3386,410000,2,1972,2,1,1,4,4,9000,4,18360,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,38,2,1,4,1,1,0,0,2,9000,18360,NA,NA,NA,NA,NA,4,3,1,NA
"3387",3387,410000,1,1964,2,1,1,4,3,12000,5,25200,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,46,2,1,5,1,1,0,0,1,12000,25200,NA,NA,NA,NA,NA,5,5,1,1
"3388",3388,410000,2,1943,2,1,1,4,1,3000,5,3300,6,NA,NA,NA,5,3,5,4,2010,3,0,"河南省",1,1,67,3,0,5,1,1,0,NA,0,3000,3300,5,3,0,NA,NA,5,4,1,1
"3389",3389,410000,2,1978,2,1,1,4,7,3600,7,20200,3,4,2,3,3,1,5,1,2010,3,0,"河南省",1,1,32,2,1,7,1,1,0,0,3,3600,20200,3,1,1,3,0,5,1,1,0
"3390",3390,410000,2,1955,2,1,1,4,1,2000,5,20400,3,4,5,6,NA,NA,5,2,2010,3,0,"河南省",1,1,55,3,1,5,1,1,0,0,0,2000,20400,NA,NA,NA,6,0,5,2,1,0
"3391",3391,410000,1,1968,2,1,1,4,3,3000,1,3360,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,42,2,1,1,1,1,0,0,1,3000,3360,NA,NA,NA,NA,NA,5,5,1,1
"3392",3392,410000,1,1945,2,1,1,4,1,2000,2,2200,5,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,65,3,0,2,1,1,0,NA,0,2000,2200,NA,NA,NA,NA,NA,5,5,1,1
"3393",3393,410000,1,1954,2,1,1,4,1,4500,3,9900,3,4,NA,NA,NA,NA,4,4,2010,3,0,"河南省",1,0,56,3,1,3,1,1,0,0,0,4500,9900,NA,NA,NA,NA,NA,4,4,1,1
"3394",3394,410000,2,1962,2,1,1,4,1,4125,4,8930,3,4,5,NA,NA,NA,4,5,2010,3,0,"河南省",1,1,48,2,1,4,1,1,0,0,0,4125,8930,NA,NA,NA,NA,0,4,5,1,1
"3395",3395,410000,2,1954,2,1,1,4,1,3000,5,61600,3,4,5,NA,NA,NA,4,4,2010,3,0,"河南省",1,1,56,3,1,5,1,1,0,0,0,3000,61600,NA,NA,NA,NA,0,4,4,1,1
"3396",3396,410000,1,1988,2,1,1,4,4,5000,5,25600,1,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,22,1,0,5,1,1,0,NA,2,5000,25600,NA,NA,NA,NA,NA,5,5,1,1
"3397",3397,410000,2,1987,2,1,1,4,4,0,5,30650,3,3,2,3,NA,NA,2,3,2010,3,0,"河南省",1,1,23,1,1,5,1,1,0,0,2,0,30650,NA,NA,NA,3,0,2,3,0,NA
"3398",3398,410000,2,1954,2,1,1,4,4,3500,1,17600,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,56,3,1,1,1,1,0,0,2,3500,17600,NA,NA,NA,NA,NA,5,4,1,1
"3399",3399,410000,2,1958,2,1,1,4,4,4000,4,68000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,52,3,1,4,1,1,0,0,2,4000,68000,NA,NA,NA,NA,NA,5,4,1,1
"3400",3400,410000,2,1970,2,1,1,4,5,4000,1,20800,3,4,5,NA,NA,NA,4,4,2010,3,0,"河南省",1,1,40,2,1,1,1,1,0,0,3,4000,20800,NA,NA,NA,NA,0,4,4,1,1
"3401",3401,410000,1,1952,2,1,1,4,4,1400,5,3900,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,58,3,1,5,1,1,0,0,2,1400,3900,NA,NA,NA,NA,NA,5,5,1,1
"3402",3402,410000,1,1964,2,1,1,4,3,3000,1,15600,3,4,NA,NA,NA,NA,3,3,2010,3,0,"河南省",1,0,46,2,1,1,1,1,0,0,1,3000,15600,NA,NA,NA,NA,NA,3,3,NA,NA
"3403",3403,410000,1,1951,2,1,1,1,4,3500,2,8200,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,59,3,1,2,1,1,1,0,2,3500,8200,NA,NA,NA,NA,NA,5,5,1,1
"3404",3404,410000,2,1947,2,1,1,4,1,3000,4,7000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"河南省",1,1,63,3,1,4,1,1,0,0,0,3000,7000,NA,NA,NA,NA,NA,5,3,1,NA
"3405",3405,410000,2,1952,2,1,1,3,4,2500,5,28600,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,58,3,1,5,1,1,0,0,2,2500,28600,NA,NA,NA,NA,NA,5,5,1,1
"3406",3406,410000,1,1935,2,1,1,4,4,18000,5,18000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,75,4,1,5,1,1,0,0,2,18000,18000,NA,NA,NA,NA,NA,5,5,1,1
"3407",3407,410000,1,1969,2,1,1,4,4,6000,4,10600,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,0,41,2,1,4,1,1,0,0,2,6000,10600,NA,NA,NA,NA,NA,4,3,1,NA
"3408",3408,410000,1,1958,2,1,4,4,4,7000,2,10200,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,52,3,1,2,1,0,0,0,2,7000,10200,NA,NA,NA,NA,NA,5,4,1,1
"3409",3409,410000,2,1946,2,1,1,4,1,0,5,6720,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,64,3,1,5,1,1,0,0,0,0,6720,NA,NA,NA,NA,NA,5,5,1,1
"3410",3410,410000,2,1958,2,1,1,4,1,10000,5,20000,3,1,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,52,3,1,5,1,1,0,1,0,10000,20000,NA,NA,NA,NA,NA,5,4,1,1
"3411",3411,410000,2,1989,2,1,7,3,4,9999998,2,18000,3,4,5,3,NA,NA,4,3,2010,3,0,"河南省",1,1,21,1,1,2,1,0,0,0,2,NA,18000,NA,NA,NA,3,0,4,3,1,NA
"3412",3412,410000,1,1947,2,1,1,4,4,10000,7,10400,6,NA,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,63,3,0,7,1,1,0,NA,2,10000,10400,NA,NA,NA,NA,NA,5,4,1,1
"3413",3413,410000,1,1958,2,1,1,4,1,5000,6,12600,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,52,3,1,6,1,1,0,0,0,5000,12600,NA,NA,NA,NA,NA,5,4,1,1
"3414",3414,410000,2,1968,2,1,1,4,4,5000,2,8500,3,4,5,6,NA,NA,5,5,2010,3,0,"河南省",1,1,42,2,1,2,1,1,0,0,2,5000,8500,NA,NA,NA,6,0,5,5,1,1
"3415",3415,410000,1,1972,2,1,1,4,4,10000,5,26600,3,4,2,3,NA,NA,5,4,2010,3,0,"河南省",1,0,38,2,1,5,1,1,0,0,2,10000,26600,NA,NA,NA,3,0,5,4,1,1
"3416",3416,410000,1,1958,2,1,1,4,4,8000,1,28840,3,4,NA,NA,5,3,5,5,2010,3,0,"河南省",1,0,52,3,1,1,1,1,0,0,2,8000,28840,5,3,0,NA,NA,5,5,1,1
"3417",3417,410000,1,1951,2,1,1,1,4,6000,6,73000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,59,3,1,6,1,1,1,0,2,6000,73000,NA,NA,NA,NA,NA,5,5,1,1
"3418",3418,410000,2,1943,2,1,1,4,1,2500,1,5600,3,4,NA,NA,NA,NA,4,4,2010,3,0,"河南省",1,1,67,3,1,1,1,1,0,0,0,2500,5600,NA,NA,NA,NA,NA,4,4,1,1
"3419",3419,410000,1,1949,2,1,1,4,3,5000,5,31200,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,61,3,1,5,1,1,0,0,1,5000,31200,NA,NA,NA,NA,NA,5,5,1,1
"3420",3420,410000,2,1981,2,1,1,4,6,3000,4,12600,3,4,5,6,NA,NA,5,4,2010,3,0,"河南省",1,1,29,1,1,4,1,1,0,0,3,3000,12600,NA,NA,NA,6,0,5,4,1,1
"3421",3421,410000,2,1970,1,1,1,4,3,5610,5,126210,3,1,5,3,NA,NA,5,4,2010,3,0,"河南省",0,1,40,2,1,5,1,1,0,1,1,5610,126210,NA,NA,NA,3,0,5,4,1,1
"3422",3422,410000,2,1944,1,1,4,4,1,0,4,5000,3,4,NA,NA,NA,NA,5,2,2010,3,0,"河南省",0,1,66,3,1,4,1,0,0,0,0,0,5000,NA,NA,NA,NA,NA,5,2,1,0
"3423",3423,410000,2,1959,1,2,1,1,6,0,6,45000,3,1,2,1,NA,NA,5,3,2010,3,0,"河南省",0,1,51,3,1,6,0,1,1,1,3,0,45000,NA,NA,NA,1,1,5,3,1,NA
"3424",3424,410000,2,1968,1,2,1,4,7,12000,5,20000,3,1,1,NA,1,NA,5,2,2010,3,0,"河南省",0,1,42,2,1,5,0,1,0,1,3,12000,20000,1,NA,1,NA,1,5,2,1,0
