"","id","q2","province_id","v82","v83","v2","v84","v111","v110","v109","v101","v123","v130","v73b","v73c","year","wave","time","province","female","age","corhort","marriage","hukouRural","race","party","edu","eduyear","occ","occR_father","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"1477",2064,35020421,35,2,30,1,1,1,3,11,6,0,10,4,4,2002,1,0,"福建省",1,30,2,0,1,1,0,3,11,6,0,0,4,4,0,0
"1478",2074,35020422,35,1,34,2,1,1,5,16,5,1,11,5,4,2002,1,0,"福建省",0,34,2,1,0,1,0,4,16,5,0,0,5,4,1,0
"1479",2070,35020421,35,2,21,1,1,2,2,9,4,0,10,5,3,2002,1,0,"福建省",1,21,1,0,1,1,0,2,9,4,0,0,5,3,1,0
"1480",2071,35020421,35,1,23,1,1,2,2,10,97,0,10,5,4,2002,1,0,"福建省",0,23,1,0,1,1,0,2,10,97,0,NA,5,4,1,0
"1481",2073,35020422,35,1,39,2,1,1,5,17,1,1,10,5,4,2002,1,0,"福建省",0,39,2,1,0,1,0,4,17,1,0,1,5,4,1,0
"1482",2076,35020422,35,2,70,2,1,1,3,12,2,1,1,5,4,2002,1,0,"福建省",1,70,4,1,0,1,0,3,12,2,1,1,5,4,1,0
"1483",2080,35020422,35,2,26,1,1,1,2,10,97,0,10,5,4,2002,1,0,"福建省",1,26,1,0,1,1,0,2,10,97,0,NA,5,4,1,0
"1484",2108,35050321,35,1,43,2,1,1,5,15,4,1,10,5,4,2002,1,0,"福建省",0,43,2,1,0,1,0,4,15,4,0,0,5,4,1,0
"1485",2107,35050321,35,2,22,2,1,2,3,12,97,0,4,5,4,2002,1,0,"福建省",1,22,1,0,0,1,0,3,12,97,1,NA,5,4,1,0
"1486",2092,35050312,35,2,31,2,1,1,5,16,4,1,2,5,3,2002,1,0,"福建省",1,31,2,1,0,1,0,4,16,4,1,0,5,3,1,0
"1487",2087,35050311,35,2,46,2,1,1,3,10,1,1,10,4,4,2002,1,0,"福建省",1,46,2,1,0,1,0,3,10,1,0,1,4,4,0,0
"1488",2111,35050321,35,2,65,2,1,1,1,6,8,1,99,5,4,2002,1,0,"福建省",1,65,3,1,0,1,0,1,6,8,NA,0,5,4,1,0
"1489",2088,35050311,35,2,36,2,1,1,1,7,4,1,4,8,8,2002,1,0,"福建省",1,36,2,1,0,1,0,1,7,4,1,0,8,8,NA,NA
"1490",2089,35050312,35,2,34,2,1,1,4,12,6,1,2,5,5,2002,1,0,"福建省",1,34,2,1,0,1,0,3,12,6,1,0,5,5,1,1
"1491",2094,35050312,35,1,42,2,1,1,3,12,2,0,2,5,4,2002,1,0,"福建省",0,42,2,0,0,1,0,3,12,2,1,1,5,4,1,0
"1492",2086,35050311,35,1,43,2,1,1,3,11,1,1,2,5,5,2002,1,0,"福建省",0,43,2,1,0,1,0,3,11,1,1,1,5,5,1,1
"1493",2090,35050312,35,1,39,2,1,3,5,13,1,1,10,4,4,2002,1,0,"福建省",0,39,2,1,0,1,1,4,13,1,0,1,4,4,0,0
"1494",2109,35050321,35,1,38,2,1,1,3,10,5,1,10,5,0,2002,1,0,"福建省",0,38,2,1,0,1,0,3,10,5,0,0,5,0,1,0
"1495",2103,35050321,35,2,25,1,1,2,2,9,8,0,98,5,5,2002,1,0,"福建省",1,25,1,0,1,1,0,2,9,8,NA,0,5,5,1,1
"1496",2093,35050312,35,2,32,2,1,1,0,3,97,1,8,5,8,2002,1,0,"福建省",1,32,2,1,0,1,0,0,3,97,1,NA,5,8,1,NA
"1497",2098,35050321,35,1,32,1,1,1,3,11,4,1,9,4,4,2002,1,0,"福建省",0,32,2,1,1,1,0,3,11,4,0,0,4,4,0,0
"1498",2106,35050321,35,2,58,2,1,1,0,0,9,1,99,5,4,2002,1,0,"福建省",1,58,3,1,0,1,0,0,0,9,NA,0,5,4,1,0
"1499",2100,35050321,35,2,42,1,98,9,0,4,97,1,9,9,8,2002,1,0,"福建省",1,42,2,1,1,NA,NA,0,4,97,0,NA,9,8,NA,NA
"1500",2101,35050321,35,1,26,2,1,1,1,7,4,1,7,6,6,2002,1,0,"福建省",0,26,1,1,0,1,0,1,7,4,0,0,6,6,1,1
"1501",2097,35050321,35,2,32,1,1,1,0,0,97,1,10,6,6,2002,1,0,"福建省",1,32,2,1,1,1,0,0,0,97,0,NA,6,6,1,1
"1502",2083,35050311,35,1,43,2,1,1,3,12,3,1,5,5,4,2002,1,0,"福建省",0,43,2,1,0,1,0,3,12,3,1,1,5,4,1,0
"1503",2104,35050321,35,2,60,1,1,1,NA,98,97,1,11,5,5,2002,1,0,"福建省",1,60,3,1,1,1,0,NA,98,97,0,NA,5,5,1,1
"1504",2085,35050311,35,2,44,2,1,1,3,12,9,1,4,5,5,2002,1,0,"福建省",1,44,2,1,0,1,0,3,12,9,1,0,5,5,1,1
"1505",2105,35050321,35,1,46,2,1,1,2,9,6,1,4,5,4,2002,1,0,"福建省",0,46,2,1,0,1,0,2,9,6,1,0,5,4,1,0
"1506",2099,35050321,35,1,48,1,1,1,1,7,97,1,11,5,3,2002,1,0,"福建省",0,48,2,1,1,1,0,1,7,97,0,NA,5,3,1,0
"1507",2084,35050311,35,2,35,2,1,1,2,7,6,1,10,5,4,2002,1,0,"福建省",1,35,2,1,0,1,0,2,7,6,0,0,5,4,1,0
"1508",2091,35050312,35,1,49,2,1,1,1,6,3,1,4,6,0,2002,1,0,"福建省",0,49,2,1,0,1,0,1,6,3,1,1,6,0,1,0
"1509",2082,35050311,35,1,47,2,1,1,2,9,2,1,2,5,4,2002,1,0,"福建省",0,47,2,1,0,1,0,2,9,2,1,1,5,4,1,0
"1510",2081,35050311,35,1,34,2,1,1,6,20,1,1,2,5,4,2002,1,0,"福建省",0,34,2,1,0,1,0,4,20,1,1,1,5,4,1,0
"1511",2059,35020412,35,2,50,2,1,1,3,12,4,1,4,5,4,2002,1,0,"福建省",1,50,3,1,0,1,0,3,12,4,1,0,5,4,1,0
"1512",2052,35020411,35,2,41,1,1,1,0,3,97,1,10,6,8,2002,1,0,"福建省",1,41,2,1,1,1,0,0,3,97,0,NA,6,8,1,NA
"1513",2061,35020412,35,1,68,2,1,1,3,12,2,1,11,5,4,2002,1,0,"福建省",0,68,3,1,0,1,0,3,12,2,0,1,5,4,1,0
"1514",2047,35020411,35,1,51,2,1,1,2,7,2,1,4,6,6,2002,1,0,"福建省",0,51,3,1,0,1,0,2,7,2,1,1,6,6,1,1
"1515",2057,35020412,35,2,51,2,1,1,2,9,3,1,5,5,4,2002,1,0,"福建省",1,51,3,1,0,1,0,2,9,3,1,1,5,4,1,0
"1516",2055,35020412,35,1,33,2,1,3,2,9,2,1,4,5,4,2002,1,0,"福建省",0,33,2,1,0,1,1,2,9,2,1,1,5,4,1,0
"1517",2049,35020411,35,2,45,2,1,1,2,9,3,1,5,5,5,2002,1,0,"福建省",1,45,2,1,0,1,0,2,9,3,1,1,5,5,1,1
"1518",2045,35020411,35,2,40,1,98,9,0,2,97,1,10,8,8,2002,1,0,"福建省",1,40,2,1,1,NA,NA,0,2,97,0,NA,8,8,NA,NA
"1519",2056,35020412,35,1,59,2,1,3,3,12,3,1,4,5,4,2002,1,0,"福建省",0,59,3,1,0,1,1,3,12,3,1,1,5,4,1,0
"1520",2058,35020412,35,2,50,2,1,1,2,8,2,1,4,5,4,2002,1,0,"福建省",1,50,3,1,0,1,0,2,8,2,1,1,5,4,1,0
"1521",2054,35020412,35,2,36,2,1,1,5,15,3,1,11,5,4,2002,1,0,"福建省",1,36,2,1,0,1,0,4,15,3,0,1,5,4,1,0
"1522",2050,35020411,35,1,52,2,1,1,0,5,6,1,11,6,6,2002,1,0,"福建省",0,52,3,1,0,1,0,0,5,6,0,0,6,6,1,1
"1523",2060,35020412,35,2,27,2,1,1,5,15,1,1,4,5,4,2002,1,0,"福建省",1,27,1,1,0,1,0,4,15,1,1,1,5,4,1,0
"1524",2048,35020411,35,2,71,2,1,9,0,0,9,1,10,6,0,2002,1,0,"福建省",1,71,4,1,0,1,NA,0,0,9,0,0,6,0,1,0
"1525",2062,35020412,35,1,62,2,1,1,4,15,4,1,5,5,4,2002,1,0,"福建省",0,62,3,1,0,1,0,3,15,4,1,0,5,4,1,0
"1526",2046,35020411,35,1,61,2,1,3,4,12,2,1,2,6,6,2002,1,0,"福建省",0,61,3,1,0,1,1,3,12,2,1,1,6,6,1,1
"1527",2166,35072222,35,1,56,1,1,1,2,7,97,1,10,6,6,2002,1,0,"福建省",0,56,3,1,1,1,0,2,7,97,0,NA,6,6,1,1
"1528",2164,35072222,35,2,33,1,1,1,1,5,97,1,10,5,3,2002,1,0,"福建省",1,33,2,1,1,1,0,1,5,97,0,NA,5,3,1,0
"1529",2168,35072222,35,2,43,1,1,1,3,7,97,1,10,6,0,2002,1,0,"福建省",1,43,2,1,1,1,0,3,7,97,0,NA,6,0,1,0
"1530",2165,35072222,35,1,32,1,1,1,0,1,97,1,10,6,4,2002,1,0,"福建省",0,32,2,1,1,1,0,0,1,97,0,NA,6,4,1,0
"1531",2167,35072222,35,1,32,1,1,1,1,7,97,1,11,6,3,2002,1,0,"福建省",0,32,2,1,1,1,0,1,7,97,0,NA,6,3,1,0
"1532",2153,35072211,35,2,49,2,1,1,3,11,1,1,10,6,5,2002,1,0,"福建省",1,49,2,1,0,1,0,3,11,1,0,1,6,5,1,1
"1533",2159,35072221,35,2,40,1,1,1,2,7,97,1,11,6,6,2002,1,0,"福建省",1,40,2,1,1,1,0,2,7,97,0,NA,6,6,1,1
"1534",2157,35072212,35,2,39,1,1,1,1,5,97,1,10,6,8,2002,1,0,"福建省",1,39,2,1,1,1,0,1,5,97,0,NA,6,8,1,NA
"1535",2161,35072221,35,1,47,1,1,1,0,3,97,1,10,6,3,2002,1,0,"福建省",0,47,2,1,1,1,0,0,3,97,0,NA,6,3,1,0
"1536",2160,35072221,35,1,29,1,1,1,2,9,97,0,10,6,2,2002,1,0,"福建省",0,29,1,0,1,1,0,2,9,97,0,NA,6,2,1,0
"1537",2163,35072221,35,2,41,1,1,1,2,7,97,1,10,6,4,2002,1,0,"福建省",1,41,2,1,1,1,0,2,7,97,0,NA,6,4,1,0
"1538",2162,35072221,35,2,37,1,98,1,0,3,97,1,10,6,5,2002,1,0,"福建省",1,37,2,1,1,NA,0,0,3,97,0,NA,6,5,1,1
"1539",2155,35072212,35,1,46,1,1,1,0,3,97,1,10,5,3,2002,1,0,"福建省",0,46,2,1,1,1,0,0,3,97,0,NA,5,3,1,0
"1540",2158,35072212,35,1,44,1,1,1,2,7,97,1,10,6,6,2002,1,0,"福建省",0,44,2,1,1,1,0,2,7,97,0,NA,6,6,1,1
"1541",2156,35072212,35,1,33,1,1,1,0,3,97,1,10,6,2,2002,1,0,"福建省",0,33,2,1,1,1,0,0,3,97,0,NA,6,2,1,0
"1542",2150,35072211,35,2,45,2,1,3,3,9,3,1,11,6,3,2002,1,0,"福建省",1,45,2,1,0,1,1,3,9,3,0,1,6,3,1,0
"1543",2152,35072211,35,1,36,2,1,3,3,12,2,1,4,6,5,2002,1,0,"福建省",0,36,2,1,0,1,1,3,12,2,1,1,6,5,1,1
"1544",2151,35072211,35,1,49,1,1,1,0,3,97,1,10,6,4,2002,1,0,"福建省",0,49,2,1,1,1,0,0,3,97,0,NA,6,4,1,0
"1545",2149,35072211,35,2,44,1,1,1,3,9,97,1,11,6,6,2002,1,0,"福建省",1,44,2,1,1,1,0,3,9,97,0,NA,6,6,1,1
"1546",2123,35078212,35,1,47,2,1,3,3,12,6,1,10,8,3,2002,1,0,"福建省",0,47,2,1,0,1,1,3,12,6,0,0,8,3,NA,0
"1547",2126,35078212,35,1,68,2,1,1,1,6,2,1,10,6,6,2002,1,0,"福建省",0,68,3,1,0,1,0,1,6,2,0,1,6,6,1,1
"1548",2115,35078211,35,2,41,2,1,1,2,7,6,1,10,5,5,2002,1,0,"福建省",1,41,2,1,0,1,0,2,7,6,0,0,5,5,1,1
"1549",2125,35078212,35,2,30,2,1,1,0,4,97,1,10,8,8,2002,1,0,"福建省",1,30,2,1,0,1,0,0,4,97,0,NA,8,8,NA,NA
"1550",2117,35078211,35,2,37,2,1,1,0,0,97,1,10,8,8,2002,1,0,"福建省",1,37,2,1,0,1,0,0,0,97,0,NA,8,8,NA,NA
"1551",2129,35078212,35,1,45,2,1,1,3,10,2,1,4,6,5,2002,1,0,"福建省",0,45,2,1,0,1,0,3,10,2,1,1,6,5,1,1
"1552",2127,35078212,35,1,43,2,1,3,3,13,1,1,2,6,5,2002,1,0,"福建省",0,43,2,1,0,1,1,3,13,1,1,1,6,5,1,1
"1553",2122,35078212,35,2,41,2,1,1,3,9,2,1,2,5,5,2002,1,0,"福建省",1,41,2,1,0,1,0,3,9,2,1,1,5,5,1,1
"1554",2124,35078212,35,1,29,1,1,1,2,12,97,1,10,6,5,2002,1,0,"福建省",0,29,1,1,1,1,0,2,12,97,0,NA,6,5,1,1
"1555",2130,35078212,35,1,41,2,1,1,3,11,2,1,4,3,3,2002,1,0,"福建省",0,41,2,1,0,1,0,3,11,2,1,1,3,3,0,0
"1556",2119,35078211,35,1,40,2,1,1,3,9,2,1,4,6,5,2002,1,0,"福建省",0,40,2,1,0,1,0,3,9,2,1,1,6,5,1,1
"1557",2121,35078211,35,1,45,2,1,1,3,11,1,1,2,6,6,2002,1,0,"福建省",0,45,2,1,0,1,0,3,11,1,1,1,6,6,1,1
"1558",2114,35078211,35,1,40,2,1,3,3,13,4,1,5,6,6,2002,1,0,"福建省",0,40,2,1,0,1,1,3,13,4,1,0,6,6,1,1
"1559",2113,35078211,35,1,31,1,1,1,2,9,97,1,5,5,4,2002,1,0,"福建省",0,31,2,1,1,1,0,2,9,97,1,NA,5,4,1,0
"1560",2118,35078211,35,2,62,2,1,1,1,6,2,1,10,5,4,2002,1,0,"福建省",1,62,3,1,0,1,0,1,6,2,0,1,5,4,1,0
"1561",2116,35078211,35,2,40,2,1,3,3,11,2,1,1,4,4,2002,1,0,"福建省",1,40,2,1,0,1,1,3,11,2,1,1,4,4,0,0
"1562",2132,35078221,35,2,52,2,1,3,3,9,1,1,4,6,4,2002,1,0,"福建省",1,52,3,1,0,1,1,3,9,1,1,1,6,4,1,0
"1563",2134,35078221,35,2,40,2,1,1,3,12,1,1,10,5,6,2002,1,0,"福建省",1,40,2,1,0,1,0,3,12,1,0,1,5,6,1,1
"1564",2135,35078221,35,1,45,2,1,1,3,11,0,1,10,5,0,2002,1,0,"福建省",0,45,2,1,0,1,0,3,11,0,0,1,5,0,1,0
"1565",2138,35078221,35,1,41,2,1,1,2,7,2,1,4,6,4,2002,1,0,"福建省",0,41,2,1,0,1,0,2,7,2,1,1,6,4,1,0
"1566",2143,35078221,35,1,50,2,1,1,0,4,3,1,11,5,4,2002,1,0,"福建省",0,50,3,1,0,1,0,0,4,3,0,1,5,4,1,0
"1567",2146,35078221,35,2,26,2,1,1,4,15,1,0,10,6,5,2002,1,0,"福建省",1,26,1,0,0,1,0,3,15,1,0,1,6,5,1,1
"1568",2140,35078221,35,2,34,2,1,1,3,12,2,1,4,6,5,2002,1,0,"福建省",1,34,2,1,0,1,0,3,12,2,1,1,6,5,1,1
"1569",2144,35078221,35,2,44,2,1,1,2,7,2,1,4,6,6,2002,1,0,"福建省",1,44,2,1,0,1,0,2,7,2,1,1,6,6,1,1
"1570",2141,35078221,35,2,36,2,1,1,2,9,6,1,5,6,6,2002,1,0,"福建省",1,36,2,1,0,1,0,2,9,6,1,0,6,6,1,1
"1571",2142,35078221,35,1,37,2,1,1,1,6,4,1,11,6,6,2002,1,0,"福建省",0,37,2,1,0,1,0,1,6,4,0,0,6,6,1,1
"1572",2147,35078221,35,2,26,2,1,1,4,12,5,1,8,6,5,2002,1,0,"福建省",1,26,1,1,0,1,0,3,12,5,1,0,6,5,1,1
"1573",2139,35078221,35,1,67,2,1,3,2,9,2,1,11,6,5,2002,1,0,"福建省",0,67,3,1,0,1,1,2,9,2,0,1,6,5,1,1
"1574",2136,35078221,35,2,61,2,1,1,2,9,4,1,2,6,5,2002,1,0,"福建省",1,61,3,1,0,1,0,2,9,4,1,0,6,5,1,1
"1575",8,35050211,35,2,63,2,1,1,0,2,2,1,11,5,5,2002,1,0,"福建省",1,63,3,1,0,1,0,0,2,2,0,1,5,5,1,1
"1576",1102,36020021,36,1,36,1,1,2,2,8,97,1,10,5,4,2002,1,0,"江西省",0,36,2,1,1,1,0,2,8,97,0,NA,5,4,1,0
"1577",1097,36020021,36,2,19,1,1,1,2,9,97,0,10,8,8,2002,1,0,"江西省",1,19,1,0,1,1,0,2,9,97,0,NA,8,8,NA,NA
"1578",1100,36020021,36,2,24,1,1,1,2,9,97,0,10,4,4,2002,1,0,"江西省",1,24,1,0,1,1,0,2,9,97,0,NA,4,4,0,0
"1579",1094,36020021,36,1,36,1,1,1,2,7,97,1,10,6,5,2002,1,0,"江西省",0,36,2,1,1,1,0,2,7,97,0,NA,6,5,1,1
"1580",1098,36020021,36,1,57,1,1,1,0,0,97,1,10,6,0,2002,1,0,"江西省",0,57,3,1,1,1,0,0,0,97,0,NA,6,0,1,0
"1581",1104,36020021,36,1,37,1,1,1,0,5,97,1,11,6,5,2002,1,0,"江西省",0,37,2,1,1,1,0,0,5,97,0,NA,6,5,1,1
"1582",1099,36020021,36,2,36,1,1,1,0,5,97,1,9,6,4,2002,1,0,"江西省",1,36,2,1,1,1,0,0,5,97,0,NA,6,4,1,0
"1583",1103,36020021,36,1,34,1,1,1,0,5,97,1,10,6,5,2002,1,0,"江西省",0,34,2,1,1,1,0,0,5,97,0,NA,6,5,1,1
"1584",1096,36020021,36,2,43,1,1,1,0,4,97,1,10,6,4,2002,1,0,"江西省",1,43,2,1,1,1,0,0,4,97,0,NA,6,4,1,0
"1585",1095,36020021,36,1,50,1,1,3,0,4,97,1,10,6,6,2002,1,0,"江西省",0,50,3,1,1,1,1,0,4,97,0,NA,6,6,1,1
"1586",1101,36020021,36,2,34,1,1,1,2,8,97,1,10,5,5,2002,1,0,"江西省",1,34,2,1,1,1,0,2,8,97,0,NA,5,5,1,1
"1587",1092,36020021,36,1,43,1,1,2,2,7,97,1,10,5,5,2002,1,0,"江西省",0,43,2,1,1,1,0,2,7,97,0,NA,5,5,1,1
"1588",1093,36020021,36,2,19,1,1,1,1,7,97,1,99,4,3,2002,1,0,"江西省",1,19,1,1,1,1,0,1,7,97,NA,NA,4,3,0,0
"1589",1086,36020021,36,1,25,1,1,1,3,10,97,0,5,6,1,2002,1,0,"江西省",0,25,1,0,1,1,0,3,10,97,1,NA,6,1,1,0
"1590",1089,36020021,36,1,20,1,1,1,2,10,97,0,5,4,3,2002,1,0,"江西省",0,20,1,0,1,1,0,2,10,97,1,NA,4,3,0,0
"1591",1090,36020021,36,1,47,1,98,1,1,6,97,1,10,5,5,2002,1,0,"江西省",0,47,2,1,1,NA,0,1,6,97,0,NA,5,5,1,1
"1592",1085,36020021,36,1,61,1,1,3,0,3,97,1,10,6,5,2002,1,0,"江西省",0,61,3,1,1,1,1,0,3,97,0,NA,6,5,1,1
"1593",1087,36020021,36,1,39,1,1,1,1,7,97,1,5,6,3,2002,1,0,"江西省",0,39,2,1,1,1,0,1,7,97,1,NA,6,3,1,0
"1594",1083,36020021,36,2,30,1,1,1,2,8,97,1,5,6,6,2002,1,0,"江西省",1,30,2,1,1,1,0,2,8,97,1,NA,6,6,1,1
"1595",1084,36020021,36,1,34,1,1,2,0,6,97,1,10,5,4,2002,1,0,"江西省",0,34,2,1,1,1,0,0,6,97,0,NA,5,4,1,0
"1596",1088,36020021,36,1,52,1,1,3,0,4,97,1,10,6,4,2002,1,0,"江西省",0,52,3,1,1,1,1,0,4,97,0,NA,6,4,1,0
"1597",1091,36020021,36,1,39,1,1,1,0,4,97,1,5,6,1,2002,1,0,"江西省",0,39,2,1,1,1,0,0,4,97,1,NA,6,1,1,0
"1598",1074,36020012,36,1,65,2,1,3,0,2,2,1,11,4,4,2002,1,0,"江西省",0,65,3,1,0,1,1,0,2,2,0,1,4,4,0,0
"1599",1078,36020012,36,2,34,2,1,1,2,11,6,1,4,6,4,2002,1,0,"江西省",1,34,2,1,0,1,0,2,11,6,1,0,6,4,1,0
"1600",1075,36020012,36,2,36,2,1,2,3,11,6,1,9,4,3,2002,1,0,"江西省",1,36,2,1,0,1,0,3,11,6,0,0,4,3,0,0
"1601",1077,36020012,36,1,46,2,1,1,2,8,2,1,4,6,4,2002,1,0,"江西省",0,46,2,1,0,1,0,2,8,2,1,1,6,4,1,0
"1602",1079,36020012,36,1,48,2,1,3,3,10,3,1,5,6,6,2002,1,0,"江西省",0,48,2,1,0,1,1,3,10,3,1,1,6,6,1,1
"1603",1076,36020012,36,1,31,2,1,2,3,11,97,1,4,5,3,2002,1,0,"江西省",0,31,2,1,0,1,0,3,11,97,1,NA,5,3,1,0
"1604",1073,36020012,36,1,59,2,1,3,3,12,3,1,4,5,5,2002,1,0,"江西省",0,59,3,1,0,1,1,3,12,3,1,1,5,5,1,1
"1605",1072,36020012,36,2,39,2,1,1,0,4,4,1,10,6,6,2002,1,0,"江西省",1,39,2,1,0,1,0,0,4,4,0,0,6,6,1,1
"1606",1080,36020012,36,1,42,1,1,1,0,0,97,1,10,6,3,2002,1,0,"江西省",0,42,2,1,1,1,0,0,0,97,0,NA,6,3,1,0
"1607",1081,36020012,36,1,52,2,1,1,1,6,9,1,11,6,6,2002,1,0,"江西省",0,52,3,1,0,1,0,1,6,9,0,0,6,6,1,1
"1608",1082,36020012,36,2,37,2,1,2,3,9,2,1,4,5,3,2002,1,0,"江西省",1,37,2,1,0,1,0,3,9,2,1,1,5,3,1,0
"1609",1065,36020011,36,2,57,2,1,3,1,6,3,1,4,4,4,2002,1,0,"江西省",1,57,3,1,0,1,1,1,6,3,1,1,4,4,0,0
"1610",1070,36020011,36,1,33,2,1,1,3,9,2,1,4,5,5,2002,1,0,"江西省",0,33,2,1,0,1,0,3,9,2,1,1,5,5,1,1
"1611",1068,36020011,36,2,36,2,1,2,4,19,1,1,5,5,4,2002,1,0,"江西省",1,36,2,1,0,1,0,3,19,1,1,1,5,4,1,0
"1612",1067,36020011,36,2,65,2,1,1,0,0,3,1,7,6,4,2002,1,0,"江西省",1,65,3,1,0,1,0,0,0,3,0,1,6,4,1,0
"1613",1066,36020011,36,1,45,2,1,3,2,8,4,1,4,6,4,2002,1,0,"江西省",0,45,2,1,0,1,1,2,8,4,1,0,6,4,1,0
"1614",1069,36020011,36,1,47,2,1,1,3,9,4,1,5,6,4,2002,1,0,"江西省",0,47,2,1,0,1,0,3,9,4,1,0,6,4,1,0
"1615",1064,36020011,36,1,27,2,1,1,3,10,9,0,5,6,5,2002,1,0,"江西省",0,27,1,0,0,1,0,3,10,9,1,0,6,5,1,1
"1616",1063,36020011,36,1,57,2,1,3,0,5,6,1,4,6,4,2002,1,0,"江西省",0,57,3,1,0,1,1,0,5,6,1,0,6,4,1,0
"1617",1071,36020011,36,2,25,2,1,2,3,11,2,1,7,6,6,2002,1,0,"江西省",1,25,1,1,0,1,0,3,11,2,0,1,6,6,1,1
"1618",1061,36020011,36,1,73,2,1,3,0,3,2,1,11,6,6,2002,1,0,"江西省",0,73,4,1,0,1,1,0,3,2,0,1,6,6,1,1
"1619",1062,36020011,36,1,32,2,1,1,2,8,2,1,5,6,3,2002,1,0,"江西省",0,32,2,1,0,1,0,2,8,2,1,1,6,3,1,0
"1620",1114,36072212,36,2,31,1,1,1,0,4,97,1,10,6,0,2002,1,0,"江西省",1,31,2,1,1,1,0,0,4,97,0,NA,6,0,1,0
"1621",1111,36072212,36,1,58,1,1,1,3,13,97,1,10,5,4,2002,1,0,"江西省",0,58,3,1,1,1,0,3,13,97,0,NA,5,4,1,0
"1622",1116,36072212,36,1,49,1,1,1,0,0,97,1,10,5,5,2002,1,0,"江西省",0,49,2,1,1,1,0,0,0,97,0,NA,5,5,1,1
"1623",1113,36072212,36,1,62,1,1,1,2,9,97,1,10,6,4,2002,1,0,"江西省",0,62,3,1,1,1,0,2,9,97,0,NA,6,4,1,0
"1624",1112,36072212,36,1,64,1,1,3,0,2,97,1,97,6,3,2002,1,0,"江西省",0,64,3,1,1,1,1,0,2,97,NA,NA,6,3,1,0
"1625",1115,36072212,36,2,52,1,1,1,0,3,97,1,10,6,6,2002,1,0,"江西省",1,52,3,1,1,1,0,0,3,97,0,NA,6,6,1,1
"1626",1107,36072211,36,1,48,1,1,1,0,1,97,1,10,6,3,2002,1,0,"江西省",0,48,2,1,1,1,0,0,1,97,0,NA,6,3,1,0
"1627",1110,36072211,36,1,43,1,1,2,3,10,97,1,10,6,4,2002,1,0,"江西省",0,43,2,1,1,1,0,3,10,97,0,NA,6,4,1,0
"1628",1109,36072211,36,2,69,1,1,1,0,0,97,1,10,8,8,2002,1,0,"江西省",1,69,3,1,1,1,0,0,0,97,0,NA,8,8,NA,NA
"1629",1106,36072211,36,2,31,1,1,1,0,4,97,1,10,6,0,2002,1,0,"江西省",1,31,2,1,1,1,0,0,4,97,0,NA,6,0,1,0
"1630",1105,36072211,36,2,39,1,1,1,0,1,97,1,10,6,4,2002,1,0,"江西省",1,39,2,1,1,1,0,0,1,97,0,NA,6,4,1,0
"1631",1127,36072222,36,1,39,1,1,2,3,9,97,1,4,6,3,2002,1,0,"江西省",0,39,2,1,1,1,0,3,9,97,1,NA,6,3,1,0
"1632",1123,36072222,36,1,56,1,1,1,1,5,97,1,11,6,4,2002,1,0,"江西省",0,56,3,1,1,1,0,1,5,97,0,NA,6,4,1,0
"1633",1125,36072222,36,2,33,1,1,1,0,2,97,1,10,8,8,2002,1,0,"江西省",1,33,2,1,1,1,0,0,2,97,0,NA,8,8,NA,NA
"1634",1126,36072222,36,1,25,1,1,1,0,4,97,0,10,6,4,2002,1,0,"江西省",0,25,1,0,1,1,0,0,4,97,0,NA,6,4,1,0
"1635",1119,36072221,36,1,57,1,1,1,1,6,97,1,97,6,1,2002,1,0,"江西省",0,57,3,1,1,1,0,1,6,97,NA,NA,6,1,1,0
"1636",1128,36072222,36,1,35,1,1,2,0,6,97,1,10,6,0,2002,1,0,"江西省",0,35,2,1,1,1,0,0,6,97,0,NA,6,0,1,0
"1637",1117,36072221,36,2,63,1,98,1,0,0,97,1,10,6,8,2002,1,0,"江西省",1,63,3,1,1,NA,0,0,0,97,0,NA,6,8,1,NA
"1638",1118,36072221,36,1,64,1,1,3,1,8,97,1,10,6,3,2002,1,0,"江西省",0,64,3,1,1,1,1,1,8,97,0,NA,6,3,1,0
"1639",1122,36072221,36,1,36,1,1,1,2,9,97,1,11,6,4,2002,1,0,"江西省",0,36,2,1,1,1,0,2,9,97,0,NA,6,4,1,0
"1640",1146,36242722,36,1,43,1,1,1,0,2,97,1,10,6,4,2002,1,0,"江西省",0,43,2,1,1,1,0,0,2,97,0,NA,6,4,1,0
"1641",1144,36242722,36,1,43,1,1,1,0,2,97,1,10,5,6,2002,1,0,"江西省",0,43,2,1,1,1,0,0,2,97,0,NA,5,6,1,1
"1642",1147,36242722,36,2,26,1,1,1,0,2,97,1,10,4,4,2002,1,0,"江西省",1,26,1,1,1,1,0,0,2,97,0,NA,4,4,0,0
"1643",1145,36242722,36,2,62,1,1,1,0,0,97,1,11,6,0,2002,1,0,"江西省",1,62,3,1,1,1,0,0,0,97,0,NA,6,0,1,0
"1644",1148,36242722,36,1,64,1,1,2,1,6,97,1,11,6,6,2002,1,0,"江西省",0,64,3,1,1,1,0,1,6,97,0,NA,6,6,1,1
"1645",1134,36242712,36,2,24,1,1,1,0,3,97,1,11,5,4,2002,1,0,"江西省",1,24,1,1,1,1,0,0,3,97,0,NA,5,4,1,0
