"","id","q2","province_id","v82","v83","v2","v84","v111","v110","v109","v101","v123","v130","v73b","v73c","year","wave","time","province","female","age","corhort","marriage","hukouRural","race","party","edu","eduyear","occ","occR_father","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"514",3118,14030311,14,2,32,2,1,1,2,8,2,1,4,6,6,2002,1,0,"山西省",1,32,2,1,0,1,0,2,8,2,1,1,6,6,1,1
"515",3119,14030311,14,2,33,1,1,1,1,6,97,1,10,5,4,2002,1,0,"山西省",1,33,2,1,1,1,0,1,6,97,0,NA,5,4,1,0
"516",3279,14272721,14,2,43,1,1,1,0,2,97,1,4,5,2,2002,1,0,"山西省",1,43,2,1,1,1,0,0,2,97,1,NA,5,2,1,0
"517",3278,14272721,14,2,23,1,1,1,2,8,97,1,4,5,3,2002,1,0,"山西省",1,23,1,1,1,1,0,2,8,97,1,NA,5,3,1,0
"518",3120,14030312,14,1,27,2,1,1,2,8,6,0,4,8,8,2002,1,0,"山西省",0,27,1,0,0,1,0,2,8,6,1,0,8,8,NA,NA
"519",3126,14030312,14,2,43,2,1,1,2,9,3,1,4,6,5,2002,1,0,"山西省",1,43,2,1,0,1,0,2,9,3,1,1,6,5,1,1
"520",3242,14243122,14,2,48,1,1,1,2,7,97,1,10,6,5,2002,1,0,"山西省",1,48,2,1,1,1,0,2,7,97,0,NA,6,5,1,1
"521",3240,14243122,14,1,57,1,1,1,1,6,97,1,10,4,4,2002,1,0,"山西省",0,57,3,1,1,1,0,1,6,97,0,NA,4,4,0,0
"522",3239,14243122,14,2,63,1,1,1,1,6,97,1,10,6,8,2002,1,0,"山西省",1,63,3,1,1,1,0,1,6,97,0,NA,6,8,1,NA
"523",3244,14243122,14,2,76,1,1,1,0,0,97,1,10,6,5,2002,1,0,"山西省",1,76,4,1,1,1,0,0,0,97,0,NA,6,5,1,1
"524",3243,14243122,14,1,71,1,1,1,0,3,97,1,10,6,6,2002,1,0,"山西省",0,71,4,1,1,1,0,0,3,97,0,NA,6,6,1,1
"525",3241,14243122,14,1,44,1,1,3,2,7,97,1,10,8,4,2002,1,0,"山西省",0,44,2,1,1,1,1,2,7,97,0,NA,8,4,NA,0
"526",3217,14230222,14,1,71,1,1,1,0,0,97,1,10,6,6,2002,1,0,"山西省",0,71,4,1,1,1,0,0,0,97,0,NA,6,6,1,1
"527",3216,14230222,14,1,64,1,1,1,0,0,97,1,10,5,5,2002,1,0,"山西省",0,64,3,1,1,1,0,0,0,97,0,NA,5,5,1,1
"528",3215,14230222,14,1,33,1,1,1,0,4,97,1,10,5,5,2002,1,0,"山西省",0,33,2,1,1,1,0,0,4,97,0,NA,5,5,1,1
"529",3236,14243121,14,2,50,1,1,1,0,5,97,1,10,6,6,2002,1,0,"山西省",1,50,3,1,1,1,0,0,5,97,0,NA,6,6,1,1
"530",3219,14230222,14,2,26,1,1,3,2,7,97,1,10,5,5,2002,1,0,"山西省",1,26,1,1,1,1,1,2,7,97,0,NA,5,5,1,1
"531",3235,14243121,14,2,80,1,1,1,0,0,97,1,10,6,5,2002,1,0,"山西省",1,80,4,1,1,1,0,0,0,97,0,NA,6,5,1,1
"532",3213,14230221,14,2,41,1,1,1,1,5,97,1,10,6,6,2002,1,0,"山西省",1,41,2,1,1,1,0,1,5,97,0,NA,6,6,1,1
"533",3233,14243121,14,2,35,1,1,1,2,8,97,1,10,6,3,2002,1,0,"山西省",1,35,2,1,1,1,0,2,8,97,0,NA,6,3,1,0
"534",3212,14230221,14,2,34,1,1,1,2,9,97,1,10,6,3,2002,1,0,"山西省",1,34,2,1,1,1,0,2,9,97,0,NA,6,3,1,0
"535",3234,14243121,14,1,55,1,1,1,2,9,97,1,10,6,5,2002,1,0,"山西省",0,55,3,1,1,1,0,2,9,97,0,NA,6,5,1,1
"536",3238,14243121,14,1,54,1,1,1,1,6,97,1,10,5,4,2002,1,0,"山西省",0,54,3,1,1,1,0,1,6,97,0,NA,5,4,1,0
"537",3211,14230221,14,1,38,1,1,3,0,4,97,1,10,6,5,2002,1,0,"山西省",0,38,2,1,1,1,1,0,4,97,0,NA,6,5,1,1
"538",3237,14243121,14,2,37,1,1,1,1,8,97,1,10,4,4,2002,1,0,"山西省",1,37,2,1,1,1,0,1,8,97,0,NA,4,4,0,0
"539",3209,14230221,14,1,27,1,1,1,2,9,97,1,10,6,2,2002,1,0,"山西省",0,27,1,1,1,1,0,2,9,97,0,NA,6,2,1,0
"540",3202,14230211,14,1,59,2,1,3,4,15,2,1,4,6,3,2002,1,0,"山西省",0,59,3,1,0,1,1,3,15,2,1,1,6,3,1,0
"541",3201,14230211,14,1,77,2,1,3,2,9,0,1,10,6,4,2002,1,0,"山西省",0,77,4,1,0,1,1,2,9,0,0,1,6,4,1,0
"542",3225,14243111,14,1,40,1,1,1,2,7,97,1,10,8,1,2002,1,0,"山西省",0,40,2,1,1,1,0,2,7,97,0,NA,8,1,NA,0
"543",3199,14230211,14,1,63,2,1,3,2,9,97,1,10,6,3,2002,1,0,"山西省",0,63,3,1,0,1,1,2,9,97,0,NA,6,3,1,0
"544",3221,14243111,14,1,38,1,1,3,2,9,97,1,10,6,4,2002,1,0,"山西省",0,38,2,1,1,1,1,2,9,97,0,NA,6,4,1,0
"545",3224,14243111,14,1,59,1,1,1,0,4,97,1,10,6,5,2002,1,0,"山西省",0,59,3,1,1,1,0,0,4,97,0,NA,6,5,1,1
"546",3226,14243111,14,1,48,1,1,1,2,9,97,1,10,5,2,2002,1,0,"山西省",0,48,2,1,1,1,0,2,9,97,0,NA,5,2,1,0
"547",3223,14243111,14,1,54,1,1,1,2,9,97,1,10,8,5,2002,1,0,"山西省",0,54,3,1,1,1,0,2,9,97,0,NA,8,5,NA,1
"548",3222,14243111,14,1,62,1,1,1,1,6,97,1,10,5,5,2002,1,0,"山西省",0,62,3,1,1,1,0,1,6,97,0,NA,5,5,1,1
"549",3229,14243112,14,2,70,1,1,1,0,0,97,1,10,8,8,2002,1,0,"山西省",1,70,4,1,1,1,0,0,0,97,0,NA,8,8,NA,NA
"550",3232,14243112,14,2,29,1,1,1,1,6,97,1,10,3,3,2002,1,0,"山西省",1,29,1,1,1,1,0,1,6,97,0,NA,3,3,0,0
"551",3228,14243112,14,1,71,1,1,1,2,4,97,1,10,5,1,2002,1,0,"山西省",0,71,4,1,1,1,0,2,4,97,0,NA,5,1,1,0
"552",3227,14243112,14,2,24,1,1,1,2,9,97,1,10,3,3,2002,1,0,"山西省",1,24,1,1,1,1,0,2,9,97,0,NA,3,3,0,0
"553",3230,14243112,14,1,64,1,1,3,0,5,97,1,10,5,5,2002,1,0,"山西省",0,64,3,1,1,1,1,0,5,97,0,NA,5,5,1,1
"554",3231,14243112,14,2,26,1,1,1,1,8,97,1,10,1,2,2002,1,0,"山西省",1,26,1,1,1,1,0,1,8,97,0,NA,1,2,0,0
"555",2853,15252612,15,2,33,2,1,2,3,12,6,1,10,5,5,2002,1,0,"内蒙古自治区",1,33,2,1,0,1,0,3,12,6,0,0,5,5,1,1
"556",2869,15252614,15,1,34,2,1,1,2,9,1,1,2,6,4,2002,1,0,"内蒙古自治区",0,34,2,1,0,1,0,2,9,1,1,1,6,4,1,0
"557",2851,15252611,15,1,39,2,2,1,2,9,1,1,1,5,5,2002,1,0,"内蒙古自治区",0,39,2,1,0,0,0,2,9,1,1,1,5,5,1,1
"558",2848,15252611,15,2,25,2,1,2,3,10,6,1,4,5,4,2002,1,0,"内蒙古自治区",1,25,1,1,0,1,0,3,10,6,1,0,5,4,1,0
"559",2849,15252611,15,2,39,2,1,1,2,9,9,1,8,5,5,2002,1,0,"内蒙古自治区",1,39,2,1,0,1,0,2,9,9,1,0,5,5,1,1
"560",2846,15252611,15,2,45,2,2,1,3,13,1,1,10,6,5,2002,1,0,"内蒙古自治区",1,45,2,1,0,0,0,3,13,1,0,1,6,5,1,1
"561",2845,15252611,15,2,54,2,2,1,3,12,1,1,10,6,4,2002,1,0,"内蒙古自治区",1,54,3,1,0,0,0,3,12,1,0,1,6,4,1,0
"562",2850,15252611,15,1,57,2,1,1,2,9,1,1,4,5,4,2002,1,0,"内蒙古自治区",0,57,3,1,0,1,0,2,9,1,1,1,5,4,1,0
"563",2847,15252611,15,2,45,2,1,1,3,11,97,1,5,6,5,2002,1,0,"内蒙古自治区",1,45,2,1,0,1,0,3,11,97,1,NA,6,5,1,1
"564",2870,15252614,15,2,62,2,2,1,0,2,97,1,10,6,5,2002,1,0,"内蒙古自治区",1,62,3,1,0,0,0,0,2,97,0,NA,6,5,1,1
"565",2868,15252614,15,1,26,2,2,1,1,7,6,0,1,5,5,2002,1,0,"内蒙古自治区",0,26,1,0,0,0,0,1,7,6,1,0,5,5,1,1
"566",2871,15252614,15,2,36,2,2,1,2,8,97,1,10,6,5,2002,1,0,"内蒙古自治区",1,36,2,1,0,0,0,2,8,97,0,NA,6,5,1,1
"567",2866,15252614,15,1,24,2,31,1,2,8,6,0,8,5,5,2002,1,0,"内蒙古自治区",0,24,1,0,0,0,0,2,8,6,1,0,5,5,1,1
"568",2867,15252614,15,1,37,2,2,1,4,13,1,1,2,5,5,2002,1,0,"内蒙古自治区",0,37,2,1,0,0,0,3,13,1,1,1,5,5,1,1
"569",2872,15252614,15,2,36,2,2,1,1,5,97,1,10,6,5,2002,1,0,"内蒙古自治区",1,36,2,1,0,0,0,1,5,97,0,NA,6,5,1,1
"570",2858,15252612,15,2,20,2,2,1,3,11,6,0,4,5,4,2002,1,0,"内蒙古自治区",1,20,1,0,0,0,0,3,11,6,1,0,5,4,1,0
"571",2856,15252612,15,2,31,2,2,2,3,10,4,1,1,4,4,2002,1,0,"内蒙古自治区",1,31,2,1,0,0,0,3,10,4,1,0,4,4,0,0
"572",2857,15252612,15,2,49,2,1,1,3,12,97,1,7,5,3,2002,1,0,"内蒙古自治区",1,49,2,1,0,1,0,3,12,97,0,NA,5,3,1,0
"573",2852,15252612,15,2,37,2,1,1,2,9,6,1,4,5,3,2002,1,0,"内蒙古自治区",1,37,2,1,0,1,0,2,9,6,1,0,5,3,1,0
"574",2855,15252612,15,2,52,2,1,1,0,2,97,1,10,6,3,2002,1,0,"内蒙古自治区",1,52,3,1,0,1,0,0,2,97,0,NA,6,3,1,0
"575",2854,15252612,15,1,36,2,2,1,2,9,6,1,4,5,4,2002,1,0,"内蒙古自治区",0,36,2,1,0,0,0,2,9,6,1,0,5,4,1,0
"576",2863,15252613,15,2,23,2,2,2,4,14,1,0,4,6,6,2002,1,0,"内蒙古自治区",1,23,1,0,0,0,0,3,14,1,1,1,6,6,1,1
"577",2865,15252613,15,2,34,2,1,1,2,8,6,1,1,6,5,2002,1,0,"内蒙古自治区",1,34,2,1,0,1,0,2,8,6,1,0,6,5,1,1
"578",2860,15252613,15,1,32,2,2,3,3,12,2,1,9,6,5,2002,1,0,"内蒙古自治区",0,32,2,1,0,0,1,3,12,2,0,1,6,5,1,1
"579",2864,15252613,15,1,47,2,11,1,3,12,1,1,2,5,3,2002,1,0,"内蒙古自治区",0,47,2,1,0,0,0,3,12,1,1,1,5,3,1,0
"580",2861,15252613,15,1,24,2,2,2,3,9,4,0,1,5,5,2002,1,0,"内蒙古自治区",0,24,1,0,0,0,0,3,9,4,1,0,5,5,1,1
"581",2862,15252613,15,1,22,2,2,2,3,11,97,0,9,6,5,2002,1,0,"内蒙古自治区",0,22,1,0,0,0,0,3,11,97,0,NA,6,5,1,1
"582",2859,15252613,15,2,35,2,1,1,1,7,6,1,10,3,2,2002,1,0,"内蒙古自治区",1,35,2,1,0,1,0,1,7,6,0,0,3,2,0,0
"583",2876,15232611,15,2,28,1,2,1,1,5,97,1,10,5,5,2002,1,0,"内蒙古自治区",1,28,1,1,1,0,0,1,5,97,0,NA,5,5,1,1
"584",2874,15232611,15,2,73,1,2,1,0,0,97,1,10,6,6,2002,1,0,"内蒙古自治区",1,73,4,1,1,0,0,0,0,97,0,NA,6,6,1,1
"585",2875,15232611,15,2,66,1,2,1,0,4,97,1,10,6,6,2002,1,0,"内蒙古自治区",1,66,3,1,1,0,0,0,4,97,0,NA,6,6,1,1
"586",2877,15232611,15,1,37,1,2,1,1,5,97,1,10,3,3,2002,1,0,"内蒙古自治区",0,37,2,1,1,0,0,1,5,97,0,NA,3,3,0,0
"587",2873,15232611,15,1,47,1,2,1,2,8,97,1,10,6,5,2002,1,0,"内蒙古自治区",0,47,2,1,1,0,0,2,8,97,0,NA,6,5,1,1
"588",2880,15232612,15,1,64,1,2,1,2,9,97,1,10,5,4,2002,1,0,"内蒙古自治区",0,64,3,1,1,0,0,2,9,97,0,NA,5,4,1,0
"589",2882,15232612,15,2,52,1,2,1,0,4,97,1,10,6,4,2002,1,0,"内蒙古自治区",1,52,3,1,1,0,0,0,4,97,0,NA,6,4,1,0
"590",2881,15232612,15,1,27,2,2,2,4,15,7,0,2,5,3,2002,1,0,"内蒙古自治区",0,27,1,0,0,0,0,3,15,7,1,0,5,3,1,0
"591",2878,15232612,15,1,25,1,2,1,2,8,97,1,10,6,5,2002,1,0,"内蒙古自治区",0,25,1,1,1,0,0,2,8,97,0,NA,6,5,1,1
"592",2879,15232612,15,2,39,1,2,1,2,9,97,1,11,6,5,2002,1,0,"内蒙古自治区",1,39,2,1,1,0,0,2,9,97,0,NA,6,5,1,1
"593",2890,15232622,15,2,50,1,1,1,0,5,97,1,10,5,5,2002,1,0,"内蒙古自治区",1,50,3,1,1,1,0,0,5,97,0,NA,5,5,1,1
"594",2892,15232622,15,2,38,1,1,1,1,6,97,1,10,6,4,2002,1,0,"内蒙古自治区",1,38,2,1,1,1,0,1,6,97,0,NA,6,4,1,0
"595",2891,15232622,15,1,41,1,1,1,2,9,97,1,10,4,1,2002,1,0,"内蒙古自治区",0,41,2,1,1,1,0,2,9,97,0,NA,4,1,0,0
"596",2889,15232622,15,2,49,1,1,1,0,1,97,1,10,6,6,2002,1,0,"内蒙古自治区",1,49,2,1,1,1,0,0,1,97,0,NA,6,6,1,1
"597",2888,15232622,15,2,32,1,1,1,0,5,97,1,10,4,3,2002,1,0,"内蒙古自治区",1,32,2,1,1,1,0,0,5,97,0,NA,4,3,0,0
"598",2883,15232621,15,2,18,1,1,2,2,9,97,0,10,6,5,2002,1,0,"内蒙古自治区",1,18,1,0,1,1,0,2,9,97,0,NA,6,5,1,1
"599",2886,15232621,15,1,31,1,1,2,2,8,97,1,10,5,5,2002,1,0,"内蒙古自治区",0,31,2,1,1,1,0,2,8,97,0,NA,5,5,1,1
"600",2884,15232621,15,1,71,1,1,1,0,0,97,1,10,6,5,2002,1,0,"内蒙古自治区",0,71,4,1,1,1,0,0,0,97,0,NA,6,5,1,1
"601",2885,15232621,15,1,48,1,1,1,3,10,97,1,10,4,4,2002,1,0,"内蒙古自治区",0,48,2,1,1,1,0,3,10,97,0,NA,4,4,0,0
"602",2887,15232621,15,2,53,1,1,1,1,7,97,1,10,6,3,2002,1,0,"内蒙古自治区",1,53,3,1,1,1,0,1,7,97,0,NA,6,3,1,0
"603",2799,15010212,15,1,38,2,1,3,4,13,2,1,4,6,6,2002,1,0,"内蒙古自治区",0,38,2,1,0,1,1,3,13,2,1,1,6,6,1,1
"604",2798,15010212,15,2,59,2,1,3,3,12,2,1,4,4,3,2002,1,0,"内蒙古自治区",1,59,3,1,0,1,1,3,12,2,1,1,4,3,0,0
"605",2789,15010211,15,1,42,2,1,1,5,14,2,1,4,4,2,2002,1,0,"内蒙古自治区",0,42,2,1,0,1,0,4,14,2,1,1,4,2,0,0
"606",2793,15010211,15,2,39,2,11,1,3,12,4,1,4,5,4,2002,1,0,"内蒙古自治区",1,39,2,1,0,0,0,3,12,4,1,0,5,4,1,0
"607",2805,15010221,15,1,55,2,1,3,3,14,2,1,9,6,5,2002,1,0,"内蒙古自治区",0,55,3,1,0,1,1,3,14,2,0,1,6,5,1,1
"608",2812,15010222,15,2,47,2,2,3,5,13,1,1,11,6,5,2002,1,0,"内蒙古自治区",1,47,2,1,0,0,1,4,13,1,0,1,6,5,1,1
"609",2804,15010221,15,1,70,2,1,3,3,9,2,1,10,6,5,2002,1,0,"内蒙古自治区",0,70,4,1,0,1,1,3,9,2,0,1,6,5,1,1
"610",2797,15010212,15,2,35,1,1,1,1,6,97,1,10,5,5,2002,1,0,"内蒙古自治区",1,35,2,1,1,1,0,1,6,97,0,NA,5,5,1,1
"611",2810,15010222,15,2,45,2,1,1,5,16,1,1,1,5,4,2002,1,0,"内蒙古自治区",1,45,2,1,0,1,0,4,16,1,1,1,5,4,1,0
"612",2811,15010222,15,1,23,2,1,2,3,9,4,0,2,4,4,2002,1,0,"内蒙古自治区",0,23,1,0,0,1,0,3,9,4,1,0,4,4,0,0
"613",2803,15010221,15,2,39,2,1,3,6,19,0,1,1,5,5,2002,1,0,"内蒙古自治区",1,39,2,1,0,1,1,4,19,0,1,1,5,5,1,1
"614",2809,15010221,15,2,31,2,2,2,4,14,3,1,4,4,3,2002,1,0,"内蒙古自治区",1,31,2,1,0,0,0,3,14,3,1,1,4,3,0,0
"615",2800,15010212,15,1,40,2,1,1,1,8,97,0,4,3,2,2002,1,0,"内蒙古自治区",0,40,2,0,0,1,0,1,8,97,1,NA,3,2,0,0
"616",2816,15010222,15,2,32,2,1,2,3,8,1,1,4,4,4,2002,1,0,"内蒙古自治区",1,32,2,1,0,1,0,3,8,1,1,1,4,4,0,0
"617",2796,15010212,15,2,37,2,1,1,3,10,2,1,4,5,4,2002,1,0,"内蒙古自治区",1,37,2,1,0,1,0,3,10,2,1,1,5,4,1,0
"618",2794,15010211,15,2,30,2,1,3,3,15,2,1,10,6,6,2002,1,0,"内蒙古自治区",1,30,2,1,0,1,1,3,15,2,0,1,6,6,1,1
"619",2801,15010212,15,2,63,2,1,1,3,14,1,1,9,5,4,2002,1,0,"内蒙古自治区",1,63,3,1,0,1,0,3,14,1,0,1,5,4,1,0
"620",2815,15010222,15,2,40,2,1,1,5,16,3,1,2,5,4,2002,1,0,"内蒙古自治区",1,40,2,1,0,1,0,4,16,3,1,1,5,4,1,0
"621",2814,15010222,15,2,65,2,1,3,3,12,2,1,10,6,6,2002,1,0,"内蒙古自治区",1,65,3,1,0,1,1,3,12,2,0,1,6,6,1,1
"622",2802,15010212,15,2,63,2,1,1,2,10,2,1,10,5,3,2002,1,0,"内蒙古自治区",1,63,3,1,0,1,0,2,10,2,0,1,5,3,1,0
"623",2807,15010221,15,2,61,2,1,3,5,17,2,1,9,6,5,2002,1,0,"内蒙古自治区",1,61,3,1,0,1,1,4,17,2,0,1,6,5,1,1
"624",2790,15010211,15,1,70,2,1,1,1,5,2,1,10,6,5,2002,1,0,"内蒙古自治区",0,70,4,1,0,1,0,1,5,2,0,1,6,5,1,1
"625",2806,15010221,15,2,36,2,1,1,2,9,6,1,4,5,3,2002,1,0,"内蒙古自治区",1,36,2,1,0,1,0,2,9,6,1,0,5,3,1,0
"626",2792,15010211,15,2,66,2,1,1,2,6,97,1,10,6,5,2002,1,0,"内蒙古自治区",1,66,3,1,0,1,0,2,6,97,0,NA,6,5,1,1
"627",2795,15010211,15,2,28,2,1,1,3,12,1,1,10,6,6,2002,1,0,"内蒙古自治区",1,28,1,1,0,1,0,3,12,1,0,1,6,6,1,1
"628",2791,15010211,15,1,47,2,1,1,3,11,3,1,4,6,6,2002,1,0,"内蒙古自治区",0,47,2,1,0,1,0,3,11,3,1,1,6,6,1,1
"629",2834,15020421,15,2,68,2,1,1,0,4,2,1,9,5,3,2002,1,0,"内蒙古自治区",1,68,3,1,0,1,0,0,4,2,0,1,5,3,1,0
"630",2843,15020422,15,2,35,2,1,1,2,9,2,1,10,6,6,2002,1,0,"内蒙古自治区",1,35,2,1,0,1,0,2,9,2,0,1,6,6,1,1
"631",2836,15020421,15,2,48,2,1,1,3,12,2,1,2,5,5,2002,1,0,"内蒙古自治区",1,48,2,1,0,1,0,3,12,2,1,1,5,5,1,1
"632",2831,15020421,15,2,36,2,1,1,3,10,3,1,4,6,5,2002,1,0,"内蒙古自治区",1,36,2,1,0,1,0,3,10,3,1,1,6,5,1,1
"633",2837,15020421,15,1,55,2,1,1,3,12,1,1,1,6,5,2002,1,0,"内蒙古自治区",0,55,3,1,0,1,0,3,12,1,1,1,6,5,1,1
"634",2835,15020421,15,1,68,2,1,3,5,13,2,1,10,6,5,2002,1,0,"内蒙古自治区",0,68,3,1,0,1,1,4,13,2,0,1,6,5,1,1
"635",2833,15020421,15,1,56,2,1,1,1,5,2,1,10,6,6,2002,1,0,"内蒙古自治区",0,56,3,1,0,1,0,1,5,2,0,1,6,6,1,1
"636",2832,15020421,15,1,67,2,1,1,5,11,2,1,4,6,6,2002,1,0,"内蒙古自治区",0,67,3,1,0,1,0,4,11,2,1,1,6,6,1,1
"637",2829,15020412,15,1,50,2,1,3,3,12,2,1,4,6,6,2002,1,0,"内蒙古自治区",0,50,3,1,0,1,1,3,12,2,1,1,6,6,1,1
"638",2838,15020422,15,2,37,2,1,1,3,11,2,1,4,6,6,2002,1,0,"内蒙古自治区",1,37,2,1,0,1,0,3,11,2,1,1,6,6,1,1
"639",2840,15020422,15,1,35,2,1,3,3,10,2,1,4,5,4,2002,1,0,"内蒙古自治区",0,35,2,1,0,1,1,3,10,2,1,1,5,4,1,0
"640",2842,15020422,15,2,25,2,1,2,3,12,4,1,10,6,6,2002,1,0,"内蒙古自治区",1,25,1,1,0,1,0,3,12,4,0,0,6,6,1,1
"641",2841,15020422,15,2,30,2,1,1,5,16,1,1,2,6,4,2002,1,0,"内蒙古自治区",1,30,2,1,0,1,0,4,16,1,1,1,6,4,1,0
"642",2828,15020412,15,2,52,2,1,1,2,9,2,1,11,6,6,2002,1,0,"内蒙古自治区",1,52,3,1,0,1,0,2,9,2,0,1,6,6,1,1
"643",2819,15020411,15,2,60,2,1,1,3,13,1,1,2,5,4,2002,1,0,"内蒙古自治区",1,60,3,1,0,1,0,3,13,1,1,1,5,4,1,0
"644",2830,15020412,15,2,24,2,1,2,3,12,4,0,4,5,4,2002,1,0,"内蒙古自治区",1,24,1,0,0,1,0,3,12,4,1,0,5,4,1,0
"645",2817,15020411,15,2,39,2,1,1,5,16,2,1,2,6,6,2002,1,0,"内蒙古自治区",1,39,2,1,0,1,0,4,16,2,1,1,6,6,1,1
"646",2825,15020412,15,1,33,2,1,1,3,11,2,1,4,5,5,2002,1,0,"内蒙古自治区",0,33,2,1,0,1,0,3,11,2,1,1,5,5,1,1
"647",2821,15020411,15,2,42,2,1,1,2,9,6,1,4,6,5,2002,1,0,"内蒙古自治区",1,42,2,1,0,1,0,2,9,6,1,0,6,5,1,1
"648",2827,15020412,15,2,33,2,1,1,3,11,2,1,4,5,3,2002,1,0,"内蒙古自治区",1,33,2,1,0,1,0,3,11,2,1,1,5,3,1,0
"649",2826,15020412,15,1,40,2,1,3,4,18,2,1,4,6,5,2002,1,0,"内蒙古自治区",0,40,2,1,0,1,1,3,18,2,1,1,6,5,1,1
"650",2820,15020411,15,2,62,2,1,1,0,0,97,1,10,6,4,2002,1,0,"内蒙古自治区",1,62,3,1,0,1,0,0,0,97,0,NA,6,4,1,0
"651",2824,15020412,15,1,45,2,1,1,3,11,3,1,4,6,3,2002,1,0,"内蒙古自治区",0,45,2,1,0,1,0,3,11,3,1,1,6,3,1,0
"652",2823,15020411,15,2,42,2,1,1,3,12,6,1,9,6,5,2002,1,0,"内蒙古自治区",1,42,2,1,0,1,0,3,12,6,0,0,6,5,1,1
"653",2822,15020411,15,1,42,2,1,1,2,9,2,1,4,6,6,2002,1,0,"内蒙古自治区",0,42,2,1,0,1,0,2,9,2,1,1,6,6,1,1
"654",2813,15010222,15,1,43,2,1,3,5,16,0,1,1,6,0,2002,1,0,"内蒙古自治区",0,43,2,1,0,1,1,4,16,0,1,1,6,0,1,0
"655",2541,21072611,21,1,39,2,11,2,2,9,97,1,1,6,4,2002,1,0,"辽宁省",0,39,2,1,0,0,0,2,9,97,1,NA,6,4,1,0
"656",2542,21072611,21,1,43,2,1,1,2,9,2,1,2,6,6,2002,1,0,"辽宁省",0,43,2,1,0,1,0,2,9,2,1,1,6,6,1,1
"657",2540,21072611,21,2,40,2,1,1,1,7,3,1,8,5,3,2002,1,0,"辽宁省",1,40,2,1,0,1,0,1,7,3,1,1,5,3,1,0
"658",2537,21072611,21,2,22,1,1,1,1,8,97,0,4,5,4,2002,1,0,"辽宁省",1,22,1,0,1,1,0,1,8,97,1,NA,5,4,1,0
"659",2539,21072611,21,1,30,2,2,1,2,9,6,1,11,6,5,2002,1,0,"辽宁省",0,30,2,1,0,0,0,2,9,6,0,0,6,5,1,1
"660",2538,21072611,21,2,55,1,11,1,0,4,97,1,10,6,5,2002,1,0,"辽宁省",1,55,3,1,1,0,0,0,4,97,0,NA,6,5,1,1
"661",2545,21072612,21,1,48,2,1,1,2,10,2,1,2,6,4,2002,1,0,"辽宁省",0,48,2,1,0,1,0,2,10,2,1,1,6,4,1,0
"662",2543,21072612,21,1,47,2,1,1,2,9,6,1,5,6,5,2002,1,0,"辽宁省",0,47,2,1,0,1,0,2,9,6,1,0,6,5,1,1
"663",2544,21072612,21,2,63,2,1,3,0,3,1,1,10,6,5,2002,1,0,"辽宁省",1,63,3,1,0,1,1,0,3,1,0,1,6,5,1,1
"664",2548,21072612,21,2,66,2,1,1,0,0,3,1,10,5,4,2002,1,0,"辽宁省",1,66,3,1,0,1,0,0,0,3,0,1,5,4,1,0
"665",2546,21072612,21,2,30,2,1,1,3,12,1,1,5,5,3,2002,1,0,"辽宁省",1,30,2,1,0,1,0,3,12,1,1,1,5,3,1,0
"666",2553,21072621,21,1,19,2,1,1,1,6,97,0,4,3,3,2002,1,0,"辽宁省",0,19,1,0,0,1,0,1,6,97,1,NA,3,3,0,0
"667",2552,21072621,21,1,31,2,1,3,3,12,2,1,4,5,2,2002,1,0,"辽宁省",0,31,2,1,0,1,1,3,12,2,1,1,5,2,1,0
"668",2550,21072621,21,1,31,2,1,3,3,12,2,1,4,6,5,2002,1,0,"辽宁省",0,31,2,1,0,1,1,3,12,2,1,1,6,5,1,1
"669",2549,21072621,21,2,66,2,1,1,0,0,97,1,10,6,6,2002,1,0,"辽宁省",1,66,3,1,0,1,0,0,0,97,0,NA,6,6,1,1
"670",2560,21072622,21,1,34,2,1,1,2,9,2,1,10,5,3,2002,1,0,"辽宁省",0,34,2,1,0,1,0,2,9,2,0,1,5,3,1,0
"671",2558,21072622,21,2,47,2,1,1,2,9,3,1,4,5,5,2002,1,0,"辽宁省",1,47,2,1,0,1,0,2,9,3,1,1,5,5,1,1
"672",2556,21072622,21,2,34,2,1,1,5,15,1,1,10,4,3,2002,1,0,"辽宁省",1,34,2,1,0,1,0,4,15,1,0,1,4,3,0,0
"673",2555,21072622,21,1,36,2,1,3,2,8,3,1,5,6,5,2002,1,0,"辽宁省",0,36,2,1,0,1,1,2,8,3,1,1,6,5,1,1
"674",2495,21020422,21,2,36,2,1,1,5,16,5,1,11,5,5,2002,1,0,"辽宁省",1,36,2,1,0,1,0,4,16,5,0,0,5,5,1,1
"675",2557,21072622,21,1,53,2,1,1,2,9,2,1,1,6,4,2002,1,0,"辽宁省",0,53,3,1,0,1,0,2,9,2,1,1,6,4,1,0
"676",2484,21020421,21,1,70,2,1,3,1,4,2,1,10,6,6,2002,1,0,"辽宁省",0,70,4,1,0,1,1,1,4,2,0,1,6,6,1,1
"677",2498,21020422,21,2,24,2,1,2,3,12,4,0,4,4,3,2002,1,0,"辽宁省",1,24,1,0,0,1,0,3,12,4,1,0,4,3,0,0
"678",2499,21020422,21,2,61,2,1,1,3,12,2,1,4,4,4,2002,1,0,"辽宁省",1,61,3,1,0,1,0,3,12,2,1,1,4,4,0,0
