"","id","qs2a","RURAL1","qa01","qa02","qa03","qa04","qa06","qa08a","qa10","qb4a","qb4c","qc1_5b","qc1_5d","qc1_5e","qd01","qe05_06","qe05_05","year","wave","time","female","age","corhort","marriage","hukouRural","edu","eduyear","party","party_parter","socialLevel_Per","job","occ","occR","occ_parter","occ_parterR","trust_gover","trus_local","trust_goverR","trus_localR"
"1",2963,21,0,1,50,2,1,4,3,7,7,3,4,7,3,5,4,4,2006,4,0,0,50,3,1,1,2,7,0,0,5,3,7,0,7,0,4,4,1,1
"2",2956,21,0,1,56,3,2,4,3,7,-99.99,-99.99,7,97,97,4,4,3,2006,4,0,0,56,3,0,0,2,7,0,NA,4,-99.99,-99.99,NA,97,NA,4,3,1,1
"3",5396,28,1,1,33,2,1,4,5,10,8,1,4,8,1,3,4,3,2006,4,0,0,33,2,1,1,3,10,0,0,3,1,8,0,8,0,4,3,1,1
"4",924,15,0,2,35,2,2,4,4,11,4,7,4,5,9,3,3,2,2006,4,0,1,35,2,1,0,3,11,0,0,3,7,4,1,5,0,3,2,1,0
"5",1879,19,0,2,50,2,2,4,4,9,-99.99,-99.99,4,7,9,4,4,3,2006,4,0,1,50,3,1,0,3,9,0,0,4,-99.99,-99.99,NA,7,0,4,3,1,1
"6",1877,19,0,1,33,2,2,4,4,11,5,9,4,97,97,3,4,3,2006,4,0,0,33,2,1,0,3,11,0,0,3,9,5,0,97,NA,4,3,1,1
"7",5503,28,0,2,43,2,2,4,5,13,4,8,4,97,97,5,3,5,2006,4,0,1,43,2,1,0,3,13,0,0,5,8,4,1,97,NA,3,5,1,NA
"8",927,15,0,1,61,2,2,2,6,12,5,9,4,98,98,4,4,4,2006,4,0,0,61,3,1,0,3,12,1,0,4,9,5,0,98,NA,4,4,1,1
"9",4393,25,0,1,64,2,2,4,6,14,-99.99,-99.99,4,1,7,3,3,3,2006,4,0,0,64,3,1,0,3,14,0,0,3,-99.99,-99.99,NA,1,1,3,3,1,1
"10",1030,15,1,2,25,2,1,4,4,12,5,9,4,8,1,5,4,4,2006,4,0,1,25,1,1,1,3,12,0,0,5,9,5,0,8,0,4,4,1,1
"11",3769,23,0,1,44,2,2,4,4,10,-99.99,-99.99,4,7,3,5,4,4,2006,4,0,0,44,2,1,0,3,10,0,0,5,-99.99,-99.99,NA,7,0,4,4,1,1
"12",3228,22,0,1,67,2,2,4,6,11,-99.99,-99.99,2,97,97,3,3,3,2006,4,0,0,67,3,1,0,3,11,0,1,3,-99.99,-99.99,NA,97,NA,3,3,1,1
"13",4387,25,0,2,59,2,2,4,6,12,7,9,4,2,8,4,4,4,2006,4,0,1,59,3,1,0,3,12,0,0,4,9,7,0,2,1,4,4,1,1
"14",5517,28,0,2,41,5,2,4,5,12,4,8,7,97,97,4,3,3,2006,4,0,1,41,2,0,0,3,12,0,NA,4,8,4,1,97,NA,3,3,1,1
"15",5499,28,0,2,43,2,2,4,5,12,4,8,4,12,11,5,3,2,2006,4,0,1,43,2,1,0,3,12,0,0,5,8,4,1,12,0,3,2,1,0
"16",5511,28,0,1,34,2,2,4,5,12,-99.99,-99.99,4,97,97,5,3,3,2006,4,0,0,34,2,1,0,3,12,0,0,5,-99.99,-99.99,NA,97,NA,3,3,1,1
"17",397,1,0,1,59,2,2,4,6,12,3,7,4,2,8,3,4,4,2006,4,0,0,59,3,1,0,3,12,0,0,3,7,3,1,2,1,4,4,1,1
"18",1875,19,0,1,41,2,2,4,4,9,7,9,4,97,97,5,3,3,2006,4,0,0,41,2,1,0,3,9,0,0,5,9,7,0,97,NA,3,3,1,1
"19",1863,19,0,1,55,2,2,4,6,12,7,9,4,97,97,4,4,3,2006,4,0,0,55,3,1,0,3,12,0,0,4,9,7,0,97,NA,4,3,1,1
"20",1864,19,0,1,49,2,2,2,4,12,7,9,4,97,97,3,3,2,2006,4,0,0,49,2,1,0,3,12,1,0,3,9,7,0,97,NA,3,2,1,0
"21",1871,19,0,2,44,2,2,4,4,10,10,7,4,97,97,6,4,3,2006,4,0,1,44,2,1,0,3,10,0,0,NA,7,10,1,97,NA,4,3,1,1
"22",1869,19,0,2,36,2,2,4,4,11,-99.99,-99.99,4,98,98,4,3,3,2006,4,0,1,36,2,1,0,3,11,0,0,4,-99.99,-99.99,NA,98,NA,3,3,1,1
"23",1888,19,0,1,69,2,2,4,4,12,-99.99,-99.99,4,97,97,3,4,3,2006,4,0,0,69,3,1,0,3,12,0,0,3,-99.99,-99.99,NA,97,NA,4,3,1,1
"24",1873,19,0,1,42,2,2,4,4,11,7,9,4,97,97,5,4,3,2006,4,0,0,42,2,1,0,3,11,0,0,5,9,7,0,97,NA,4,3,1,1
"25",1862,19,0,1,40,2,2,4,6,14,5,8,4,97,97,3,3,2,2006,4,0,0,40,2,1,0,3,14,0,0,3,8,5,0,97,NA,3,2,1,0
"26",1858,19,0,2,30,3,2,4,4,13,-99.99,-99.99,7,97,97,4,4,3,2006,4,0,1,30,2,0,0,3,13,0,NA,4,-99.99,-99.99,NA,97,NA,4,3,1,1
"27",1876,19,0,1,41,2,2,4,4,9,5,9,4,97,97,5,4,2,2006,4,0,0,41,2,1,0,3,9,0,0,5,9,5,0,97,NA,4,2,1,0
"28",7034,4,0,1,42,2,2,2,7,15,3,7,4,3,7,3,3,3,2006,4,0,0,42,2,1,0,4,15,1,0,3,7,3,1,3,1,3,3,1,1
"29",6408,29,0,2,26,2,2,4,8,16,3,7,4,5,9,3,2,2,2006,4,0,1,26,1,1,0,4,16,0,0,3,7,3,1,5,0,2,2,0,0
"30",6960,4,0,2,38,4,2,2,8,17,1,7,2,7,6,3,3,3,2006,4,0,1,38,2,0,0,4,17,1,1,3,7,1,1,7,0,3,3,1,1
"31",3637,23,0,1,38,2,2,2,7,15,2,8,4,1,7,3,3,2,2006,4,0,0,38,2,1,0,4,15,1,0,3,8,2,1,1,1,3,2,1,0
"32",5131,9,0,2,53,2,2,4,6,9,2,8,2,3,7,3,3,4,2006,4,0,1,53,3,1,0,3,9,0,1,3,8,2,1,3,1,3,4,1,1
"33",6080,3,0,1,35,2,2,2,7,15,1,7,4,2,8,3,3,3,2006,4,0,0,35,2,1,0,4,15,1,0,3,7,1,1,2,1,3,3,1,1
"34",6503,29,0,2,33,2,2,4,6,11,5,6,2,4,8,2,4,3,2006,4,0,1,33,2,1,0,3,11,0,1,2,6,5,0,4,1,4,3,1,1
"35",4498,25,1,2,36,2,1,4,5,12,-99.99,-99.99,4,8,1,2,4,4,2006,4,0,1,36,2,1,1,3,12,0,0,2,-99.99,-99.99,NA,8,0,4,4,1,1
"36",335,1,0,1,34,2,2,4,4,12,4,8,4,12,12,1,4,3,2006,4,0,0,34,2,1,0,3,12,0,0,1,8,4,1,12,0,4,3,1,1
"37",5475,28,0,1,53,2,2,2,8,17,5,9,4,3,7,3,2,2,2006,4,0,0,53,3,1,0,4,17,1,0,3,9,5,0,3,1,2,2,0,0
"38",4957,27,1,1,37,2,1,2,7,15,10,11,4,7,3,2,4,3,2006,4,0,0,37,2,1,1,4,15,1,0,2,11,10,0,7,0,4,3,1,1
"39",5505,28,0,2,38,2,2,4,7,13,10,7,2,97,97,5,4,3,2006,4,0,1,38,2,1,0,4,13,0,1,5,7,10,1,97,NA,4,3,1,1
"40",5472,28,0,2,42,3,2,4,7,16,2,8,7,97,97,3,4,3,2006,4,0,1,42,2,0,0,4,16,0,NA,3,8,2,1,97,NA,4,3,1,1
"41",1153,15,0,1,22,2,1,4,5,12,7,4,4,7,6,3,2,2,2006,4,0,0,22,1,1,1,3,12,0,0,3,4,7,0,7,0,2,2,0,0
"42",6342,12,0,1,33,2,2,4,7,15,7,3,4,7,3,3,4,3,2006,4,0,0,33,2,1,0,4,15,0,0,3,3,7,0,7,0,4,3,1,1
"43",6493,29,1,1,63,5,1,2,2,6,-99.99,-99.99,7,97,97,3,4,4,2006,4,0,0,63,3,0,1,1,6,1,NA,3,-99.99,-99.99,NA,97,NA,4,4,1,1
"44",6600,29,1,1,67,2,1,4,4,11,-99.99,-99.99,4,9,8,3,3,3,2006,4,0,0,67,3,1,1,3,11,0,0,3,-99.99,-99.99,NA,9,1,3,3,1,1
"45",5043,27,1,1,52,2,2,2,7,15,2,7,4,8,1,2,4,3,2006,4,0,0,52,3,1,0,4,15,1,0,2,7,2,1,8,0,4,3,1,1
"46",765,15,1,2,51,2,1,4,4,9,-99.99,-99.99,4,9,8,3,4,3,2006,4,0,1,51,3,1,1,3,9,0,0,3,-99.99,-99.99,NA,9,1,4,3,1,1
"47",6506,29,0,1,39,2,2,4,3,9,2,8,4,7,9,4,4,4,2006,4,0,0,39,2,1,0,2,9,0,0,4,8,2,1,7,0,4,4,1,1
"48",390,1,0,2,54,5,2,4,6,11,2,8,7,97,97,3,2,2,2006,4,0,1,54,3,0,0,3,11,0,NA,3,8,2,1,97,NA,2,2,0,0
"49",6451,29,0,2,40,1,2,3,9,20,3,7,7,97,97,2,2,2,2006,4,0,1,40,2,0,0,4,20,1,NA,2,7,3,1,97,NA,2,2,0,0
"50",4269,25,0,2,46,2,2,2,7,13,7,3,4,12,12,3,4,3,2006,4,0,1,46,2,1,0,4,13,1,0,3,3,7,0,12,0,4,3,1,1
"51",5599,28,0,2,45,4,2,4,4,12,2,8,4,2,8,4,3,3,2006,4,0,1,45,2,0,0,3,12,0,0,4,8,2,1,2,1,3,3,1,1
"52",366,1,0,1,46,2,2,2,8,14,14,14,4,12,12,3,3,2,2006,4,0,0,46,2,1,0,4,14,1,0,3,14,14,NA,12,0,3,2,1,0
"53",364,1,0,1,49,2,2,2,7,14,2,8,4,2,8,2,4,3,2006,4,0,0,49,2,1,0,4,14,1,0,2,8,2,1,2,1,4,3,1,1
"54",4025,24,0,1,48,2,2,4,4,10,-99.99,-99.99,4,2,7,4,4,3,2006,4,0,0,48,2,1,0,3,10,0,0,4,-99.99,-99.99,NA,2,1,4,3,1,1
"55",2526,20,0,1,39,2,2,2,7,13,2,8,4,97,97,4,4,3,2006,4,0,0,39,2,1,0,4,13,1,0,4,8,2,1,97,NA,4,3,1,1
"56",384,1,0,2,51,2,2,2,6,9,3,7,2,2,8,3,3,3,2006,4,0,1,51,3,1,0,3,9,1,1,3,7,3,1,2,1,3,3,1,1
"57",922,15,0,2,44,2,2,4,6,12,2,8,4,2,8,3,4,3,2006,4,0,1,44,2,1,0,3,12,0,0,3,8,2,1,2,1,4,3,1,1
"58",1573,18,1,1,50,2,1,4,4,11,8,1,4,9,1,4,4,4,2006,4,0,0,50,3,1,1,3,11,0,0,4,1,8,0,9,1,4,4,1,1
"59",3962,24,0,1,43,2,2,2,8,16,1,7,4,1,7,2,4,4,2006,4,0,0,43,2,1,0,4,16,1,0,2,7,1,1,1,1,4,4,1,1
"60",5123,9,0,2,31,2,2,2,7,14,3,7,2,3,7,3,3,3,2006,4,0,1,31,2,1,0,4,14,1,1,3,7,3,1,3,1,3,3,1,1
"61",2569,20,0,1,62,5,2,4,4,12,-99.99,-99.99,7,97,97,5,4,1,2006,4,0,0,62,3,0,0,3,12,0,NA,5,-99.99,-99.99,NA,97,NA,4,1,1,0
"62",3767,23,0,2,43,2,2,4,4,10,1,7,4,4,8,5,4,2,2006,4,0,1,43,2,1,0,3,10,0,0,5,7,1,1,4,1,4,2,1,0
"63",3774,23,0,2,41,2,2,4,4,11,2,8,2,2,8,3,4,3,2006,4,0,1,41,2,1,0,3,11,0,1,3,8,2,1,2,1,4,3,1,1
"64",286,1,0,2,22,1,2,1,8,16,-99.99,-99.99,7,97,97,4,3,2,2006,4,0,1,22,1,0,0,4,16,0,NA,4,-99.99,-99.99,NA,97,NA,3,2,1,0
"65",4386,25,0,1,43,2,2,4,8,15,6,10,2,3,7,2,3,3,2006,4,0,0,43,2,1,0,4,15,0,1,2,10,6,0,3,1,3,3,1,1
"66",6446,29,0,1,55,2,2,4,7,15,3,7,4,97,97,3,1,3,2006,4,0,0,55,3,1,0,4,15,0,0,3,7,3,1,97,NA,1,3,0,1
"67",5609,28,0,1,41,4,2,2,8,14,10,7,4,3,7,3,3,3,2006,4,0,0,41,2,0,0,4,14,1,0,3,7,10,1,3,1,3,3,1,1
"68",980,15,1,2,45,2,2,4,4,12,8,1,2,4,8,4,3,2,2006,4,0,1,45,2,1,0,3,12,0,1,4,1,8,0,4,1,3,2,1,0
"69",4587,26,0,2,40,3,2,4,6,8,7,6,7,97,97,3,2,2,2006,4,0,1,40,2,0,0,3,8,0,NA,3,6,7,0,97,NA,2,2,0,0
"70",4416,25,0,2,46,2,2,4,4,12,-99.99,-99.99,2,2,8,5,3,3,2006,4,0,1,46,2,1,0,3,12,0,1,5,-99.99,-99.99,NA,2,1,3,3,1,1
"71",5449,28,0,1,42,2,2,4,7,14,2,8,4,2,8,3,3,3,2006,4,0,0,42,2,1,0,4,14,0,0,3,8,2,1,2,1,3,3,1,1
"72",5469,28,0,2,30,2,2,4,8,14,5,9,4,5,9,3,3,3,2006,4,0,1,30,2,1,0,4,14,0,0,3,9,5,0,5,0,3,3,1,1
"73",5473,28,0,1,34,2,2,4,7,14,5,9,2,1,7,3,4,3,2006,4,0,0,34,2,1,0,4,14,0,1,3,9,5,0,1,1,4,3,1,1
"74",5452,28,0,2,40,3,2,4,7,12,2,8,7,97,97,5,3,1,2006,4,0,1,40,2,0,0,4,12,0,NA,5,8,2,1,97,NA,3,1,1,0
"75",5367,2,0,1,45,1,2,4,5,13,5,9,7,97,97,2,4,3,2006,4,0,0,45,2,0,0,3,13,0,NA,2,9,5,0,97,NA,4,3,1,1
"76",333,1,0,2,36,2,2,4,8,18,6,10,4,6,10,4,4,3,2006,4,0,1,36,2,1,0,4,18,0,0,4,10,6,0,6,0,4,3,1,1
"77",887,15,0,2,33,2,2,4,7,15,6,10,4,6,10,3,3,3,2006,4,0,1,33,2,1,0,4,15,0,0,3,10,6,0,6,0,3,3,1,1
"78",280,1,0,1,36,2,2,4,4,12,2,8,4,12,12,3,4,3,2006,4,0,0,36,2,1,0,3,12,0,0,3,8,2,1,12,0,4,3,1,1
"79",281,1,0,1,40,2,2,4,5,12,-99.99,-99.99,4,12,12,3,4,3,2006,4,0,0,40,2,1,0,3,12,0,0,3,-99.99,-99.99,NA,12,0,4,3,1,1
"80",282,1,0,1,39,2,1,4,4,11,2,8,4,97,97,4,3,3,2006,4,0,0,39,2,1,1,3,11,0,0,4,8,2,1,97,NA,3,3,1,1
"81",283,1,0,1,20,1,2,4,5,12,2,8,7,97,97,4,4,3,2006,4,0,0,20,1,0,0,3,12,0,NA,4,8,2,1,97,NA,4,3,1,1
"82",284,1,0,2,29,2,1,4,3,9,5,9,4,2,8,4,4,3,2006,4,0,1,29,1,1,1,2,9,0,0,4,9,5,0,2,1,4,3,1,1
"83",285,1,0,2,58,2,2,4,6,13,-99.99,-99.99,4,2,8,5,3,3,2006,4,0,1,58,3,1,0,3,13,0,0,5,-99.99,-99.99,NA,2,1,3,3,1,1
"84",287,1,0,2,69,2,2,4,2,6,-99.99,-99.99,7,97,97,5,4,3,2006,4,0,1,69,3,1,0,1,6,0,NA,5,-99.99,-99.99,NA,97,NA,4,3,1,1
"85",288,1,0,2,66,2,2,4,2,6,-99.99,-99.99,4,4,8,4,4,3,2006,4,0,1,66,3,1,0,1,6,0,0,4,-99.99,-99.99,NA,4,1,4,3,1,1
"86",289,1,0,1,50,3,2,4,3,9,-99.99,-99.99,7,97,97,4,4,3,2006,4,0,0,50,3,0,0,2,9,0,NA,4,-99.99,-99.99,NA,97,NA,4,3,1,1
"87",290,1,0,2,49,2,2,4,4,11,-99.99,-99.99,4,5,9,5,4,3,2006,4,0,1,49,2,1,0,3,11,0,0,5,-99.99,-99.99,NA,5,0,4,3,1,1
"88",291,1,0,1,66,5,2,3,2,2,-99.99,-99.99,7,97,97,5,4,3,2006,4,0,0,66,3,0,0,1,2,1,NA,5,-99.99,-99.99,NA,97,NA,4,3,1,1
"89",292,1,0,1,43,2,2,4,2,6,-99.99,-99.99,4,97,97,5,4,3,2006,4,0,0,43,2,1,0,1,6,0,0,5,-99.99,-99.99,NA,97,NA,4,3,1,1
"90",293,1,0,1,36,2,2,4,4,12,-99.99,-99.99,4,2,8,4,3,3,2006,4,0,0,36,2,1,0,3,12,0,0,4,-99.99,-99.99,NA,2,1,3,3,1,1
"91",294,1,0,1,69,2,2,4,4,14,-99.99,-99.99,4,2,8,4,3,3,2006,4,0,0,69,3,1,0,3,14,0,0,4,-99.99,-99.99,NA,2,1,3,3,1,1
"92",295,1,0,2,49,2,2,2,4,11,-99.99,-99.99,2,12,12,3,4,3,2006,4,0,1,49,2,1,0,3,11,1,1,3,-99.99,-99.99,NA,12,0,4,3,1,1
"93",296,1,0,2,44,2,2,4,3,9,-99.99,-99.99,4,12,12,5,4,3,2006,4,0,1,44,2,1,0,2,9,0,0,5,-99.99,-99.99,NA,12,0,4,3,1,1
"94",297,1,0,1,33,1,2,4,4,11,5,9,7,97,97,3,4,3,2006,4,0,0,33,2,0,0,3,11,0,NA,3,9,5,0,97,NA,4,3,1,1
"95",298,1,0,1,43,1,2,4,4,10,4,8,7,97,97,4,3,3,2006,4,0,0,43,2,0,0,3,10,0,NA,4,8,4,1,97,NA,3,3,1,1
"96",299,1,0,2,35,2,1,4,3,9,-99.99,-99.99,4,12,12,5,3,3,2006,4,0,1,35,2,1,1,2,9,0,0,5,-99.99,-99.99,NA,12,0,3,3,1,1
"97",300,1,0,2,53,2,2,4,3,9,-99.99,-99.99,4,2,8,4,4,3,2006,4,0,1,53,3,1,0,2,9,0,0,4,-99.99,-99.99,NA,2,1,4,3,1,1
"98",301,1,0,1,54,2,2,4,3,9,-99.99,-99.99,4,2,8,4,4,3,2006,4,0,0,54,3,1,0,2,9,0,0,4,-99.99,-99.99,NA,2,1,4,3,1,1
"99",302,1,0,1,53,2,1,4,2,6,7,3,4,7,3,3,3,2,2006,4,0,0,53,3,1,1,1,6,0,0,3,3,7,0,7,0,3,2,1,0
"100",303,1,0,1,46,2,2,4,4,11,-99.99,-99.99,4,2,8,5,4,3,2006,4,0,0,46,2,1,0,3,11,0,0,5,-99.99,-99.99,NA,2,1,4,3,1,1
"101",304,1,0,1,51,2,2,2,4,11,4,8,4,2,8,5,3,3,2006,4,0,0,51,3,1,0,3,11,1,0,5,8,4,1,2,1,3,3,1,1
"102",305,1,0,1,41,2,2,4,4,11,-99.99,-99.99,4,4,8,5,3,3,2006,4,0,0,41,2,1,0,3,11,0,0,5,-99.99,-99.99,NA,4,1,3,3,1,1
"103",306,1,0,1,31,1,2,4,3,9,-99.99,-99.99,7,97,97,5,3,3,2006,4,0,0,31,2,0,0,2,9,0,NA,5,-99.99,-99.99,NA,97,NA,3,3,1,1
"104",307,1,0,1,22,1,2,2,8,16,-99.99,-99.99,7,97,97,4,3,3,2006,4,0,0,22,1,0,0,4,16,1,NA,4,-99.99,-99.99,NA,97,NA,3,3,1,1
"105",308,1,0,1,23,1,2,1,8,16,5,9,7,97,97,3,3,2,2006,4,0,0,23,1,0,0,4,16,0,NA,3,9,5,0,97,NA,3,2,1,0
"106",309,1,0,2,25,2,2,4,4,12,-99.99,-99.99,4,9,8,4,3,2,2006,4,0,1,25,1,1,0,3,12,0,0,4,-99.99,-99.99,NA,9,1,3,2,1,0
"107",310,1,0,2,30,2,1,4,2,6,4,8,4,12,12,5,3,1,2006,4,0,1,30,2,1,1,1,6,0,0,5,8,4,1,12,0,3,1,1,0
"108",311,1,0,2,52,2,1,4,3,9,-99.99,-99.99,4,4,8,3,4,3,2006,4,0,1,52,3,1,1,2,9,0,0,3,-99.99,-99.99,NA,4,1,4,3,1,1
"109",312,1,0,2,30,2,1,4,3,8,-99.99,-99.99,4,7,3,4,4,3,2006,4,0,1,30,2,1,1,2,8,0,0,4,-99.99,-99.99,NA,7,0,4,3,1,1
"110",313,1,0,1,62,2,2,4,3,9,-99.99,-99.99,4,2,8,3,3,3,2006,4,0,0,62,3,1,0,2,9,0,0,3,-99.99,-99.99,NA,2,1,3,3,1,1
"111",314,1,0,2,48,3,2,4,4,10,2,8,7,97,97,4,4,3,2006,4,0,1,48,2,0,0,3,10,0,NA,4,8,2,1,97,NA,4,3,1,1
"112",315,1,0,2,21,1,2,1,6,12,-99.99,-99.99,7,97,97,4,2,2,2006,4,0,1,21,1,0,0,3,12,0,NA,4,-99.99,-99.99,NA,97,NA,2,2,0,0
"113",316,1,0,2,42,2,2,4,4,12,-99.99,-99.99,7,97,97,3,3,3,2006,4,0,1,42,2,1,0,3,12,0,NA,3,-99.99,-99.99,NA,97,NA,3,3,1,1
"114",317,1,0,1,35,2,1,4,3,9,7,11,4,7,3,4,4,3,2006,4,0,0,35,2,1,1,2,9,0,0,4,11,7,0,7,0,4,3,1,1
"115",318,1,0,1,37,4,2,4,7,14,5,9,4,4,8,4,4,3,2006,4,0,0,37,2,0,0,4,14,0,0,4,9,5,0,4,1,4,3,1,1
"116",319,1,0,2,45,2,2,4,3,9,-99.99,-99.99,4,7,4,4,4,3,2006,4,0,1,45,2,1,0,2,9,0,0,4,-99.99,-99.99,NA,7,0,4,3,1,1
"117",320,1,0,2,36,2,1,4,3,9,-99.99,-99.99,4,12,12,5,3,2,2006,4,0,1,36,2,1,1,2,9,0,0,5,-99.99,-99.99,NA,12,0,3,2,1,0
"118",321,1,0,2,44,2,2,4,4,11,-99.99,-99.99,4,3,8,4,3,3,2006,4,0,1,44,2,1,0,3,11,0,0,4,-99.99,-99.99,NA,3,1,3,3,1,1
"119",322,1,0,2,49,2,2,4,4,11,-99.99,-99.99,7,97,97,3,3,3,2006,4,0,1,49,2,1,0,3,11,0,NA,3,-99.99,-99.99,NA,97,NA,3,3,1,1
"120",323,1,0,2,40,2,1,4,3,9,7,3,4,7,3,4,4,3,2006,4,0,1,40,2,1,1,2,9,0,0,4,3,7,0,7,0,4,3,1,1
"121",324,1,0,1,22,1,1,4,3,9,7,9,7,97,97,5,4,3,2006,4,0,0,22,1,0,1,2,9,0,NA,5,9,7,0,97,NA,4,3,1,1
"122",325,1,0,2,38,2,1,4,3,8,-99.99,-99.99,4,97,97,5,3,3,2006,4,0,1,38,2,1,1,2,8,0,0,5,-99.99,-99.99,NA,97,NA,3,3,1,1
"123",326,1,0,2,19,1,1,4,2,5,7,3,7,97,97,4,3,3,2006,4,0,1,19,1,0,1,1,5,0,NA,4,3,7,0,97,NA,3,3,1,1
"124",327,1,0,1,41,2,2,4,3,8,4,8,4,12,12,5,4,2,2006,4,0,0,41,2,1,0,2,8,0,0,5,8,4,1,12,0,4,2,1,0
"125",328,1,0,1,61,2,2,4,8,16,-99.99,-99.99,4,98,98,3,4,3,2006,4,0,0,61,3,1,0,4,16,0,0,3,-99.99,-99.99,NA,98,NA,4,3,1,1
"126",329,1,0,1,44,2,2,4,4,12,4,8,4,12,12,4,3,3,2006,4,0,0,44,2,1,0,3,12,0,0,4,8,4,1,12,0,3,3,1,1
"127",330,1,0,1,47,2,2,4,4,11,2,8,7,97,97,5,3,3,2006,4,0,0,47,2,1,0,3,11,0,NA,5,8,2,1,97,NA,3,3,1,1
"128",331,1,0,2,43,2,2,4,4,12,-99.99,-99.99,7,97,97,5,3,3,2006,4,0,1,43,2,1,0,3,12,0,NA,5,-99.99,-99.99,NA,97,NA,3,3,1,1
"129",332,1,0,2,54,2,2,4,7,11,3,7,4,12,12,3,4,2,2006,4,0,1,54,3,1,0,4,11,0,0,3,7,3,1,12,0,4,2,1,0
"130",334,1,0,2,38,2,2,4,3,8,4,8,2,3,7,3,3,3,2006,4,0,1,38,2,1,0,2,8,0,1,3,8,4,1,3,1,3,3,1,1
"131",336,1,0,2,30,2,2,4,6,13,-99.99,-99.99,4,2,8,4,4,3,2006,4,0,1,30,2,1,0,3,13,0,0,4,-99.99,-99.99,NA,2,1,4,3,1,1
"132",337,1,0,1,44,2,2,4,4,11,4,8,4,4,8,2,4,3,2006,4,0,0,44,2,1,0,3,11,0,0,2,8,4,1,4,1,4,3,1,1
"133",338,1,0,1,43,2,2,4,3,9,4,8,4,4,8,3,3,3,2006,4,0,0,43,2,1,0,2,9,0,0,3,8,4,1,4,1,3,3,1,1
"134",339,1,0,1,48,2,2,4,4,11,4,8,4,4,8,5,4,2,2006,4,0,0,48,2,1,0,3,11,0,0,5,8,4,1,4,1,4,2,1,0
"135",340,1,0,1,29,2,1,4,3,9,4,8,4,4,8,4,2,2,2006,4,0,0,29,1,1,1,2,9,0,0,4,8,4,1,4,1,2,2,0,0
"136",341,1,0,1,18,1,2,1,3,11,-99.99,-99.99,7,97,97,4,4,3,2006,4,0,0,18,1,0,0,2,11,0,NA,4,-99.99,-99.99,NA,97,NA,4,3,1,1
"137",342,1,0,2,64,5,1,4,1,0,-99.99,-99.99,7,97,97,5,4,3,2006,4,0,1,64,3,0,1,0,0,0,NA,5,-99.99,-99.99,NA,97,NA,4,3,1,1
"138",343,1,1,2,32,2,2,4,7,15,1,7,4,12,12,4,3,3,2006,4,0,1,32,2,1,0,4,15,0,0,4,7,1,1,12,0,3,3,1,1
"139",344,1,1,2,55,2,1,4,7,15,-99.99,-99.99,4,2,8,5,3,3,2006,4,0,1,55,3,1,1,4,15,0,0,5,-99.99,-99.99,NA,2,1,3,3,1,1
"140",345,1,1,2,52,2,1,4,6,12,-99.99,-99.99,4,97,97,5,3,3,2006,4,0,1,52,3,1,1,3,12,0,0,5,-99.99,-99.99,NA,97,NA,3,3,1,1
"141",346,1,1,2,43,2,1,4,4,12,-99.99,-99.99,4,12,12,5,3,3,2006,4,0,1,43,2,1,1,3,12,0,0,5,-99.99,-99.99,NA,12,0,3,3,1,1
"142",347,1,1,2,25,1,2,4,8,16,5,9,7,97,97,3,3,3,2006,4,0,1,25,1,0,0,4,16,0,NA,3,9,5,0,97,NA,3,3,1,1
"143",348,1,1,2,36,2,1,4,3,8,9,8,4,12,12,4,3,3,2006,4,0,1,36,2,1,1,2,8,0,0,4,8,9,1,12,0,3,3,1,1
"144",349,1,1,1,39,2,1,4,3,8,-99.99,-99.99,4,12,12,5,3,3,2006,4,0,0,39,2,1,1,2,8,0,0,5,-99.99,-99.99,NA,12,0,3,3,1,1
"145",350,1,1,1,54,2,2,4,3,9,7,4,2,9,8,2,4,3,2006,4,0,0,54,3,1,0,2,9,0,1,2,4,7,0,9,1,4,3,1,1
"146",351,1,1,1,38,2,2,4,3,8,5,9,4,12,12,4,4,4,2006,4,0,0,38,2,1,0,2,8,0,0,4,9,5,0,12,0,4,4,1,1
"147",352,1,0,1,43,2,2,4,6,13,2,8,4,3,7,5,3,2,2006,4,0,0,43,2,1,0,3,13,0,0,5,8,2,1,3,1,3,2,1,0
"148",353,1,0,1,29,2,2,4,8,16,2,8,4,5,9,2,3,2,2006,4,0,0,29,1,1,0,4,16,0,0,2,8,2,1,5,0,3,2,1,0
"149",354,1,0,2,30,2,1,4,3,8,12,11,4,7,4,4,4,3,2006,4,0,1,30,2,1,1,2,8,0,0,4,11,12,0,7,0,4,3,1,1
"150",355,1,0,1,21,1,2,4,7,15,7,3,7,97,97,4,2,2,2006,4,0,0,21,1,0,0,4,15,0,NA,4,3,7,0,97,NA,2,2,0,0
"151",356,1,0,2,56,2,2,4,2,3,-99.99,-99.99,4,4,8,4,3,2,2006,4,0,1,56,3,1,0,1,3,0,0,4,-99.99,-99.99,NA,4,1,3,2,1,0
"152",357,1,0,2,29,2,1,4,3,8,-99.99,-99.99,4,7,4,3,3,2,2006,4,0,1,29,1,1,1,2,8,0,0,3,-99.99,-99.99,NA,7,0,3,2,1,0
"153",358,1,0,2,27,2,1,4,1,0,-99.99,-99.99,4,7,9,4,3,3,2006,4,0,1,27,1,1,1,0,0,0,0,4,-99.99,-99.99,NA,7,0,3,3,1,1
