"","id","qs2a","RURAL1","qa01","qa02","qa03","qa04","qa06","qa08a","qa10","qb4a","qb4c","qc1_5b","qc1_5d","qc1_5e","qd01","qe05_06","qe05_05","year","wave","time","female","age","corhort","marriage","hukouRural","edu","eduyear","party","party_parter","socialLevel_Per","job","occ","occR","occ_parter","occ_parterR","trust_gover","trus_local","trust_goverR","trus_localR"
"1264",6282,12,1,1,34,2,1,4,3,7,-99.99,-99.99,4,8,1,4,4,3,2006,4,0,0,34,2,1,1,2,7,0,0,4,-99.99,-99.99,NA,8,0,4,3,1,1
"1265",6283,12,1,2,55,2,1,4,2,2,8,1,4,2,8,4,4,4,2006,4,0,1,55,3,1,1,1,2,0,0,4,1,8,0,2,1,4,4,1,1
"1266",6284,12,1,2,29,2,1,4,1,0,8,2,4,8,2,4,4,3,2006,4,0,1,29,1,1,1,0,0,0,0,4,2,8,0,8,0,4,3,1,1
"1267",6285,12,1,2,37,2,1,4,1,0,8,1,4,8,1,5,4,1,2006,4,0,1,37,2,1,1,0,0,0,0,5,1,8,0,8,0,4,1,1,0
"1268",6286,12,1,2,42,2,1,4,2,5,8,1,4,8,1,4,4,2,2006,4,0,1,42,2,1,1,1,5,0,0,4,1,8,0,8,0,4,2,1,0
"1269",6287,12,1,2,40,2,1,4,2,5,8,1,4,8,1,4,4,3,2006,4,0,1,40,2,1,1,1,5,0,0,4,1,8,0,8,0,4,3,1,1
"1270",6288,12,1,2,43,2,1,4,1,0,8,1,4,7,9,3,4,2,2006,4,0,1,43,2,1,1,0,0,0,0,3,1,8,0,7,0,4,2,1,0
"1271",6289,12,1,1,54,2,1,4,1,0,8,1,4,8,1,4,4,2,2006,4,0,0,54,3,1,1,0,0,0,0,4,1,8,0,8,0,4,2,1,0
"1272",6290,12,1,1,65,2,1,4,2,5,8,1,4,8,1,4,4,1,2006,4,0,0,65,3,1,1,1,5,0,0,4,1,8,0,8,0,4,1,1,0
"1273",6291,12,1,1,44,2,1,2,3,6,8,1,4,8,1,3,4,3,2006,4,0,0,44,2,1,1,2,6,1,0,3,1,8,0,8,0,4,3,1,1
"1274",6292,12,1,1,43,2,2,4,4,11,-99.99,-99.99,4,7,3,4,3,2,2006,4,0,0,43,2,1,0,3,11,0,0,4,-99.99,-99.99,NA,7,0,3,2,1,0
"1275",6293,12,1,2,60,5,1,4,1,0,8,1,7,97,97,5,4,3,2006,4,0,1,60,3,0,1,0,0,0,NA,5,1,8,0,97,NA,4,3,1,1
"1276",6294,12,1,1,30,2,1,4,2,5,7,3,4,7,3,3,4,4,2006,4,0,0,30,2,1,1,1,5,0,0,3,3,7,0,7,0,4,4,1,1
"1277",6295,12,1,2,60,5,1,4,1,0,8,1,7,97,97,3,4,2,2006,4,0,1,60,3,0,1,0,0,0,NA,3,1,8,0,97,NA,4,2,1,0
"1278",6296,12,1,2,26,2,1,4,2,6,8,1,4,5,9,4,3,3,2006,4,0,1,26,1,1,1,1,6,0,0,4,1,8,0,5,0,3,3,1,1
"1279",6297,12,1,1,49,3,1,4,2,3,8,1,7,97,97,5,4,4,2006,4,0,0,49,2,0,1,1,3,0,NA,5,1,8,0,97,NA,4,4,1,1
"1280",6298,12,1,2,30,2,1,4,3,10,5,6,4,3,7,3,4,3,2006,4,0,1,30,2,1,1,2,10,0,0,3,6,5,0,3,1,4,3,1,1
"1281",6299,12,1,2,51,2,1,4,1,0,8,1,4,8,1,3,3,3,2006,4,0,1,51,3,1,1,0,0,0,0,3,1,8,0,8,0,3,3,1,1
"1282",6300,12,1,2,28,2,1,4,1,0,8,1,4,5,9,4,4,3,2006,4,0,1,28,1,1,1,0,0,0,0,4,1,8,0,5,0,4,3,1,1
"1283",6301,12,1,1,53,2,1,4,3,5,8,1,4,8,1,3,4,3,2006,4,0,0,53,3,1,1,2,5,0,0,3,1,8,0,8,0,4,3,1,1
"1284",6302,12,1,1,45,2,1,4,3,7,8,1,4,8,1,4,4,2,2006,4,0,0,45,2,1,1,2,7,0,0,4,1,8,0,8,0,4,2,1,0
"1285",6303,12,1,1,68,2,1,4,2,2,8,1,4,8,1,5,4,3,2006,4,0,0,68,3,1,1,1,2,0,0,5,1,8,0,8,0,4,3,1,1
"1286",6304,12,1,1,28,2,1,4,2,6,8,1,4,97,97,3,4,4,2006,4,0,0,28,1,1,1,1,6,0,0,3,1,8,0,97,NA,4,4,1,1
"1287",6305,12,1,1,41,2,1,4,2,5,8,1,4,8,1,5,4,3,2006,4,0,0,41,2,1,1,1,5,0,0,5,1,8,0,8,0,4,3,1,1
"1288",6306,12,1,1,26,2,1,4,2,5,8,1,4,8,1,4,4,3,2006,4,0,0,26,1,1,1,1,5,0,0,4,1,8,0,8,0,4,3,1,1
"1289",6307,12,1,2,36,2,1,4,1,0,8,1,4,8,1,5,3,1,2006,4,0,1,36,2,1,1,0,0,0,0,5,1,8,0,8,0,3,1,1,0
"1290",6308,12,1,1,58,5,1,4,6,11,8,1,7,97,97,5,3,3,2006,4,0,0,58,3,0,1,3,11,0,NA,5,1,8,0,97,NA,3,3,1,1
"1291",6309,12,1,2,55,2,1,4,1,0,8,1,4,8,1,3,4,4,2006,4,0,1,55,3,1,1,0,0,0,0,3,1,8,0,8,0,4,4,1,1
"1292",6310,12,1,2,32,2,1,4,2,3,8,1,4,8,1,5,3,3,2006,4,0,1,32,2,1,1,1,3,0,0,5,1,8,0,8,0,3,3,1,1
"1293",6311,12,1,2,19,1,1,1,3,9,-99.99,-99.99,7,97,97,5,3,2,2006,4,0,1,19,1,0,1,2,9,0,NA,5,-99.99,-99.99,NA,97,NA,3,2,1,0
"1294",6312,12,1,2,27,2,1,4,3,8,8,1,4,8,1,3,4,3,2006,4,0,1,27,1,1,1,2,8,0,0,3,1,8,0,8,0,4,3,1,1
"1295",6313,12,1,2,20,1,1,4,3,9,-99.99,-99.99,7,97,97,3,3,3,2006,4,0,1,20,1,0,1,2,9,0,NA,3,-99.99,-99.99,NA,97,NA,3,3,1,1
"1296",6314,12,1,1,29,2,1,4,2,6,8,1,4,8,1,5,4,2,2006,4,0,0,29,1,1,1,1,6,0,0,5,1,8,0,8,0,4,2,1,0
"1297",6315,12,1,1,50,2,1,4,3,9,8,1,4,8,1,4,3,3,2006,4,0,0,50,3,1,1,2,9,0,0,4,1,8,0,8,0,3,3,1,1
"1298",6316,12,1,1,50,2,2,4,2,5,3,7,4,6,10,3,4,2,2006,4,0,0,50,3,1,0,1,5,0,0,3,7,3,1,6,0,4,2,1,0
"1299",6317,12,1,1,43,2,1,4,3,8,7,3,4,8,1,5,4,3,2006,4,0,0,43,2,1,1,2,8,0,0,5,3,7,0,8,0,4,3,1,1
"1300",6318,12,1,1,28,2,1,4,2,6,8,1,4,8,1,3,4,3,2006,4,0,0,28,1,1,1,1,6,0,0,3,1,8,0,8,0,4,3,1,1
"1301",6319,12,0,1,27,1,2,4,2,3,8,1,7,97,97,4,4,3,2006,4,0,0,27,1,0,0,1,3,0,NA,4,1,8,0,97,NA,4,3,1,1
"1302",6320,12,0,2,30,2,1,4,3,9,8,1,4,5,9,3,3,3,2006,4,0,1,30,2,1,1,2,9,0,0,3,1,8,0,5,0,3,3,1,1
"1303",6321,12,0,2,65,2,1,4,2,6,-99.99,-99.99,4,8,1,3,3,4,2006,4,0,1,65,3,1,1,1,6,0,0,3,-99.99,-99.99,NA,8,0,3,4,1,1
"1304",6322,12,0,2,28,2,1,4,3,8,-99.99,-99.99,4,8,1,4,3,3,2006,4,0,1,28,1,1,1,2,8,0,0,4,-99.99,-99.99,NA,8,0,3,3,1,1
"1305",6323,12,0,2,22,2,1,4,3,7,-99.99,-99.99,4,5,5,4,3,2,2006,4,0,1,22,1,1,1,2,7,0,0,4,-99.99,-99.99,NA,5,0,3,2,1,0
"1306",6324,12,0,2,38,2,1,4,2,3,8,1,4,8,1,4,4,2,2006,4,0,1,38,2,1,1,1,3,0,0,4,1,8,0,8,0,4,2,1,0
"1307",6325,12,0,1,54,2,1,4,1,0,8,1,4,8,1,4,4,2,2006,4,0,0,54,3,1,1,0,0,0,0,4,1,8,0,8,0,4,2,1,0
"1308",6326,12,0,1,42,2,1,4,2,3,12,11,4,97,97,5,4,3,2006,4,0,0,42,2,1,1,1,3,0,0,5,11,12,0,97,NA,4,3,1,1
"1309",6327,12,0,1,42,2,2,4,4,11,7,4,4,7,4,3,4,4,2006,4,0,0,42,2,1,0,3,11,0,0,3,4,7,0,7,0,4,4,1,1
"1310",6328,12,0,1,52,2,2,4,4,12,3,7,4,3,7,3,3,3,2006,4,0,0,52,3,1,0,3,12,0,0,3,7,3,1,3,1,3,3,1,1
"1311",6329,12,0,1,20,1,1,1,2,10,-99.99,-99.99,7,97,97,3,3,3,2006,4,0,0,20,1,0,1,1,10,0,NA,3,-99.99,-99.99,NA,97,NA,3,3,1,1
"1312",6330,12,0,1,25,1,1,4,2,6,7,3,7,97,97,3,3,3,2006,4,0,0,25,1,0,1,1,6,0,NA,3,3,7,0,97,NA,3,3,1,1
"1313",6331,12,0,2,23,1,2,1,8,15,5,9,7,97,97,3,3,2,2006,4,0,1,23,1,0,0,4,15,0,NA,3,9,5,0,97,NA,3,2,1,0
"1314",6332,12,0,2,42,2,1,4,3,8,8,1,4,7,9,5,3,4,2006,4,0,1,42,2,1,1,2,8,0,0,5,1,8,0,7,0,3,4,1,1
"1315",6333,12,0,2,54,2,1,4,2,3,-99.99,-99.99,4,8,1,3,4,3,2006,4,0,1,54,3,1,1,1,3,0,0,3,-99.99,-99.99,NA,8,0,4,3,1,1
"1316",6334,12,0,2,37,2,1,4,4,9,7,3,4,2,8,4,5,2,2006,4,0,1,37,2,1,1,3,9,0,0,4,3,7,0,2,1,5,2,NA,0
"1317",6335,12,0,2,45,2,1,4,3,9,8,1,4,8,3,3,4,3,2006,4,0,1,45,2,1,1,2,9,0,0,3,1,8,0,8,0,4,3,1,1
"1318",6336,12,0,1,21,1,1,4,3,9,2,8,7,97,97,3,4,4,2006,4,0,0,21,1,0,1,2,9,0,NA,3,8,2,1,97,NA,4,4,1,1
"1319",6337,12,0,1,49,2,1,4,3,8,8,1,4,8,1,3,4,2,2006,4,0,0,49,2,1,1,2,8,0,0,3,1,8,0,8,0,4,2,1,0
"1320",6338,12,0,1,35,2,1,4,2,6,5,9,4,8,1,4,4,2,2006,4,0,0,35,2,1,1,1,6,0,0,4,9,5,0,8,0,4,2,1,0
"1321",6339,12,0,1,50,2,1,4,3,8,8,1,4,8,1,3,4,3,2006,4,0,0,50,3,1,1,2,8,0,0,3,1,8,0,8,0,4,3,1,1
"1322",6340,12,0,1,45,2,1,4,2,6,3,7,4,97,97,3,3,3,2006,4,0,0,45,2,1,1,1,6,0,0,3,7,3,1,97,NA,3,3,1,1
"1323",6341,12,0,2,40,2,1,4,3,9,7,4,4,7,4,3,3,3,2006,4,0,1,40,2,1,1,2,9,0,0,3,4,7,0,7,0,3,3,1,1
"1324",6343,12,0,2,60,2,1,4,1,0,7,3,4,8,1,5,4,3,2006,4,0,1,60,3,1,1,0,0,0,0,5,3,7,0,8,0,4,3,1,1
"1325",6344,12,0,2,42,2,1,4,3,9,7,3,4,8,1,4,4,2,2006,4,0,1,42,2,1,1,2,9,0,0,4,3,7,0,8,0,4,2,1,0
"1326",6345,12,0,1,62,2,1,4,2,1,8,1,4,97,97,5,3,3,2006,4,0,0,62,3,1,1,1,1,0,0,5,1,8,0,97,NA,3,3,1,1
"1327",6346,12,0,2,59,2,2,4,2,2,-99.99,-99.99,2,1,7,4,4,4,2006,4,0,1,59,3,1,0,1,2,0,1,4,-99.99,-99.99,NA,1,1,4,4,1,1
"1328",6347,12,0,2,35,2,2,4,7,15,3,7,2,3,8,3,4,2,2006,4,0,1,35,2,1,0,4,15,0,1,3,7,3,1,3,1,4,2,1,0
"1329",6348,12,0,2,30,2,2,4,2,3,2,8,4,7,3,3,4,2,2006,4,0,1,30,2,1,0,1,3,0,0,3,8,2,1,7,0,4,2,1,0
"1330",6349,12,0,2,35,5,1,4,1,0,7,3,7,97,97,5,1,1,2006,4,0,1,35,2,0,1,0,0,0,NA,5,3,7,0,97,NA,1,1,0,0
"1331",6350,12,0,1,43,2,2,2,3,9,1,7,2,8,1,4,4,3,2006,4,0,0,43,2,1,0,2,9,1,1,4,7,1,1,8,0,4,3,1,1
"1332",6351,12,0,1,50,2,1,4,1,0,-99.99,-99.99,4,7,3,3,4,1,2006,4,0,0,50,3,1,1,0,0,0,0,3,-99.99,-99.99,NA,7,0,4,1,1,0
"1333",6352,12,0,1,48,2,1,2,4,12,5,8,4,7,3,3,2,2,2006,4,0,0,48,2,1,1,3,12,1,0,3,8,5,0,7,0,2,2,0,0
"1334",6353,12,0,1,45,2,1,4,2,5,7,9,2,8,1,3,4,3,2006,4,0,0,45,2,1,1,1,5,0,1,3,9,7,0,8,0,4,3,1,1
"1335",6354,12,0,1,57,2,1,4,1,0,1,7,4,8,1,4,4,2,2006,4,0,0,57,3,1,1,0,0,0,0,4,7,1,1,8,0,4,2,1,0
"1336",6355,12,0,2,58,3,1,4,1,0,8,1,7,97,97,4,4,2,2006,4,0,1,58,3,0,1,0,0,0,NA,4,1,8,0,97,NA,4,2,1,0
"1337",6356,12,0,2,41,2,1,4,2,5,7,3,4,7,3,3,5,5,2006,4,0,1,41,2,1,1,1,5,0,0,3,3,7,0,7,0,5,5,NA,NA
"1338",6357,12,0,2,41,2,2,2,3,8,10,11,2,1,7,3,4,2,2006,4,0,1,41,2,1,0,2,8,1,1,3,11,10,0,1,1,4,2,1,0
"1339",6358,12,0,2,43,2,1,2,3,8,7,3,4,3,7,4,3,1,2006,4,0,1,43,2,1,1,2,8,1,0,4,3,7,0,3,1,3,1,1,0
"1340",6359,12,0,1,36,2,2,2,6,11,3,7,4,3,7,2,3,3,2006,4,0,0,36,2,1,0,3,11,1,0,2,7,3,1,3,1,3,3,1,1
"1341",6360,12,0,2,47,2,2,4,1,0,8,1,4,8,1,3,4,1,2006,4,0,1,47,2,1,0,0,0,0,0,3,1,8,0,8,0,4,1,1,0
"1342",6361,12,0,1,43,2,1,4,3,6,8,1,4,8,1,4,5,1,2006,4,0,0,43,2,1,1,2,6,0,0,4,1,8,0,8,0,5,1,NA,0
"1343",6362,12,0,1,36,4,1,4,3,9,7,3,4,7,3,4,3,2,2006,4,0,0,36,2,0,1,2,9,0,0,4,3,7,0,7,0,3,2,1,0
"1344",6363,12,0,1,65,2,2,3,1,0,-99.99,-99.99,4,8,1,5,3,3,2006,4,0,0,65,3,1,0,0,0,1,0,5,-99.99,-99.99,NA,8,0,3,3,1,1
"1345",6364,12,0,2,42,2,2,4,3,8,-99.99,-99.99,2,3,7,2,3,3,2006,4,0,1,42,2,1,0,2,8,0,1,2,-99.99,-99.99,NA,3,1,3,3,1,1
"1346",6365,12,0,1,40,2,1,4,2,5,7,3,4,8,1,5,2,2,2006,4,0,0,40,2,1,1,1,5,0,0,5,3,7,0,8,0,2,2,0,0
"1347",6366,12,0,1,22,1,2,1,4,12,-99.99,-99.99,7,97,97,3,3,3,2006,4,0,0,22,1,0,0,3,12,0,NA,3,-99.99,-99.99,NA,97,NA,3,3,1,1
"1348",6367,12,0,2,32,2,1,4,3,8,8,1,4,12,12,4,4,1,2006,4,0,1,32,2,1,1,2,8,0,0,4,1,8,0,12,0,4,1,1,0
"1349",6368,12,0,2,30,2,1,4,1,0,-99.99,-99.99,2,98,98,5,3,3,2006,4,0,1,30,2,1,1,0,0,0,1,5,-99.99,-99.99,NA,98,NA,3,3,1,1
"1350",6369,12,0,2,28,2,2,4,7,13,3,7,4,3,7,3,4,4,2006,4,0,1,28,1,1,0,4,13,0,0,3,7,3,1,3,1,4,4,1,1
"1351",6370,12,0,2,46,2,2,4,7,14,3,7,4,5,9,3,4,3,2006,4,0,1,46,2,1,0,4,14,0,0,3,7,3,1,5,0,4,3,1,1
"1352",6371,12,0,2,40,2,2,4,6,11,3,7,2,1,7,3,3,3,2006,4,0,1,40,2,1,0,3,11,0,1,3,7,3,1,1,1,3,3,1,1
"1353",6372,12,0,2,30,2,2,2,3,8,7,3,4,3,7,3,4,3,2006,4,0,1,30,2,1,0,2,8,1,0,3,3,7,0,3,1,4,3,1,1
"1354",6373,12,0,1,36,2,2,2,8,14,1,7,4,4,9,4,4,3,2006,4,0,0,36,2,1,0,4,14,1,0,4,7,1,1,4,1,4,3,1,1
"1355",6374,12,0,1,39,2,2,4,3,9,7,5,4,7,5,3,4,3,2006,4,0,0,39,2,1,0,2,9,0,0,3,5,7,0,7,0,4,3,1,1
"1356",6375,12,0,2,43,1,2,4,4,12,-99.99,-99.99,7,97,97,3,3,2,2006,4,0,1,43,2,0,0,3,12,0,NA,3,-99.99,-99.99,NA,97,NA,3,2,1,0
"1357",6376,12,0,1,42,2,1,4,2,3,5,9,4,7,3,4,4,4,2006,4,0,0,42,2,1,1,1,3,0,0,4,9,5,0,7,0,4,4,1,1
"1358",6377,12,0,2,47,5,1,4,2,3,8,1,7,97,97,5,4,2,2006,4,0,1,47,2,0,1,1,3,0,NA,5,1,8,0,97,NA,4,2,1,0
"1359",6378,12,0,1,23,2,2,4,5,10,7,4,4,7,6,4,4,4,2006,4,0,0,23,1,1,0,3,10,0,0,4,4,7,0,7,0,4,4,1,1
"1360",6379,12,0,2,39,2,1,4,1,0,8,1,4,7,3,4,4,1,2006,4,0,1,39,2,1,1,0,0,0,0,4,1,8,0,7,0,4,1,1,0
"1361",6380,12,0,2,23,2,1,4,2,5,-99.99,-99.99,4,7,3,3,5,3,2006,4,0,1,23,1,1,1,1,5,0,0,3,-99.99,-99.99,NA,7,0,5,3,NA,1
"1362",6381,12,0,2,30,2,1,4,2,3,7,9,1,3,8,4,4,4,2006,4,0,1,30,2,1,1,1,3,0,0,4,9,7,0,3,1,4,4,1,1
"1363",6382,12,0,2,19,1,2,1,8,12,-99.99,-99.99,7,97,97,4,4,3,2006,4,0,1,19,1,0,0,4,12,0,NA,4,-99.99,-99.99,NA,97,NA,4,3,1,1
"1364",6383,12,0,2,44,2,1,4,2,3,8,1,4,8,1,4,3,5,2006,4,0,1,44,2,1,1,1,3,0,0,4,1,8,0,8,0,3,5,1,NA
"1365",6384,12,0,2,53,2,1,4,1,0,8,1,4,8,1,4,4,2,2006,4,0,1,53,3,1,1,0,0,0,0,4,1,8,0,8,0,4,2,1,0
"1366",6385,12,0,2,33,2,2,4,1,0,7,4,4,2,8,3,2,2,2006,4,0,1,33,2,1,0,0,0,0,0,3,4,7,0,2,1,2,2,0,0
"1367",6386,12,0,1,27,2,1,4,3,8,7,3,4,8,1,4,4,3,2006,4,0,0,27,1,1,1,2,8,0,0,4,3,7,0,8,0,4,3,1,1
"1368",6387,12,0,1,39,2,1,4,1,0,7,9,4,97,97,4,4,1,2006,4,0,0,39,2,1,1,0,0,0,0,4,9,7,0,97,NA,4,1,1,0
"1369",6388,12,0,1,53,2,2,2,3,6,-99.99,-99.99,4,8,2,4,4,3,2006,4,0,0,53,3,1,0,2,6,1,0,4,-99.99,-99.99,NA,8,0,4,3,1,1
"1370",6389,12,0,1,31,2,2,2,7,14,1,7,4,3,7,4,4,4,2006,4,0,0,31,2,1,0,4,14,1,0,4,7,1,1,3,1,4,4,1,1
"1371",6390,12,0,1,36,2,2,4,3,8,2,8,4,8,1,4,4,3,2006,4,0,0,36,2,1,0,2,8,0,0,4,8,2,1,8,0,4,3,1,1
"1372",6391,12,0,2,36,2,2,4,3,8,7,3,4,7,3,4,4,2,2006,4,0,1,36,2,1,0,2,8,0,0,4,3,7,0,7,0,4,2,1,0
"1373",6392,12,1,2,64,2,1,4,1,0,8,1,4,8,1,4,4,3,2006,4,0,1,64,3,1,1,0,0,0,0,4,1,8,0,8,0,4,3,1,1
"1374",6393,12,1,2,60,2,1,2,2,3,8,1,4,8,1,3,4,4,2006,4,0,1,60,3,1,1,1,3,1,0,3,1,8,0,8,0,4,4,1,1
"1375",6394,12,1,2,38,2,1,4,4,11,7,3,1,8,1,3,4,3,2006,4,0,1,38,2,1,1,3,11,0,0,3,3,7,0,8,0,4,3,1,1
"1376",6395,12,1,2,64,2,1,4,1,0,8,1,4,8,1,3,4,3,2006,4,0,1,64,3,1,1,0,0,0,0,3,1,8,0,8,0,4,3,1,1
"1377",6396,12,1,2,50,2,1,4,2,3,8,1,4,8,1,5,4,3,2006,4,0,1,50,3,1,1,1,3,0,0,5,1,8,0,8,0,4,3,1,1
"1378",6397,12,1,1,30,2,1,4,2,2,8,1,4,8,1,4,3,3,2006,4,0,0,30,2,1,1,1,2,0,0,4,1,8,0,8,0,3,3,1,1
"1379",6398,12,1,1,59,2,1,4,2,1,8,1,4,8,1,5,4,3,2006,4,0,0,59,3,1,1,1,1,0,0,5,1,8,0,8,0,4,3,1,1
"1380",6399,12,1,1,31,2,1,4,3,8,5,9,4,8,1,5,4,5,2006,4,0,0,31,2,1,1,2,8,0,0,5,9,5,0,8,0,4,5,1,NA
"1381",6400,12,1,1,31,1,1,4,2,5,8,1,7,97,97,4,4,2,2006,4,0,0,31,2,0,1,1,5,0,NA,4,1,8,0,97,NA,4,2,1,0
"1382",6401,12,1,1,51,2,1,4,2,5,8,1,4,8,1,4,4,3,2006,4,0,0,51,3,1,1,1,5,0,0,4,1,8,0,8,0,4,3,1,1
"1383",6402,12,1,1,32,2,1,4,2,2,7,9,4,8,1,3,4,1,2006,4,0,0,32,2,1,1,1,2,0,0,3,9,7,0,8,0,4,1,1,0
"1384",6403,12,1,2,41,2,1,4,2,5,8,1,4,8,1,3,4,1,2006,4,0,1,41,2,1,1,1,5,0,0,3,1,8,0,8,0,4,1,1,0
"1385",6404,12,1,2,55,2,1,4,2,2,8,1,4,8,1,3,4,3,2006,4,0,1,55,3,1,1,1,2,0,0,3,1,8,0,8,0,4,3,1,1
"1386",6405,12,1,2,50,2,1,4,1,0,8,1,4,8,1,4,3,3,2006,4,0,1,50,3,1,1,0,0,0,0,4,1,8,0,8,0,3,3,1,1
"1387",6406,12,1,2,50,2,1,4,1,0,8,1,4,8,1,5,4,4,2006,4,0,1,50,3,1,1,0,0,0,0,5,1,8,0,8,0,4,4,1,1
"1388",6407,12,1,2,34,2,1,4,2,5,8,2,4,7,9,5,4,4,2006,4,0,1,34,2,1,1,1,5,0,0,5,2,8,0,7,0,4,4,1,1
"1389",1,13,1,1,53,2,1,4,4,10,8,1,4,8,1,4,4,4,2006,4,0,0,53,3,1,1,3,10,0,0,4,1,8,0,8,0,4,4,1,1
"1390",2,13,1,2,45,2,1,4,1,0,8,1,4,8,1,5,4,4,2006,4,0,1,45,2,1,1,0,0,0,0,5,1,8,0,8,0,4,4,1,1
"1391",3,13,1,1,64,2,1,4,3,9,8,1,4,8,1,2,4,3,2006,4,0,0,64,3,1,1,2,9,0,0,2,1,8,0,8,0,4,3,1,1
"1392",4,13,1,1,45,2,1,4,2,2,8,1,4,8,1,3,3,2,2006,4,0,0,45,2,1,1,1,2,0,0,3,1,8,0,8,0,3,2,1,0
"1393",5,13,1,1,38,2,1,4,2,5,8,1,4,8,1,4,4,3,2006,4,0,0,38,2,1,1,1,5,0,0,4,1,8,0,8,0,4,3,1,1
"1394",6,13,1,1,44,2,1,4,3,9,8,1,4,12,12,3,4,3,2006,4,0,0,44,2,1,1,2,9,0,0,3,1,8,0,12,0,4,3,1,1
"1395",7,13,1,2,52,2,1,4,1,0,8,1,4,8,1,5,4,1,2006,4,0,1,52,3,1,1,0,0,0,0,5,1,8,0,8,0,4,1,1,0
"1396",8,13,1,2,43,2,1,4,2,5,-99.99,-99.99,4,8,1,5,4,4,2006,4,0,1,43,2,1,1,1,5,0,0,5,-99.99,-99.99,NA,8,0,4,4,1,1
"1397",9,13,1,2,54,2,1,4,2,4,8,1,4,8,1,3,4,2,2006,4,0,1,54,3,1,1,1,4,0,0,3,1,8,0,8,0,4,2,1,0
"1398",10,13,0,2,41,5,1,4,1,0,8,1,7,97,97,5,4,1,2006,4,0,1,41,2,0,1,0,0,0,NA,5,1,8,0,97,NA,4,1,1,0
"1399",11,13,0,2,20,1,1,4,3,6,8,1,7,97,97,3,4,4,2006,4,0,1,20,1,0,1,2,6,0,NA,3,1,8,0,97,NA,4,4,1,1
"1400",12,13,0,2,60,2,1,4,1,0,8,1,4,8,1,4,4,4,2006,4,0,1,60,3,1,1,0,0,0,0,4,1,8,0,8,0,4,4,1,1
"1401",13,13,0,2,41,2,1,4,1,0,8,1,7,97,97,5,4,2,2006,4,0,1,41,2,1,1,0,0,0,NA,5,1,8,0,97,NA,4,2,1,0
"1402",14,13,0,1,31,2,1,2,6,11,1,7,1,97,97,4,5,3,2006,4,0,0,31,2,1,1,3,11,1,0,4,7,1,1,97,NA,5,3,NA,1
"1403",15,13,0,1,31,2,1,4,3,7,8,1,4,8,1,4,3,2,2006,4,0,0,31,2,1,1,2,7,0,0,4,1,8,0,8,0,3,2,1,0
"1404",16,13,0,1,41,2,1,4,2,5,8,1,4,8,1,5,4,4,2006,4,0,0,41,2,1,1,1,5,0,0,5,1,8,0,8,0,4,4,1,1
"1405",17,13,0,1,60,2,1,4,1,0,8,1,4,8,1,4,4,4,2006,4,0,0,60,3,1,1,0,0,0,0,4,1,8,0,8,0,4,4,1,1
"1406",18,13,0,1,38,2,1,2,3,8,8,1,4,8,1,2,4,2,2006,4,0,0,38,2,1,1,2,8,1,0,2,1,8,0,8,0,4,2,1,0
"1407",19,13,0,2,42,5,1,4,1,0,8,1,7,97,97,5,5,2,2006,4,0,1,42,2,0,1,0,0,0,NA,5,1,8,0,97,NA,5,2,NA,0
"1408",20,13,0,2,69,2,1,4,1,0,8,1,4,8,1,3,4,3,2006,4,0,1,69,3,1,1,0,0,0,0,3,1,8,0,8,0,4,3,1,1
"1409",21,13,0,2,35,2,1,4,2,5,8,1,4,8,1,5,4,2,2006,4,0,1,35,2,1,1,1,5,0,0,5,1,8,0,8,0,4,2,1,0
"1410",22,13,0,2,40,2,1,4,1,0,8,1,4,8,1,4,5,2,2006,4,0,1,40,2,1,1,0,0,0,0,4,1,8,0,8,0,5,2,NA,0
"1411",23,13,0,1,22,1,2,1,8,16,-99.99,-99.99,7,97,97,2,4,3,2006,4,0,0,22,1,0,0,4,16,0,NA,2,-99.99,-99.99,NA,97,NA,4,3,1,1
"1412",24,13,0,1,26,2,2,1,4,11,8,1,4,8,1,3,5,3,2006,4,0,0,26,1,1,0,3,11,0,0,3,1,8,0,8,0,5,3,NA,1
"1413",25,13,0,1,66,5,1,4,2,5,8,1,7,97,97,5,4,4,2006,4,0,0,66,3,0,1,1,5,0,NA,5,1,8,0,97,NA,4,4,1,1
"1414",26,13,0,1,53,2,1,4,3,8,8,1,4,8,1,4,4,2,2006,4,0,0,53,3,1,1,2,8,0,0,4,1,8,0,8,0,4,2,1,0
"1415",27,13,0,1,51,2,1,4,3,8,8,1,4,8,1,2,3,1,2006,4,0,0,51,3,1,1,2,8,0,0,2,1,8,0,8,0,3,1,1,0
"1416",28,13,0,1,45,2,1,4,3,8,8,1,4,8,1,3,4,2,2006,4,0,0,45,2,1,1,2,8,0,0,3,1,8,0,8,0,4,2,1,0
"1417",29,13,0,1,50,2,1,4,2,5,8,1,4,8,1,5,4,3,2006,4,0,0,50,3,1,1,1,5,0,0,5,1,8,0,8,0,4,3,1,1
"1418",30,13,0,2,38,2,1,4,2,2,8,1,4,8,1,5,5,5,2006,4,0,1,38,2,1,1,1,2,0,0,5,1,8,0,8,0,5,5,NA,NA
"1419",31,13,0,2,36,2,1,4,1,0,8,1,4,8,1,4,4,4,2006,4,0,1,36,2,1,1,0,0,0,0,4,1,8,0,8,0,4,4,1,1
"1420",32,13,0,2,61,2,1,4,1,0,8,1,4,8,1,4,4,2,2006,4,0,1,61,3,1,1,0,0,0,0,4,1,8,0,8,0,4,2,1,0
