"","id","Proid","A1","A2","A3A","A4","SE1","SE1A","SE9","SE17","SE8","SE4","SE3","SE2","E1B","E1H","year","wave","province","time","female","age","corhort","marriage","socialLevel","hukouRural","race","edu","eduyear","party","incomeFam","job","occ","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"1201",4521207,45,1,2,53,2,4,10,1,2,8,9,8,10,5,4,2014,1,"广西壮族自治区",1,0,53,3,1,8,0,0,2,10,0,NA,10,8,0,5,4,1,0
"1202",4521204,45,2,1,29,1,3,9,2,2,5,9,10,6,4,4,2014,1,"广西壮族自治区",1,1,29,1,1,5,1,1,2,9,0,NA,6,10,0,4,4,0,0
"1203",4521114,45,2,9,44,2,3,9,1,2,6,10000,2,6,6,6,2014,1,"广西壮族自治区",1,1,44,2,1,6,NA,0,2,9,0,10000,6,2,1,6,6,1,1
"1204",4521113,45,1,2,21,2,5,12,2,1,1,8,11,94,5,5,2014,1,"广西壮族自治区",1,0,21,1,0,1,0,0,3,12,0,NA,94,11,0,5,5,1,1
"1205",4521111,45,1,1,35,1,2,7,1,1,5,20000,8,3,6,5,2014,1,"广西壮族自治区",1,0,35,2,0,5,1,1,1,7,0,20000,3,8,0,6,5,1,1
"1206",4521110,45,2,1,26,1,1,8,1,2,5,20000,10,6,5,4,2014,1,"广西壮族自治区",1,1,26,1,1,5,1,1,1,8,0,20000,6,10,0,5,4,1,0
"1207",4521109,45,2,2,70,2,3,9,3,2,5,42000,2,93,5,5,2014,1,"广西壮族自治区",1,1,70,4,1,5,0,0,2,9,1,42000,93,2,1,5,5,1,1
"1208",4521108,45,1,1,18,2,1,4,1,1,3,9,8,2,4,3,2014,1,"广西壮族自治区",1,0,18,1,0,3,1,0,1,4,0,NA,2,8,0,4,3,0,0
"1209",4521106,45,2,1,28,1,0,3,1,2,1,55000,99,92,5,5,2014,1,"广西壮族自治区",1,1,28,1,1,1,1,1,0,3,0,55000,92,99,NA,5,5,1,1
"1210",4521104,45,1,1,29,1,2,6,1,2,1,80000,8,3,1,1,2014,1,"广西壮族自治区",1,0,29,1,1,1,1,1,1,6,0,80000,3,8,0,1,1,0,0
"1211",4492215,44,2,2,62,1,3,9,1,2,5,8,8,3,5,4,2014,1,"广东省",1,1,62,3,1,5,0,1,2,9,0,NA,3,8,0,5,4,1,0
"1212",4492214,44,2,2,72,1,7,18,3,1,99,90000,8,93,6,4,2014,1,"广东省",1,1,72,4,0,NA,0,1,4,18,1,90000,93,8,0,6,4,1,0
"1213",4492213,44,2,1,23,1,5,11,1,2,3,9,99,92,5,4,2014,1,"广东省",1,1,23,1,1,3,1,1,3,11,0,NA,92,99,NA,5,4,1,0
"1214",4492212,44,2,1,28,1,7,16,1,1,4,8,10,5,5,5,2014,1,"广东省",1,1,28,1,0,4,1,1,4,16,0,NA,5,10,0,5,5,1,1
"1215",4492211,44,1,1,26,1,3,9,1,1,99,9,99,99,6,6,2014,1,"广东省",1,0,26,1,0,NA,1,1,2,9,0,NA,99,99,NA,6,6,1,1
"1216",4492210,44,1,1,49,1,3,9,3,2,5,9,99,99,5,5,2014,1,"广东省",1,0,49,2,1,5,1,1,2,9,1,NA,99,99,NA,5,5,1,1
"1217",4492209,44,1,1,73,1,1,6,3,2,5,8,11,93,5,8,2014,1,"广东省",1,0,73,4,1,5,1,1,1,6,1,NA,93,11,0,5,8,1,NA
"1218",4492208,44,1,1,22,1,5,14,2,1,6,98000,10,6,5,4,2014,1,"广东省",1,0,22,1,0,6,1,1,3,14,0,98000,6,10,0,5,4,1,0
"1219",4492207,44,1,1,52,1,3,9,1,2,5,9,8,6,6,3,2014,1,"广东省",1,0,52,3,1,5,1,1,2,9,0,NA,6,8,0,6,3,1,0
"1220",4492206,44,2,1,36,1,3,9,1,2,3,9,11,5,5,4,2014,1,"广东省",1,1,36,2,1,3,1,1,2,9,0,NA,5,11,0,5,4,1,0
"1221",4492205,44,2,1,43,1,3,8,1,2,5,9,99,99,6,6,2014,1,"广东省",1,1,43,2,1,5,1,1,2,8,0,NA,99,99,NA,6,6,1,1
"1222",4492204,44,2,1,25,1,2,13,1,2,5,8,10,5,5,5,2014,1,"广东省",1,1,25,1,1,5,1,1,1,13,0,NA,5,10,0,5,5,1,1
"1223",4492203,44,2,2,38,1,5,12,1,2,4,8,2,5,5,5,2014,1,"广东省",1,1,38,2,1,4,0,1,3,12,0,NA,5,2,1,5,5,1,1
"1224",4492202,44,2,1,73,1,0,0,1,2,5,8,9,93,5,4,2014,1,"广东省",1,1,73,4,1,5,1,1,0,0,0,NA,93,9,1,5,4,1,0
"1225",4492201,44,2,1,40,1,5,9,1,2,5,9,8,3,4,4,2014,1,"广东省",1,1,40,2,1,5,1,1,3,9,0,NA,3,8,0,4,4,0,0
"1226",4492114,44,1,2,36,1,2,8,1,2,3,1e+05,10,6,5,4,2014,1,"广东省",1,0,36,2,1,3,0,1,1,8,0,1e+05,6,10,0,5,4,1,0
"1227",4492113,44,1,1,20,1,9,99,9,9,99,9,99,99,6,1,2014,1,"广东省",1,0,20,1,NA,NA,1,1,NA,99,NA,NA,99,99,NA,6,1,1,0
"1228",4492112,44,2,2,35,1,7,15,1,2,5,1e+05,8,3,5,5,2014,1,"广东省",1,1,35,2,1,5,0,1,4,15,0,1e+05,3,8,0,5,5,1,1
"1229",4492111,44,2,1,44,1,0,2,1,1,5,90000,8,3,4,4,2014,1,"广东省",1,1,44,2,0,5,1,1,0,2,0,90000,3,8,0,4,4,0,0
"1230",4492110,44,2,1,38,1,4,11,1,2,6,9,8,3,6,5,2014,1,"广东省",1,1,38,2,1,6,1,1,2,11,0,NA,3,8,0,6,5,1,1
"1231",4492109,44,1,1,40,1,3,9,1,2,5,20000,8,5,5,5,2014,1,"广东省",1,0,40,2,1,5,1,1,2,9,0,20000,5,8,0,5,5,1,1
"1232",4492108,44,1,2,32,1,7,15,1,2,2,1e+05,3,10,5,3,2014,1,"广东省",1,0,32,2,1,2,0,1,4,15,0,1e+05,10,3,1,5,3,1,0
"1233",4492107,44,1,1,46,1,5,15,1,2,5,9,9,6,6,4,2014,1,"广东省",1,0,46,2,1,5,1,1,3,15,0,NA,6,9,1,6,4,1,0
"1234",4492106,44,2,1,49,1,3,9,1,2,6,8,10,5,5,4,2014,1,"广东省",1,1,49,2,1,6,1,1,2,9,0,NA,5,10,0,5,4,1,0
"1235",4492104,44,1,1,40,1,5,10,1,2,6,9,9,1,5,5,2014,1,"广东省",1,0,40,2,1,6,1,1,3,10,0,NA,1,9,1,5,5,1,1
"1236",4492103,44,1,2,26,1,7,16,1,1,6,8,10,3,5,5,2014,1,"广东省",1,0,26,1,0,6,0,1,4,16,0,NA,3,10,0,5,5,1,1
"1237",4492102,44,2,2,30,1,7,18,1,2,5,8,8,3,4,4,2014,1,"广东省",1,1,30,2,1,5,0,1,4,18,0,NA,3,8,0,4,4,0,0
"1238",4492101,44,2,1,19,1,7,15,2,1,6,8,98,91,5,5,2014,1,"广东省",1,1,19,1,0,6,1,1,4,15,0,NA,91,98,NA,5,5,1,1
"1239",4491215,44,2,3,99,1,4,12,1,4,6,60000,11,93,5,5,2014,1,"广东省",1,1,99,4,0,6,NA,1,2,12,0,60000,93,11,0,5,5,1,1
"1240",4491214,44,2,2,30,1,5,12,1,9,6,9,8,3,4,4,2014,1,"广东省",1,1,30,2,NA,6,0,1,3,12,0,NA,3,8,0,4,4,0,0
"1241",4491213,44,1,1,25,1,5,12,9,1,5,9,9,5,5,5,2014,1,"广东省",1,0,25,1,0,5,1,1,3,12,NA,NA,5,9,1,5,5,1,1
"1242",4491212,44,1,1,22,1,5,12,1,1,7,150000,2,8,6,6,2014,1,"广东省",1,0,22,1,0,7,1,1,3,12,0,150000,8,2,1,6,6,1,1
"1243",4491211,44,2,2,53,1,4,12,1,2,6,8,10,93,4,4,2014,1,"广东省",1,1,53,3,1,6,0,1,2,12,0,NA,93,10,0,4,4,0,0
"1244",4491210,44,2,2,35,1,9,99,9,2,99,8,98,98,8,8,2014,1,"广东省",1,1,35,2,1,NA,0,1,NA,99,NA,NA,98,98,NA,8,8,NA,NA
"1245",4491208,44,2,9,22,1,7,15,3,1,6,0,11,91,5,5,2014,1,"广东省",1,1,22,1,0,6,NA,1,4,15,1,0,91,11,0,5,5,1,1
"1246",4491207,44,1,1,24,1,4,10,1,1,5,80000,10,5,6,3,2014,1,"广东省",1,0,24,1,0,5,1,1,2,10,0,80000,5,10,0,6,3,1,0
"1247",4491206,44,1,1,54,1,5,12,1,2,6,9,8,1,6,6,2014,1,"广东省",1,0,54,3,1,6,1,1,3,12,0,NA,1,8,0,6,6,1,1
"1248",4491205,44,1,2,23,1,6,12,1,1,6,9,10,5,4,4,2014,1,"广东省",1,0,23,1,0,6,0,1,3,12,0,NA,5,10,0,4,4,0,0
"1249",4491204,44,1,2,65,1,5,12,3,2,3,9,1,8,5,4,2014,1,"广东省",1,0,65,3,1,3,0,1,3,12,1,NA,8,1,1,5,4,1,0
"1250",4491203,44,1,1,99,1,8,18,1,2,7,9,8,3,5,5,2014,1,"广东省",1,0,99,4,1,7,1,1,4,18,0,NA,3,8,0,5,5,1,1
"1251",4491202,44,2,2,75,1,6,15,1,3,8,7500,2,93,6,4,2014,1,"广东省",1,1,75,4,0,8,0,1,3,15,0,7500,93,2,1,6,4,1,0
"1252",4491201,44,2,2,59,1,5,12,1,2,5,8,2,93,6,3,2014,1,"广东省",1,1,59,3,1,5,0,1,3,12,0,NA,93,2,1,6,3,1,0
"1253",4491115,44,2,1,56,1,5,10,1,2,4,8,98,6,5,5,2014,1,"广东省",1,1,56,3,1,4,1,1,3,10,0,NA,6,98,NA,5,5,1,1
"1254",4491114,44,1,2,58,1,4,8,9,2,99,9,99,93,4,4,2014,1,"广东省",1,0,58,3,1,NA,0,1,2,8,NA,NA,93,99,NA,4,4,0,0
"1255",4491113,44,1,2,59,1,9,99,9,9,99,9,99,99,5,5,2014,1,"广东省",1,0,59,3,NA,NA,0,1,NA,99,NA,NA,99,99,NA,5,5,1,1
"1256",4491112,44,1,1,24,1,7,16,1,1,6,9,10,2,5,2,2014,1,"广东省",1,0,24,1,0,6,1,1,4,16,0,NA,2,10,0,5,2,1,0
"1257",4491110,44,1,2,23,1,9,9,9,1,5,9,99,99,5,4,2014,1,"广东省",1,0,23,1,0,5,0,1,NA,9,NA,NA,99,99,NA,5,4,1,0
"1258",4491105,44,2,2,65,1,1,6,1,2,6,9,6,93,8,4,2014,1,"广东省",1,1,65,3,1,6,0,1,1,6,0,NA,93,6,1,8,4,NA,0
"1259",4491104,44,2,2,24,1,7,16,2,1,5,8,5,5,5,4,2014,1,"广东省",1,1,24,1,0,5,0,1,4,16,0,NA,5,5,0,5,4,1,0
"1260",4491103,44,1,2,51,1,3,9,1,2,5,20000,4,5,6,4,2014,1,"广东省",1,0,51,3,1,5,0,1,2,9,0,20000,5,4,0,6,4,1,0
"1261",4491102,44,1,2,60,1,5,12,1,2,5,9,8,3,5,2,2014,1,"广东省",1,0,60,3,1,5,0,1,3,12,0,NA,3,8,0,5,2,1,0
"1262",4491101,44,1,2,24,1,7,16,1,1,7,8,7,5,5,5,2014,1,"广东省",1,0,24,1,0,7,0,1,4,16,0,NA,5,7,1,5,5,1,1
"1263",4482215,44,2,1,53,1,0,3,1,2,98,8,11,1,8,8,2014,1,"广东省",1,1,53,3,1,NA,1,1,0,3,0,NA,1,11,0,8,8,NA,NA
"1264",4482214,44,2,1,70,1,0,3,1,4,3,40000,11,1,6,5,2014,1,"广东省",1,1,70,4,0,3,1,1,0,3,0,40000,1,11,0,6,5,1,1
"1265",4482212,44,1,1,50,1,0,3,1,2,10,8,11,1,5,4,2014,1,"广东省",1,0,50,3,1,10,1,1,0,3,0,NA,1,11,0,5,4,1,0
"1266",4482211,44,2,1,60,1,0,0,1,2,4,8,98,1,5,5,2014,1,"广东省",1,1,60,3,1,4,1,1,0,0,0,NA,1,98,NA,5,5,1,1
"1267",4482209,44,2,1,62,1,0,3,1,4,98,8,11,1,8,8,2014,1,"广东省",1,1,62,3,0,NA,1,1,0,3,0,NA,1,11,0,8,8,NA,NA
"1268",4482208,44,1,1,51,1,3,9,1,2,5,8,8,1,5,5,2014,1,"广东省",1,0,51,3,1,5,1,1,2,9,0,NA,1,8,0,5,5,1,1
"1269",4482206,44,1,1,50,1,1,6,1,2,7,8,10,1,6,4,2014,1,"广东省",1,0,50,3,1,7,1,1,1,6,0,NA,1,10,0,6,4,1,0
"1270",4482204,44,1,1,77,1,0,4,1,2,2,7200,8,93,6,5,2014,1,"广东省",1,0,77,4,1,2,1,1,0,4,0,7200,93,8,0,6,5,1,1
"1271",4482201,44,2,1,52,1,0,0,1,2,98,9,11,1,8,8,2014,1,"广东省",1,1,52,3,1,NA,1,1,0,0,0,NA,1,11,0,8,8,NA,NA
"1272",4482115,44,2,1,68,1,1,5,1,2,8,8,11,1,4,4,2014,1,"广东省",1,1,68,3,1,8,1,1,1,5,0,NA,1,11,0,4,4,0,0
"1273",4482114,44,2,1,37,2,2,8,1,2,4,8,8,3,5,4,2014,1,"广东省",1,1,37,2,1,4,1,0,1,8,0,NA,3,8,0,5,4,1,0
"1274",4482113,44,2,1,31,1,2,8,1,2,8,40000,8,6,8,2,2014,1,"广东省",1,1,31,2,1,8,1,1,1,8,0,40000,6,8,0,8,2,NA,0
"1275",4482112,44,1,1,62,1,0,0,1,2,2,4600,11,1,6,5,2014,1,"广东省",1,0,62,3,1,2,1,1,0,0,0,4600,1,11,0,6,5,1,1
"1276",4482110,44,1,1,73,1,0,0,1,2,2,8,98,1,5,5,2014,1,"广东省",1,0,73,4,1,2,1,1,0,0,0,NA,1,98,NA,5,5,1,1
"1277",4482109,44,2,1,83,1,0,0,1,2,98,8,11,1,5,5,2014,1,"广东省",1,1,83,4,1,NA,1,1,0,0,0,NA,1,11,0,5,5,1,1
"1278",4482108,44,2,1,42,1,0,0,1,2,4,8,8,1,5,3,2014,1,"广东省",1,1,42,2,1,4,1,1,0,0,0,NA,1,8,0,5,3,1,0
"1279",4482107,44,1,1,59,1,0,2,1,2,6,8,10,1,6,5,2014,1,"广东省",1,0,59,3,1,6,1,1,0,2,0,NA,1,10,0,6,5,1,1
"1280",4482105,44,1,1,53,1,3,9,2,2,2,40000,11,3,6,1,2014,1,"广东省",1,0,53,3,1,2,1,1,2,9,0,40000,3,11,0,6,1,1,0
"1281",4482104,44,2,1,54,1,5,10,1,2,3,8,11,1,5,2,2014,1,"广东省",1,1,54,3,1,3,1,1,3,10,0,NA,1,11,0,5,2,1,0
"1282",4482101,44,2,1,49,1,0,0,1,2,98,8,11,1,8,8,2014,1,"广东省",1,1,49,2,1,NA,1,1,0,0,0,NA,1,11,0,8,8,NA,NA
"1283",4481212,44,1,1,51,1,1,6,1,2,98,60000,6,6,5,5,2014,1,"广东省",1,0,51,3,1,NA,1,1,1,6,0,60000,6,6,1,5,5,1,1
"1284",4481209,44,2,2,50,1,1,5,1,2,6,40000,2,92,5,5,2014,1,"广东省",1,1,50,3,1,6,0,1,1,5,0,40000,92,2,1,5,5,1,1
"1285",4481208,44,1,2,26,1,7,16,2,1,8,1e+05,2,5,5,5,2014,1,"广东省",1,0,26,1,0,8,0,1,4,16,0,1e+05,5,2,1,5,5,1,1
"1286",4481207,44,2,2,45,1,1,5,1,2,5,9,11,92,6,4,2014,1,"广东省",1,1,45,2,1,5,0,1,1,5,0,NA,92,11,0,6,4,1,0
"1287",4481203,44,1,1,35,1,3,9,1,2,4,8,10,6,5,3,2014,1,"广东省",1,0,35,2,1,4,1,1,2,9,0,NA,6,10,0,5,3,1,0
"1288",4481202,44,1,2,37,1,3,9,1,2,5,60000,11,92,5,4,2014,1,"广东省",1,0,37,2,1,5,0,1,2,9,0,60000,92,11,0,5,4,1,0
"1289",4481201,44,2,3,31,2,7,15,1,2,5,8,10,5,5,2,2014,1,"广东省",1,1,31,2,1,5,NA,0,4,15,0,NA,5,10,0,5,2,1,0
"1290",4481115,44,1,1,36,1,1,6,1,2,10,20000,8,1,1,1,2014,1,"广东省",1,0,36,2,1,10,1,1,1,6,0,20000,1,8,0,1,1,0,0
"1291",4481111,44,2,1,27,1,2,9,2,2,5,9,11,92,6,5,2014,1,"广东省",1,1,27,1,1,5,1,1,1,9,0,NA,92,11,0,6,5,1,1
"1292",4481110,44,2,2,36,1,3,9,1,2,3,9,11,92,3,3,2014,1,"广东省",1,1,36,2,1,3,0,1,2,9,0,NA,92,11,0,3,3,0,0
"1293",4481108,44,2,1,28,1,3,9,1,2,5,1e+05,11,92,6,4,2014,1,"广东省",1,1,28,1,1,5,1,1,2,9,0,1e+05,92,11,0,6,4,1,0
"1294",4481107,44,2,1,20,1,3,9,1,2,5,9,11,92,6,4,2014,1,"广东省",1,1,20,1,1,5,1,1,2,9,0,NA,92,11,0,6,4,1,0
"1295",4481106,44,1,1,50,1,1,6,1,2,6,30000,8,1,6,4,2014,1,"广东省",1,0,50,3,1,6,1,1,1,6,0,30000,1,8,0,6,4,1,0
"1296",4481105,44,1,1,36,1,0,5,1,2,2,9,98,6,8,3,2014,1,"广东省",1,0,36,2,1,2,1,1,0,5,0,NA,6,98,NA,8,3,NA,0
"1297",4481104,44,1,2,77,1,1,4,3,2,5,9,2,93,5,4,2014,1,"广东省",1,0,77,4,1,5,0,1,1,4,1,NA,93,2,1,5,4,1,0
"1298",4481103,44,2,1,23,1,7,11,1,1,8,2e+05,10,5,6,5,2014,1,"广东省",1,1,23,1,0,8,1,1,4,11,0,2e+05,5,10,0,6,5,1,1
"1299",4481102,44,1,2,66,1,1,4,1,2,2,9,8,93,8,3,2014,1,"广东省",1,0,66,3,1,2,0,1,1,4,0,NA,93,8,0,8,3,NA,0
"1300",4481101,44,1,2,34,1,5,12,2,2,5,9,8,8,6,3,2014,1,"广东省",1,0,34,2,1,5,0,1,3,12,0,NA,8,8,0,6,3,1,0
"1301",4472210,44,2,1,37,2,3,8,1,2,9,35000,8,3,5,4,2014,1,"广东省",1,1,37,2,1,9,1,0,2,8,0,35000,3,8,0,5,4,1,0
"1302",4472207,44,1,1,34,1,3,9,1,2,8,28000,8,3,5,3,2014,1,"广东省",1,0,34,2,1,8,1,1,2,9,0,28000,3,8,0,5,3,1,0
"1303",4472203,44,2,1,37,1,0,5,1,2,98,10000,8,3,8,4,2014,1,"广东省",1,1,37,2,1,NA,1,1,0,5,0,10000,3,8,0,8,4,NA,0
"1304",4472202,44,2,2,50,1,6,14,1,2,3,41000,6,5,3,3,2014,1,"广东省",1,1,50,3,1,3,0,1,3,14,0,41000,5,6,1,3,3,0,0
"1305",4472201,44,2,1,33,1,3,9,3,2,5,15000,8,3,5,5,2014,1,"广东省",1,1,33,2,1,5,1,1,2,9,1,15000,3,8,0,5,5,1,1
"1306",4472115,44,2,2,46,1,1,6,1,2,6,55000,6,6,5,3,2014,1,"广东省",1,1,46,2,1,6,0,1,1,6,0,55000,6,6,1,5,3,1,0
"1307",4472112,44,1,2,53,1,3,8,1,2,98,9,6,5,5,3,2014,1,"广东省",1,0,53,3,1,NA,0,1,2,8,0,NA,5,6,1,5,3,1,0
"1308",4472111,44,1,2,47,9,7,14,1,2,7,60000,2,10,6,3,2014,1,"广东省",1,0,47,2,1,7,0,NA,4,14,0,60000,10,2,1,6,3,1,0
"1309",4472110,44,2,1,69,1,0,3,1,4,1,9,11,1,5,8,2014,1,"广东省",1,1,69,3,0,1,1,1,0,3,0,NA,1,11,0,5,8,1,NA
"1310",4472102,44,1,2,51,1,5,13,1,5,3,40000,6,6,3,3,2014,1,"广东省",1,0,51,3,0,3,0,1,3,13,0,40000,6,6,1,3,3,0,0
"1311",4471215,44,2,2,43,1,6,6,1,5,10,3e+05,11,92,6,4,2014,1,"广东省",1,1,43,2,0,10,0,1,3,6,0,3e+05,92,11,0,6,4,1,0
"1312",4471213,44,1,1,37,1,1,6,3,1,6,5500,11,1,4,4,2014,1,"广东省",1,0,37,2,0,6,1,1,1,6,1,5500,1,11,0,4,4,0,0
"1313",4471211,44,2,1,73,1,0,2,1,4,7,6000,11,92,6,5,2014,1,"广东省",1,1,73,4,0,7,1,1,0,2,0,6000,92,11,0,6,5,1,1
"1314",4471210,44,1,1,81,1,0,3,2,2,6,9,11,1,5,6,2014,1,"广东省",1,0,81,4,1,6,1,1,0,3,0,NA,1,11,0,5,6,1,1
"1315",4471209,44,2,1,42,1,5,12,1,2,6,25000,8,3,5,4,2014,1,"广东省",1,1,42,2,1,6,1,1,3,12,0,25000,3,8,0,5,4,1,0
"1316",4471207,44,1,1,43,1,5,12,1,2,9,35000,8,3,6,4,2014,1,"广东省",1,0,43,2,1,9,1,1,3,12,0,35000,3,8,0,6,4,1,0
"1317",4471206,44,1,1,70,1,0,5,1,2,5,8,11,96,5,3,2014,1,"广东省",1,0,70,4,1,5,1,1,0,5,0,NA,96,11,0,5,3,1,0
"1318",4471202,44,2,1,35,1,3,8,1,2,6,9,10,3,5,3,2014,1,"广东省",1,1,35,2,1,6,1,1,2,8,0,NA,3,10,0,5,3,1,0
"1319",4471115,44,1,1,60,1,0,3,1,2,5,5500,11,1,5,5,2014,1,"广东省",1,0,60,3,1,5,1,1,0,3,0,5500,1,11,0,5,5,1,1
"1320",4471113,44,1,1,59,1,3,6,3,4,8,9000,11,1,5,5,2014,1,"广东省",1,0,59,3,0,8,1,1,2,6,1,9000,1,11,0,5,5,1,1
"1321",4471112,44,1,1,55,1,0,1,1,2,8,9,11,1,6,5,2014,1,"广东省",1,0,55,3,1,8,1,1,0,1,0,NA,1,11,0,6,5,1,1
"1322",4471111,44,2,9,51,1,1,5,3,2,5,9,11,1,5,5,2014,1,"广东省",1,1,51,3,1,5,NA,1,1,5,1,NA,1,11,0,5,5,1,1
"1323",4471110,44,2,1,61,1,0,99,1,6,6,15000,11,1,5,3,2014,1,"广东省",1,1,61,3,0,6,1,1,0,99,0,15000,1,11,0,5,3,1,0
"1324",4471109,44,2,9,49,1,0,0,1,2,98,8,11,1,5,2,2014,1,"广东省",1,1,49,2,1,NA,NA,1,0,0,0,NA,1,11,0,5,2,1,0
"1325",4471108,44,2,1,59,1,0,5,1,4,4,8,11,1,5,3,2014,1,"广东省",1,1,59,3,0,4,1,1,0,5,0,NA,1,11,0,5,3,1,0
"1326",4471103,44,1,1,62,1,1,6,1,2,5,25000,11,1,6,3,2014,1,"广东省",1,0,62,3,1,5,1,1,1,6,0,25000,1,11,0,6,3,1,0
"1327",4471102,44,1,1,55,1,0,4,1,2,7,29000,11,1,6,3,2014,1,"广东省",1,0,55,3,1,7,1,1,0,4,0,29000,1,11,0,6,3,1,0
"1328",4471101,44,1,1,52,1,2,6,1,2,3,12000,10,1,6,4,2014,1,"广东省",1,0,52,3,1,3,1,1,1,6,0,12000,1,10,0,6,4,1,0
"1329",4462215,44,1,1,37,2,1,6,1,2,2,2000,11,1,6,2,2014,1,"广东省",1,0,37,2,1,2,1,0,1,6,0,2000,1,11,0,6,2,1,0
"1330",4462214,44,1,1,50,2,0,3,1,2,1,8000,11,1,6,2,2014,1,"广东省",1,0,50,3,1,1,1,0,0,3,0,8000,1,11,0,6,2,1,0
"1331",4462213,44,2,1,33,2,1,6,1,2,1,26000,11,92,6,2,2014,1,"广东省",1,1,33,2,1,1,1,0,1,6,0,26000,92,11,0,6,2,1,0
"1332",4462212,44,1,1,28,2,3,9,1,2,4,18000,11,1,6,2,2014,1,"广东省",1,0,28,1,1,4,1,0,2,9,0,18000,1,11,0,6,2,1,0
"1333",4462211,44,1,1,25,2,3,9,1,2,8,8,11,1,5,4,2014,1,"广东省",1,0,25,1,1,8,1,0,2,9,0,NA,1,11,0,5,4,1,0
"1334",4462210,44,2,1,72,2,0,1,1,4,3,9,11,1,5,4,2014,1,"广东省",1,1,72,4,0,3,1,0,0,1,0,NA,1,11,0,5,4,1,0
"1335",4462209,44,2,1,76,2,0,3,1,2,5,9,11,1,8,8,2014,1,"广东省",1,1,76,4,1,5,1,0,0,3,0,NA,1,11,0,8,8,NA,NA
"1336",4462208,44,2,1,58,2,0,3,1,2,98,12000,11,1,8,8,2014,1,"广东省",1,1,58,3,1,NA,1,0,0,3,0,12000,1,11,0,8,8,NA,NA
"1337",4462207,44,1,1,60,2,0,0,1,2,3,1000,11,1,8,8,2014,1,"广东省",1,0,60,3,1,3,1,0,0,0,0,1000,1,11,0,8,8,NA,NA
"1338",4462206,44,2,1,41,2,0,2,1,2,2,8,11,1,6,3,2014,1,"广东省",1,1,41,2,1,2,1,0,0,2,0,NA,1,11,0,6,3,1,0
"1339",4462205,44,2,1,28,2,3,9,1,2,6,45000,10,6,8,8,2014,1,"广东省",1,1,28,1,1,6,1,0,2,9,0,45000,6,10,0,8,8,NA,NA
"1340",4462203,44,1,1,34,2,5,9,1,2,99,8,8,6,6,5,2014,1,"广东省",1,0,34,2,1,NA,1,0,3,9,0,NA,6,8,0,6,5,1,1
"1341",4462202,44,1,1,57,2,2,7,1,2,1,1000,99,1,5,5,2014,1,"广东省",1,0,57,3,1,1,1,0,1,7,0,1000,1,99,NA,5,5,1,1
"1342",4462115,44,2,1,30,1,6,16,1,2,6,8,2,5,5,3,2014,1,"广东省",1,1,30,2,1,6,1,1,3,16,0,NA,5,2,1,5,3,1,0
"1343",4462114,44,2,1,45,1,9,99,1,2,6,9,99,3,8,3,2014,1,"广东省",1,1,45,2,1,6,1,1,NA,99,0,NA,3,99,NA,8,3,NA,0
"1344",4462113,44,2,1,62,1,5,12,1,2,5,8,8,3,8,3,2014,1,"广东省",1,1,62,3,1,5,1,1,3,12,0,NA,3,8,0,8,3,NA,0
"1345",4462111,44,2,2,55,1,5,9,1,2,5,75000,8,3,4,3,2014,1,"广东省",1,1,55,3,1,5,0,1,3,9,0,75000,3,8,0,4,3,0,0
"1346",4462110,44,1,1,53,2,4,9,1,2,2,8,11,1,5,1,2014,1,"广东省",1,0,53,3,1,2,1,0,2,9,0,NA,1,11,0,5,1,1,0
"1347",4462109,44,1,1,21,2,7,17,2,1,5,9,11,91,5,4,2014,1,"广东省",1,0,21,1,0,5,1,0,4,17,0,NA,91,11,0,5,4,1,0
"1348",4462108,44,1,1,37,1,0,0,1,2,3,15000,8,3,2,2,2014,1,"广东省",1,0,37,2,1,3,1,1,0,0,0,15000,3,8,0,2,2,0,0
"1349",4462107,44,1,1,18,1,5,12,2,1,5,8,11,91,5,3,2014,1,"广东省",1,0,18,1,0,5,1,1,3,12,0,NA,91,11,0,5,3,1,0
"1350",4462106,44,2,1,30,1,3,9,1,2,4,50000,11,92,6,3,2014,1,"广东省",1,1,30,2,1,4,1,1,2,9,0,50000,92,11,0,6,3,1,0
"1351",4462105,44,2,1,19,1,1,6,1,1,5,8,11,94,5,5,2014,1,"广东省",1,1,19,1,0,5,1,1,1,6,0,NA,94,11,0,5,5,1,1
"1352",4462104,44,1,1,25,1,5,12,1,1,4,8,8,94,4,1,2014,1,"广东省",1,0,25,1,0,4,1,1,3,12,0,NA,94,8,0,4,1,0,0
"1353",4462103,44,2,1,40,2,1,5,1,2,5,40000,8,3,4,2,2014,1,"广东省",1,1,40,2,1,5,1,0,1,5,0,40000,3,8,0,4,2,0,0
"1354",4462102,44,2,1,38,1,1,5,1,2,3,55000,8,5,4,5,2014,1,"广东省",1,1,38,2,1,3,1,1,1,5,0,55000,5,8,0,4,5,0,1
"1355",4461214,44,2,1,20,1,5,12,2,1,98,9,11,91,5,8,2014,1,"广东省",1,1,20,1,0,NA,1,1,3,12,0,NA,91,11,0,5,8,1,NA
"1356",4461213,44,1,1,25,1,5,12,1,1,6,50000,10,6,6,3,2014,1,"广东省",1,0,25,1,0,6,1,1,3,12,0,50000,6,10,0,6,3,1,0
