"","id","Proid","A1","A2","A3A","A4","SE1","SE1A","SE9","SE17","SE8","SE4","SE3","SE2","E1B","E1H","year","wave","province","time","female","age","corhort","marriage","socialLevel","hukouRural","race","edu","eduyear","party","incomeFam","job","occ","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"1",6232213,62,1,1,64,1,0,4,1,2,5,8,98,1,5,3,2014,1,"甘肃省",1,0,64,3,1,5,1,1,0,4,0,NA,1,98,NA,5,3,1,0
"2",6232212,62,2,9,50,1,4,10,1,2,6,8,98,92,6,3,2014,1,"甘肃省",1,1,50,3,1,6,NA,1,2,10,0,NA,92,98,NA,6,3,1,0
"3",6232211,62,2,1,54,9,3,8,1,2,4,45000,11,92,8,8,2014,1,"甘肃省",1,1,54,3,1,4,1,NA,2,8,0,45000,92,11,0,8,8,NA,NA
"4",6232209,62,2,1,69,1,1,6,1,2,3,15000,99,92,5,5,2014,1,"甘肃省",1,1,69,3,1,3,1,1,1,6,0,15000,92,99,NA,5,5,1,1
"5",6232208,62,2,1,43,1,0,2,1,2,6,8,99,1,6,6,2014,1,"甘肃省",1,1,43,2,1,6,1,1,0,2,0,NA,1,99,NA,6,6,1,1
"6",6232207,62,1,1,26,1,7,16,3,1,6,150000,6,10,5,5,2014,1,"甘肃省",1,0,26,1,0,6,1,1,4,16,1,150000,10,6,1,5,5,1,1
"7",6232206,62,1,1,23,1,3,9,3,3,99,9,10,6,4,5,2014,1,"甘肃省",1,0,23,1,0,NA,1,1,2,9,1,NA,6,10,0,4,5,0,1
"8",6232205,62,1,1,44,1,3,9,1,2,5,9,99,1,6,9,2014,1,"甘肃省",1,0,44,2,1,5,1,1,2,9,0,NA,1,99,NA,6,9,1,NA
"9",6232204,62,2,1,47,1,1,5,1,2,4,8,99,1,4,8,2014,1,"甘肃省",1,1,47,2,1,4,1,1,1,5,0,NA,1,99,NA,4,8,0,NA
"10",6232203,62,2,1,54,1,3,9,1,2,5,6000,11,1,5,4,2014,1,"甘肃省",1,1,54,3,1,5,1,1,2,9,0,6000,1,11,0,5,4,1,0
"11",6232202,62,1,1,53,1,3,7,1,2,4,20000,11,1,6,3,2014,1,"甘肃省",1,0,53,3,1,4,1,1,2,7,0,20000,1,11,0,6,3,1,0
"12",6232115,62,1,1,67,1,1,6,1,2,5,8,11,1,2,2,2014,1,"甘肃省",1,0,67,3,1,5,1,1,1,6,0,NA,1,11,0,2,2,0,0
"13",6232114,62,2,1,48,1,1,5,1,2,5,8,99,1,3,6,2014,1,"甘肃省",1,1,48,2,1,5,1,1,1,5,0,NA,1,99,NA,3,6,0,1
"14",6232113,62,1,1,59,1,3,9,1,2,3,4500,2,1,6,1,2014,1,"甘肃省",1,0,59,3,1,3,1,1,2,9,0,4500,1,2,1,6,1,1,0
"15",6232112,62,1,1,28,1,3,9,1,2,5,35000,11,1,6,3,2014,1,"甘肃省",1,0,28,1,1,5,1,1,2,9,0,35000,1,11,0,6,3,1,0
"16",6232111,62,1,2,23,1,6,19,1,1,5,60000,7,10,4,4,2014,1,"甘肃省",1,0,23,1,0,5,0,1,3,19,0,60000,10,7,1,4,4,0,0
"17",6232110,62,1,9,26,1,3,10,1,1,1,10000,10,6,1,2,2014,1,"甘肃省",1,0,26,1,0,1,NA,1,2,10,0,10000,6,10,0,1,2,0,0
"18",6232107,62,2,1,19,1,5,12,2,2,8,160000,11,2,6,4,2014,1,"甘肃省",1,1,19,1,1,8,1,1,3,12,0,160000,2,11,0,6,4,1,0
"19",6232103,62,1,1,20,1,7,13,2,1,5,9,2,91,6,6,2014,1,"甘肃省",1,0,20,1,0,5,1,1,4,13,0,NA,91,2,1,6,6,1,1
"20",6232102,62,1,1,70,1,0,0,1,2,1,0,2,1,6,4,2014,1,"甘肃省",1,0,70,4,1,1,1,1,0,0,0,0,1,2,1,6,4,1,0
"21",6232101,62,1,1,58,1,5,10,1,2,3,1e+05,99,3,6,9,2014,1,"甘肃省",1,0,58,3,1,3,1,1,3,10,0,1e+05,3,99,NA,6,9,1,NA
"22",6231215,62,1,2,41,1,3,9,1,2,4,35000,2,6,6,3,2014,1,"甘肃省",1,0,41,2,1,4,0,1,2,9,0,35000,6,2,1,6,3,1,0
"23",6231214,62,1,1,38,1,3,9,1,2,6,45000,99,1,6,4,2014,1,"甘肃省",1,0,38,2,1,6,1,1,2,9,0,45000,1,99,NA,6,4,1,0
"24",6231210,62,2,1,45,1,3,8,1,2,4,60000,1,5,4,4,2014,1,"甘肃省",1,1,45,2,1,4,1,1,2,8,0,60000,5,1,1,4,4,0,0
"25",6231207,62,2,1,64,1,1,5,2,4,98,9,11,1,5,5,2014,1,"甘肃省",1,1,64,3,0,NA,1,1,1,5,0,NA,1,11,0,5,5,1,1
"26",6231205,62,1,1,42,1,3,9,1,2,6,30000,11,1,6,4,2014,1,"甘肃省",1,0,42,2,1,6,1,1,2,9,0,30000,1,11,0,6,4,1,0
"27",6231203,62,2,1,53,1,0,0,1,2,1,10000,11,1,6,4,2014,1,"甘肃省",1,1,53,3,1,1,1,1,0,0,0,10000,1,11,0,6,4,1,0
"28",6231202,62,2,1,46,1,2,6,1,2,2,15000,11,92,4,4,2014,1,"甘肃省",1,1,46,2,1,2,1,1,1,6,0,15000,92,11,0,4,4,0,0
"29",6231201,62,2,1,58,1,3,7,1,2,6,10000,11,1,6,4,2014,1,"甘肃省",1,1,58,3,1,6,1,1,2,7,0,10000,1,11,0,6,4,1,0
"30",6231115,62,2,1,38,1,2,8,1,2,8,10000,10,1,4,5,2014,1,"甘肃省",1,1,38,2,1,8,1,1,1,8,0,10000,1,10,0,4,5,0,1
"31",6231114,62,2,1,76,1,9,99,1,4,5,45000,99,1,5,5,2014,1,"甘肃省",1,1,76,4,0,5,1,1,NA,99,0,45000,1,99,NA,5,5,1,1
"32",6231112,62,1,1,64,1,0,1,1,2,4,10000,99,1,6,4,2014,1,"甘肃省",1,0,64,3,1,4,1,1,0,1,0,10000,1,99,NA,6,4,1,0
"33",6231110,62,1,1,53,1,3,7,3,2,8,3100,11,1,6,6,2014,1,"甘肃省",1,0,53,3,1,8,1,1,2,7,1,3100,1,11,0,6,6,1,1
"34",6231109,62,1,1,56,1,3,10,3,2,6,9,99,1,6,4,2014,1,"甘肃省",1,0,56,3,1,6,1,1,2,10,1,NA,1,99,NA,6,4,1,0
"35",6231104,62,2,1,46,1,3,9,3,2,5,30000,10,5,5,2,2014,1,"甘肃省",1,1,46,2,1,5,1,1,2,9,1,30000,5,10,0,5,2,1,0
"36",6231103,62,2,1,47,1,2,7,1,2,5,20000,11,1,5,5,2014,1,"甘肃省",1,1,47,2,1,5,1,1,1,7,0,20000,1,11,0,5,5,1,1
"37",6231102,62,2,1,46,1,3,8,1,5,5,55000,10,10,4,2,2014,1,"甘肃省",1,1,46,2,0,5,1,1,2,8,0,55000,10,10,0,4,2,0,0
"38",6231101,62,2,1,30,1,1,6,1,2,4,30000,10,6,2,6,2014,1,"甘肃省",1,1,30,2,1,4,1,1,1,6,0,30000,6,10,0,2,6,0,1
"39",6222215,62,2,2,60,1,3,9,1,2,2,44000,2,93,4,3,2014,1,"甘肃省",1,1,60,3,1,2,0,1,2,9,0,44000,93,2,1,4,3,0,0
"40",6222212,62,1,2,28,1,7,17,2,1,5,180000,10,8,4,3,2014,1,"甘肃省",1,0,28,1,0,5,0,1,4,17,0,180000,8,10,0,4,3,0,0
"41",6222211,62,1,1,26,1,7,15,2,2,3,8,10,4,4,1,2014,1,"甘肃省",1,0,26,1,1,3,1,1,4,15,0,NA,4,10,0,4,1,0,0
"42",6222210,62,2,2,45,1,5,12,1,2,7,9,10,2,3,3,2014,1,"甘肃省",1,1,45,2,1,7,0,1,3,12,0,NA,2,10,0,3,3,0,0
"43",6222209,62,2,2,45,1,5,11,1,2,6,9,2,6,5,4,2014,1,"甘肃省",1,1,45,2,1,6,0,1,3,11,0,NA,6,2,1,5,4,1,0
"44",6222207,62,1,2,29,1,7,18,3,2,6,8,1,9,5,5,2014,1,"甘肃省",1,0,29,1,1,6,0,1,4,18,1,NA,9,1,1,5,5,1,1
"45",6222206,62,2,2,52,1,7,13,1,2,6,8,6,10,6,3,2014,1,"甘肃省",1,1,52,3,1,6,0,1,4,13,0,NA,10,6,1,6,3,1,0
"46",6222203,62,1,1,45,1,1,5,1,2,5,1e+05,8,3,6,5,2014,1,"甘肃省",1,0,45,2,1,5,1,1,1,5,0,1e+05,3,8,0,6,5,1,1
"47",6222202,62,1,2,47,1,7,15,3,2,4,9,6,10,5,4,2014,1,"甘肃省",1,0,47,2,1,4,0,1,4,15,1,NA,10,6,1,5,4,1,0
"48",6222201,62,1,2,19,1,5,12,2,1,5,9,11,91,5,4,2014,1,"甘肃省",1,0,19,1,0,5,0,1,3,12,0,NA,91,11,0,5,4,1,0
"49",6222115,62,1,1,43,1,5,12,1,2,6,8,2,94,5,5,2014,1,"甘肃省",1,0,43,2,1,6,1,1,3,12,0,NA,94,2,1,5,5,1,1
"50",6222114,62,1,1,28,1,5,12,1,1,5,9,8,5,5,4,2014,1,"甘肃省",1,0,28,1,0,5,1,1,3,12,0,NA,5,8,0,5,4,1,0
"51",6222113,62,1,1,21,1,7,15,2,1,5,8,11,94,5,4,2014,1,"甘肃省",1,0,21,1,0,5,1,1,4,15,0,NA,94,11,0,5,4,1,0
"52",6222109,62,1,2,47,1,3,10,1,2,6,9,11,94,3,3,2014,1,"甘肃省",1,0,47,2,1,6,0,1,2,10,0,NA,94,11,0,3,3,0,0
"53",6222108,62,2,1,33,2,7,16,1,2,3,45000,99,2,6,2,2014,1,"甘肃省",1,1,33,2,1,3,1,0,4,16,0,45000,2,99,NA,6,2,1,0
"54",6222107,62,1,2,45,1,7,15,3,2,5,50000,1,7,6,4,2014,1,"甘肃省",1,0,45,2,1,5,0,1,4,15,1,50000,7,1,1,6,4,1,0
"55",6222106,62,1,2,40,1,8,15,3,2,5,9,11,9,6,4,2014,1,"甘肃省",1,0,40,2,1,5,0,1,4,15,1,NA,9,11,1,6,4,1,0
"56",6222105,62,2,2,42,1,7,15,3,2,5,9,6,10,5,2,2014,1,"甘肃省",1,1,42,2,1,5,0,1,4,15,1,NA,10,6,1,5,2,1,0
"57",6222104,62,2,1,41,1,3,8,1,2,5,8,11,92,5,3,2014,1,"甘肃省",1,1,41,2,1,5,1,1,2,8,0,NA,92,11,0,5,3,1,0
"58",6222102,62,2,2,25,1,7,16,2,2,4,9,10,2,5,5,2014,1,"甘肃省",1,1,25,1,1,4,0,1,4,16,0,NA,2,10,0,5,5,1,1
"59",6221215,62,2,2,46,1,4,9,1,2,6,65000,2,6,3,1,2014,1,"甘肃省",1,1,46,2,1,6,0,1,2,9,0,65000,6,2,1,3,1,0,0
"60",6221214,62,2,1,47,1,4,10,2,2,5,9,10,2,5,4,2014,1,"甘肃省",1,1,47,2,1,5,1,1,2,10,0,NA,2,10,0,5,4,1,0
"61",6221211,62,1,2,43,1,5,12,3,2,1,9,8,3,6,3,2014,1,"甘肃省",1,0,43,2,1,1,0,1,3,12,1,NA,3,8,0,6,3,1,0
"62",6221210,62,2,2,58,1,5,12,1,2,5,9,2,93,6,4,2014,1,"甘肃省",1,1,58,3,1,5,0,1,3,12,0,NA,93,2,1,6,4,1,0
"63",6221209,62,1,2,42,1,3,9,1,2,2,9,2,6,4,3,2014,1,"甘肃省",1,0,42,2,1,2,0,1,2,9,0,NA,6,2,1,4,3,0,0
"64",6221207,62,2,2,27,1,5,12,1,2,4,9,9,5,4,4,2014,1,"甘肃省",1,1,27,1,1,4,0,1,3,12,0,NA,5,9,1,4,4,0,0
"65",6221206,62,2,2,42,1,7,16,3,2,6,9,6,10,6,6,2014,1,"甘肃省",1,1,42,2,1,6,0,1,4,16,1,NA,10,6,1,6,6,1,1
"66",6221204,62,2,2,61,1,3,8,1,2,5,9,2,93,5,3,2014,1,"甘肃省",1,1,61,3,1,5,0,1,2,8,0,NA,93,2,1,5,3,1,0
"67",6221203,62,2,2,27,1,7,14,1,2,5,9,6,10,8,8,2014,1,"甘肃省",1,1,27,1,1,5,0,1,4,14,0,NA,10,6,1,8,8,NA,NA
"68",6221202,62,2,1,61,1,0,0,1,2,6,30000,11,92,4,4,2014,1,"甘肃省",1,1,61,3,1,6,1,1,0,0,0,30000,92,11,0,4,4,0,0
"69",6221114,62,2,1,66,1,1,6,2,2,5,9,11,92,6,4,2014,1,"甘肃省",1,1,66,3,1,5,1,1,1,6,0,NA,92,11,0,6,4,1,0
"70",6221113,62,1,2,61,1,5,11,3,2,7,9,10,93,6,6,2014,1,"甘肃省",1,0,61,3,1,7,0,1,3,11,1,NA,93,10,0,6,6,1,1
"71",6221108,62,1,1,61,1,3,7,1,5,2,10000,98,1,6,2,2014,1,"甘肃省",1,0,61,3,0,2,1,1,2,7,0,10000,1,98,NA,6,2,1,0
"72",6221107,62,1,2,39,1,7,16,3,2,5,9,6,10,5,5,2014,1,"甘肃省",1,0,39,2,1,5,0,1,4,16,1,NA,10,6,1,5,5,1,1
"73",6221106,62,2,2,38,1,5,14,1,2,4,8,9,92,5,5,2014,1,"甘肃省",1,1,38,2,1,4,0,1,3,14,0,NA,92,9,1,5,5,1,1
"74",6221103,62,2,2,32,1,7,16,1,2,7,9,8,3,5,5,2014,1,"甘肃省",1,1,32,2,1,7,0,1,4,16,0,NA,3,8,0,5,5,1,1
"75",6221102,62,1,2,43,1,5,6,1,2,6,9,10,4,5,5,2014,1,"甘肃省",1,0,43,2,1,6,0,1,3,6,0,NA,4,10,0,5,5,1,1
"76",6221101,62,1,2,30,1,7,16,1,2,5,9,10,4,6,4,2014,1,"甘肃省",1,0,30,2,1,5,0,1,4,16,0,NA,4,10,0,6,4,1,0
"77",6212215,62,1,1,42,1,6,8,1,2,6,9,11,10,6,4,2014,1,"甘肃省",1,0,42,2,1,6,1,1,3,8,0,NA,10,11,0,6,4,1,0
"78",6212214,62,1,1,54,1,5,10,3,2,6,9,8,3,6,4,2014,1,"甘肃省",1,0,54,3,1,6,1,1,3,10,1,NA,3,8,0,6,4,1,0
"79",6212213,62,1,1,43,1,7,16,1,2,6,9,8,3,4,2,2014,1,"甘肃省",1,0,43,2,1,6,1,1,4,16,0,NA,3,8,0,4,2,0,0
"80",6212212,62,1,1,29,1,5,12,1,1,3,9,8,3,5,3,2014,1,"甘肃省",1,0,29,1,0,3,1,1,3,12,0,NA,3,8,0,5,3,1,0
"81",6212211,62,2,1,53,1,5,12,1,2,8,9,8,3,6,5,2014,1,"甘肃省",1,1,53,3,1,8,1,1,3,12,0,NA,3,8,0,6,5,1,1
"82",6212210,62,2,1,57,1,3,10,1,2,2,9,11,1,4,3,2014,1,"甘肃省",1,1,57,3,1,2,1,1,2,10,0,NA,1,11,0,4,3,0,0
"83",6212209,62,2,1,47,1,0,3,1,2,4,9,11,1,6,5,2014,1,"甘肃省",1,1,47,2,1,4,1,1,0,3,0,NA,1,11,0,6,5,1,1
"84",6212208,62,2,1,36,1,3,9,2,2,5,9,8,3,5,5,2014,1,"甘肃省",1,1,36,2,1,5,1,1,2,9,0,NA,3,8,0,5,5,1,1
"85",6212206,62,1,1,42,1,3,8,1,2,7,8,11,6,5,4,2014,1,"甘肃省",1,0,42,2,1,7,1,1,2,8,0,NA,6,11,0,5,4,1,0
"86",6212205,62,2,1,36,1,2,6,1,2,4,9,10,5,5,4,2014,1,"甘肃省",1,1,36,2,1,4,1,1,1,6,0,NA,5,10,0,5,4,1,0
"87",6212204,62,2,1,53,1,3,7,1,2,8,8,11,92,6,5,2014,1,"甘肃省",1,1,53,3,1,8,1,1,2,7,0,NA,92,11,0,6,5,1,1
"88",6212203,62,1,1,48,1,3,9,3,2,5,50000,8,3,5,3,2014,1,"甘肃省",1,0,48,2,1,5,1,1,2,9,1,50000,3,8,0,5,3,1,0
"89",6212202,62,2,1,21,1,7,16,2,1,5,7500,11,91,3,1,2014,1,"甘肃省",1,1,21,1,0,5,1,1,4,16,0,7500,91,11,0,3,1,0,0
"90",6212201,62,1,1,33,1,3,9,1,2,4,8,8,3,6,4,2014,1,"甘肃省",1,0,33,2,1,4,1,1,2,9,0,NA,3,8,0,6,4,1,0
"91",6212115,62,1,1,32,1,3,9,1,2,6,50000,8,3,5,4,2014,1,"甘肃省",1,0,32,2,1,6,1,1,2,9,0,50000,3,8,0,5,4,1,0
"92",6212112,62,2,1,46,1,5,10,1,2,7,9,8,3,4,4,2014,1,"甘肃省",1,1,46,2,1,7,1,1,3,10,0,NA,3,8,0,4,4,0,0
"93",6212111,62,2,1,21,1,5,12,2,1,4,9,8,3,4,4,2014,1,"甘肃省",1,1,21,1,0,4,1,1,3,12,0,NA,3,8,0,4,4,0,0
"94",6212108,62,2,2,49,1,7,12,1,2,5,9,6,96,5,4,2014,1,"甘肃省",1,1,49,2,1,5,0,1,4,12,0,NA,96,6,1,5,4,1,0
"95",6212107,62,2,1,20,1,3,13,2,1,7,8,11,91,5,3,2014,1,"甘肃省",1,1,20,1,0,7,1,1,2,13,0,NA,91,11,0,5,3,1,0
"96",6212106,62,1,2,52,1,5,15,3,2,7,20000,8,3,4,4,2014,1,"甘肃省",1,0,52,3,1,7,0,1,3,15,1,20000,3,8,0,4,4,0,0
"97",6212105,62,1,2,53,1,5,9,3,2,1,9,8,3,6,4,2014,1,"甘肃省",1,0,53,3,1,1,0,1,3,9,1,NA,3,8,0,6,4,1,0
"98",6212104,62,1,2,48,1,3,8,1,2,3,30000,8,3,6,5,2014,1,"甘肃省",1,0,48,2,1,3,0,1,2,8,0,30000,3,8,0,6,5,1,1
"99",6212103,62,2,1,69,1,0,4,1,4,1,9,11,96,6,1,2014,1,"甘肃省",1,1,69,3,0,1,1,1,0,4,0,NA,96,11,0,6,1,1,0
"100",6211214,62,2,1,57,1,0,2,1,2,6,2000,11,92,6,5,2014,1,"甘肃省",1,1,57,3,1,6,1,1,0,2,0,2000,92,11,0,6,5,1,1
"101",6211212,62,2,1,44,1,0,0,1,2,98,9,11,1,8,4,2014,1,"甘肃省",1,1,44,2,1,NA,1,1,0,0,0,NA,1,11,0,8,4,NA,0
"102",6211211,62,2,1,47,1,0,4,1,2,3,30000,11,1,6,1,2014,1,"甘肃省",1,1,47,2,1,3,1,1,0,4,0,30000,1,11,0,6,1,1,0
"103",6211210,62,1,1,55,1,1,6,1,2,5,3000,10,1,5,1,2014,1,"甘肃省",1,0,55,3,1,5,1,1,1,6,0,3000,1,10,0,5,1,1,0
"104",6211208,62,1,1,64,1,0,0,1,2,98,2500,98,1,5,4,2014,1,"甘肃省",1,0,64,3,1,NA,1,1,0,0,0,2500,1,98,NA,5,4,1,0
"105",6211207,62,1,1,62,1,0,0,1,2,98,2000,98,1,6,1,2014,1,"甘肃省",1,0,62,3,1,NA,1,1,0,0,0,2000,1,98,NA,6,1,1,0
"106",6211206,62,1,1,40,1,1,5,1,2,5,30000,11,6,6,4,2014,1,"甘肃省",1,0,40,2,1,5,1,1,1,5,0,30000,6,11,0,6,4,1,0
"107",6211205,62,1,1,53,1,5,7,4,2,8,20000,11,1,6,4,2014,1,"甘肃省",1,0,53,3,1,8,1,1,3,7,1,20000,1,11,0,6,4,1,0
"108",6211204,62,2,1,44,1,0,5,1,2,4,9,11,1,5,3,2014,1,"甘肃省",1,1,44,2,1,4,1,1,0,5,0,NA,1,11,0,5,3,1,0
"109",6211203,62,2,1,24,1,5,12,1,2,6,40000,11,1,4,3,2014,1,"甘肃省",1,1,24,1,1,6,1,1,3,12,0,40000,1,11,0,4,3,0,0
"110",6211202,62,2,1,40,1,1,3,1,2,7,55000,11,1,8,8,2014,1,"甘肃省",1,1,40,2,1,7,1,1,1,3,0,55000,1,11,0,8,8,NA,NA
"111",6211201,62,1,1,56,1,1,5,1,2,4,9,11,1,6,5,2014,1,"甘肃省",1,0,56,3,1,4,1,1,1,5,0,NA,1,11,0,6,5,1,1
"112",6211115,62,1,1,53,1,3,7,1,2,5,55000,11,1,6,6,2014,1,"甘肃省",1,0,53,3,1,5,1,1,2,7,0,55000,1,11,0,6,6,1,1
"113",6211113,62,1,2,53,1,3,12,3,2,5,8,11,93,6,6,2014,1,"甘肃省",1,0,53,3,1,5,0,1,2,12,1,NA,93,11,0,6,6,1,1
"114",6211112,62,1,2,61,1,5,12,1,2,10,9,6,10,4,4,2014,1,"甘肃省",1,0,61,3,1,10,0,1,3,12,0,NA,10,6,1,4,4,0,0
"115",6211111,62,1,1,52,1,0,3,1,2,5,9,8,3,4,4,2014,1,"甘肃省",1,0,52,3,1,5,1,1,0,3,0,NA,3,8,0,4,4,0,0
"116",6211109,62,2,1,55,1,2,7,1,2,7,9,8,3,5,4,2014,1,"甘肃省",1,1,55,3,1,7,1,1,1,7,0,NA,3,8,0,5,4,1,0
"117",6211108,62,1,1,68,1,3,6,3,2,98,8,98,1,5,2,2014,1,"甘肃省",1,0,68,3,1,NA,1,1,2,6,1,NA,1,98,NA,5,2,1,0
"118",6211106,62,2,1,23,1,1,6,1,2,6,8,11,6,5,5,2014,1,"甘肃省",1,1,23,1,1,6,1,1,1,6,0,NA,6,11,0,5,5,1,1
"119",6211105,62,2,1,50,1,0,2,1,2,3,20000,8,3,5,8,2014,1,"甘肃省",1,1,50,3,1,3,1,1,0,2,0,20000,3,8,0,5,8,1,NA
"120",6211104,62,2,1,54,1,0,5,1,2,3,9,11,1,5,1,2014,1,"甘肃省",1,1,54,3,1,3,1,1,0,5,0,NA,1,11,0,5,1,1,0
"121",6211103,62,2,1,38,1,0,4,1,2,4,9,8,1,6,4,2014,1,"甘肃省",1,1,38,2,1,4,1,1,0,4,0,NA,1,8,0,6,4,1,0
"122",6211102,62,2,1,41,1,3,8,1,2,8,9,8,3,5,5,2014,1,"甘肃省",1,1,41,2,1,8,1,1,2,8,0,NA,3,8,0,5,5,1,1
"123",6211101,62,2,1,42,1,1,6,1,2,4,9,11,1,4,4,2014,1,"甘肃省",1,1,42,2,1,4,1,1,1,6,0,NA,1,11,0,4,4,0,0
"124",6112214,61,2,1,30,1,3,8,1,2,4,8,10,92,6,3,2014,1,"陕西省",1,1,30,2,1,4,1,1,2,8,0,NA,92,10,0,6,3,1,0
"125",6112213,61,2,1,61,1,0,0,1,2,98,8,11,1,5,7,2014,1,"陕西省",1,1,61,3,1,NA,1,1,0,0,0,NA,1,11,0,5,7,1,NA
"126",6112212,61,2,2,38,1,7,16,1,2,10,8,7,92,4,4,2014,1,"陕西省",1,1,38,2,1,10,0,1,4,16,0,NA,92,7,1,4,4,0,0
"127",6112211,61,2,1,39,1,1,6,1,2,6,8,11,1,4,4,2014,1,"陕西省",1,1,39,2,1,6,1,1,1,6,0,NA,1,11,0,4,4,0,0
"128",6112210,61,2,1,45,1,1,6,1,2,7,30000,11,1,6,3,2014,1,"陕西省",1,1,45,2,1,7,1,1,1,6,0,30000,1,11,0,6,3,1,0
"129",6112209,61,2,1,41,1,0,3,1,2,7,8,11,96,4,4,2014,1,"陕西省",1,1,41,2,1,7,1,1,0,3,0,NA,96,11,0,4,4,0,0
"130",6112208,61,1,1,18,1,3,9,2,1,5,60000,11,91,6,5,2014,1,"陕西省",1,0,18,1,0,5,1,1,2,9,0,60000,91,11,0,6,5,1,1
"131",6112207,61,1,1,70,1,0,0,1,2,3,8,11,93,6,6,2014,1,"陕西省",1,0,70,4,1,3,1,1,0,0,0,NA,93,11,0,6,6,1,1
"132",6112205,61,1,1,70,1,0,3,1,2,7,8,11,93,6,4,2014,1,"陕西省",1,0,70,4,1,7,1,1,0,3,0,NA,93,11,0,6,4,1,0
"133",6112204,61,1,1,43,1,3,9,1,2,5,8,11,1,4,4,2014,1,"陕西省",1,0,43,2,1,5,1,1,2,9,0,NA,1,11,0,4,4,0,0
"134",6112201,61,1,1,51,1,0,0,1,1,98,9,11,1,4,6,2014,1,"陕西省",1,0,51,3,0,NA,1,1,0,0,0,NA,1,11,0,4,6,0,1
"135",6112115,61,2,1,50,1,0,0,1,2,98,8,11,92,6,6,2014,1,"陕西省",1,1,50,3,1,NA,1,1,0,0,0,NA,92,11,0,6,6,1,1
"136",6112114,61,2,1,50,2,1,5,1,2,98,50000,11,1,6,4,2014,1,"陕西省",1,1,50,3,1,NA,1,0,1,5,0,50000,1,11,0,6,4,1,0
"137",6112113,61,1,1,43,1,3,8,1,2,8,30000,11,1,6,4,2014,1,"陕西省",1,0,43,2,1,8,1,1,2,8,0,30000,1,11,0,6,4,1,0
"138",6112112,61,1,2,47,1,3,9,1,2,1,35000,2,6,4,4,2014,1,"陕西省",1,0,47,2,1,1,0,1,2,9,0,35000,6,2,1,4,4,0,0
"139",6112111,61,1,1,38,1,3,8,1,2,6,50000,2,5,5,4,2014,1,"陕西省",1,0,38,2,1,6,1,1,2,8,0,50000,5,2,1,5,4,1,0
"140",6112110,61,1,1,67,1,1,6,1,2,98,50000,11,1,6,4,2014,1,"陕西省",1,0,67,3,1,NA,1,1,1,6,0,50000,1,11,0,6,4,1,0
"141",6112109,61,1,1,50,1,0,4,1,2,6,50000,7,6,6,5,2014,1,"陕西省",1,0,50,3,1,6,1,1,0,4,0,50000,6,7,1,6,5,1,1
"142",6112107,61,2,1,60,1,0,0,1,4,2,8,11,92,4,4,2014,1,"陕西省",1,1,60,3,0,2,1,1,0,0,0,NA,92,11,0,4,4,0,0
"143",6112102,61,2,1,60,1,0,0,1,4,98,8,11,93,7,7,2014,1,"陕西省",1,1,60,3,0,NA,1,1,0,0,0,NA,93,11,0,7,7,NA,NA
"144",6112101,61,2,1,61,1,0,0,1,2,9,8,11,92,6,6,2014,1,"陕西省",1,1,61,3,1,9,1,1,0,0,0,NA,92,11,0,6,6,1,1
"145",6111215,61,1,1,45,1,1,6,1,2,3,9,10,96,5,6,2014,1,"陕西省",1,0,45,2,1,3,1,1,1,6,0,NA,96,10,0,5,6,1,1
"146",6111214,61,1,1,60,1,3,8,1,6,5,9,11,3,9,4,2014,1,"陕西省",1,0,60,3,0,5,1,1,2,8,0,NA,3,11,0,9,4,NA,0
"147",6111212,61,1,1,73,1,1,6,1,2,5,8,11,1,6,4,2014,1,"陕西省",1,0,73,4,1,5,1,1,1,6,0,NA,1,11,0,6,4,1,0
"148",6111211,61,1,1,50,1,0,0,1,2,3,8,10,6,6,5,2014,1,"陕西省",1,0,50,3,1,3,1,1,0,0,0,NA,6,10,0,6,5,1,1
"149",6111209,61,1,1,31,1,2,6,1,2,6,50000,10,96,5,4,2014,1,"陕西省",1,0,31,2,1,6,1,1,1,6,0,50000,96,10,0,5,4,1,0
"150",6111208,61,2,1,29,1,4,11,1,2,5,1e+05,8,3,6,5,2014,1,"陕西省",1,1,29,1,1,5,1,1,2,11,0,1e+05,3,8,0,6,5,1,1
"151",6111206,61,1,1,40,1,3,9,1,2,6,10000,11,1,6,6,2014,1,"陕西省",1,0,40,2,1,6,1,1,2,9,0,10000,1,11,0,6,6,1,1
"152",6111204,61,2,1,67,1,0,0,1,2,3,8,11,1,6,6,2014,1,"陕西省",1,1,67,3,1,3,1,1,0,0,0,NA,1,11,0,6,6,1,1
"153",6111115,61,1,2,28,1,7,16,3,2,6,80000,2,8,5,4,2014,1,"陕西省",1,0,28,1,1,6,0,1,4,16,1,80000,8,2,1,5,4,1,0
"154",6111114,61,2,1,20,1,7,14,2,1,5,8,11,91,5,4,2014,1,"陕西省",1,1,20,1,0,5,1,1,4,14,0,NA,91,11,0,5,4,1,0
"155",6111113,61,2,1,54,1,1,5,1,2,6,16000,10,4,8,4,2014,1,"陕西省",1,1,54,3,1,6,1,1,1,5,0,16000,4,10,0,8,4,NA,0
"156",6111112,61,2,2,42,1,3,8,1,2,5,30000,2,94,4,4,2014,1,"陕西省",1,1,42,2,1,5,0,1,2,8,0,30000,94,2,1,4,4,0,0
