"","id","province","A1","A2","A4A","A5","SE1","SE1A","SE11","SE13","SE22","SE5","E4B","E4H","year","wave","time","female","age","corhort","marriage","socialLevel","hukouRural","race","edu","eduyear","party","occ","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"1207",1207,"山东省",1,1,47,1,5,7,6,1,2,"8",5,5,2019,1,1,0,47,2,1,6,1,1,2,7,0,"8","0",5,5,1,1
"1208",1208,"山东省",1,1,39,1,9,16,5,2,2,"8",5,5,2019,1,1,0,39,2,1,5,1,1,4,16,0,"8","0",5,5,1,1
"1209",1209,"山东省",2,1,48,1,5,9,NA,1,2,"10",5,NA,2019,1,1,1,48,2,1,NA,1,1,2,9,0,"10","0",5,NA,1,NA
"1210",1210,"山东省",1,1,32,1,7,12,5,1,2,"8",6,6,2019,1,1,0,32,2,1,5,1,1,3,12,0,"8","0",6,6,1,1
"1211",1211,"山东省",2,1,79,1,2,3,6,1,2,"11",6,6,2019,1,1,1,79,4,1,6,1,1,0,3,0,"11","0",6,6,1,1
"1212",1212,"山东省",2,1,47,1,2,1,2,1,2,"8",5,NA,2019,1,1,1,47,2,1,2,1,1,0,1,0,"8","0",5,NA,1,NA
"1213",1213,"山东省",1,9,56,1,5,9,5,1,2,"8",5,5,2019,1,1,0,56,3,1,5,NA,1,2,9,0,"8","0",5,5,1,1
"1214",1214,"山东省",2,1,85,1,0,7,NA,1,4,"11",6,6,2019,1,1,1,85,4,0,NA,1,1,0,7,0,"11","0",6,6,1,1
"1215",1215,"山东省",2,1,78,1,0,7,2,1,2,"11",6,5,2019,1,1,1,78,4,1,2,1,1,0,7,0,"11","0",6,5,1,1
"1216",1216,"山东省",2,1,61,1,0,7,4,1,2,"11",5,5,2019,1,1,1,61,3,1,4,1,1,0,7,0,"11","0",5,5,1,1
"1217",1217,"山东省",2,1,34,1,4,7,5,1,2,"11",6,6,2019,1,1,1,34,2,1,5,1,1,1,7,0,"11","0",6,6,1,1
"1218",1218,"山东省",1,1,33,1,9,16,9,3,2,"10",5,5,2019,1,1,0,33,2,1,9,1,1,4,16,1,"10","0",5,5,1,1
"1219",1219,"山东省",1,1,35,1,10,19,7,3,2,"6",5,5,2019,1,1,0,35,2,1,7,1,1,4,19,1,"6","1",5,5,1,1
"1220",1220,"山东省",2,2,50,1,9,16,6,3,2,"2",6,5,2019,1,1,1,50,3,1,6,0,1,4,16,1,"2","1",6,5,1,1
"1221",1221,"山东省",2,2,52,1,9,14,6,3,2,"1",6,5,2019,1,1,1,52,3,1,6,0,1,4,14,1,"1","1",6,5,1,1
"1222",1222,"山东省",1,2,30,1,9,16,3,3,2,"1",6,5,2019,1,1,0,30,2,1,3,0,1,4,16,1,"1","1",6,5,1,1
"1223",1223,"山东省",2,1,56,1,1,7,NA,1,2,NA,5,5,2019,1,1,1,56,3,1,NA,1,1,0,7,0,NA,NA,5,5,1,1
"1224",1224,"山东省",2,1,48,1,5,9,5,1,2,"8",6,6,2019,1,1,1,48,2,1,5,1,1,2,9,0,"8","0",6,6,1,1
"1225",1225,"山东省",2,3,53,1,5,9,5,1,2,"2",5,5,2019,1,1,1,53,3,1,5,0,1,2,9,0,"2","1",5,5,1,1
"1226",1226,"山东省",2,2,49,1,7,9,5,1,2,"8",6,5,2019,1,1,1,49,2,1,5,0,1,3,9,0,"8","0",6,5,1,1
"1227",1227,"山东省",2,1,70,1,0,7,NA,1,4,"11",5,5,2019,1,1,1,70,4,0,NA,1,1,0,7,0,"11","0",5,5,1,1
"1228",1228,"山东省",2,1,66,1,0,7,NA,1,2,"11",5,5,2019,1,1,1,66,3,1,NA,1,1,0,7,0,"11","0",5,5,1,1
"1229",1229,"山东省",1,1,59,1,4,6,5,1,2,"11",5,5,2019,1,1,0,59,3,1,5,1,1,1,6,0,"11","0",5,5,1,1
"1230",1230,"山东省",1,1,60,1,3,5,NA,1,2,"11",6,6,2019,1,1,0,60,3,1,NA,1,1,1,5,0,"11","0",6,6,1,1
"1231",1231,"山东省",1,1,81,1,2,3,NA,1,2,"11",6,6,2019,1,1,0,81,4,1,NA,1,1,0,3,0,"11","0",6,6,1,1
"1232",1232,"山东省",2,1,65,1,0,7,NA,1,2,"11",6,6,2019,1,1,1,65,3,1,NA,1,1,0,7,0,"11","0",6,6,1,1
"1233",1233,"山东省",2,1,70,1,1,7,NA,1,4,"11",5,4,2019,1,1,1,70,4,0,NA,1,1,0,7,0,"11","0",5,4,1,0
"1234",1234,"山东省",1,1,32,1,7,12,NA,1,2,"11",5,5,2019,1,1,0,32,2,1,NA,1,1,3,12,0,"11","0",5,5,1,1
"1235",1235,"山东省",2,1,70,1,0,7,NA,1,2,"11",NA,NA,2019,1,1,1,70,4,1,NA,1,1,0,7,0,"11","0",NA,NA,NA,NA
"1236",1236,"山东省",2,1,77,1,0,7,NA,1,4,"1",6,2,2019,1,1,1,77,4,0,NA,1,1,0,7,0,"1","1",6,2,1,0
"1237",1237,"山东省",1,1,69,1,2,3,4,1,2,"11",NA,NA,2019,1,1,0,69,3,1,4,1,1,0,3,0,"11","0",NA,NA,NA,NA
"1238",1238,"山东省",2,1,32,1,2,5,5,1,2,"8",NA,NA,2019,1,1,1,32,2,1,5,1,1,0,5,0,"8","0",NA,NA,NA,NA
"1239",1239,"山东省",2,1,35,1,5,9,3,1,2,"11",5,3,2019,1,1,1,35,2,1,3,1,1,2,9,0,"11","0",5,3,1,0
"1240",1240,"山东省",2,1,36,1,5,9,5,1,2,"8",5,5,2019,1,1,1,36,2,1,5,1,1,2,9,0,"8","0",5,5,1,1
"1241",1241,"山东省",2,1,40,1,3,6,5,1,2,"8",5,5,2019,1,1,1,40,2,1,5,1,1,1,6,0,"8","0",5,5,1,1
"1242",1242,"山东省",2,1,69,1,0,7,5,1,4,"11",6,NA,2019,1,1,1,69,3,0,5,1,1,0,7,0,"11","0",6,NA,1,NA
"1243",1243,"山东省",2,1,44,1,5,8,5,1,2,NA,5,5,2019,1,1,1,44,2,1,5,1,1,2,8,0,NA,NA,5,5,1,1
"1244",1244,"山东省",2,1,30,1,5,8,5,1,2,"8",5,5,2019,1,1,1,30,2,1,5,1,1,2,8,0,"8","0",5,5,1,1
"1245",1245,"山东省",1,1,48,1,5,8,NA,1,2,"11",6,6,2019,1,1,0,48,2,1,NA,1,1,2,8,0,"11","0",6,6,1,1
"1246",1246,"山东省",1,1,69,1,2,2,6,1,2,"11",6,6,2019,1,1,0,69,3,1,6,1,1,0,2,0,"11","0",6,6,1,1
"1247",1247,"山东省",2,1,44,1,4,7,NA,1,2,"8",6,6,2019,1,1,1,44,2,1,NA,1,1,1,7,0,"8","0",6,6,1,1
"1248",1248,"山东省",1,1,41,1,5,8,NA,1,2,"11",NA,NA,2019,1,1,0,41,2,1,NA,1,1,2,8,0,"11","0",NA,NA,NA,NA
"1249",1249,"山东省",2,1,67,1,0,7,4,1,2,"11",6,6,2019,1,1,1,67,3,1,4,1,1,0,7,0,"11","0",6,6,1,1
"1250",1250,"山东省",1,1,21,1,9,16,7,2,1,"11",5,5,2019,1,1,0,21,1,0,7,1,1,4,16,0,"11","0",5,5,1,1
"1251",1251,"山东省",2,2,34,1,9,13,6,3,2,"8",5,4,2019,1,1,1,34,2,1,6,0,1,4,13,1,"8","0",5,4,1,0
"1252",1252,"山东省",2,2,33,1,9,16,5,1,2,"8",5,5,2019,1,1,1,33,2,1,5,0,1,4,16,0,"8","0",5,5,1,1
"1253",1253,"山东省",2,2,32,1,9,15,6,1,2,"10",6,3,2019,1,1,1,32,2,1,6,0,1,4,15,0,"10","0",6,3,1,0
"1254",1254,"山东省",1,3,86,1,3,6,NA,1,2,"11",6,NA,2019,1,1,0,86,4,1,NA,0,1,1,6,0,"11","0",6,NA,1,NA
"1255",1255,"山东省",1,1,36,1,5,9,3,1,2,"8",4,4,2019,1,1,0,36,2,1,3,1,1,2,9,0,"8","0",4,4,0,0
"1256",1256,"山东省",1,1,30,1,9,15,4,1,1,"8",5,4,2019,1,1,0,30,2,0,4,1,1,4,15,0,"8","0",5,4,1,0
"1257",1257,"山东省",2,2,37,1,7,12,6,1,2,"11",5,4,2019,1,1,1,37,2,1,6,0,1,3,12,0,"11","0",5,4,1,0
"1258",1258,"山东省",1,2,64,1,2,2,3,1,2,NA,5,5,2019,1,1,0,64,3,1,3,0,1,0,2,0,NA,NA,5,5,1,1
"1259",1259,"山东省",1,2,67,1,7,12,6,3,2,"2",6,5,2019,1,1,0,67,3,1,6,0,1,3,12,1,"2","1",6,5,1,1
"1260",1260,"山东省",1,1,34,1,9,16,1,1,2,"3",5,5,2019,1,1,0,34,2,1,1,1,1,4,16,0,"3","1",5,5,1,1
"1261",1261,"山东省",2,2,81,1,0,7,NA,1,2,"2",6,6,2019,1,1,1,81,4,1,NA,0,1,0,7,0,"2","1",6,6,1,1
"1262",1262,"山东省",2,1,82,1,0,7,NA,1,2,"11",6,6,2019,1,1,1,82,4,1,NA,1,1,0,7,0,"11","0",6,6,1,1
"1263",1263,"山东省",2,2,74,1,3,6,5,3,2,"2",6,6,2019,1,1,1,74,4,1,5,0,1,1,6,1,"2","1",6,6,1,1
"1264",1264,"山东省",1,1,55,1,5,9,3,1,2,"5",6,3,2019,1,1,0,55,3,1,3,1,1,2,9,0,"5","0",6,3,1,0
"1265",1265,"山东省",1,2,60,1,5,9,NA,1,2,"10",5,4,2019,1,1,0,60,3,1,NA,0,1,2,9,0,"10","0",5,4,1,0
"1266",1266,"山东省",2,2,44,1,9,16,5,1,2,"10",6,5,2019,1,1,1,44,2,1,5,0,1,4,16,0,"10","0",6,5,1,1
"1267",1267,"山东省",2,2,71,1,2,3,2,1,2,NA,6,5,2019,1,1,1,71,4,1,2,0,1,0,3,0,NA,NA,6,5,1,1
"1268",1268,"山东省",1,2,37,1,7,12,8,1,2,"10",5,5,2019,1,1,0,37,2,1,8,0,1,3,12,0,"10","0",5,5,1,1
"1269",1269,"山东省",2,2,76,1,4,7,5,1,2,"11",6,4,2019,1,1,1,76,4,1,5,0,1,1,7,0,"11","0",6,4,1,0
"1270",1270,"山东省",1,2,63,1,4,7,2,3,2,"8",NA,NA,2019,1,1,0,63,3,1,2,0,1,1,7,1,"8","0",NA,NA,NA,NA
"1271",1271,"山东省",1,2,68,1,3,6,4,1,2,"8",6,5,2019,1,1,0,68,3,1,4,0,1,1,6,0,"8","0",6,5,1,1
"1272",1272,"山东省",1,2,82,1,9,16,6,3,2,"2",6,6,2019,1,1,0,82,4,1,6,0,1,4,16,1,"2","1",6,6,1,1
"1273",1273,"山东省",1,1,33,1,9,14,5,1,1,"10",6,5,2019,1,1,0,33,2,0,5,1,1,4,14,0,"10","0",6,5,1,1
"1274",1274,"山东省",2,2,21,1,9,16,7,2,1,"11",6,5,2019,1,1,1,21,1,0,7,0,1,4,16,0,"11","0",6,5,1,1
"1275",1275,"山东省",1,2,73,1,5,9,5,1,2,"9",6,5,2019,1,1,0,73,4,1,5,0,1,2,9,0,"9","1",6,5,1,1
"1276",1276,"山东省",2,2,49,1,9,16,NA,1,2,"6",6,5,2019,1,1,1,49,2,1,NA,0,1,4,16,0,"6","1",6,5,1,1
"1277",1277,"山东省",1,1,21,1,9,15,6,2,1,"11",6,6,2019,1,1,0,21,1,0,6,1,1,4,15,0,"11","0",6,6,1,1
"1278",1278,"山东省",1,1,41,1,7,12,6,3,2,NA,NA,NA,2019,1,1,0,41,2,1,6,1,1,3,12,1,NA,NA,NA,NA,NA,NA
"1279",1279,"山东省",1,2,36,1,7,9,6,1,2,"10",5,NA,2019,1,1,0,36,2,1,6,0,1,3,9,0,"10","0",5,NA,1,NA
"1280",1280,"山东省",1,2,50,1,9,12,6,1,2,"3",6,6,2019,1,1,0,50,3,1,6,0,1,4,12,0,"3","1",6,6,1,1
"1281",1281,"山东省",2,2,46,1,7,12,5,1,2,"8",5,5,2019,1,1,1,46,2,1,5,0,1,3,12,0,"8","0",5,5,1,1
"1282",1282,"山东省",1,2,37,1,9,16,4,1,2,"10",2,5,2019,1,1,0,37,2,1,4,0,1,4,16,0,"10","0",2,5,0,1
"1283",1283,"山东省",1,2,38,1,7,12,4,1,2,"8",6,5,2019,1,1,0,38,2,1,4,0,1,3,12,0,"8","0",6,5,1,1
"1284",1284,"山东省",1,2,82,1,9,14,6,1,4,"2",6,6,2019,1,1,0,82,4,0,6,0,1,4,14,0,"2","1",6,6,1,1
"1285",1285,"山东省",2,1,59,1,7,12,6,1,2,"8",6,5,2019,1,1,1,59,3,1,6,1,1,3,12,0,"8","0",6,5,1,1
"1286",1286,"山东省",1,2,70,1,9,16,7,1,2,"6",NA,NA,2019,1,1,0,70,4,1,7,0,1,4,16,0,"6","1",NA,NA,NA,NA
"1287",1287,"山东省",1,2,49,1,7,12,3,1,2,"2",6,4,2019,1,1,0,49,2,1,3,0,1,3,12,0,"2","1",6,4,1,0
"1288",1288,"山东省",2,2,18,1,NA,NA,7,2,1,"11",5,5,2019,1,1,1,18,1,0,7,0,1,NA,NA,0,"11","0",5,5,1,1
"1289",1289,"山东省",1,1,61,1,5,7,6,3,2,"2",6,5,2019,1,1,0,61,3,1,6,1,1,2,7,1,"2","1",6,5,1,1
"1290",1290,"山东省",1,1,56,1,2,5,7,1,2,"10",6,6,2019,1,1,0,56,3,1,7,1,1,0,5,0,"10","0",6,6,1,1
"1291",1291,"山东省",1,1,61,1,0,7,6,1,2,"11",NA,NA,2019,1,1,0,61,3,1,6,1,1,0,7,0,"11","0",NA,NA,NA,NA
"1292",1292,"山东省",2,1,62,1,0,7,7,1,4,"11",6,6,2019,1,1,1,62,3,0,7,1,1,0,7,0,"11","0",6,6,1,1
"1293",1293,"山东省",2,1,55,1,2,4,6,1,4,"11",6,5,2019,1,1,1,55,3,0,6,1,1,0,4,0,"11","0",6,5,1,1
"1294",1294,"山东省",2,1,70,1,2,2,5,1,2,"11",6,6,2019,1,1,1,70,4,1,5,1,1,0,2,0,"11","0",6,6,1,1
"1295",1295,"山东省",1,1,66,1,0,7,6,1,2,"11",6,6,2019,1,1,0,66,3,1,6,1,1,0,7,0,"11","0",6,6,1,1
"1296",1296,"山东省",2,1,62,1,0,7,4,1,2,"11",NA,NA,2019,1,1,1,62,3,1,4,1,1,0,7,0,"11","0",NA,NA,NA,NA
"1297",1297,"山东省",2,2,43,1,2,5,6,1,2,"8",6,5,2019,1,1,1,43,2,1,6,0,1,0,5,0,"8","0",6,5,1,1
"1298",1298,"山东省",2,1,56,2,2,3,3,1,2,"8",5,4,2019,1,1,1,56,3,1,3,1,0,0,3,0,"8","0",5,4,1,0
"1299",1299,"山东省",1,1,77,1,7,9,7,3,2,"1",6,6,2019,1,1,0,77,4,1,7,1,1,3,9,1,"1","1",6,6,1,1
"1300",1300,"山东省",1,2,21,1,9,14,6,1,1,"11",6,5,2019,1,1,0,21,1,0,6,0,1,4,14,0,"11","0",6,5,1,1
"1301",1301,"山东省",2,1,57,1,4,6,5,1,2,"11",6,6,2019,1,1,1,57,3,1,5,1,1,1,6,0,"11","0",6,6,1,1
"1302",1302,"山东省",2,1,63,1,0,7,7,1,2,"11",6,6,2019,1,1,1,63,3,1,7,1,1,0,7,0,"11","0",6,6,1,1
"1303",1303,"山东省",1,1,60,1,3,6,5,1,2,"8",6,5,2019,1,1,0,60,3,1,5,1,1,1,6,0,"8","0",6,5,1,1
"1304",1304,"山东省",2,2,74,1,9,13,6,3,2,"11",6,5,2019,1,1,1,74,4,1,6,0,1,4,13,1,"11","0",6,5,1,1
"1305",1305,"山东省",2,2,60,1,2,6,6,1,2,"2",6,3,2019,1,1,1,60,3,1,6,0,1,0,6,0,"2","1",6,3,1,0
"1306",1306,"山东省",2,1,18,1,7,10,NA,2,1,NA,5,4,2019,1,1,1,18,1,0,NA,1,1,3,10,0,NA,NA,5,4,1,0
"1307",1307,"山东省",1,1,64,1,3,6,6,1,2,"11",6,5,2019,1,1,0,64,3,1,6,1,1,1,6,0,"11","0",6,5,1,1
"1308",1308,"山东省",2,1,69,1,5,8,6,1,2,"11",6,6,2019,1,1,1,69,3,1,6,1,1,2,8,0,"11","0",6,6,1,1
"1309",1309,"山东省",2,2,42,1,7,11,7,1,2,"10",6,6,2019,1,1,1,42,2,1,7,0,1,3,11,0,"10","0",6,6,1,1
"1310",1310,"山东省",2,1,75,1,0,7,5,1,2,"11",NA,NA,2019,1,1,1,75,4,1,5,1,1,0,7,0,"11","0",NA,NA,NA,NA
"1311",1311,"山东省",2,1,69,1,0,7,5,1,2,"11",6,5,2019,1,1,1,69,3,1,5,1,1,0,7,0,"11","0",6,5,1,1
"1312",1312,"山东省",1,1,64,1,2,5,7,1,2,"1",6,5,2019,1,1,0,64,3,1,7,1,1,0,5,0,"1","1",6,5,1,1
"1313",1313,"山东省",1,1,30,1,5,9,5,1,2,"8",4,4,2019,1,1,0,30,2,1,5,1,1,2,9,0,"8","0",4,4,0,0
"1314",1314,"山东省",1,1,71,1,2,3,4,1,2,"11",5,4,2019,1,1,0,71,4,1,4,1,1,0,3,0,"11","0",5,4,1,0
"1315",1315,"山东省",1,1,75,1,2,2,4,1,2,"11",6,5,2019,1,1,0,75,4,1,4,1,1,0,2,0,"11","0",6,5,1,1
"1316",1316,"山东省",2,1,82,1,0,7,NA,1,4,"11",6,5,2019,1,1,1,82,4,0,NA,1,1,0,7,0,"11","0",6,5,1,1
"1317",1317,"山东省",1,1,69,1,4,7,7,1,2,"11",6,6,2019,1,1,0,69,3,1,7,1,1,1,7,0,"11","0",6,6,1,1
"1318",1318,"山东省",1,2,60,1,7,9,6,1,2,"8",6,5,2019,1,1,0,60,3,1,6,0,1,3,9,0,"8","0",6,5,1,1
"1319",1319,"山东省",1,1,63,1,7,12,7,1,4,"8",6,6,2019,1,1,0,63,3,0,7,1,1,3,12,0,"8","0",6,6,1,1
"1320",1320,"山东省",1,3,48,1,5,9,5,1,2,"10",NA,5,2019,1,1,0,48,2,1,5,0,1,2,9,0,"10","0",NA,5,NA,1
"1321",1321,"山东省",1,1,80,1,2,4,6,3,4,"11",6,5,2019,1,1,0,80,4,0,6,1,1,0,4,1,"11","0",6,5,1,1
"1322",1322,"山东省",1,1,50,1,5,9,2,1,2,"11",6,1,2019,1,1,0,50,3,1,2,1,1,2,9,0,"11","0",6,1,1,0
"1323",1323,"山东省",1,1,74,1,2,5,7,1,2,"11",6,6,2019,1,1,0,74,4,1,7,1,1,0,5,0,"11","0",6,6,1,1
"1324",1324,"山东省",2,1,60,1,3,5,6,1,2,"11",5,5,2019,1,1,1,60,3,1,6,1,1,1,5,0,"11","0",5,5,1,1
"1325",1325,"山东省",1,1,47,1,5,8,8,1,2,"10",6,6,2019,1,1,0,47,2,1,8,1,1,2,8,0,"10","0",6,6,1,1
"1326",1326,"山东省",2,1,45,1,5,9,5,1,2,"11",6,5,2019,1,1,1,45,2,1,5,1,1,2,9,0,"11","0",6,5,1,1
"1327",1327,"山东省",1,1,46,1,7,12,6,1,2,"11",5,5,2019,1,1,0,46,2,1,6,1,1,3,12,0,"11","0",5,5,1,1
"1328",1328,"山东省",1,1,52,1,4,8,5,1,2,"11",6,5,2019,1,1,0,52,3,1,5,1,1,1,8,0,"11","0",6,5,1,1
"1329",1329,"山东省",2,1,63,1,0,7,5,1,2,"11",NA,NA,2019,1,1,1,63,3,1,5,1,1,0,7,0,"11","0",NA,NA,NA,NA
"1330",1330,"山东省",2,1,58,1,0,7,5,1,2,"11",5,5,2019,1,1,1,58,3,1,5,1,1,0,7,0,"11","0",5,5,1,1
"1331",1331,"山东省",2,1,48,1,3,5,5,1,2,"11",NA,4,2019,1,1,1,48,2,1,5,1,1,1,5,0,"11","0",NA,4,NA,0
"1332",1332,"山东省",2,1,42,1,5,9,7,1,2,"11",6,5,2019,1,1,1,42,2,1,7,1,1,2,9,0,"11","0",6,5,1,1
"1333",1333,"山东省",1,1,75,1,3,5,5,1,2,"11",6,5,2019,1,1,0,75,4,1,5,1,1,1,5,0,"11","0",6,5,1,1
"1334",1334,"山东省",2,1,62,1,0,7,5,1,4,"11",5,NA,2019,1,1,1,62,3,0,5,1,1,0,7,0,"11","0",5,NA,1,NA
"1335",1335,"山东省",1,1,80,1,2,5,7,1,2,"11",6,6,2019,1,1,0,80,4,1,7,1,1,0,5,0,"11","0",6,6,1,1
"1336",1336,"山东省",1,1,76,1,5,9,5,1,2,"11",6,6,2019,1,1,0,76,4,1,5,1,1,2,9,0,"11","0",6,6,1,1
"1337",1337,"山东省",1,1,67,1,2,5,4,1,2,"11",6,6,2019,1,1,0,67,3,1,4,1,1,0,5,0,"11","0",6,6,1,1
"1338",1338,"山东省",1,1,75,1,0,7,5,1,2,"11",6,6,2019,1,1,0,75,4,1,5,1,1,0,7,0,"11","0",6,6,1,1
"1339",1339,"山东省",1,1,67,1,2,4,5,1,2,"11",NA,4,2019,1,1,0,67,3,1,5,1,1,0,4,0,"11","0",NA,4,NA,0
"1340",1340,"山东省",2,1,50,1,2,3,5,1,2,"11",6,5,2019,1,1,1,50,3,1,5,1,1,0,3,0,"11","0",6,5,1,1
"1341",1341,"山东省",2,1,62,1,0,7,NA,1,2,"11",NA,NA,2019,1,1,1,62,3,1,NA,1,1,0,7,0,"11","0",NA,NA,NA,NA
"1342",1342,"山东省",2,1,42,1,2,1,5,1,2,"11",4,4,2019,1,1,1,42,2,1,5,1,1,0,1,0,"11","0",4,4,0,0
"1343",1343,"山东省",2,1,62,1,0,7,5,1,2,"11",5,5,2019,1,1,1,62,3,1,5,1,1,0,7,0,"11","0",5,5,1,1
"1344",1344,"山东省",1,1,50,1,5,9,5,1,2,"11",6,5,2019,1,1,0,50,3,1,5,1,1,2,9,0,"11","0",6,5,1,1
"1345",1345,"山东省",1,1,54,1,7,10,6,3,2,"11",6,6,2019,1,1,0,54,3,1,6,1,1,3,10,1,"11","0",6,6,1,1
"1346",1346,"山东省",2,1,50,1,0,7,5,1,2,"11",6,5,2019,1,1,1,50,3,1,5,1,1,0,7,0,"11","0",6,5,1,1
"1347",1347,"山东省",2,1,68,1,0,7,6,1,2,"11",6,6,2019,1,1,1,68,3,1,6,1,1,0,7,0,"11","0",6,6,1,1
"1348",1348,"山东省",2,1,65,1,0,7,6,1,2,"11",6,6,2019,1,1,1,65,3,1,6,1,1,0,7,0,"11","0",6,6,1,1
"1349",1349,"山东省",1,1,69,1,5,9,7,1,4,"11",6,6,2019,1,1,0,69,3,0,7,1,1,2,9,0,"11","0",6,6,1,1
"1350",1350,"山东省",1,1,38,1,5,9,5,1,2,"8",6,5,2019,1,1,0,38,2,1,5,1,1,2,9,0,"8","0",6,5,1,1
"1351",1351,"山东省",2,1,71,1,0,7,NA,1,2,"11",5,5,2019,1,1,1,71,4,1,NA,1,1,0,7,0,"11","0",5,5,1,1
"1352",1352,"山东省",1,1,55,1,5,9,4,1,2,"11",5,NA,2019,1,1,0,55,3,1,4,1,1,2,9,0,"11","0",5,NA,1,NA
"1353",1353,"山东省",2,1,37,1,4,7,5,1,2,"11",6,4,2019,1,1,1,37,2,1,5,1,1,1,7,0,"11","0",6,4,1,0
"1354",1354,"山东省",2,1,67,1,0,7,5,1,2,"11",6,NA,2019,1,1,1,67,3,1,5,1,1,0,7,0,"11","0",6,NA,1,NA
"1355",1355,"山东省",1,1,60,1,2,5,6,1,2,"11",6,4,2019,1,1,0,60,3,1,6,1,1,0,5,0,"11","0",6,4,1,0
"1356",1356,"山东省",2,1,35,1,3,5,6,1,2,"11",6,5,2019,1,1,1,35,2,1,6,1,1,1,5,0,"11","0",6,5,1,1
"1357",1357,"山东省",2,1,82,1,0,7,5,1,2,"11",6,6,2019,1,1,1,82,4,1,5,1,1,0,7,0,"11","0",6,6,1,1
"1358",1358,"山东省",2,1,68,1,0,7,6,1,2,"11",6,6,2019,1,1,1,68,3,1,6,1,1,0,7,0,"11","0",6,6,1,1
"1359",1359,"山东省",2,1,29,1,4,8,5,1,2,"11",5,5,2019,1,1,1,29,1,1,5,1,1,1,8,0,"11","0",5,5,1,1
"1360",1360,"山东省",2,1,76,1,0,7,5,1,4,"11",6,6,2019,1,1,1,76,4,0,5,1,1,0,7,0,"11","0",6,6,1,1
"1361",1361,"山东省",2,1,38,1,5,8,5,1,2,"11",6,6,2019,1,1,1,38,2,1,5,1,1,2,8,0,"11","0",6,6,1,1
"1362",1362,"山东省",2,1,48,1,5,8,NA,1,2,"11",6,6,2019,1,1,1,48,2,1,NA,1,1,2,8,0,"11","0",6,6,1,1
"1363",1363,"山东省",2,1,54,1,4,7,5,1,2,"11",6,6,2019,1,1,1,54,3,1,5,1,1,1,7,0,"11","0",6,6,1,1
"1364",1364,"山东省",2,1,50,1,0,7,5,1,2,"11",NA,5,2019,1,1,1,50,3,1,5,1,1,0,7,0,"11","0",NA,5,NA,1
"1365",1365,"山东省",1,1,87,1,5,8,6,1,2,"11",6,6,2019,1,1,0,87,4,1,6,1,1,2,8,0,"11","0",6,6,1,1
"1366",1366,"山东省",2,1,66,1,0,7,7,1,2,"11",6,6,2019,1,1,1,66,3,1,7,1,1,0,7,0,"11","0",6,6,1,1
"1367",1367,"山东省",2,1,56,1,2,3,NA,1,2,"11",4,4,2019,1,1,1,56,3,1,NA,1,1,0,3,0,"11","0",4,4,0,0
"1368",1368,"山东省",1,1,70,1,0,7,4,1,2,"11",6,5,2019,1,1,0,70,4,1,4,1,1,0,7,0,"11","0",6,5,1,1
"1369",1369,"山东省",2,1,86,1,3,6,NA,1,4,"11",NA,NA,2019,1,1,1,86,4,0,NA,1,1,1,6,0,"11","0",NA,NA,NA,NA
"1370",1370,"山东省",1,1,45,1,5,9,4,1,2,"11",5,4,2019,1,1,0,45,2,1,4,1,1,2,9,0,"11","0",5,4,1,0
"1371",1371,"山东省",2,1,45,1,5,9,6,1,2,NA,6,5,2019,1,1,1,45,2,1,6,1,1,2,9,0,NA,NA,6,5,1,1
"1372",1372,"山东省",1,1,77,1,0,7,5,1,2,"11",4,4,2019,1,1,0,77,4,1,5,1,1,0,7,0,"11","0",4,4,0,0
"1373",1373,"山东省",2,1,57,1,2,3,3,1,2,"10",5,3,2019,1,1,1,57,3,1,3,1,1,0,3,0,"10","0",5,3,1,0
"1374",1374,"山东省",1,1,48,1,5,9,5,1,2,"10",4,3,2019,1,1,0,48,2,1,5,1,1,2,9,0,"10","0",4,3,0,0
"1375",1375,"山东省",1,1,65,1,3,6,6,1,2,"11",6,6,2019,1,1,0,65,3,1,6,1,1,1,6,0,"11","0",6,6,1,1
"1376",1376,"山东省",2,1,25,1,10,16,5,2,1,"11",6,4,2019,1,1,1,25,1,0,5,1,1,4,16,0,"11","0",6,4,1,0
"1377",1377,"山东省",1,1,66,1,3,5,7,1,2,"8",6,4,2019,1,1,0,66,3,1,7,1,1,1,5,0,"8","0",6,4,1,0
"1378",1378,"山东省",1,3,41,1,9,14,8,3,2,"7",5,5,2019,1,1,0,41,2,1,8,0,1,4,14,1,"7","1",5,5,1,1
"1379",1379,"山东省",2,2,25,1,9,16,6,3,1,"2",5,4,2019,1,1,1,25,1,0,6,0,1,4,16,1,"2","1",5,4,1,0
"1380",1380,"山东省",2,1,38,1,7,12,5,1,2,"8",NA,5,2019,1,1,1,38,2,1,5,1,1,3,12,0,"8","0",NA,5,NA,1
"1381",1381,"山东省",1,1,59,1,5,9,5,1,2,"8",NA,3,2019,1,1,0,59,3,1,5,1,1,2,9,0,"8","0",NA,3,NA,0
"1382",1382,"山东省",1,2,38,1,9,16,6,3,2,"8",6,5,2019,1,1,0,38,2,1,6,0,1,4,16,1,"8","0",6,5,1,1
"1383",1383,"山东省",1,2,82,1,9,9,8,1,2,"6",6,4,2019,1,1,0,82,4,1,8,0,1,4,9,0,"6","1",6,4,1,0
