"","id","province","A1","A2","A4A","A5","SE1","SE1A","SE11","SE13","SE22","SE5","E4B","E4H","year","wave","time","female","age","corhort","marriage","socialLevel","hukouRural","race","edu","eduyear","party","occ","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"1",1,"上海市",1,1,21,1,6,9,5,1,1,"7",5,4,2019,1,1,0,21,1,0,5,1,1,2,9,0,"7","1",5,4,1,0
"2",2,"上海市",1,1,45,1,7,12,6,1,2,"10",NA,NA,2019,1,1,0,45,2,1,6,1,1,3,12,0,"10","0",NA,NA,NA,NA
"3",3,"上海市",2,1,69,1,1,7,5,1,2,"9",6,6,2019,1,1,1,69,3,1,5,1,1,0,7,0,"9","1",6,6,1,1
"4",4,"上海市",2,2,70,1,4,9,6,1,2,"6",6,4,2019,1,1,1,70,4,1,6,0,1,1,9,0,"6","1",6,4,1,0
"5",5,"上海市",1,2,62,1,6,11,5,1,NA,"2",6,6,2019,1,1,0,62,3,NA,5,0,1,2,11,0,"2","1",6,6,1,1
"6",6,"上海市",2,1,27,1,7,11,7,1,2,NA,4,3,2019,1,1,1,27,1,1,7,1,1,3,11,0,NA,NA,4,3,0,0
"7",7,"上海市",2,2,74,1,2,4,7,1,2,"9",4,4,2019,1,1,1,74,4,1,7,0,1,0,4,0,"9","1",4,4,0,0
"8",8,"上海市",1,2,82,1,0,7,2,1,2,"11",5,6,2019,1,1,0,82,4,1,2,0,1,0,7,0,"11","0",5,6,1,1
"9",9,"上海市",2,3,71,1,5,9,6,1,2,"9",4,4,2019,1,1,1,71,4,1,6,0,1,2,9,0,"9","1",4,4,0,0
"10",10,"上海市",2,1,32,2,6,12,6,2,2,"10",5,5,2019,1,1,1,32,2,1,6,1,0,2,12,0,"10","0",5,5,1,1
"11",11,"上海市",2,2,48,2,3,5,2,1,2,"7",6,5,2019,1,1,1,48,2,1,2,0,0,1,5,0,"7","1",6,5,1,1
"12",12,"上海市",1,2,24,1,9,14,5,1,1,"10",6,6,2019,1,1,0,24,1,0,5,0,1,4,14,0,"10","0",6,6,1,1
"13",13,"上海市",2,3,67,1,0,7,4,1,2,"11",6,5,2019,1,1,1,67,3,1,4,0,1,0,7,0,"11","0",6,5,1,1
"14",14,"上海市",1,3,36,1,4,8,5,1,2,"8",6,4,2019,1,1,0,36,2,1,5,0,1,1,8,0,"8","0",6,4,1,0
"15",15,"上海市",2,1,21,1,6,10,NA,2,1,"9",6,4,2019,1,1,1,21,1,0,NA,1,1,2,10,0,"9","1",6,4,1,0
"16",16,"上海市",2,1,56,1,4,6,5,1,4,"10",6,4,2019,1,1,1,56,3,0,5,1,1,1,6,0,"10","0",6,4,1,0
"17",17,"上海市",1,2,80,1,5,10,5,1,2,"1",6,5,2019,1,1,0,80,4,1,5,0,1,2,10,0,"1","1",6,5,1,1
"18",18,"上海市",1,3,62,1,4,8,NA,1,2,"10",6,5,2019,1,1,0,62,3,1,NA,0,1,1,8,0,"10","0",6,5,1,1
"19",19,"上海市",2,1,56,1,5,8,5,1,2,"6",6,6,2019,1,1,1,56,3,1,5,1,1,2,8,0,"6","1",6,6,1,1
"20",20,"上海市",1,3,50,1,5,9,5,1,1,NA,6,5,2019,1,1,0,50,3,0,5,0,1,2,9,0,NA,NA,6,5,1,1
"21",21,"上海市",1,2,67,1,5,9,7,1,2,"2",6,5,2019,1,1,0,67,3,1,7,0,1,2,9,0,"2","1",6,5,1,1
"22",22,"上海市",2,1,21,1,7,12,1,1,1,"10",4,3,2019,1,1,1,21,1,0,1,1,1,3,12,0,"10","0",4,3,0,0
"23",23,"上海市",2,1,38,1,6,11,3,1,2,"8",6,5,2019,1,1,1,38,2,1,3,1,1,2,11,0,"8","0",6,5,1,1
"24",24,"上海市",2,3,64,1,2,3,2,1,2,"11",5,2,2019,1,1,1,64,3,1,2,0,1,0,3,0,"11","0",5,2,1,0
"25",25,"上海市",1,1,23,1,5,9,5,1,1,NA,5,5,2019,1,1,0,23,1,0,5,1,1,2,9,0,NA,NA,5,5,1,1
"26",26,"上海市",2,2,78,1,7,0,7,3,4,"9",6,4,2019,1,1,1,78,4,0,7,0,1,3,0,1,"9","1",6,4,1,0
"27",27,"上海市",2,1,42,1,0,7,3,1,2,"2",4,3,2019,1,1,1,42,2,1,3,1,1,0,7,0,"2","1",4,3,0,0
"28",28,"上海市",1,1,27,1,9,15,3,2,2,"10",4,4,2019,1,1,0,27,1,1,3,1,1,4,15,0,"10","0",4,4,0,0
"29",29,"上海市",2,2,65,1,8,14,5,3,2,"2",6,4,2019,1,1,1,65,3,1,5,0,1,3,14,1,"2","1",6,4,1,0
"30",30,"上海市",2,2,45,1,9,15,8,3,2,"2",NA,5,2019,1,1,1,45,2,1,8,0,1,4,15,1,"2","1",NA,5,NA,1
"31",31,"上海市",2,2,38,1,6,12,9,1,2,"8",6,4,2019,1,1,1,38,2,1,9,0,1,2,12,0,"8","0",6,4,1,0
"32",32,"上海市",1,1,69,1,3,5,1,1,2,"11",6,4,2019,1,1,0,69,3,1,1,1,1,1,5,0,"11","0",6,4,1,0
"33",33,"上海市",2,2,63,1,3,13,4,1,2,"2",5,4,2019,1,1,1,63,3,1,4,0,1,1,13,0,"2","1",5,4,1,0
"34",34,"上海市",2,2,29,1,8,9,3,1,2,"10",5,5,2019,1,1,1,29,1,1,3,0,1,3,9,0,"10","0",5,5,1,1
"35",35,"上海市",2,1,30,1,5,9,5,1,2,NA,5,4,2019,1,1,1,30,2,1,5,1,1,2,9,0,NA,NA,5,4,1,0
"36",36,"上海市",2,1,33,1,4,8,1,1,2,"11",4,3,2019,1,1,1,33,2,1,1,1,1,1,8,0,"11","0",4,3,0,0
"37",37,"上海市",1,3,60,1,5,9,6,1,2,"2",6,6,2019,1,1,0,60,3,1,6,0,1,2,9,0,"2","1",6,6,1,1
"38",38,"上海市",2,2,68,1,5,9,3,1,6,"11",5,3,2019,1,1,1,68,3,0,3,0,1,2,9,0,"11","0",5,3,1,0
"39",39,"上海市",1,1,58,1,4,9,5,1,2,"8",5,5,2019,1,1,0,58,3,1,5,1,1,1,9,0,"8","0",5,5,1,1
"40",40,"上海市",2,3,74,1,5,9,NA,1,4,"2",6,6,2019,1,1,1,74,4,0,NA,0,1,2,9,0,"2","1",6,6,1,1
"41",41,"上海市",2,2,65,1,4,8,8,1,2,"9",5,3,2019,1,1,1,65,3,1,8,0,1,1,8,0,"9","1",5,3,1,0
"42",42,"上海市",2,2,40,1,9,16,5,1,2,"5",5,5,2019,1,1,1,40,2,1,5,0,1,4,16,0,"5","0",5,5,1,1
"43",43,"上海市",2,2,33,1,9,16,7,1,2,"10",4,3,2019,1,1,1,33,2,1,7,0,1,4,16,0,"10","0",4,3,0,0
"44",44,"上海市",2,2,19,1,9,12,5,2,1,"11",5,3,2019,1,1,1,19,1,0,5,0,1,4,12,0,"11","0",5,3,1,0
"45",45,"上海市",1,2,72,1,9,17,5,1,6,"6",6,6,2019,1,1,0,72,4,0,5,0,1,4,17,0,"6","1",6,6,1,1
"46",46,"上海市",2,1,62,1,2,3,NA,1,4,"3",6,2,2019,1,1,1,62,3,0,NA,1,1,0,3,0,"3","1",6,2,1,0
"47",47,"上海市",2,2,31,1,9,16,NA,3,2,"3",3,4,2019,1,1,1,31,2,1,NA,0,1,4,16,1,"3","1",3,4,0,0
"48",48,"上海市",2,2,32,1,9,15,3,1,1,"2",5,4,2019,1,1,1,32,2,0,3,0,1,4,15,0,"2","1",5,4,1,0
"49",49,"上海市",1,2,72,1,9,15,5,3,2,"3",5,5,2019,1,1,0,72,4,1,5,0,1,4,15,1,"3","1",5,5,1,1
"50",50,"上海市",2,2,60,1,8,10,7,1,2,"10",5,5,2019,1,1,1,60,3,1,7,0,1,3,10,0,"10","0",5,5,1,1
"51",51,"上海市",1,3,70,1,8,9,7,3,2,"2",5,5,2019,1,1,0,70,4,1,7,0,1,3,9,1,"2","1",5,5,1,1
"52",52,"上海市",2,2,64,1,7,11,10,1,6,"6",6,5,2019,1,1,1,64,3,0,10,0,1,3,11,0,"6","1",6,5,1,1
"53",53,"上海市",2,2,67,1,7,12,5,1,2,"2",6,4,2019,1,1,1,67,3,1,5,0,1,3,12,0,"2","1",6,4,1,0
"54",54,"上海市",1,2,76,1,5,9,9,1,2,"6",6,5,2019,1,1,0,76,4,1,9,0,1,2,9,0,"6","1",6,5,1,1
"55",55,"上海市",1,2,36,1,10,17,6,1,2,"1",6,4,2019,1,1,0,36,2,1,6,0,1,4,17,0,"1","1",6,4,1,0
"56",56,"上海市",1,2,33,1,10,27,7,3,2,"6",5,4,2019,1,1,0,33,2,1,7,0,1,4,27,1,"6","1",5,4,1,0
"57",57,"上海市",2,3,29,1,9,16,5,1,1,"4",5,4,2019,1,1,1,29,1,0,5,0,1,4,16,0,"4","0",5,4,1,0
"58",58,"上海市",2,2,64,1,8,15,5,3,2,"1",6,6,2019,1,1,1,64,3,1,5,0,1,3,15,1,"1","1",6,6,1,1
"59",59,"上海市",1,2,70,1,8,17,4,3,2,"3",5,5,2019,1,1,0,70,4,1,4,0,1,3,17,1,"3","1",5,5,1,1
"60",60,"上海市",1,2,68,1,8,7,2,1,2,"10",6,5,2019,1,1,0,68,3,1,2,0,1,3,7,0,"10","0",6,5,1,1
"61",61,"上海市",1,2,65,1,9,16,7,1,2,"2",5,4,2019,1,1,0,65,3,1,7,0,1,4,16,0,"2","1",5,4,1,0
"62",62,"上海市",1,2,37,1,10,17,8,1,2,"10",6,6,2019,1,1,0,37,2,1,8,0,1,4,17,0,"10","0",6,6,1,1
"63",63,"上海市",1,2,70,1,4,8,3,1,2,"2",6,5,2019,1,1,0,70,4,1,3,0,1,1,8,0,"2","1",6,5,1,1
"64",64,"上海市",1,2,72,1,7,12,8,3,2,"2",6,5,2019,1,1,0,72,4,1,8,0,1,3,12,1,"2","1",6,5,1,1
"65",65,"上海市",1,2,59,1,7,10,5,3,2,"10",6,5,2019,1,1,0,59,3,1,5,0,1,3,10,1,"10","0",6,5,1,1
"66",66,"上海市",1,2,83,1,9,17,8,3,2,"2",5,4,2019,1,1,0,83,4,1,8,0,1,4,17,1,"2","1",5,4,1,0
"67",67,"上海市",1,2,65,1,5,9,7,1,2,"2",6,6,2019,1,1,0,65,3,1,7,0,1,2,9,0,"2","1",6,6,1,1
"68",68,"上海市",2,2,70,1,9,14,6,1,2,"6",5,5,2019,1,1,1,70,4,1,6,0,1,4,14,0,"6","1",5,5,1,1
"69",69,"上海市",1,2,70,1,6,10,9,3,2,"2",6,5,2019,1,1,0,70,4,1,9,0,1,2,10,1,"2","1",6,5,1,1
"70",70,"上海市",1,2,64,1,7,12,6,1,2,"5",3,2,2019,1,1,0,64,3,1,6,0,1,3,12,0,"5","0",3,2,0,0
"71",71,"上海市",1,2,64,1,9,12,4,1,2,"2",3,5,2019,1,1,0,64,3,1,4,0,1,4,12,0,"2","1",3,5,0,1
"72",72,"上海市",1,2,64,1,7,11,8,3,2,"2",5,4,2019,1,1,0,64,3,1,8,0,1,3,11,1,"2","1",5,4,1,0
"73",73,"云南省",2,2,30,2,5,9,7,1,2,"11",5,5,2019,1,1,1,30,2,1,7,0,0,2,9,0,"11","0",5,5,1,1
"74",74,"云南省",2,1,51,1,2,3,4,1,2,"11",5,5,2019,1,1,1,51,3,1,4,1,1,0,3,0,"11","0",5,5,1,1
"75",75,"云南省",2,2,48,2,7,9,6,2,2,"1",6,5,2019,1,1,1,48,2,1,6,0,0,3,9,0,"1","1",6,5,1,1
"76",76,"云南省",1,1,40,1,3,6,NA,1,2,"11",4,4,2019,1,1,0,40,2,1,NA,1,1,1,6,0,"11","0",4,4,0,0
"77",77,"云南省",2,2,33,1,5,9,5,1,1,NA,NA,NA,2019,1,1,1,33,2,0,5,0,1,2,9,0,NA,NA,NA,NA,NA,NA
"78",78,"云南省",1,3,54,1,4,7,10,1,2,"11",6,5,2019,1,1,0,54,3,1,10,0,1,1,7,0,"11","0",6,5,1,1
"79",79,"云南省",2,1,20,2,9,12,5,2,1,"10",5,5,2019,1,1,1,20,1,0,5,1,0,4,12,0,"10","0",5,5,1,1
"80",80,"云南省",2,2,33,1,7,13,10,2,2,"8",6,5,2019,1,1,1,33,2,1,10,0,1,3,13,0,"8","0",6,5,1,1
"81",81,"云南省",2,3,52,1,5,9,NA,1,4,NA,NA,NA,2019,1,1,1,52,3,0,NA,0,1,2,9,0,NA,NA,NA,NA,NA,NA
"82",82,"云南省",2,1,45,1,3,5,5,1,2,NA,6,5,2019,1,1,1,45,2,1,5,1,1,1,5,0,NA,NA,6,5,1,1
"83",83,"云南省",1,1,65,1,2,5,6,1,2,"10",6,5,2019,1,1,0,65,3,1,6,1,1,0,5,0,"10","0",6,5,1,1
"84",84,"云南省",2,1,54,2,0,7,10,1,2,"11",5,5,2019,1,1,1,54,3,1,10,1,0,0,7,0,"11","0",5,5,1,1
"85",85,"云南省",2,1,83,1,1,7,4,1,4,"11",4,5,2019,1,1,1,83,4,0,4,1,1,0,7,0,"11","0",4,5,0,1
"86",86,"云南省",2,1,62,1,1,7,7,1,2,"11",5,5,2019,1,1,1,62,3,1,7,1,1,0,7,0,"11","0",5,5,1,1
"87",87,"云南省",2,2,54,1,9,14,NA,NA,2,"6",5,4,2019,1,1,1,54,3,1,NA,0,1,4,14,NA,"6","1",5,4,1,0
"88",88,"云南省",1,3,47,1,9,15,2,3,2,"1",6,6,2019,1,1,0,47,2,1,2,0,1,4,15,1,"1","1",6,6,1,1
"89",89,"云南省",1,2,63,1,5,9,10,3,2,"1",6,6,2019,1,1,0,63,3,1,10,0,1,2,9,1,"1","1",6,6,1,1
"90",90,"云南省",2,1,28,1,7,12,10,1,2,"8",6,6,2019,1,1,1,28,1,1,10,1,1,3,12,0,"8","0",6,6,1,1
"91",91,"云南省",1,3,50,1,9,17,6,3,2,"1",6,6,2019,1,1,0,50,3,1,6,0,1,4,17,1,"1","1",6,6,1,1
"92",92,"云南省",1,1,20,1,5,9,5,1,2,"10",6,6,2019,1,1,0,20,1,1,5,1,1,2,9,0,"10","0",6,6,1,1
"93",93,"云南省",1,2,50,2,8,11,6,1,2,"2",5,5,2019,1,1,0,50,3,1,6,0,0,3,11,0,"2","1",5,5,1,1
"94",94,"云南省",2,2,50,2,8,12,NA,3,2,"2",6,6,2019,1,1,1,50,3,1,NA,0,0,3,12,1,"2","1",6,6,1,1
"95",95,"云南省",1,2,54,1,5,9,7,1,2,"2",5,5,2019,1,1,0,54,3,1,7,0,1,2,9,0,"2","1",5,5,1,1
"96",96,"云南省",1,2,35,2,8,17,7,3,2,"2",5,5,2019,1,1,0,35,2,1,7,0,0,3,17,1,"2","1",5,5,1,1
"97",97,"云南省",2,2,25,1,9,16,5,3,1,"11",6,6,2019,1,1,1,25,1,0,5,0,1,4,16,1,"11","0",6,6,1,1
"98",98,"云南省",2,2,32,1,9,16,7,1,2,"6",5,4,2019,1,1,1,32,2,1,7,0,1,4,16,0,"6","1",5,4,1,0
"99",99,"云南省",2,2,50,1,7,11,8,1,2,"6",5,5,2019,1,1,1,50,3,1,8,0,1,3,11,0,"6","1",5,5,1,1
"100",100,"云南省",2,3,30,1,7,12,NA,1,2,"11",NA,NA,2019,1,1,1,30,2,1,NA,0,1,3,12,0,"11","0",NA,NA,NA,NA
"101",101,"云南省",2,1,30,1,5,9,5,1,2,"11",4,4,2019,1,1,1,30,2,1,5,1,1,2,9,0,"11","0",4,4,0,0
"102",102,"云南省",1,2,40,1,5,8,8,2,2,"8",5,5,2019,1,1,0,40,2,1,8,0,1,2,8,0,"8","0",5,5,1,1
"103",103,"云南省",1,2,33,2,9,17,8,3,2,"6",6,6,2019,1,1,0,33,2,1,8,0,0,4,17,1,"6","1",6,6,1,1
"104",104,"云南省",2,1,36,2,7,12,6,3,2,"8",5,5,2019,1,1,1,36,2,1,6,1,0,3,12,1,"8","0",5,5,1,1
"105",105,"云南省",2,1,56,2,5,9,8,1,2,"8",5,5,2019,1,1,1,56,3,1,8,1,0,2,9,0,"8","0",5,5,1,1
"106",106,"云南省",2,1,51,2,3,5,10,1,2,"8",NA,NA,2019,1,1,1,51,3,1,10,1,0,1,5,0,"8","0",NA,NA,NA,NA
"107",107,"云南省",2,1,60,2,0,7,7,1,2,NA,4,4,2019,1,1,1,60,3,1,7,1,0,0,7,0,NA,NA,4,4,0,0
"108",108,"云南省",1,2,84,2,7,10,8,3,2,"6",5,4,2019,1,1,0,84,4,1,8,0,0,3,10,1,"6","1",5,4,1,0
"109",109,"云南省",2,1,59,2,5,9,6,1,2,NA,5,6,2019,1,1,1,59,3,1,6,1,0,2,9,0,NA,NA,5,6,1,1
"110",110,"云南省",1,2,68,2,9,11,7,1,2,"2",6,5,2019,1,1,0,68,3,1,7,0,0,4,11,0,"2","1",6,5,1,1
"111",111,"云南省",2,2,40,2,5,9,NA,1,2,"8",NA,NA,2019,1,1,1,40,2,1,NA,0,0,2,9,0,"8","0",NA,NA,NA,NA
"112",112,"云南省",2,3,72,2,0,7,7,1,2,NA,5,4,2019,1,1,1,72,4,1,7,0,0,0,7,0,NA,NA,5,4,1,0
"113",113,"云南省",2,2,73,1,5,8,NA,1,2,"2",5,4,2019,1,1,1,73,4,1,NA,0,1,2,8,0,"2","1",5,4,1,0
"114",114,"云南省",2,2,60,1,7,10,6,1,2,"2",6,2,2019,1,1,1,60,3,1,6,0,1,3,10,0,"2","1",6,2,1,0
"115",115,"云南省",1,1,33,1,7,12,3,1,6,"8",5,2,2019,1,1,0,33,2,0,3,1,1,3,12,0,"8","0",5,2,1,0
"116",116,"云南省",1,2,64,1,2,9,10,1,5,NA,6,NA,2019,1,1,0,64,3,0,10,0,1,0,9,0,NA,NA,6,NA,1,NA
"117",117,"云南省",1,2,68,1,3,7,5,3,2,"2",5,3,2019,1,1,0,68,3,1,5,0,1,1,7,1,"2","1",5,3,1,0
"118",118,"云南省",1,2,65,1,5,11,4,1,2,"2",5,2,2019,1,1,0,65,3,1,4,0,1,2,11,0,"2","1",5,2,1,0
"119",119,"云南省",1,2,68,1,5,7,4,1,2,"2",6,5,2019,1,1,0,68,3,1,4,0,1,2,7,0,"2","1",6,5,1,1
"120",120,"云南省",1,1,40,1,6,12,5,1,2,"8",5,NA,2019,1,1,0,40,2,1,5,1,1,2,12,0,"8","0",5,NA,1,NA
"121",121,"云南省",2,2,70,1,7,12,7,2,2,"6",6,4,2019,1,1,1,70,4,1,7,0,1,3,12,0,"6","1",6,4,1,0
"122",122,"云南省",2,2,70,1,2,6,8,2,2,"2",6,4,2019,1,1,1,70,4,1,8,0,1,0,6,0,"2","1",6,4,1,0
"123",123,"云南省",2,2,42,1,9,15,6,1,2,"10",6,4,2019,1,1,1,42,2,1,6,0,1,4,15,0,"10","0",6,4,1,0
"124",124,"云南省",2,2,25,1,7,15,6,1,2,"8",5,3,2019,1,1,1,25,1,1,6,0,1,3,15,0,"8","0",5,3,1,0
"125",125,"云南省",1,1,38,1,2,5,6,1,2,NA,6,4,2019,1,1,0,38,2,1,6,1,1,0,5,0,NA,NA,6,4,1,0
"126",126,"云南省",1,1,40,1,6,12,5,1,2,"8",4,4,2019,1,1,0,40,2,1,5,1,1,2,12,0,"8","0",4,4,0,0
"127",127,"云南省",1,1,56,2,5,10,8,1,2,"11",6,5,2019,1,1,0,56,3,1,8,1,0,2,10,0,"11","0",6,5,1,1
"128",128,"云南省",1,1,22,1,9,15,NA,1,2,NA,6,4,2019,1,1,0,22,1,1,NA,1,1,4,15,0,NA,NA,6,4,1,0
"129",129,"云南省",2,1,35,1,6,11,4,1,2,"11",5,2,2019,1,1,1,35,2,1,4,1,1,2,11,0,"11","0",5,2,1,0
"130",130,"云南省",2,1,68,1,2,NA,5,1,2,"2",6,4,2019,1,1,1,68,3,1,5,1,1,0,NA,0,"2","1",6,4,1,0
"131",131,"云南省",2,1,61,2,2,4,8,1,4,"11",6,4,2019,1,1,1,61,3,0,8,1,0,0,4,0,"11","0",6,4,1,0
"132",132,"云南省",2,1,60,2,5,7,NA,NA,NA,"8",5,4,2019,1,1,1,60,3,NA,NA,1,0,2,7,NA,"8","0",5,4,1,0
"133",133,"云南省",1,1,26,1,9,15,7,2,1,"10",5,5,2019,1,1,0,26,1,0,7,1,1,4,15,0,"10","0",5,5,1,1
"134",134,"云南省",1,2,23,1,7,12,4,1,1,"10",5,4,2019,1,1,0,23,1,0,4,0,1,3,12,0,"10","0",5,4,1,0
"135",135,"云南省",1,2,70,1,7,11,6,3,2,"11",6,3,2019,1,1,0,70,4,1,6,0,1,3,11,1,"11","0",6,3,1,0
"136",136,"云南省",2,1,55,1,2,NA,6,1,2,"8",6,4,2019,1,1,1,55,3,1,6,1,1,0,NA,0,"8","0",6,4,1,0
"137",137,"云南省",1,2,26,1,10,20,NA,2,NA,"10",5,3,2019,1,1,0,26,1,NA,NA,0,1,4,20,0,"10","0",5,3,1,0
"138",138,"云南省",1,2,40,1,9,16,6,3,2,NA,6,4,2019,1,1,0,40,2,1,6,0,1,4,16,1,NA,NA,6,4,1,0
"139",139,"云南省",1,2,46,1,9,16,7,1,2,"8",6,4,2019,1,1,0,46,2,1,7,0,1,4,16,0,"8","0",6,4,1,0
"140",140,"云南省",2,2,26,1,9,15,5,2,1,"2",5,4,2019,1,1,1,26,1,0,5,0,1,4,15,0,"2","1",5,4,1,0
"141",141,"云南省",2,2,60,1,7,12,7,1,2,"6",5,4,2019,1,1,1,60,3,1,7,0,1,3,12,0,"6","1",5,4,1,0
"142",142,"云南省",1,2,67,1,7,11,7,1,2,"2",6,4,2019,1,1,0,67,3,1,7,0,1,3,11,0,"2","1",6,4,1,0
"143",143,"云南省",1,3,72,1,3,5,8,3,2,"6",5,5,2019,1,1,0,72,4,1,8,0,1,1,5,1,"6","1",5,5,1,1
"144",144,"云南省",1,2,73,1,3,5,9,1,2,"2",5,4,2019,1,1,0,73,4,1,9,0,1,1,5,0,"2","1",5,4,1,0
"145",145,"云南省",1,2,56,1,9,15,6,1,2,"8",6,4,2019,1,1,0,56,3,1,6,0,1,4,15,0,"8","0",6,4,1,0
"146",146,"云南省",2,9,31,1,9,16,7,1,2,"6",6,4,2019,1,1,1,31,2,1,7,NA,1,4,16,0,"6","1",6,4,1,0
"147",147,"云南省",1,2,35,1,9,16,8,1,2,"1",5,5,2019,1,1,0,35,2,1,8,0,1,4,16,0,"1","1",5,5,1,1
"148",148,"云南省",1,9,38,1,9,16,NA,1,2,"6",6,4,2019,1,1,0,38,2,1,NA,NA,1,4,16,0,"6","1",6,4,1,0
"149",149,"云南省",1,2,31,1,3,5,4,1,2,"2",5,2,2019,1,1,0,31,2,1,4,0,1,1,5,0,"2","1",5,2,1,0
"150",150,"云南省",1,2,49,1,5,9,6,1,NA,"2",5,4,2019,1,1,0,49,2,NA,6,0,1,2,9,0,"2","1",5,4,1,0
"151",151,"云南省",2,2,40,1,9,16,6,2,2,"10",5,4,2019,1,1,1,40,2,1,6,0,1,4,16,0,"10","0",5,4,1,0
"152",152,"云南省",1,2,68,1,7,8,6,3,2,"2",5,4,2019,1,1,0,68,3,1,6,0,1,3,8,1,"2","1",5,4,1,0
"153",153,"云南省",2,2,73,1,5,8,6,1,2,"2",6,4,2019,1,1,1,73,4,1,6,0,1,2,8,0,"2","1",6,4,1,0
"154",154,"云南省",2,2,40,1,7,10,5,1,2,"10",4,4,2019,1,1,1,40,2,1,5,0,1,3,10,0,"10","0",4,4,0,0
"155",155,"云南省",1,1,27,2,7,12,4,1,3,"2",6,6,2019,1,1,0,27,1,0,4,1,0,3,12,0,"2","1",6,6,1,1
"156",156,"云南省",1,2,34,2,9,20,6,3,2,"6",6,6,2019,1,1,0,34,2,1,6,0,0,4,20,1,"6","1",6,6,1,1
"157",157,"云南省",2,1,70,1,3,6,NA,1,2,"8",6,6,2019,1,1,1,70,4,1,NA,1,1,1,6,0,"8","0",6,6,1,1
"158",158,"云南省",2,1,20,1,6,8,5,1,2,"2",6,6,2019,1,1,1,20,1,1,5,1,1,2,8,0,"2","1",6,6,1,1
"159",159,"云南省",1,1,24,1,6,10,6,1,2,"8",6,6,2019,1,1,0,24,1,1,6,1,1,2,10,0,"8","0",6,6,1,1
"160",160,"云南省",2,2,40,2,7,12,3,1,2,"11",6,6,2019,1,1,1,40,2,1,3,0,0,3,12,0,"11","0",6,6,1,1
"161",161,"云南省",1,2,40,2,9,16,7,1,NA,"6",6,5,2019,1,1,0,40,2,NA,7,0,0,4,16,0,"6","1",6,5,1,1
"162",162,"云南省",1,9,30,2,9,16,NA,NA,2,"6",NA,NA,2019,1,1,0,30,2,1,NA,NA,0,4,16,NA,"6","1",NA,NA,NA,NA
"163",163,"云南省",1,2,29,2,9,NA,5,1,2,NA,6,6,2019,1,1,0,29,1,1,5,0,0,4,NA,0,NA,NA,6,6,1,1
"164",164,"云南省",1,2,45,2,4,10,7,1,2,"10",6,6,2019,1,1,0,45,2,1,7,0,0,1,10,0,"10","0",6,6,1,1
"165",165,"云南省",1,1,39,2,3,3,7,1,2,NA,6,6,2019,1,1,0,39,2,1,7,1,0,1,3,0,NA,NA,6,6,1,1
"166",166,"云南省",1,2,36,2,9,2,6,1,2,"10",6,6,2019,1,1,0,36,2,1,6,0,0,4,2,0,"10","0",6,6,1,1
"167",167,"云南省",1,2,49,2,9,14,NA,1,2,"1",6,6,2019,1,1,0,49,2,1,NA,0,0,4,14,0,"1","1",6,6,1,1
"168",168,"云南省",1,3,59,2,7,12,5,1,2,"2",6,6,2019,1,1,0,59,3,1,5,0,0,3,12,0,"2","1",6,6,1,1
"169",169,"云南省",1,2,58,1,7,12,5,3,2,"2",6,6,2019,1,1,0,58,3,1,5,0,1,3,12,1,"2","1",6,6,1,1
"170",170,"云南省",1,3,51,2,9,12,5,3,2,"1",6,6,2019,1,1,0,51,3,1,5,0,0,4,12,1,"1","1",6,6,1,1
"171",171,"云南省",1,1,58,1,5,9,4,1,2,"10",6,6,2019,1,1,0,58,3,1,4,1,1,2,9,0,"10","0",6,6,1,1
"172",172,"云南省",1,3,45,2,7,12,4,3,2,"1",6,6,2019,1,1,0,45,2,1,4,0,0,3,12,1,"1","1",6,6,1,1
"173",173,"云南省",1,2,52,1,9,15,6,3,2,"1",6,6,2019,1,1,0,52,3,1,6,0,1,4,15,1,"1","1",6,6,1,1
"174",174,"云南省",1,2,39,2,9,12,NA,3,2,"1",6,6,2019,1,1,0,39,2,1,NA,0,0,4,12,1,"1","1",6,6,1,1
"175",175,"云南省",1,1,40,1,5,9,5,1,NA,NA,3,5,2019,1,1,0,40,2,NA,5,1,1,2,9,0,NA,NA,3,5,0,1
"176",176,"云南省",2,2,55,2,7,NA,7,NA,NA,NA,6,6,2019,1,1,1,55,3,NA,7,0,0,3,NA,NA,NA,NA,6,6,1,1
"177",177,"云南省",1,2,25,2,7,9,5,1,2,"7",6,6,2019,1,1,0,25,1,1,5,0,0,3,9,0,"7","1",6,6,1,1
"178",178,"云南省",2,1,20,2,5,9,5,NA,3,NA,6,6,2019,1,1,1,20,1,0,5,1,0,2,9,NA,NA,NA,6,6,1,1
"179",179,"云南省",2,2,58,2,7,9,6,1,2,NA,4,4,2019,1,1,1,58,3,1,6,0,0,3,9,0,NA,NA,4,4,0,0
"180",180,"云南省",2,1,40,2,9,9,5,NA,5,"8",6,3,2019,1,1,1,40,2,0,5,1,0,4,9,NA,"8","0",6,3,1,0
"181",181,"云南省",2,2,40,2,5,9,5,1,2,"9",4,6,2019,1,1,1,40,2,1,5,0,0,2,9,0,"9","1",4,6,0,1
"182",182,"云南省",2,2,35,2,7,9,7,3,2,NA,6,6,2019,1,1,1,35,2,1,7,0,0,3,9,1,NA,NA,6,6,1,1
"183",183,"云南省",1,2,45,1,7,9,5,1,2,"9",6,6,2019,1,1,0,45,2,1,5,0,1,3,9,0,"9","1",6,6,1,1
