"","id","PSU","gender","a1","a4","a4a","a5","a8","c15_a","c15b","c15_c","k7","k12","k12a","k13","k3","k5","k26b_a","c6a","c6g","year","wave","time","age","corhort","female","marriage","edu","eduyear","hukouRural","race","party","party_parter","incomeFam","job","occ","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"155",155,133,2,1973,99,2,1,1,0,0,0,1,1,97,8,0,0,5,1,1,2008,2,0,35,2,1,1,1,99,1,1,0,0,NA,0,0,0,4,4,1,1
"156",156,133,2,1967,6,2,1,1,0,0,0,1,1,97,8,1,0,5,1,1,2008,2,0,41,2,1,1,1,6,1,1,0,0,NA,1,0,0,4,4,1,1
"157",157,133,2,1940,0,1,1,9,0,0,0,1,1,97,3000,1,0,5,1,1,2008,2,0,68,3,1,1,0,0,1,NA,0,0,3000,1,0,0,4,4,1,1
"158",158,133,2,1963,9,3,1,1,0,3,0,1,1,97,30000,1,0,5,1,1,2008,2,0,45,2,1,1,2,9,1,1,0,0,30000,1,0,0,4,4,1,1
"159",159,133,1,1941,9,3,1,1,1,0,0,4,5,5000,97,0,0,5,1,2,2008,2,0,67,3,0,0,2,9,1,1,1,0,5000,0,0,0,4,3,1,1
"160",160,133,1,1987,9,3,1,1,0,0,0,5,1,97,10000,5,10,7,2,1,2008,2,0,21,1,0,0,2,9,1,1,0,NA,10000,5,10,0,3,4,1,1
"161",161,133,1,1967,9,3,1,1,0,0,0,1,1,97,10000,1,0,1,1,1,2008,2,0,41,2,0,1,2,9,1,1,0,1,10000,1,0,0,4,4,1,1
"162",162,133,1,1954,6,2,1,9,0,0,0,1,5,12000,97,1,0,5,1,1,2008,2,0,54,3,0,1,1,6,1,NA,0,0,12000,1,0,0,4,4,1,1
"163",163,133,2,1938,4,1,1,9,0,0,0,1,1,97,2000,1,0,1,1,1,2008,2,0,70,4,1,1,0,4,1,NA,0,1,2000,1,0,0,4,4,1,1
"164",164,133,2,1981,9,3,1,1,0,0,0,1,1,97,8,1,0,5,1,1,2008,2,0,27,1,1,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"165",165,133,1,1988,12,4,1,1,0,0,0,5,5,8,97,0,0,7,1,2,2008,2,0,20,1,0,0,3,12,1,1,0,NA,NA,0,0,0,4,3,1,1
"166",166,133,2,1962,0,1,1,1,0,0,0,1,1,97,8,1,0,5,1,1,2008,2,0,46,2,1,1,0,0,1,1,0,0,NA,1,0,0,4,4,1,1
"167",167,133,2,1988,11,4,1,9,0,1,0,5,1,97,8,0,0,5,2,2,2008,2,0,20,1,1,0,3,11,1,NA,0,0,NA,0,0,0,3,3,1,1
"168",168,133,2,1979,6,2,1,1,0,0,0,1,5,10000,97,1,0,5,1,1,2008,2,0,29,1,1,1,1,6,1,1,0,0,10000,1,0,0,4,4,1,1
"169",169,133,1,1945,0,1,1,1,0,0,0,5,5,2000,97,0,0,5,1,2,2008,2,0,63,3,0,0,0,0,1,1,0,0,2000,0,0,0,4,3,1,1
"170",170,133,2,1956,99,4,1,9,0,0,0,1,1,97,8,1,0,5,1,1,2008,2,0,52,3,1,1,3,99,1,NA,0,0,NA,1,0,0,4,4,1,1
"171",171,133,1,1944,99,99,1,9,0,0,0,1,1,97,9,0,0,5,1,1,2008,2,0,64,3,0,1,NA,99,1,NA,0,0,NA,0,0,0,4,4,1,1
"172",172,133,1,1972,9,3,1,9,0,0,0,1,5,20000,97,1,0,5,1,1,2008,2,0,36,2,0,1,2,9,1,NA,0,0,20000,1,0,0,4,4,1,1
"173",173,133,1,1973,6,2,1,1,0,0,9,1,5,5000,97,5,10,5,1,3,2008,2,0,35,2,0,1,1,6,1,1,0,0,5000,5,10,0,4,2,1,0
"174",174,133,2,1963,9,3,1,1,0,1,0,1,1,97,8,1,0,5,2,2,2008,2,0,45,2,1,1,2,9,1,1,0,0,NA,1,0,0,3,3,1,1
"175",175,133,1,1983,99,3,1,1,0,0,0,1,1,97,12000,1,0,5,1,2,2008,2,0,25,1,0,1,2,99,1,1,0,0,12000,1,0,0,4,3,1,1
"176",176,133,2,1973,9,3,1,9,0,0,0,1,1,97,8000,1,0,5,1,1,2008,2,0,35,2,1,1,2,9,1,NA,0,0,8000,1,0,0,4,4,1,1
"177",177,133,1,1952,12,4,1,9,0,0,0,1,1,97,8,1,0,5,1,1,2008,2,0,56,3,0,1,3,12,1,NA,0,0,NA,1,0,0,4,4,1,1
"178",178,133,1,1942,12,4,1,9,3,3,0,1,5,140000,97,6,1,5,1,1,2008,2,0,66,3,0,1,3,12,1,NA,1,0,140000,6,1,1,4,4,1,1
"179",179,133,1,1939,9,3,1,1,0,0,0,1,5,8,97,0,0,5,1,2,2008,2,0,69,3,0,1,2,9,1,1,0,0,NA,0,0,0,4,3,1,1
"180",180,133,1,1963,7,3,1,9,0,0,0,1,1,97,8,1,0,5,2,2,2008,2,0,45,2,0,1,2,7,1,NA,0,0,NA,1,0,0,3,3,1,1
"181",181,134,2,1954,7,3,1,1,0,3,0,1,5,14500,97,1,0,5,1,2,2008,2,0,54,3,1,1,2,7,1,1,0,0,14500,1,0,0,4,3,1,1
"182",182,134,2,1954,0,1,1,1,0,0,3,1,5,8,97,0,0,7,1,2,2008,2,0,54,3,1,1,0,0,1,1,0,NA,NA,0,0,0,4,3,1,1
"183",183,134,2,1963,7,3,1,1,0,0,0,1,1,97,10000,1,0,5,1,2,2008,2,0,45,2,1,1,2,7,1,1,0,0,10000,1,0,0,4,3,1,1
"184",184,134,1,1947,6,2,1,1,1,3,0,1,5,55000,97,0,0,5,1,1,2008,2,0,61,3,0,1,1,6,1,1,1,0,55000,0,0,0,4,4,1,1
"185",185,134,2,1956,1,1,1,1,0,0,0,1,1,97,7000,1,0,5,1,1,2008,2,0,52,3,1,1,0,1,1,1,0,0,7000,1,0,0,4,4,1,1
"186",186,134,1,1953,0,1,1,1,0,0,0,5,5,8,97,0,0,7,1,1,2008,2,0,55,3,0,0,0,0,1,1,0,NA,NA,0,0,0,4,4,1,1
"187",187,134,1,1955,6,2,1,1,0,0,0,5,1,97,8,1,0,7,1,1,2008,2,0,53,3,0,0,1,6,1,1,0,NA,NA,1,0,0,4,4,1,1
"188",188,134,1,1945,6,2,1,1,0,0,0,1,1,97,8,1,0,5,1,1,2008,2,0,63,3,0,1,1,6,1,1,0,0,NA,1,0,0,4,4,1,1
"189",189,134,2,1948,6,2,1,1,0,0,0,1,1,97,8,0,0,5,1,2,2008,2,0,60,3,1,1,1,6,1,1,0,0,NA,0,0,0,4,3,1,1
"190",190,134,2,1963,12,4,1,1,0,0,0,1,1,97,10000,1,0,5,1,8,2008,2,0,45,2,1,1,3,12,1,1,0,0,10000,1,0,0,4,NA,1,NA
"191",191,134,1,1947,6,2,1,1,1,1,0,1,1,97,10000,1,0,5,1,1,2008,2,0,61,3,0,1,1,6,1,1,1,0,10000,1,0,0,4,4,1,1
"192",192,134,2,1966,12,4,1,1,0,0,0,1,1,97,8,1,0,5,1,2,2008,2,0,42,2,1,1,3,12,1,1,0,0,NA,1,0,0,4,3,1,1
"193",193,134,2,1972,9,3,1,1,0,1,0,1,1,97,8,1,0,5,1,2,2008,2,0,36,2,1,1,2,9,1,1,0,0,NA,1,0,0,4,3,1,1
"194",194,134,1,1961,8,3,1,1,0,0,0,1,1,97,25000,1,0,5,1,2,2008,2,0,47,2,0,1,2,8,1,1,0,0,25000,1,0,0,4,3,1,1
"195",195,134,1,1950,8,2,1,1,1,1,0,1,1,97,8,1,0,5,1,3,2008,2,0,58,3,0,1,1,8,1,1,1,0,NA,1,0,0,4,2,1,0
"196",196,134,1,1977,9,3,1,1,0,1,0,1,1,97,8,1,0,5,1,1,2008,2,0,31,2,0,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"197",197,134,1,1967,9,3,1,1,1,3,0,1,1,97,30000,6,1,5,1,1,2008,2,0,41,2,0,1,2,9,1,1,1,0,30000,6,1,1,4,4,1,1
"198",198,134,1,1940,9,3,1,1,1,0,0,4,1,97,5500,1,0,5,1,2,2008,2,0,68,3,0,0,2,9,1,1,1,0,5500,1,0,0,4,3,1,1
"199",199,134,2,1948,6,2,1,1,0,3,0,1,1,97,8,0,0,5,1,2,2008,2,0,60,3,1,1,1,6,1,1,0,0,NA,0,0,0,4,3,1,1
"200",200,134,1,1965,99,2,1,1,0,3,0,1,1,97,20000,1,0,5,1,2,2008,2,0,43,2,0,1,1,99,1,1,0,0,20000,1,0,0,4,3,1,1
"201",201,134,1,1967,7,2,1,1,0,1,0,1,1,97,8,1,0,5,1,8,2008,2,0,41,2,0,1,1,7,1,1,0,0,NA,1,0,0,4,NA,1,NA
"202",202,134,1,1964,99,2,1,1,0,0,0,1,1,97,10000,1,0,5,1,4,2008,2,0,44,2,0,1,1,99,1,1,0,0,10000,1,0,0,4,1,1,0
"203",203,134,1,1963,15,6,5,1,0,3,0,1,5,8,97,10,6,1,1,2,2008,2,0,45,2,0,1,4,15,0,1,0,1,NA,10,6,1,4,3,1,1
"204",204,134,2,1953,11,4,1,1,0,0,0,1,1,97,8,1,0,5,2,2,2008,2,0,55,3,1,1,3,11,1,1,0,0,NA,1,0,0,3,3,1,1
"205",205,134,2,1967,0,1,1,1,0,0,0,1,5,8,97,1,0,5,1,1,2008,2,0,41,2,1,1,0,0,1,1,0,0,NA,1,0,0,4,4,1,1
"206",206,134,1,1962,7,3,1,1,0,0,0,1,5,8,97,3,8,5,1,4,2008,2,0,46,2,0,1,2,7,1,1,0,0,NA,3,8,0,4,1,1,0
"207",207,134,1,1967,9,3,1,1,0,3,0,1,1,97,8,1,0,5,1,1,2008,2,0,41,2,0,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"208",208,134,1,1957,9,4,1,1,0,1,0,1,1,97,6500,1,0,5,8,8,2008,2,0,51,3,0,1,3,9,1,1,0,0,6500,1,0,0,NA,NA,NA,NA
"209",209,134,1,1968,8,3,1,1,1,0,0,1,5,1e+05,97,3,8,5,1,2,2008,2,0,40,2,0,1,2,8,1,1,1,0,1e+05,3,8,0,4,3,1,1
"210",210,134,2,1951,6,2,1,1,0,0,0,1,1,97,20000,1,0,5,1,2,2008,2,0,57,3,1,1,1,6,1,1,0,0,20000,1,0,0,4,3,1,1
"211",211,134,2,1939,6,2,1,1,0,0,0,1,1,97,8,1,0,1,1,1,2008,2,0,69,3,1,1,1,6,1,1,0,1,NA,1,0,0,4,4,1,1
"212",212,134,2,1958,6,2,1,1,0,0,0,1,1,97,8,1,0,5,1,1,2008,2,0,50,3,1,1,1,6,1,1,0,0,NA,1,0,0,4,4,1,1
"213",213,134,2,1963,10,6,5,1,1,1,0,1,5,30000,97,10,6,5,1,3,2008,2,0,45,2,1,1,4,10,0,1,1,0,30000,10,6,1,4,2,1,0
"214",214,134,2,1956,4,1,1,1,0,0,0,1,1,97,8,1,0,5,1,1,2008,2,0,52,3,1,1,0,4,1,1,0,0,NA,1,0,0,4,4,1,1
"215",215,134,1,1978,9,3,1,1,0,0,0,1,1,97,10000,1,0,5,1,1,2008,2,0,30,2,0,1,2,9,1,1,0,0,10000,1,0,0,4,4,1,1
"216",216,134,1,1958,6,2,1,1,0,0,0,1,1,97,5000,1,0,5,1,2,2008,2,0,50,3,0,1,1,6,1,1,0,0,5000,1,0,0,4,3,1,1
"217",217,134,1,1949,6,2,1,1,0,0,0,4,1,97,8,1,0,7,1,1,2008,2,0,59,3,0,0,1,6,1,1,0,NA,NA,1,0,0,4,4,1,1
"218",218,134,2,1947,99,2,1,1,0,0,0,1,1,97,500,1,0,5,1,1,2008,2,0,61,3,1,1,1,99,1,1,0,0,500,1,0,0,4,4,1,1
"219",219,134,1,1937,6,2,1,1,1,0,0,1,1,97,5000,1,0,5,1,2,2008,2,0,71,4,0,1,1,6,1,1,1,0,5000,1,0,0,4,3,1,1
"220",220,134,2,1970,6,2,1,1,0,0,0,1,1,97,8,1,0,5,8,8,2008,2,0,38,2,1,1,1,6,1,1,0,0,NA,1,0,0,NA,NA,NA,NA
"221",221,134,2,1977,9,3,1,1,0,3,0,1,1,97,8,10,4,5,1,2,2008,2,0,31,2,1,1,2,9,1,1,0,0,NA,10,4,0,4,3,1,1
"222",222,134,1,1968,8,3,1,1,0,0,0,1,1,97,5000,1,0,5,1,1,2008,2,0,40,2,0,1,2,8,1,1,0,0,5000,1,0,0,4,4,1,1
"223",223,134,1,1954,9,3,1,1,0,3,0,1,1,97,30000,1,0,5,1,2,2008,2,0,54,3,0,1,2,9,1,1,0,0,30000,1,0,0,4,3,1,1
"224",224,134,1,1950,6,2,1,1,1,1,0,1,1,97,10000,1,0,5,1,2,2008,2,0,58,3,0,1,1,6,1,1,1,0,10000,1,0,0,4,3,1,1
"225",225,134,1,1980,9,3,1,1,0,1,0,1,1,97,9000,1,0,5,1,2,2008,2,0,28,1,0,1,2,9,1,1,0,0,9000,1,0,0,4,3,1,1
"226",226,134,1,1958,9,3,1,1,0,3,0,2,5,10000,97,1,0,9,1,1,2008,2,0,50,3,0,0,2,9,1,1,0,NA,10000,1,0,0,4,4,1,1
"227",227,134,2,1969,4,1,1,1,0,0,0,1,1,97,10000,1,0,5,1,8,2008,2,0,39,2,1,1,0,4,1,1,0,0,10000,1,0,0,4,NA,1,NA
"228",228,135,1,1952,6,2,1,1,0,0,0,1,5,150000,97,3,8,5,1,3,2008,2,0,56,3,0,1,1,6,1,1,0,0,150000,3,8,0,4,2,1,0
"229",229,135,1,1939,12,4,1,1,1,0,0,1,5,15000,97,6,1,5,1,3,2008,2,0,69,3,0,1,3,12,1,1,1,0,15000,6,1,1,4,2,1,0
"230",230,135,2,1962,9,4,1,1,0,3,0,1,5,9,97,1,0,5,1,2,2008,2,0,46,2,1,1,3,9,1,1,0,0,NA,1,0,0,4,3,1,1
"231",231,135,1,1968,5,2,1,1,0,0,0,1,1,97,20000,1,0,5,1,3,2008,2,0,40,2,0,1,1,5,1,1,0,0,20000,1,0,0,4,2,1,0
"232",232,135,1,1964,8,3,1,1,0,3,0,1,1,97,15000,1,0,5,1,2,2008,2,0,44,2,0,1,2,8,1,1,0,0,15000,1,0,0,4,3,1,1
"233",233,135,2,1948,4,2,1,1,1,0,0,1,5,27000,97,6,1,1,1,3,2008,2,0,60,3,1,1,1,4,1,1,1,1,27000,6,1,1,4,2,1,0
"234",234,135,2,1952,5,2,1,1,0,0,0,1,5,2e+05,97,0,0,5,1,1,2008,2,0,56,3,1,1,1,5,1,1,0,0,2e+05,0,0,0,4,4,1,1
"235",235,135,2,1963,6,2,1,1,0,0,0,1,5,9,97,1,0,1,3,3,2008,2,0,45,2,1,1,1,6,1,1,0,1,NA,1,0,0,2,2,0,0
"236",236,135,2,1986,7,3,1,1,0,0,0,1,1,97,15000,1,0,5,1,2,2008,2,0,22,1,1,1,2,7,1,1,0,0,15000,1,0,0,4,3,1,1
"237",237,135,2,1937,6,2,1,1,0,1,0,1,5,20000,97,0,0,1,1,3,2008,2,0,71,4,1,1,1,6,1,1,0,1,20000,0,0,0,4,2,1,0
"238",238,135,1,1963,6,2,1,1,0,0,0,1,5,20000,97,5,8,5,2,2,2008,2,0,45,2,0,1,1,6,1,1,0,0,20000,5,8,0,3,3,1,1
"239",239,135,1,1957,6,2,1,1,1,0,0,1,5,75000,97,3,8,1,1,2,2008,2,0,51,3,0,1,1,6,1,1,1,1,75000,3,8,0,4,3,1,1
"240",240,135,1,1946,6,2,1,1,0,0,0,5,1,97,2000,1,0,7,1,2,2008,2,0,62,3,0,0,1,6,1,1,0,NA,2000,1,0,0,4,3,1,1
"241",241,135,1,1983,9,3,1,1,0,0,0,1,5,8,97,3,8,5,1,2,2008,2,0,25,1,0,1,2,9,1,1,0,0,NA,3,8,0,4,3,1,1
"242",242,135,2,1958,3,1,1,1,0,0,0,1,5,10000,97,1,0,1,1,2,2008,2,0,50,3,1,1,0,3,1,1,0,1,10000,1,0,0,4,3,1,1
"243",243,135,2,1943,6,2,1,1,0,0,0,1,5,20000,97,0,0,1,1,2,2008,2,0,65,3,1,1,1,6,1,1,0,1,20000,0,0,0,4,3,1,1
"244",244,135,2,1973,3,2,1,9,0,0,0,1,5,10000,97,1,0,5,3,4,2008,2,0,35,2,1,1,1,3,1,NA,0,0,10000,1,0,0,2,1,0,0
"245",245,135,2,1963,9,3,1,1,0,0,0,4,5,20000,97,1,0,7,1,2,2008,2,0,45,2,1,0,2,9,1,1,0,NA,20000,1,0,0,4,3,1,1
"246",246,135,2,1945,6,2,1,9,0,0,0,1,5,30000,97,0,0,5,1,2,2008,2,0,63,3,1,1,1,6,1,NA,0,0,30000,0,0,0,4,3,1,1
"247",247,135,2,1967,7,3,1,9,0,0,0,1,5,10000,97,1,0,5,1,2,2008,2,0,41,2,1,1,2,7,1,NA,0,0,10000,1,0,0,4,3,1,1
"248",248,135,1,1945,6,2,5,1,0,3,0,1,5,30000,97,5,2,5,1,2,2008,2,0,63,3,0,1,1,6,0,1,0,0,30000,5,2,1,4,3,1,1
"249",249,135,2,1958,2,1,1,9,0,0,0,4,5,10000,97,1,0,5,2,3,2008,2,0,50,3,1,0,0,2,1,NA,0,0,10000,1,0,0,3,2,1,0
"250",250,135,1,1937,99,3,1,1,0,3,0,1,5,12000,97,6,1,5,1,2,2008,2,0,71,4,0,1,2,99,1,1,0,0,12000,6,1,1,4,3,1,1
"251",251,135,1,1960,9,3,1,1,0,0,0,1,1,97,15000,1,0,5,1,2,2008,2,0,48,2,0,1,2,9,1,1,0,0,15000,1,0,0,4,3,1,1
"252",252,135,2,1964,9,3,1,1,0,3,0,1,5,20000,97,1,0,1,1,1,2008,2,0,44,2,1,1,2,9,1,1,0,1,20000,1,0,0,4,4,1,1
"253",253,135,2,1946,3,1,1,9,0,0,0,1,5,8,97,1,0,1,1,2,2008,2,0,62,3,1,1,0,3,1,NA,0,1,NA,1,0,0,4,3,1,1
"254",254,135,2,1952,6,2,1,1,0,0,0,1,5,10000,97,0,0,5,1,2,2008,2,0,56,3,1,1,1,6,1,1,0,0,10000,0,0,0,4,3,1,1
"255",255,135,2,1977,12,5,5,1,0,1,0,1,5,30000,97,9,2,1,2,2,2008,2,0,31,2,1,1,3,12,0,1,0,1,30000,9,2,1,3,3,1,1
"256",256,135,2,1957,0,1,1,1,0,0,0,1,1,97,5000,1,0,5,2,2,2008,2,0,51,3,1,1,0,0,1,1,0,0,5000,1,0,0,3,3,1,1
"257",257,135,1,1951,6,2,5,1,0,3,0,1,5,9,97,5,2,5,1,3,2008,2,0,57,3,0,1,1,6,0,1,0,0,NA,5,2,1,4,2,1,0
"258",258,135,1,1953,5,2,1,1,0,0,0,1,1,97,40000,1,0,5,1,8,2008,2,0,55,3,0,1,1,5,1,1,0,0,40000,1,0,0,4,NA,1,NA
"259",259,135,1,1964,0,1,1,1,0,0,0,1,5,30000,97,1,0,5,1,2,2008,2,0,44,2,0,1,0,0,1,1,0,0,30000,1,0,0,4,3,1,1
"260",260,135,2,1950,9,3,1,1,0,3,0,1,5,10000,97,1,0,5,1,2,2008,2,0,58,3,1,1,2,9,1,1,0,0,10000,1,0,0,4,3,1,1
"261",261,135,1,1940,9,3,1,1,0,0,0,1,5,8000,97,1,0,5,1,2,2008,2,0,68,3,0,1,2,9,1,1,0,0,8000,1,0,0,4,3,1,1
"262",262,135,2,1954,0,1,1,1,0,0,0,1,1,97,20000,1,0,5,1,3,2008,2,0,54,3,1,1,0,0,1,1,0,0,20000,1,0,0,4,2,1,0
"263",263,135,2,1965,0,1,1,1,0,0,0,1,5,30000,97,1,0,5,1,3,2008,2,0,43,2,1,1,0,0,1,1,0,0,30000,1,0,0,4,2,1,0
"264",264,135,1,1971,10,3,1,1,0,0,0,1,5,15000,97,3,8,5,1,8,2008,2,0,37,2,0,1,2,10,1,1,0,0,15000,3,8,0,4,NA,1,NA
"265",265,135,2,1941,9,3,1,9,0,0,0,1,1,97,9,1,0,5,2,2,2008,2,0,67,3,1,1,2,9,1,NA,0,0,NA,1,0,0,3,3,1,1
"266",266,135,2,1973,9,3,1,1,0,3,0,1,5,10000,97,1,0,5,1,3,2008,2,0,35,2,1,1,2,9,1,1,0,0,10000,1,0,0,4,2,1,0
"267",267,135,1,1954,6,2,1,1,0,0,0,1,5,20000,97,5,8,5,1,4,2008,2,0,54,3,0,1,1,6,1,1,0,0,20000,5,8,0,4,1,1,0
"268",268,135,1,1965,9,3,1,1,0,0,0,1,5,6000,97,1,0,1,2,3,2008,2,0,43,2,0,1,2,9,1,1,0,1,6000,1,0,0,3,2,1,0
"269",269,135,1,1965,8,3,1,1,0,3,0,1,5,9,97,3,8,5,2,2,2008,2,0,43,2,0,1,2,8,1,1,0,0,NA,3,8,0,3,3,1,1
"270",270,135,1,1938,11,5,5,1,1,3,0,1,5,25000,97,7,2,5,1,2,2008,2,0,70,4,0,1,3,11,0,1,1,0,25000,7,2,1,4,3,1,1
"271",271,135,1,1965,8,3,1,1,0,0,0,1,5,9,97,1,0,5,1,2,2008,2,0,43,2,0,1,2,8,1,1,0,0,NA,1,0,0,4,3,1,1
"272",272,135,1,1949,5,1,1,1,0,0,0,1,1,97,9,0,0,5,1,1,2008,2,0,59,3,0,1,0,5,1,1,0,0,NA,0,0,0,4,4,1,1
"273",273,135,2,1971,6,2,1,1,0,0,0,1,5,5000,97,1,0,5,1,2,2008,2,0,37,2,1,1,1,6,1,1,0,0,5000,1,0,0,4,3,1,1
"274",274,135,2,1955,0,1,1,1,0,0,0,1,5,2e+05,97,1,0,5,2,2,2008,2,0,53,3,1,1,0,0,1,1,0,0,2e+05,1,0,0,3,3,1,1
"275",275,135,2,1963,9,3,1,1,0,0,0,4,1,97,8,1,0,5,2,2,2008,2,0,45,2,1,0,2,9,1,1,0,0,NA,1,0,0,3,3,1,1
"276",276,135,2,1966,4,1,1,1,0,0,0,1,5,8,97,1,0,5,1,2,2008,2,0,42,2,1,1,0,4,1,1,0,0,NA,1,0,0,4,3,1,1
"277",277,135,2,1949,0,1,1,1,0,0,0,1,1,97,6000,0,0,5,1,8,2008,2,0,59,3,1,1,0,0,1,1,0,0,6000,0,0,0,4,NA,1,NA
"278",278,135,2,1955,3,2,1,1,0,0,0,1,1,97,10000,1,0,5,1,2,2008,2,0,53,3,1,1,1,3,1,1,0,0,10000,1,0,0,4,3,1,1
"279",279,135,1,1955,4,2,1,1,0,0,0,4,5,10000,97,1,0,5,2,3,2008,2,0,53,3,0,0,1,4,1,1,0,0,10000,1,0,0,3,2,1,0
"280",280,135,1,1959,9,3,1,1,0,0,0,1,5,40000,97,1,0,5,1,2,2008,2,0,49,2,0,1,2,9,1,1,0,0,40000,1,0,0,4,3,1,1
"281",281,135,2,1965,6,2,1,9,0,0,0,1,5,9,97,5,8,5,1,3,2008,2,0,43,2,1,1,1,6,1,NA,0,0,NA,5,8,0,4,2,1,0
"282",282,135,2,1938,6,2,1,1,0,0,0,1,5,9,97,0,0,5,2,8,2008,2,0,70,4,1,1,1,6,1,1,0,0,NA,0,0,0,3,NA,1,NA
"283",283,135,2,1958,0,1,1,1,0,0,0,1,5,10000,97,1,0,5,1,3,2008,2,0,50,3,1,1,0,0,1,1,0,0,10000,1,0,0,4,2,1,0
"284",284,135,2,1947,0,1,1,9,0,0,0,1,1,97,23000,1,0,5,2,3,2008,2,0,61,3,1,1,0,0,1,NA,0,0,23000,1,0,0,3,2,1,0
"285",285,135,2,1955,0,1,1,9,0,0,0,1,1,97,6500,1,0,5,2,3,2008,2,0,53,3,1,1,0,0,1,NA,0,0,6500,1,0,0,3,2,1,0
"286",286,136,1,1950,6,2,5,1,1,1,0,1,5,9,97,6,1,1,1,2,2008,2,0,58,3,0,1,1,6,0,1,1,1,NA,6,1,1,4,3,1,1
"287",287,136,1,1989,8,3,5,1,0,0,0,5,5,8,97,2,8,7,2,2,2008,2,0,19,1,0,0,2,8,0,1,0,NA,NA,2,8,0,3,3,1,1
"288",288,136,2,1963,6,2,1,1,0,0,0,1,5,8,97,3,8,5,1,1,2008,2,0,45,2,1,1,1,6,1,1,0,0,NA,3,8,0,4,4,1,1
"289",289,136,2,1986,10,3,1,1,0,0,0,5,5,8,97,5,8,5,2,3,2008,2,0,22,1,1,0,2,10,1,1,0,0,NA,5,8,0,3,2,1,0
"290",290,136,2,1988,8,3,1,9,0,0,0,5,5,8,97,3,8,7,2,8,2008,2,0,20,1,1,0,2,8,1,NA,0,NA,NA,3,8,0,3,NA,1,NA
"291",291,136,1,1972,9,5,1,9,0,0,0,1,5,15000,97,3,8,5,1,2,2008,2,0,36,2,0,1,3,9,1,NA,0,0,15000,3,8,0,4,3,1,1
"292",292,136,1,1949,6,2,1,1,0,1,0,1,5,8,97,0,0,5,1,1,2008,2,0,59,3,0,1,1,6,1,1,0,0,NA,0,0,0,4,4,1,1
"293",293,136,1,1962,12,4,1,1,0,1,0,1,5,8,97,3,8,5,1,8,2008,2,0,46,2,0,1,3,12,1,1,0,0,NA,3,8,0,4,NA,1,NA
"294",294,136,1,1982,9,3,1,1,0,0,0,1,5,130000,97,3,8,5,1,2,2008,2,0,26,1,0,1,2,9,1,1,0,0,130000,3,8,0,4,3,1,1
"295",295,136,1,1987,9,3,1,1,0,0,0,1,5,9,97,4,10,5,1,1,2008,2,0,21,1,0,1,2,9,1,1,0,0,NA,4,10,0,4,4,1,1
"296",296,136,1,1983,9,3,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,25,1,0,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"297",297,136,1,1987,13,4,1,1,0,0,0,5,5,8,97,0,0,7,2,3,2008,2,0,21,1,0,0,3,13,1,1,0,NA,NA,0,0,0,3,2,1,0
"298",298,136,1,1984,6,2,1,1,0,0,0,1,5,20000,97,3,8,5,2,3,2008,2,0,24,1,0,1,1,6,1,1,0,0,20000,3,8,0,3,2,1,0
"299",299,136,2,1978,10,3,5,9,0,0,0,1,5,9,97,3,8,5,1,4,2008,2,0,30,2,1,1,2,10,0,NA,0,0,NA,3,8,0,4,1,1,0
"300",300,136,2,1972,5,2,1,9,0,3,0,1,5,9,97,1,0,5,1,1,2008,2,0,36,2,1,1,1,5,1,NA,0,0,NA,1,0,0,4,4,1,1
"301",301,136,1,1970,5,2,1,1,0,0,0,1,5,8,97,77,8,5,2,8,2008,2,0,38,2,0,1,1,5,1,1,0,0,NA,77,8,0,3,NA,1,NA
"302",302,136,2,1962,8,3,1,9,0,0,0,1,5,8,97,3,8,5,1,3,2008,2,0,46,2,1,1,2,8,1,NA,0,0,NA,3,8,0,4,2,1,0
"303",303,136,1,1968,9,3,1,1,0,0,0,1,5,20000,97,3,8,5,1,2,2008,2,0,40,2,0,1,2,9,1,1,0,0,20000,3,8,0,4,3,1,1
"304",304,136,2,1956,6,2,1,1,0,0,0,1,1,97,8,0,0,5,8,8,2008,2,0,52,3,1,1,1,6,1,1,0,0,NA,0,0,0,NA,NA,NA,NA
"305",305,136,1,1969,6,2,1,1,0,0,0,1,1,97,10000,3,8,5,2,2,2008,2,0,39,2,0,1,1,6,1,1,0,0,10000,3,8,0,3,3,1,1
"306",306,136,2,1963,7,3,1,1,0,1,0,1,5,15000,97,3,8,5,2,2,2008,2,0,45,2,1,1,2,7,1,1,0,0,15000,3,8,0,3,3,1,1
"307",307,136,2,1975,4,1,1,1,0,0,0,1,5,10000,97,0,0,5,1,2,2008,2,0,33,2,1,1,0,4,1,1,0,0,10000,0,0,0,4,3,1,1
"308",308,136,1,1955,7,3,1,1,0,0,0,1,5,9,97,1,0,5,1,2,2008,2,0,53,3,0,1,2,7,1,1,0,0,NA,1,0,0,4,3,1,1
"309",309,136,2,1981,8,3,1,1,0,0,0,1,5,8,97,10,10,5,2,2,2008,2,0,27,1,1,1,2,8,1,1,0,0,NA,10,10,0,3,3,1,1
